word	Malayalam-ml	emotion	emotion-intensity-score
attenuation	വക്രം	sadness	0.344
forfeit	നഷ്ടപ്പെടുക	sadness	0.344
plea	ഹർജി	sadness	0.344
cumbersome	സങ്കീർണ്ണമായ	sadness	0.344
resigned	രാജിവെച്ചിരുന്നു	sadness	0.344
lagging	മന്ദഹസരം	sadness	0.344
intercede	ഇടപഴകുക	sadness	0.344
myopia	ശ്വാസകോശം	sadness	0.339
unaccountable	സംശയിക്കാനാവില്ല	sadness	0.339
mishap	അപകടകാരി	sadness	0.338
probation	പ്രൊബേഷൻ	sadness	0.336
disagreeing	വിയോജിക്കുന്നു	sadness	0.333
severance	ഉദാസീനത	sadness	0.333
bacteria	ബാക്ടീരിയ	sadness	0.328
adrift	അഭിവൃദ്ധി	sadness	0.328
squall	കഴുത്ത്	sadness	0.328
nether	നെഹർ	sadness	0.328
leave	വിട്ടേക്കുക	sadness	0.328
incompetent	കഴിവുകഴിവ്	sadness	0.328
endless	അനന്തമായ	sadness	0.328
unacceptable	അസ്വീകാര്യമായ	sadness	0.328
bondage	അടിമത്തം	sadness	0.328
dependence	ആശ്രയത്വം	sadness	0.328
sterile	അണുവിമുക്തമായ	sadness	0.328
unacknowledged	അംഗീകരിച്ചില്ല	sadness	0.328
disallowed	അനുവദനീയമല്ല	sadness	0.328
nepotism	സ്വജനപക്ഷപാതം	sadness	0.328
soreness	വല്ലാത്ത	sadness	0.328
scold	ശകാരിക്കുക	sadness	0.327
flaccid	മിനുസമായ പുറംതൊലി	sadness	0.324
hobo	ഹബോ	sadness	0.323
fragile	ദുർബലമാണ്	sadness	0.319
stingy	വിഷമം	sadness	0.319
sue	സ്യൂ	sadness	0.318
scarcely	അപൂർവ്വമായി	sadness	0.318
mistake	തെറ്റ്	sadness	0.312
committal	കടമ	sadness	0.312
fatty	കൊഴുപ്പ്	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	മെതിച്ചെടുക്കുക	sadness	0.312
skid	തൊലി	sadness	0.312
hamstring	ഹാംസ്റ്റിംഗ്	sadness	0.312
nonsensical	അസംബന്ധം	sadness	0.312
ulcer	അൾസർ	sadness	0.312
defy	നിരസിക്കുക	sadness	0.312
nostalgia	നോസ്റ്റാൽജിയ	sadness	0.312
inhibit	തടയുക	sadness	0.312
clouded	ക്ലൗഡ്	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	മറച്ചുവെക്കുക	sadness	0.311
blemish	കളങ്കം	sadness	0.310
resisting	ചെറുത്തുനിൽപ്പ്	sadness	0.309
sympathetic	സഹാനുഭൂതി	sadness	0.307
bugaboo	ബഗ്ബു	sadness	0.304
confess	ഏറ്റുപറയുക	sadness	0.303
opium	കറുപ്പ്	sadness	0.303
alas	അയ്യോ	sadness	0.302
setback	തിരിച്ചടി	sadness	0.297
halting	നിർത്തുക	sadness	0.297
incase	ഈ സാഹചര്യത്തിൽ	sadness	0.297
inappropriate	അനുചിതമായ	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	മൈഗ്രെയ്ൻ	sadness	0.297
incompatible	അനുയോജ്യമല്ല	sadness	0.297
dull	മുഷിഞ്ഞ	sadness	0.297
discontinuity	നിർത്തലാക്കൽ	sadness	0.297
wrinkled	ചുളുക്കം	sadness	0.297
suppress	അടിച്ചമർത്തുക	sadness	0.297
weak	ദുർബലമായ	sadness	0.297
mislead	വഴിതെറ്റിക്കുക	sadness	0.297
subsidence	ഉപജീവനമാർഗ്ഗം	sadness	0.297
hermit	സസന്തോഷം	sadness	0.296
moving	നീങ്ങുന്നു	sadness	0.295
shrink	ചുരുക്കുക	sadness	0.295
shiver	കുഴഞ്ഞുവീഴുക	sadness	0.291
tramp	തമ്പ്	sadness	0.288
constraint	തടസ്സം	sadness	0.288
unimportant	അപ്രധാനമായ	sadness	0.288
rubble	നാശം	sadness	0.282
excluding	ഒഴികെ	sadness	0.281
revoke	പിൻവലിക്കുക	sadness	0.281
negro	നീഗ്രോ	sadness	0.281
shortage	ക്ഷാമം	sadness	0.281
wearily	വെറുതെ	sadness	0.281
grey	ചാരനിറം	sadness	0.281
senseless	ബുദ്ധിഹീനമായ	sadness	0.281
overdue	കാലതാമസം	sadness	0.281
flinch	തിളങ്ങുക	sadness	0.281
adverse	പ്രതികൂലമായ	sadness	0.281
remove	നീക്കം ചെയ്യുക	sadness	0.281
grumpy	വിരസത	sadness	0.281
flop	ഫ്ലോപ്പ്	sadness	0.281
scrapie	സ്ക്രാപ്പി	sadness	0.281
confession	കുറ്റസമ്മതം	sadness	0.281
timid	തട്ടിപ്പ്	sadness	0.281
down	താഴേക്ക്	sadness	0.281
unseat	അഴിച്ചുവിടുക	sadness	0.281
apathy	നിരുപമ	sadness	0.281
taint	കുഴഞ്ഞുവീഴുക	sadness	0.281
black	കറുത്ത	sadness	0.281
knell	മുട്ടുകുത്തി	sadness	0.275
jurisprudence	നിയമജ്ഞൻ	sadness	0.273
humbled	താഴ്ന്നതാണ്	sadness	0.273
confusion	ആശയക്കുഴപ്പം	sadness	0.273
soldier	പടയാളിയാണ്	sadness	0.273
throb	throb	sadness	0.273
gray	ചാരനിറം	sadness	0.269
obstacle	തടസ്സം	sadness	0.266
lax	lax	sadness	0.266
eternity	നിത്യത	sadness	0.266
leaving	വിടവാങ്ങുന്നു	sadness	0.266
unrealistic	യാഥാർഥ്യമാണ്	sadness	0.266
mixedemotions	മിക്സെമോട്ടനുകൾ	sadness	0.266
slur	മങ്ങിക്കുക	sadness	0.266
drifted	നീരാവിയായി	sadness	0.266
remiss	റിമൈസ് ചെയ്യുക	sadness	0.266
shack	ഷാക്ക്	sadness	0.266
inconvenient	അസൗകര്യം	sadness	0.263
restrict	നിയന്ത്രിക്കുക	sadness	0.259
misrepresentation	തെറ്റിദ്ധരിപ്പിക്കൽ	sadness	0.259
stagnant	സ്തംഭനം	sadness	0.259
disservice	അപകീർത്തിപ്പെടുത്തൽ	sadness	0.258
backwater	കായൽ	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	മരുഭൂമി	sadness	0.255
wasteful	വൃത്തികെട്ട	sadness	0.250
labored	അധ്വാനിച്ചു	sadness	0.250
uneducated	വിദ്യാഭ്യാസമില്ലാത്ത	sadness	0.250
incomplete	അപൂർണ്ണം	sadness	0.250
older	പഴയത്	sadness	0.250
speculation	ഊഹക്കച്ചവടം	sadness	0.250
undying	അപ്രതീക്ഷിതമായി	sadness	0.250
pine	പൈൻമരം	sadness	0.250
tempest	കൊടുങ്കാറ്റ്	sadness	0.250
humbug	ഹുംഗ്ഗ്	sadness	0.250
bang	കൊള്ളാം	sadness	0.250
gullible	കൊള്ളാം	sadness	0.250
unexplained	വിശദീകരിക്കാനാകാത്തത്	sadness	0.250
communism	കമ്മ്യൂണിസം	sadness	0.250
error	പിശക്	sadness	0.250
anchorage	ആങ്കറേജ്	sadness	0.250
rainyday	മഴയുള്ള ദിവസം	sadness	0.242
demonstrative	പ്രകടനം	sadness	0.242
melodrama	നാടകമരം	sadness	0.242
necessity	ആവശ്യം	sadness	0.236
boredom	വിരസത	sadness	0.235
misty	മഞ്ഞുമൂടിയ	sadness	0.234
warp	ശല്യം	sadness	0.234
trash	ട്രാഷ്	sadness	0.234
burke	ബർക്ക്	sadness	0.234
hollow	പൊള്ളയായ	sadness	0.234
void	ശൂന്യം	sadness	0.234
healing	സൌഖ്യമാക്കൽ	sadness	0.234
cloudy	മേഘാവൃതമായ അന്തരീക്ഷം	sadness	0.234
blockade	ബ്ലോക്ക്	sadness	0.234
depart	പുറപ്പെടൂ	sadness	0.234
uninteresting	രസകരമല്ലാത്ത	sadness	0.234
cancel	റദ്ദാക്കുക	sadness	0.234
sentence	വാചകം	sadness	0.234
foggy	മഞ്ഞുതുള്ളി	sadness	0.234
pale	വിളറിയ	sadness	0.234
case	കേസ്	sadness	0.228
rainy	മഴയുള്ള	sadness	0.227
onerous	ഭാരം	sadness	0.223
bottom	താഴെ	sadness	0.223
uninterested	താത്പര്യമില്ല	sadness	0.223
fasting	നോമ്പ്	sadness	0.220
indifference	നിസ്സംഗത	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	കോപിംഗ്	sadness	0.219
discolored	നിറംപിടിപ്പിച്ചു	sadness	0.219
blunder	തെറ്റ്	sadness	0.219
thirst	ദാഹം	sadness	0.219
dole	ഡൂൾ	sadness	0.219
pious	ഭക്തിയുള്ള	sadness	0.219
cocaine	കൊക്കെയ്ൻ	sadness	0.218
tough	കഠിനമായ	sadness	0.212
lower	താഴത്തെ	sadness	0.203
sprain	ഉളുക്ക്	sadness	0.203
arid	വരണ്ട	sadness	0.203
fat	കൊഴുപ്പ്	sadness	0.203
revolution	വിപ്ലവം	sadness	0.203
chilly	മുളക്	sadness	0.203
chargeable	കുറ്റമറ്റത്	sadness	0.203
sluggish	മന്ദത	sadness	0.203
yucky	ആശ്വാസം	sadness	0.203
hoary	നരകം	sadness	0.203
wanting	ആഗ്രഹം	sadness	0.202
progression	പുരോഗതി	sadness	0.201
closure	അടച്ചു പൂട്ടുക	sadness	0.195
unbeaten	പുറത്താകാതെ	sadness	0.193
veal	കിടാവിന്റെ മാംസം	sadness	0.188
retirement	വിരമിക്കൽ	sadness	0.188
oddity	വിചിത്രമായ	sadness	0.188
heartfelt	ഹൃദയംഗമമായ	sadness	0.188
meh	മെഹ്	sadness	0.188
invalid	അസാധുവാണ്	sadness	0.188
tease	ഉപദ്രവിക്കുക	sadness	0.188
splitting	വിഭജിക്കൽ	sadness	0.188
interrupted	തടസ്സപ്പെട്ടത്	sadness	0.188
rumor	ശ്രുതി	sadness	0.188
cataract	തിമിരം	sadness	0.188
rack	റാക്ക്	sadness	0.188
halter	ഹാളർ	sadness	0.188
cold	തണുപ്പ്	sadness	0.188
concerned	ബന്ധപ്പെട്ടത്	sadness	0.184
sarcasm	വഞ്ചന	sadness	0.181
strip	സ്ട്രിപ്പ്	sadness	0.179
esteem	മാനം	sadness	0.172
feeling	തോന്നൽ	sadness	0.172
overload	ഓവർലോഡ്	sadness	0.172
divided	പകുത്തു	sadness	0.172
memories	ഓർമ്മകൾ	sadness	0.172
sap	സ്രവം	sadness	0.172
eschew	ഒഴിഞ്ഞുമാറുക	sadness	0.172
cupping	കപ്പൽ	sadness	0.172
destination	ഉദ്ദിഷ്ടസ്ഥാനം	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	പരിമിതമാണ്	sadness	0.167
rain	മഴ	sadness	0.163
willful	മനഃപൂർവം	sadness	0.160
untitled	ശീർഷകമില്ലാത്ത	sadness	0.157
weeds	കളകൾ	sadness	0.156
stint	ധ്വനി	sadness	0.156
cross	കുരിശ്	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	തമാശ	sadness	0.154
inconsequential	അപ്രതീക്ഷിതമായ	sadness	0.152
procession	ഉദ്ഘാടനം	sadness	0.152
tax	നികുതി	sadness	0.142
lesbian	ലെവ്സ്	sadness	0.141
emo	ഇമോ	sadness	0.141
overpriced	വിലക്കി	sadness	0.141
tolerate	സഹിക്കാനാവില്ല	sadness	0.141
mug	മഗ്ല	sadness	0.141
weight	ഭാരം	sadness	0.141
touchy	ടച്ച്പി	sadness	0.140
kennel	നായ്ക്കൂട്	sadness	0.130
grounded	അടിസ്ഥാനമാക്കിയുള്ളതാണ്	sadness	0.130
late	വൈകി	sadness	0.125
theocratic	ദിവ്യാധിപത്യ	sadness	0.125
clouds	മേഘങ്ങൾ	sadness	0.125
terrific	ഭയങ്കര	sadness	0.125
commemorate	അനുസ്മരണം	sadness	0.125
meek	സൌമ്യ	sadness	0.125
stillness	വിശ്രമം	sadness	0.125
sisterhood	സഹോദരി	sadness	0.125
socialist	സോഷ്യലിസ്റ്റ്	sadness	0.125
unpaid	പണമടയ്ക്കാത്ത	sadness	0.125
margin	മാർജിൻ	sadness	0.125
default	സ്ഥിരസ്ഥിതി	sadness	0.121
lace	നാട	sadness	0.118
unpublished	പ്രസിദ്ധീകരിച്ചില്ല	sadness	0.116
interested	താത്പര്യം	sadness	0.114
fortress	കോട്ട	sadness	0.110
fleece	ഉളുക്ക്	sadness	0.109
rating	റേറ്റിംഗ്	sadness	0.109
lush	നിശബ്ദമായി	sadness	0.109
harry	ഹാരി	sadness	0.109
priesthood	പൌരോഹിത്യം	sadness	0.109
orchestra	വാദസംഘം	sadness	0.109
ultimate	അന്തിമമായത്	sadness	0.109
sanctify	വിശുദ്ധീകരിക്കുക	sadness	0.108
income	വരുമാനം	sadness	0.100
sonnet	സോൺ	sadness	0.094
winning	വിജയി	sadness	0.094
quiet	നിശബ്ദത	sadness	0.094
boo	ബു	sadness	0.094
vainly	വ്യർത്ഥമായി	sadness	0.091
wet	ആർദ്ര	sadness	0.078
hug	ആലിംഗനം	sadness	0.078
hut	കുഴി	sadness	0.078
ovation	പ്രശംസിക്കുക	sadness	0.078
humble	താഴ്മ	sadness	0.078
motivating	പ്രേരണ	sadness	0.078
opera	ഓപ്പറ	sadness	0.078
treat	പെരുമാറുക	sadness	0.076
hymn	ഗാനം	sadness	0.064
honest	സത്യസന്ധൻ	sadness	0.062
relics	അവശിഷ്ടങ്ങൾ	sadness	0.061
couch	കിടക്ക	sadness	0.060
waffle	വാപരം	sadness	0.047
shell	ഷെൽ	sadness	0.045
musical	സംഗീത	sadness	0.045
savor	സവാരി ചെയ്യുക	sadness	0.034
vote	വോട്ട്	sadness	0.031
napkin	നാപ്കിൻ	sadness	0.031
sing	പാടുക	sadness	0.017
music	സംഗീതം	sadness	0.016
mother	അമ്മ	sadness	0.016
nutritious	പോഷകാഹാരം	sadness	0.015
lovely	മനോഹരമായി	sadness	0.009
art	കല	sadness	0.000
romance	പ്രണയം	sadness	0.000
liquor	മദ്യം	sadness	0.000
sweetheart	സുന്ദരി	sadness	0.000
surprise	അതിശയം	surprise	0.930
flabbergast	മയക്കുമരുന്ന്	surprise	0.906
explode	പൊട്ടിത്തെറിക്കുക	surprise	0.906
explosion	സ്ഫോടനം	surprise	0.898
explosive	സ്ഫോടനം	surprise	0.883
ambush	പതിയിരുന്ന്	surprise	0.883
eruption	വിപ്ലവം	surprise	0.883
frighten	പേടിപ്പിക്കുക	surprise	0.875
startle	ആരംഭിക്കുക	surprise	0.875
surprisingly	അത്ഭുതകരമാണ്	surprise	0.875
shockingly	ഞെട്ടിക്കുന്നതാണ്	surprise	0.875
surprising	ആശ്ചര്യം	surprise	0.867
frightened	ഭയന്നു	surprise	0.867
surprised	ആശ്ചര്യപ്പെട്ടു	surprise	0.867
thrilling	കുളിര്മഴയായി	surprise	0.859
miracle	അത്ഭുതം	surprise	0.859
outburst	പൊട്ടിക്കുക	surprise	0.859
blast	സ്ഫോടനം	surprise	0.852
alarm	അലാറം	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	തമാശ	surprise	0.844
thunderstruck	ഇടിനാദം	surprise	0.844
shock	ഞെട്ടൽ	surprise	0.844
fright	ഭയം	surprise	0.836
bang	കൊള്ളാം	surprise	0.836
unexpectedly	അപ്രതീക്ഷിതമായി	surprise	0.836
catastrophe	ദുരന്തം	surprise	0.836
dazzle	ഡാസ്സിൽ	surprise	0.836
emergency	എമർജൻസി	surprise	0.828
bewilderment	വിദ്വേഷം	surprise	0.828
suddenly	പെട്ടെന്ന്	surprise	0.828
startling	ഞെട്ടി	surprise	0.828
astound	ആശ്ചര്യപ്പെട്ടു	surprise	0.820
stunned	ആശ്ചര്യപ്പെട്ടു	surprise	0.820
jackpot	ജാക്ക്പോട്ട്	surprise	0.812
earthquake	ഭൂകമ്പം	surprise	0.812
disaster	ദുരന്തം	surprise	0.812
astonish	ആശ്ചര്യപ്പെടുത്തുക	surprise	0.805
astonishment	ആശ്ചര്യപ്പെടുത്തുക	surprise	0.805
climax	ക്ലൈമാക്സ്	surprise	0.805
aghast	ആവേശത്തോടെ	surprise	0.805
scare	പേടിക്കേണ്ടതില്ല	surprise	0.797
awestruck	സുന്ദരി	surprise	0.797
bomb	ബോംബ്	surprise	0.789
erupt	ഉരുകുക	surprise	0.789
exclaim	exclaim	surprise	0.789
amazement	ആശ്ചര്യം	surprise	0.781
detonate	പൊട്ടിത്തെറിക്കുന്നു	surprise	0.773
alarming	ഭയങ്കരമായ	surprise	0.773
miraculous	അത്ഭുതകരമായ	surprise	0.773
invade	ആക്രമിക്കുക	surprise	0.773
raid	മിന്നല് പരിശോധന	surprise	0.773
abduction	തട്ടിക്കൊണ്ടുപോകൽ	surprise	0.773
kidnap	തട്ടിക്കൊണ്ടുപോകുക	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	മയപ്പെടുത്തുന്നു	surprise	0.758
dumfound	ഡംഫൗണ്ട്	surprise	0.758
unpredictable	പ്രവചനാതീതമായ	surprise	0.758
unimaginable	അവിശ്വസനീയമായത്	surprise	0.750
erratic	തെറ്റായ	surprise	0.750
accident	അപകടം	surprise	0.750
outrageous	അതിരുകടന്ന	surprise	0.750
flinch	തിളങ്ങുക	surprise	0.742
blitz	ബ്ലിറ്റ്സ്	surprise	0.742
petrify	പൊട്ടിക്കുക	surprise	0.742
slaughter	അറുപ്പാനുള്ള ആടുകളെ തന്നേ	surprise	0.742
horror	ഭയങ്കരതം	surprise	0.742
amaze	ആശ്ചര്യപ്പെടുത്തുക	surprise	0.742
bewilder	ഭ്രാന്തൻ	surprise	0.742
wreck	തകർക്കുക	surprise	0.742
stupefaction	stupefaction	surprise	0.734
excitement	ആവേശം	surprise	0.734
frenetic	വൃത്തികെട്ട	surprise	0.734
frantic	ഭീഷണി	surprise	0.734
crash	തകര്ച്ച	surprise	0.734
sudden	പെട്ടെന്ന്	surprise	0.727
riotous	കലാപം	surprise	0.727
vanished	അപ്രത്യക്ഷമായി	surprise	0.727
moonstruck	ചന്ദ്രക്കല	surprise	0.727
outcry	ഗർജ്ജനം	surprise	0.727
bewildered	വിദ്വേഷം	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	അട്ടിമറി	surprise	0.719
shriek	ഇളകികൊടുക്കുക	surprise	0.719
breathless	ഉറക്കം	surprise	0.719
scream	ആലപ്പുഴ	surprise	0.719
manslaughter	മൃതദേഹം	surprise	0.719
rupture	പിളര്പ്പ്	surprise	0.719
unanticipated	അപ്രതീക്ഷിതമായി	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	അനിയന്ത്രിതമായ	surprise	0.711
unexpected	അപ്രതീക്ഷിതമായി	surprise	0.711
electrify	വൈദ്യുതീകരണം	surprise	0.711
stun	സ്റ്റൺ	surprise	0.711
shot	ഷോട്ട്	surprise	0.711
avalanche	മഞ്ഞുവീഴ്ച	surprise	0.711
gasp	ഗ്യാസ്	surprise	0.711
unforeseen	അപ്രതീക്ഷിതമായ	surprise	0.703
slam	സ്ലാം	surprise	0.703
surge	വർദ്ധിക്കുക	surprise	0.703
intruder	നുഴഞ്ഞുകയറുക	surprise	0.703
abrupt	പെട്ടെന്ന്	surprise	0.703
suspense	സസ്പെൻസ്	surprise	0.703
devastation	നശിപ്പിക്കുക	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	അസ്ഥിരത	surprise	0.695
excite	ഉത്തേജിപ്പിക്കുക	surprise	0.695
unprecedented	അഭൂതപൂർവ്വമായ	surprise	0.695
stab	കുലുക്കി	surprise	0.695
urgent	അടിയന്തിരമായി	surprise	0.695
yell	സജീവം	surprise	0.695
strike	സമരം	surprise	0.695
disturbance	ശല്യപ്പെടുത്തൽ	surprise	0.688
carnage	കൂട്ടക്കൊല	surprise	0.688
spectacular	കൗതുകദൃശം	surprise	0.688
incredible	അവിശ്വസനീയമായ	surprise	0.688
recklessness	ഉറക്കമില്ലായ്മ	surprise	0.680
slap	സ്താപിക്കുക	surprise	0.680
monstrous	വിനാശകരമായ	surprise	0.680
clamor	കലാപം	surprise	0.680
thrill	പുഞ്ചിരി	surprise	0.680
accidentally	ആകസ്മികമായി	surprise	0.672
accidental	ആകസ്മികമായ	surprise	0.672
striking	ശ്രദ്ധിക്കുക	surprise	0.672
captivate	പിടിക്കുക	surprise	0.672
exhilaration	ഉത്തേജനം	surprise	0.672
terrorist	ഭീകരൻ	surprise	0.672
inexplicable	വിശദീകരിക്കാനാകാത്തത്	surprise	0.672
exciting	ആവേശകരമായ	surprise	0.672
topple	കവിതാ	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	അഗ്നിപർവ്വതം	surprise	0.664
revolution	വിപ്ലവം	surprise	0.664
freakish	സ്വതന്ത്രമായ	surprise	0.664
incendiary	തീക്ഷ്ണമായ	surprise	0.656
revolt	കലാപം	surprise	0.656
sneak	ഒളിച്ചുനടക്കുക	surprise	0.656
unspeakable	പറയാൻ കഴിയില്ല	surprise	0.656
bloodshed	രക്തച്ചൊരിച്ചിൽ	surprise	0.656
cyclone	ചുഴലിക്കാറ്റ്	surprise	0.648
violent	അക്രമാസക്തൻ	surprise	0.648
disruption	തടസ്സം	surprise	0.648
spellbound	മയക്കമരുന്ന്	surprise	0.648
unsuspecting	സംശയമില്ല	surprise	0.648
mutiny	കലാപം	surprise	0.648
attacking	ആക്രമിക്കുന്നു	surprise	0.648
unintended	അപ്രതീക്ഷിതമായി	surprise	0.648
amazingly	അത്ഭുതകരമാണ്	surprise	0.648
epidemic	പകർച്ചവ്യാധി	surprise	0.648
shout	ഷൌട്ട്	surprise	0.641
screech	വഞ്ചി	surprise	0.641
wildfire	കാട്ടുതീ	surprise	0.641
indescribable	അപ്രതീക്ഷിതമായി	surprise	0.641
enthusiasm	ആവേശം	surprise	0.641
excitation	ആവേശം	surprise	0.641
tumult	ആലിംഗനം	surprise	0.641
improvisation	മെച്ചപ്പെടുത്തൽ	surprise	0.641
anomaly	അസന്തുലിതമായത്	surprise	0.633
apparition	ഭാവന	surprise	0.633
treachery	വഞ്ചന	surprise	0.633
presto	പ്രെസ്റ്റോ	surprise	0.633
gape	തിളക്കം	surprise	0.633
agape	അഗപ്പേ	surprise	0.633
uncertain	അനിശ്ചിതമായ	surprise	0.633
plunder	കൊള്ളുക	surprise	0.633
tempest	കൊടുങ്കാറ്റ്	surprise	0.625
trick	തമാശ	surprise	0.625
slaughtering	അറുപ്പുകയാണ്	surprise	0.625
wonderment	അത്ഭുതം	surprise	0.625
excited	ആവേശം	surprise	0.625
sorcery	മന്ത്രവാദം	surprise	0.625
murderous	കൊലയാളി	surprise	0.625
urgency	അടിയന്തിരാവസ്ഥ	surprise	0.625
distress	കഷ്ടത	surprise	0.625
mystery	നിഗൂഢത	surprise	0.625
trickery	വഞ്ചന	surprise	0.617
intense	തീവ്രമായ	surprise	0.617
vanish	അപ്രത്യക്ഷമാകുന്നു	surprise	0.617
murder	കൊലപാതകം	surprise	0.617
quickness	ദൃഢത	surprise	0.617
intrusive	അത്യധികമായിരിക്കും	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	പനി	surprise	0.617
blindfold	അന്ധനായ	surprise	0.609
coup	അട്ടിമറി	surprise	0.609
splash	തെളിച്ചം	surprise	0.609
thief	മോഷ്ടാവ്	surprise	0.609
magical	മാജിക്ക്	surprise	0.609
unstable	അസ്ഥിരം	surprise	0.609
shatter	തകർക്കുക	surprise	0.609
strangle	ഞെക്കുക	surprise	0.609
defy	നിരസിക്കുക	surprise	0.602
deluge	ജലപ്രവാഹം	surprise	0.602
inconceivable	അപ്രതീക്ഷിതമാണ്	surprise	0.602
jubilee	ജൂബിലി	surprise	0.602
stupor	മന്ദബുദ്ധി	surprise	0.602
tackle	എതിർത്തുനിൽക്കുക	surprise	0.602
assail	ആക്രമിക്കുക	surprise	0.602
betray	വഞ്ചന	surprise	0.602
monstrosity	മോൺസ്റ്റ്രോസിറ്റി	surprise	0.594
alerts	അലേർട്ടുകൾ	surprise	0.594
lightning	മിന്നൽ	surprise	0.594
mishap	അപകടകാരി	surprise	0.594
shrill	വൃത്തിയാക്കുക	surprise	0.594
stupendous	മരവിച്ച	surprise	0.594
mysterious	നിഗൂഢമായ	surprise	0.586
paralyzed	തളർവാതം	surprise	0.586
randomly	ക്രമരഹിതമായി	surprise	0.586
bonus	ബോണസ്	surprise	0.586
deceit	വഞ്ചന	surprise	0.586
wild	കാട്ടു	surprise	0.586
pitfall	കഷ്ടം	surprise	0.586
wondrous	അത്ഭുതകരമായ	surprise	0.586
uncanny	വിചിത്രമായ	surprise	0.586
electric	വൈദ്യുത	surprise	0.578
oddity	വിചിത്രമായ	surprise	0.578
death	മരണം	surprise	0.578
jubilant	ജ്യൂബിലന്റ്	surprise	0.578
godsend	ദൈവങ്ങൾ	surprise	0.578
stagger	വിരസത	surprise	0.578
raving	രവി	surprise	0.578
rejoicing	സന്തോഷിക്കുന്നു	surprise	0.578
premature	അകാലത്തിൽ	surprise	0.578
fluke	തട്ടുക	surprise	0.578
bizarre	വിചിത്രമായ	surprise	0.578
revenge	പ്രതികാരം	surprise	0.570
dynamic	ചലനാത്മകം	surprise	0.570
dismay	ശല്യപ്പെടുത്തുക	surprise	0.570
ecstatic	ഇക്സ്റ്റാറ്റിക്	surprise	0.562
fascinate	ആകർഷിക്കുക	surprise	0.562
uncover	മറയ്ക്കുക	surprise	0.562
jerk	തമാശ	surprise	0.562
reward	പ്രതിഫലം	surprise	0.562
nefarious	അശുഭകരമായ	surprise	0.562
reappear	വീണ്ടും കാണാം	surprise	0.562
whim	വിമ്മി	surprise	0.555
conjure	ഊഹിക്കുക	surprise	0.555
crescendo	ക്രെസെൻഡൊ	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	തമാശയാണ്	surprise	0.555
illuminate	പ്രകാശിപ്പിക്കുക	surprise	0.547
rescue	രക്ഷപ്പെടാൻ	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	വിജയി	surprise	0.547
heroism	വീരവാദം	surprise	0.547
rarity	അപൂർവത	surprise	0.547
ejaculation	വികാരങ്ങൾ	surprise	0.547
daze	പകൽ	surprise	0.547
unbridled	ഹാനികരമായ	surprise	0.547
thwart	തടയുക	surprise	0.547
treason	രാജ്യദ്രോഹം	surprise	0.539
punch	പഞ്ച് ചെയ്യുക	surprise	0.539
insult	അപമാനിക്കുക	surprise	0.539
lunge	ലഞ്ച്	surprise	0.539
illusion	മിഥ്യ	surprise	0.539
lucky	ഭാഗ്യമാണ്	surprise	0.539
interrupt	തടസ്സപ്പെടുത്തുക	surprise	0.539
cheer	ധൈര്യപ്പെടുക	surprise	0.539
celebration	ആഘോഷം	surprise	0.539
violation	ലംഘനം	surprise	0.539
marvel	ആശ്ചര്യം	surprise	0.539
sensation	സംവേഗം	surprise	0.531
fearfully	ഭയങ്കരമായി	surprise	0.531
concealed	ഒളിപ്പിച്ചു വച്ചിരിക്കുന്നു	surprise	0.531
banger	ബാഗർ	surprise	0.531
affront	അസ്വാസ്ഥ്യം	surprise	0.531
snag	കൊള്ളാതിരിക്കൽ	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	വാഴ്	surprise	0.523
wonder	അത്ഭുതവും	surprise	0.523
immediacy	ഉടൻതന്നെ	surprise	0.523
undiscovered	കണ്ടെത്തിയിരുന്നില്ല	surprise	0.523
abandonment	ഉപേക്ഷിക്കൽ	surprise	0.523
rejoice	ആനന്ദിക്കുക	surprise	0.523
improvise	മെച്ചപ്പെടുത്തുക	surprise	0.523
majestic	ഗാംഭീര്യം	surprise	0.523
scorpion	തേൾ	surprise	0.523
victimized	ഇരകളായി	surprise	0.523
liberate	സ്വതന്ത്രമാക്കുക	surprise	0.523
yelp	ആശ്വാസം	surprise	0.516
stealthily	മോഷ്ടിക്കരുതു	surprise	0.516
tickle	ടിക്കിൽ	surprise	0.516
chance	അവസരം	surprise	0.516
howl	ക്ഷമിക്കണം	surprise	0.516
