word	Frisian-fy	emotion	emotion-intensity-score
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ûnbehearrend	surprise	0.711
unexpected	ûnferwachts	surprise	0.711
electrify	elektrisearje	surprise	0.711
stun	stun	surprise	0.711
shot	skot	surprise	0.711
avalanche	avalanche	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	ûnforeseen	surprise	0.703
slam	slam	surprise	0.703
surge	oerwâld	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	abrupt	surprise	0.703
suspense	spanning	surprise	0.703
devastation	devastaasje	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatiliteit	surprise	0.695
excite	oanfiterje	surprise	0.695
unprecedented	net foar ivich	surprise	0.695
stab	stekke	surprise	0.695
urgent	driuwend	surprise	0.695
yell	yell	surprise	0.695
strike	slaan	surprise	0.695
disturbance	stoarm	surprise	0.688
carnage	wapens	surprise	0.688
spectacular	spektakulêr	surprise	0.688
incredible	incredible	surprise	0.688
recklessness	reeklessiteit	surprise	0.680
slap	slap	surprise	0.680
monstrous	monstrous	surprise	0.680
clamor	klamor	surprise	0.680
thrill	froulik	surprise	0.680
accidentally	tafallich	surprise	0.672
accidental	tafallich	surprise	0.672
striking	opfallend	surprise	0.672
captivate	fermogje	surprise	0.672
exhilaration	oplieding	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	ûnferwachte	surprise	0.672
exciting	spannend	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	fulkaan	surprise	0.664
revolution	revolúsje	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	Wetter - Agrarwetter	surprise	0.656
revolt	revolt	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	ûnbeskikber	surprise	0.656
bloodshed	bloed	surprise	0.656
cyclone	siklon	surprise	0.648
violent	gewelddiedich	surprise	0.648
disruption	disruption	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	ûntspanning	surprise	0.648
mutiny	mutiny	surprise	0.648
attacking	oanfalle	surprise	0.648
unintended	unintended	surprise	0.648
amazingly	geweldig	surprise	0.648
epidemic	epidemy	surprise	0.648
shout	roppe	surprise	0.641
screech	screech	surprise	0.641
wildfire	wildfire	surprise	0.641
indescribable	ûnskreaun	surprise	0.641
enthusiasm	entûsjasme	surprise	0.641
excitation	easkje	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	ymprovisaasje	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	ferjit	surprise	0.633
treachery	treachery	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	ûnwis	surprise	0.633
plunder	plunder	surprise	0.633
tempest	tempest	surprise	0.625
trick	trick	surprise	0.625
slaughtering	slachtoffer	surprise	0.625
wonderment	wûnderlik	surprise	0.625
excited	oerémis	surprise	0.625
sorcery	sorcery	surprise	0.625
murderous	murd	surprise	0.625
urgency	urginsje	surprise	0.625
distress	need	surprise	0.625
mystery	mystearje	surprise	0.625
trickery	trouwen	surprise	0.617
intense	fûleindich	surprise	0.617
vanish	ferdwine	surprise	0.617
murder	moard	surprise	0.617
quickness	fluchheid	surprise	0.617
intrusive	yndrukke	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	blindfold	surprise	0.609
coup	steatsgreep	surprise	0.609
splash	splash	surprise	0.609
thief	dief	surprise	0.609
magical	magysk	surprise	0.609
unstable	ûnstabyl	surprise	0.609
shatter	shatter	surprise	0.609
strangle	strakke	surprise	0.609
defy	defyzje	surprise	0.602
deluge	deluge	surprise	0.602
inconceivable	ûnbetrouber	surprise	0.602
jubilee	jubileum	surprise	0.602
stupor	stupor	surprise	0.602
tackle	tackle	surprise	0.602
assail	oantsjutte	surprise	0.602
betray	ferriede	surprise	0.602
monstrosity	monstrositeit	surprise	0.594
alerts	alerts	surprise	0.594
lightning	wjerljocht	surprise	0.594
mishap	mishap	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	geweldich	surprise	0.594
mysterious	mysteriisk	surprise	0.586
paralyzed	paralysearre	surprise	0.586
randomly	eartiids	surprise	0.586
bonus	bonus	surprise	0.586
deceit	ferrifelje	surprise	0.586
wild	wyld	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	wûnders	surprise	0.586
uncanny	ûnwis	surprise	0.586
electric	elektrysk	surprise	0.578
oddity	oddity	surprise	0.578
death	dea	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	godsend	surprise	0.578
stagger	stagger	surprise	0.578
raving	raving	surprise	0.578
rejoicing	bliid wêze	surprise	0.578
premature	foartiid	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	bizarre	surprise	0.578
revenge	wraak	surprise	0.570
dynamic	dynamysk	surprise	0.570
dismay	ferrassing	surprise	0.570
ecstatic	ekstatyske	surprise	0.562
fascinate	fascinate	surprise	0.562
uncover	ûntdekke	surprise	0.562
jerk	jerk	surprise	0.562
reward	lean	surprise	0.562
nefarious	fertrietlik	surprise	0.562
reappear	weropje	surprise	0.562
whim	whim	surprise	0.555
conjure	ferjit	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	lit sjen	surprise	0.547
rescue	rêde	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	winner	surprise	0.547
heroism	heroisme	surprise	0.547
rarity	rariteit	surprise	0.547
ejaculation	ejakulation	surprise	0.547
daze	daze	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	sliepe	surprise	0.547
treason	Ferrie	surprise	0.539
punch	punch	surprise	0.539
insult	beleane	surprise	0.539
lunge	lunge	surprise	0.539
illusion	yllúzje	surprise	0.539
lucky	lokkich	surprise	0.539
interrupt	ûnderbrekke	surprise	0.539
cheer	bliid	surprise	0.539
celebration	feest	surprise	0.539
violation	ferwûning	surprise	0.539
marvel	Marvel	surprise	0.539
sensation	sensaasje	surprise	0.531
fearfully	eangst	surprise	0.531
concealed	ferburgen	surprise	0.531
banger	banger	surprise	0.531
affront	affront	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	wûnder	surprise	0.523
immediacy	ymmediacy	surprise	0.523
undiscovered	ûntdutsen	surprise	0.523
abandonment	ferplichting	surprise	0.523
rejoice	bliid wêze	surprise	0.523
improvise	ympresearje	surprise	0.523
majestic	majestic	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	ferwûnen	surprise	0.523
liberate	frijlitte	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	tickle	surprise	0.516
chance	kâns	surprise	0.516
howl	heul	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	lokkich	surprise	0.508
magnificent	manjefyk	surprise	0.508
transcendence	transzendinsje	surprise	0.508
garish	garlike	surprise	0.508
unintentionally	ûnwittend	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	frijwat	surprise	0.500
marvelous	wûnderlik	surprise	0.500
heroic	heroysk	surprise	0.500
remarkable	opmerklik	surprise	0.500
fainting	stjerre	surprise	0.500
slayer	slayer	surprise	0.500
erotic	eroatysk	surprise	0.500
enliven	ferlient	surprise	0.500
alertness	alertness	surprise	0.500
misbehavior	misbehavior	surprise	0.500
embarrassment	fergriem	surprise	0.500
diversion	ôfwikseling	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	tromp	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	jierdei	surprise	0.492
greatness	gruttens	surprise	0.492
zeal	ezel	surprise	0.484
prick	prick	surprise	0.484
magician	magistyk	surprise	0.484
underestimate	ûnderskatte	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	unexpressibel	surprise	0.484
daemon	daemon	surprise	0.484
variable	variable	surprise	0.484
curiosity	nijsgjirrigens	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	ûngeduldich	surprise	0.477
chicane	chicane	surprise	0.477
fortune	lokkich	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	illuminaasje	surprise	0.477
incident	foarfal	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	frjemd	surprise	0.477
subversive	subversive	surprise	0.477
reversal	omkearing	surprise	0.469
prowl	prowl	surprise	0.469
rapid	fluch	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	tafal	surprise	0.461
hilarious	willekeurich	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	brekke	surprise	0.461
slip	slip	surprise	0.461
wonderful	prachtich	surprise	0.453
hoax	hoax	surprise	0.453
winning	winne	surprise	0.453
overestimate	oertsjûgje	surprise	0.453
confession	bekendheid	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	merriment	surprise	0.453
raffle	raffel	surprise	0.453
stound	stoar	surprise	0.445
laughter	laitsjen	surprise	0.445
enthusiast	entûsjast	surprise	0.445
splendid	prachtich	surprise	0.445
feat	feat	surprise	0.445
perchance	fermogen	surprise	0.445
excel	excel	surprise	0.445
gambling	gambling	surprise	0.445
unintentional	ûnwittend	surprise	0.438
brighten	ferheegje	surprise	0.438
changeable	feroare	surprise	0.438
rapt	rint	surprise	0.438
unique	unyk	surprise	0.438
splendor	pracht	surprise	0.438
senseless	sinnich	surprise	0.438
gift	jefte	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	trepidaasje	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	freugde	surprise	0.430
lawsuit	oardiel	surprise	0.430
intrigue	yntrigearje	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	oarspronklikheid	surprise	0.422
riddle	riedsel	surprise	0.422
judgment	oardiel	surprise	0.422
enchant	enchant	surprise	0.422
stealth	stealth	surprise	0.422
veracity	wierheid	surprise	0.414
elusive	elusive	surprise	0.414
perjury	perjury	surprise	0.414
spirits	geasten	surprise	0.414
liberation	befrijing	surprise	0.414
illegitimate	illegitatyf	surprise	0.414
syncope	synkopje	surprise	0.414
experiment	eksperimint	surprise	0.414
gambler	gambler	surprise	0.406
eager	eager	surprise	0.406
inspired	ynspirearre	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applaus	surprise	0.406
allure	allure	surprise	0.406
parade	parade	surprise	0.406
princely	prinsipe	surprise	0.398
divorce	skieding	surprise	0.398
guess	riede	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	geheim	surprise	0.398
aspiration	aspiraasje	surprise	0.391
peri	peri	surprise	0.391
cheerful	fleurich	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	supremasy	surprise	0.391
incontinence	incontinence	surprise	0.391
inheritance	erfenis	surprise	0.383
score	skoare	surprise	0.383
lose	ferlieze	surprise	0.383
crowning	kroanje	surprise	0.383
buck	bakte	surprise	0.383
praiseworthy	prachtich	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	friske	surprise	0.375
mystic	mystyk	surprise	0.375
succeed	slagje	surprise	0.375
advance	foarôfgeand	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	hope	surprise	0.367
joker	joker	surprise	0.367
sensual	sensueel	surprise	0.367
excavation	opgraving	surprise	0.367
feeling	gefoel	surprise	0.359
entertainment	ferdivedaasje	surprise	0.359
clown	klown	surprise	0.352
newcomer	newcomer	surprise	0.352
modify	feroarje	surprise	0.352
award	priis	surprise	0.352
blessings	blessingen	surprise	0.352
postponement	ferwidering	surprise	0.352
obit	obit	surprise	0.352
celebrity	beroemde	surprise	0.344
hero	held	surprise	0.344
start	start	surprise	0.344
wonderfully	prachtich	surprise	0.344
highest	heechste	surprise	0.344
proficiency	behearsking	surprise	0.344
glorify	ferhearlikje	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	ûnferjitlik	surprise	0.336
sanctify	hilligje	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimisme	surprise	0.336
warned	warskôge	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	dissolution	surprise	0.336
grin	grin	surprise	0.336
admiration	bewûndering	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	oanwêzich	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ingel	surprise	0.320
examination	eksamen	surprise	0.320
catch	fange	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	frijheid	surprise	0.312
kiss	tút	surprise	0.312
embrace	omearmje	surprise	0.312
occasional	gelokkich	surprise	0.312
treat	behannelje	surprise	0.312
saint	hillige	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	ûntslach	surprise	0.312
perfection	perfeksje	surprise	0.305
generosity	grutmoedigens	surprise	0.305
gratify	freegje	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polariteit	surprise	0.297
finally	úteinlik	surprise	0.297
differently	oars	surprise	0.297
palpable	palpable	surprise	0.297
warn	warskôgje	surprise	0.297
ceremony	seremoanje	surprise	0.297
larger	grutter	surprise	0.297
favorable	geunstich	surprise	0.297
romance	romantyk	surprise	0.289
medal	medalje	surprise	0.289
inviting	invite	surprise	0.289
greeting	groet	surprise	0.289
candid	iepen	surprise	0.281
resignation	berêsting	surprise	0.281
trip	reis	surprise	0.281
accolade	accolade	surprise	0.281
labor	arbeid	surprise	0.281
stare	stoarje	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	noegje	surprise	0.266
somatic	somatysk	surprise	0.266
admire	bewûnderje	surprise	0.266
immerse	dûke	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimykry	surprise	0.266
compensate	kompensearje	surprise	0.266
insolvency	insolvenz	surprise	0.266
playful	spultsje	surprise	0.266
complement	oanfolje	surprise	0.258
receiving	ûntfangst	surprise	0.258
hypothesis	hypoteze	surprise	0.258
laugh	laitsje	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	houliksreis	surprise	0.250
marry	trouwe	surprise	0.242
independence	selsstannigens	surprise	0.242
opera	opera	surprise	0.242
pleasant	noflik	surprise	0.242
rhythmical	rhythmysk	surprise	0.234
assessment	beoardieling	surprise	0.234
hopeful	hoopje	surprise	0.234
trophy	trophy	surprise	0.234
holiness	hilligens	surprise	0.234
chant	chant	surprise	0.234
leave	ferlitte	surprise	0.234
procession	procession	surprise	0.227
placard	placard	surprise	0.227
deal	oerienkomst	surprise	0.227
cherish	cherish	surprise	0.219
good	goed	surprise	0.219
shopping	winkeljen	surprise	0.219
musical	muzikaal	surprise	0.219
shell	shell	surprise	0.211
dawn	dage	surprise	0.211
simplify	ferienfâldigje	surprise	0.211
purity	reiniging	surprise	0.203
nullify	fertsjinje	surprise	0.203
money	jild	surprise	0.203
sweet	swiet	surprise	0.203
morals	moralen	surprise	0.203
synchronize	syngronisearje	surprise	0.195
preservative	konservatyf	surprise	0.195
humanitarian	humanitêr	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	kostber	surprise	0.195
obliging	ferplichting	surprise	0.188
singularly	gewoanlik	surprise	0.188
foresee	foarsjoen	surprise	0.180
pray	bidde	surprise	0.180
graduation	graduaasje	surprise	0.180
lovely	moai	surprise	0.180
sun	sinne	surprise	0.172
art	keunst	surprise	0.172
mouth	mûle	surprise	0.172
youth	jeugd	surprise	0.172
thirst	toarst	surprise	0.172
young	jong	surprise	0.164
goodness	goedens	surprise	0.164
overdue	oergean	surprise	0.156
visor	visor	surprise	0.156
practiced	praktisearre	surprise	0.156
latent	latent	surprise	0.156
loyal	loyaal	surprise	0.148
expect	ferwachtsje	surprise	0.148
destination	bestimming	surprise	0.148
wireless	wireless	surprise	0.148
quote	quote	surprise	0.141
slush	slûch	surprise	0.141
infant	infant	surprise	0.141
cream	rjemme	surprise	0.141
playground	boarterstún	surprise	0.133
organization	organisaasje	surprise	0.125
teach	ûnderwize	surprise	0.125
vote	stim	surprise	0.125
smile	laitsje	surprise	0.117
weight	gewicht	surprise	0.117
dolphin	dolfyn	surprise	0.117
sisterhood	susterhood	surprise	0.109
cable	kabel	surprise	0.109
sunny	sinnich	surprise	0.102
steady	steady	surprise	0.094
leisure	frije tiid	surprise	0.086
peaceful	fredich	surprise	0.086
spa	spa	surprise	0.086
tree	beam	surprise	0.078
picnic	picnic	surprise	0.078
worm	wjirm	surprise	0.055
truthfulness	wierheidigens	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	fertrouwe	trust	0.867
honest	earlik	trust	0.844
honesty	earlikens	trust	0.844
honor	eare	trust	0.844
truth	wierheid	trust	0.844
truthful	wierhaftich	trust	0.836
trusting	fertrouwe	trust	0.836
brotherhood	broerheid	trust	0.820
entrust	fertsjinje	trust	0.812
committed	ferplicht	trust	0.805
integrity	yntegriteit	trust	0.805
loyalty	loyaliteit	trust	0.805
honorable	earbiedich	trust	0.805
credibility	fertrouwen	trust	0.805
trust	fertrouwe	trust	0.805
faithful	trou	trust	0.797
sincere	sincere	trust	0.797
responsible	ferantwurdlik	trust	0.789
partnership	partnerskip	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	wysheid	trust	0.789
oath	eed	trust	0.781
verification	ferifikaasje	trust	0.781
vow	vow	trust	0.781
cooperative	koöperaasje	trust	0.781
respectable	respektabele	trust	0.773
credible	betrouber	trust	0.773
hero	held	trust	0.773
sisterhood	susterhood	trust	0.773
promise	tasizzing	trust	0.773
verified	ferifiearje	trust	0.773
qualified	kwalifisearre	trust	0.766
respected	respektearre	trust	0.766
authentication	ferifikaasje	trust	0.766
compassion	begrutsjen	trust	0.759
reputable	reputabele	trust	0.758
safekeeping	bewarjen	trust	0.758
reliability	betrouberens	trust	0.758
moral	moreel	trust	0.758
love	leafde	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ynstimming	trust	0.758
stable	stâl	trust	0.750
friend	freon	trust	0.750
genuine	echt	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetinsje	trust	0.750
loyal	loyaal	trust	0.750
ally	ally	trust	0.750
safeguard	beskermje	trust	0.750
companion	kammeraat	trust	0.750
advised	advisearje	trust	0.750
authentic	authentich	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	frijheid	trust	0.742
proven	bewiisd	trust	0.742
respects	respekt	trust	0.742
faith	leauwe	trust	0.742
wholesome	gesellich	trust	0.742
heartfelt	heartfelt	trust	0.734
unification	ienwurding	trust	0.734
protecting	beskermje	trust	0.734
reassurance	reassurance	trust	0.734
admirable	admirable	trust	0.734
trustee	trustee	trust	0.734
supporter	supporter	trust	0.734
confirmation	befestiging	trust	0.734
respectful	respektyf	trust	0.734
alliance	alliânsje	trust	0.727
equality	gelikensens	trust	0.727
friendship	freonskip	trust	0.727
agreement	oerienkomst	trust	0.727
fact	feit	trust	0.727
confident	wis	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	leauwe	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	treflikens	trust	0.727
credential	krityk	trust	0.727
closeness	slot	trust	0.719
authenticate	oardielje	trust	0.719
intelligence	yntelliginsje	trust	0.719
virtue	deugd	trust	0.719
honored	eare	trust	0.719
virtuous	tastien	trust	0.719
kindred	kindred	trust	0.719
charitable	charitable	trust	0.711
dedication	opdracht	trust	0.711
guarantee	garandearje	trust	0.711
cooperation	gearwurking	trust	0.711
creditable	kredyt	trust	0.711
consistency	konsistinsje	trust	0.711
allegiance	beleanning	trust	0.711
cooperating	koöperaasje	trust	0.711
straightforward	direkteur	trust	0.711
determination	determination	trust	0.711
justice	rjocht	trust	0.711
sanctuary	hillichdom	trust	0.703
nurture	nurture	trust	0.703
innocent	ûnskuldich	trust	0.703
admire	bewûnderje	trust	0.703
assurance	assurance	trust	0.703
morality	moraliteit	trust	0.703
prepared	foardat	trust	0.703
friendliness	freonlikens	trust	0.703
reliable	betrouber	trust	0.703
mentor	mentor	trust	0.703
guardianship	wachtsjen	trust	0.703
fulfilled	folge	trust	0.703
reverence	earbied	trust	0.703
proof	Bewiis	trust	0.703
admiration	bewûndering	trust	0.703
mother	mem	trust	0.703
protected	beskerme	trust	0.703
motherhood	memmetiid	trust	0.703
marriage	houlik	trust	0.695
skillful	skillful	trust	0.695
indestructible	ûnbetrouber	trust	0.695
guardian	fâd	trust	0.695
accountable	ferantwurdelik	trust	0.695
courage	moed	trust	0.695
bodyguard	lichaam	trust	0.695
agreeable	gaadlik	trust	0.695
scientist	wittenskipper	trust	0.695
allied	allied	trust	0.695
compassionate	barmhertich	trust	0.695
humanitarian	humanitêr	trust	0.695
approving	fertsjinje	trust	0.695
united	feriene	trust	0.695
pact	pakt	trust	0.695
certified	sertifisearre	trust	0.695
morals	moralen	trust	0.695
esteem	echt	trust	0.688
secure	feilich	trust	0.688
perfection	perfeksje	trust	0.688
guidance	begelieding	trust	0.688
competent	kompetent	trust	0.688
authenticity	echtheid	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiearber	trust	0.688
humanity	minskdom	trust	0.688
solidity	solidity	trust	0.688
adviser	adviseur	trust	0.688
pledge	pledge	trust	0.688
believed	leauwe	trust	0.688
understanding	ferstân	trust	0.688
monogamy	monogamy	trust	0.688
expertise	Expertise	trust	0.680
diplomatic	diplomaat	trust	0.680
confidential	fertroulik	trust	0.680
hope	hope	trust	0.680
protector	beskermer	trust	0.680
agreeing	oannimme	trust	0.680
diligence	iver	trust	0.680
official	offisjeel	trust	0.680
affirm	Befêstigje	trust	0.680
indivisible	ûnpartisig	trust	0.680
grandfather	pake	trust	0.680
humble	humble	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacy	trust	0.680
elders	âlden	trust	0.680
goodness	goedens	trust	0.680
commendable	oanbidlik	trust	0.680
inspire	ynspirearje	trust	0.680
approve	fertsjinje	trust	0.680
confide	fertrouwe	trust	0.680
professional	profesjoneel	trust	0.680
familiarity	fertrouwens	trust	0.680
leader	lieder	trust	0.680
confirmed	befestige	trust	0.680
acceptance	akseptaasje	trust	0.680
benevolence	wolwêzen	trust	0.672
dignity	weardichheid	trust	0.672
harmoniously	harmoniously	trust	0.672
mastery	mastering	trust	0.672
unwavering	ûnwervend	trust	0.672
accredited	akseptearre	trust	0.672
healing	healing	trust	0.672
encyclopedia	ensyklopedy	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	hilligje	trust	0.672
cohesive	gearhingjend	trust	0.672
covenant	ferbûn	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	folslein	trust	0.672
safe	feilich	trust	0.672
intelligent	yntelligint	trust	0.672
merit	merit	trust	0.664
impeccable	maklik	trust	0.664
affirmatively	befestigjend	trust	0.664
spiritual	geastlik	trust	0.664
advocate	bepleitsje	trust	0.664
team	ploech	trust	0.664
heroic	heroysk	trust	0.664
communicate	kommunisearje	trust	0.664
disciple	dissipel	trust	0.664
expert	saakkundige	trust	0.664
proficient	proficient	trust	0.664
specialist	spesjalist	trust	0.664
ambassador	ambassadeur	trust	0.664
accept	oannimme	trust	0.664
attestation	beoardieling	trust	0.664
supporting	stipe	trust	0.664
reliance	leauwe	trust	0.664
authority	autoriteit	trust	0.664
accountability	ferantwurdlikens	trust	0.664
guidebook	gidsboek	trust	0.664
fulfillment	ferfolling	trust	0.664
strengthening	fersterking	trust	0.661
familiar	bekend	trust	0.656
facts	feiten	trust	0.656
achieve	berikke	trust	0.656
warranty	warranty	trust	0.656
structure	struktuer	trust	0.656
steadfast	steadfast	trust	0.656
favorable	geunstich	trust	0.656
counsel	advys	trust	0.656
relationship	relaasje	trust	0.656
scientific	wittenskiplik	trust	0.656
gentleman	hearman	trust	0.656
strength	sterkte	trust	0.656
elder	âldste	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	hilligens	trust	0.656
excellent	treflik	trust	0.656
proficiency	behearsking	trust	0.656
constancy	konstancy	trust	0.656
defended	ferdigenje	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	rely	trust	0.648
heroism	heroisme	trust	0.648
peaceful	fredich	trust	0.648
competency	kompetinsje	trust	0.648
assuredly	wis	trust	0.648
brother	broer	trust	0.648
counselor	riedsman	trust	0.648
successful	suksesfol	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	beskerming	trust	0.648
saint	hillige	trust	0.648
harmony	harmony	trust	0.648
matrimony	matrimony	trust	0.648
noble	nobelpriis	trust	0.648
inspiration	ynspiraasje	trust	0.648
academic	akademysk	trust	0.648
assist	helpe	trust	0.648
agreed	ôfpraat	trust	0.648
uphold	ophâlde	trust	0.648
comrade	kamer	trust	0.648
lovable	leaflik	trust	0.648
advisable	rjochtfeardich	trust	0.648
solidarity	solidariteit	trust	0.648
worthy	weardich	trust	0.643
durability	duorsumens	trust	0.641
coexist	coexist	trust	0.641
assure	fersekerje	trust	0.641
establish	fêstigje	trust	0.641
benefactor	benefactor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	liedend	trust	0.641
loving	leafdefol	trust	0.641
teacher	ûnderwizer	trust	0.641
judiciary	Justysje	trust	0.641
conscientious	gewissens	trust	0.641
confidence	betrouwen	trust	0.641
lawful	wetlik	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ôfrûne	trust	0.641
champion	kampioen	trust	0.641
unity	ienheid	trust	0.641
legal	legaal	trust	0.641
kind	soart	trust	0.641
credence	fertrouwen	trust	0.641
real	echt	trust	0.641
doctor	dokter	trust	0.641
intimate	yntimint	trust	0.634
hopeful	hoopje	trust	0.633
fortitude	fersterking	trust	0.633
physician	dokter	trust	0.633
brotherly	broer	trust	0.633
aspiration	aspiraasje	trust	0.633
convincing	oertsjûge	trust	0.633
sanctification	hilliging	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	húshâlding	trust	0.633
courageous	moedich	trust	0.633
soundness	sûnens	trust	0.633
legitimacy	legitimaasje	trust	0.633
endorse	goedkarre	trust	0.633
fidelity	trou	trust	0.633
bless	seinigje	trust	0.633
judicial	juridysk	trust	0.633
important	belangryk	trust	0.633
saintly	saintly	trust	0.633
conscience	gewisse	trust	0.633
therapeutic	therapeutysk	trust	0.633
authorize	autorisearje	trust	0.633
devotional	devotional	trust	0.633
practiced	praktisearre	trust	0.633
backbone	rêchbonke	trust	0.633
approved	goedkard	trust	0.633
evident	evident	trust	0.625
encourage	oanmoedigje	trust	0.625
caretaker	foarsitter	trust	0.625
regard	earder	trust	0.625
angel	ingel	trust	0.625
engaged	yn 'e mande	trust	0.625
blessing	segen	trust	0.625
professorship	professoarch	trust	0.625
majestic	majestic	trust	0.625
communication	kommunikaasje	trust	0.625
purify	reinigje	trust	0.625
authorization	machtiging	trust	0.625
wonderful	prachtich	trust	0.625
achievement	berikken	trust	0.625
fireman	fjoerman	trust	0.625
certify	bestjoere	trust	0.625
civilized	civilized	trust	0.625
profound	djippe	trust	0.625
accurate	krekt	trust	0.625
assured	assured	trust	0.625
positivity	positiviteit	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	goed	trust	0.617
absolution	oplossing	trust	0.617
commend	leare	trust	0.617
cherish	cherish	trust	0.617
fundamental	basisûnderwiis	trust	0.617
advice	rie	trust	0.617
objective	objektyf	trust	0.617
