word	Luxembourgish-lb	emotion	emotion-intensity-score
vanished	verfehlt	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	rosen	surprise	0.727
bewildered	verroden	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	Sabotage	surprise	0.719
shriek	schreift	surprise	0.719
breathless	atemlech	surprise	0.719
scream	geruff	surprise	0.719
manslaughter	Onschëlleg ugeet	surprise	0.719
rupture	Broch	surprise	0.719
unanticipated	onerwaart	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	onkontrollabel	surprise	0.711
unexpected	onerwaart	surprise	0.711
electrify	elektrifizéieren	surprise	0.711
stun	stun	surprise	0.711
shot	Goal geschoss huet	surprise	0.711
avalanche	Lawine	surprise	0.711
gasp	zougetraff	surprise	0.711
unforeseen	onkomplizéiert sinn	surprise	0.703
slam	Slam	surprise	0.703
surge	gewaltsam	surprise	0.703
intruder	Intruder	surprise	0.703
abrupt	esoueng brutal	surprise	0.703
suspense	Spuer	surprise	0.703
devastation	Zerstéierung	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	Volatilitéit	surprise	0.695
excite	stimuléieren	surprise	0.695
unprecedented	begeeschtert	surprise	0.695
stab	Stab	surprise	0.695
urgent	dringend	surprise	0.695
yell	schreift	surprise	0.695
strike	Streik	surprise	0.695
disturbance	Stéierunge sinn	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	spektakulär	surprise	0.688
incredible	onheemlech	surprise	0.688
recklessness	der Suerge maachen	surprise	0.680
slap	ze schloen	surprise	0.680
monstrous	monstréis	surprise	0.680
clamor	Gejäiz	surprise	0.680
thrill	ze iwwerraschen	surprise	0.680
accidentally	zoufälleg	surprise	0.672
accidental	zoufälleg	surprise	0.672
striking	opfäeg	surprise	0.672
captivate	gefuer sinn	surprise	0.672
exhilaration	erhalenen	surprise	0.672
terrorist	Terrorist	surprise	0.672
inexplicable	onverfizend	surprise	0.672
exciting	spannend	surprise	0.672
topple	ze verdréien	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	Vulkan	surprise	0.664
revolution	Revolutioun	surprise	0.664
freakish	freakesch	surprise	0.664
incendiary	blouf	surprise	0.656
revolt	Revolt	surprise	0.656
sneak	geschwächt	surprise	0.656
unspeakable	onfäegst	surprise	0.656
bloodshed	Bluttzocker	surprise	0.656
cyclone	Zyklon	surprise	0.648
violent	gewalteg	surprise	0.648
disruption	Stéierungen	surprise	0.648
spellbound	Spellbicher	surprise	0.648
unsuspecting	verwéckelt ass	surprise	0.648
mutiny	Mutin	surprise	0.648
attacking	ugräifen	surprise	0.648
unintended	onbequem	surprise	0.648
amazingly	erstaunhaft	surprise	0.648
epidemic	Epidemie	surprise	0.648
shout	gejaut	surprise	0.641
screech	Kriechen	surprise	0.641
wildfire	Feier gefuer	surprise	0.641
indescribable	onbeschreiwlecht	surprise	0.641
enthusiasm	Begeeschterungsfäegkeet	surprise	0.641
excitation	Erregung	surprise	0.641
tumult	Tumult	surprise	0.641
improvisation	Improvisatioun	surprise	0.641
anomaly	anomalie	surprise	0.633
apparition	Ursaach	surprise	0.633
treachery	Verrot	surprise	0.633
presto	presto	surprise	0.633
gape	Gap	surprise	0.633
agape	agape	surprise	0.633
uncertain	onsécher	surprise	0.633
plunder	geplëmmt	surprise	0.633
tempest	Stuerm	surprise	0.625
trick	Hattrick	surprise	0.625
slaughtering	Schluechung	surprise	0.625
wonderment	verwonnerlech	surprise	0.625
excited	opgereegt	surprise	0.625
sorcery	ärer Schéiererei	surprise	0.625
murderous	mäerderesch	surprise	0.625
urgency	Administratioun	surprise	0.625
distress	Nout	surprise	0.625
mystery	Geheimnis	surprise	0.625
trickery	Trikot	surprise	0.617
intense	intensiv	surprise	0.617
vanish	verschwannen	surprise	0.617
murder	Ermordung	surprise	0.617
quickness	Vitesse	surprise	0.617
intrusive	zevill intim	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	Zäitraum	surprise	0.617
blindfold	erbléckt	surprise	0.609
coup	Staatsstreech	surprise	0.609
splash	oppassen	surprise	0.609
thief	Déif kënnt	surprise	0.609
magical	magesch	surprise	0.609
unstable	onbestänneg	surprise	0.609
shatter	zerschmettert	surprise	0.609
strangle	ze erschloen	surprise	0.609
defy	sech erausfuerderen	surprise	0.602
deluge	Rëtsch Explikatioun	surprise	0.602
inconceivable	ongëlteg sinn	surprise	0.602
jubilee	Jubiläum	surprise	0.602
stupor	stupor	surprise	0.602
tackle	uginn	surprise	0.602
assail	beliwwert	surprise	0.602
betray	ausliwwert	surprise	0.602
monstrosity	Monstrositéit	surprise	0.594
alerts	alarméiert	surprise	0.594
lightning	Blitz	surprise	0.594
mishap	Misouer	surprise	0.594
shrill	schüchteren	surprise	0.594
stupendous	iwwerrascht	surprise	0.594
mysterious	mysteriéis sinn	surprise	0.586
paralyzed	geläscht	surprise	0.586
randomly	zoufälleg	surprise	0.586
bonus	Bonus	surprise	0.586
deceit	Onwourechte	surprise	0.586
wild	wëll	surprise	0.586
pitfall	Këschstänn	surprise	0.586
wondrous	wonnerbar	surprise	0.586
uncanny	wäiss	surprise	0.586
electric	elektresch	surprise	0.578
oddity	Geschlecht	surprise	0.578
death	Doud	surprise	0.578
jubilant	Jubilant	surprise	0.578
godsend	de Götter	surprise	0.578
stagger	stiermesch	surprise	0.578
raving	raving	surprise	0.578
rejoicing	Freed ze maachen	surprise	0.578
premature	viru Kuerzem	surprise	0.578
fluke	schwätzen	surprise	0.578
bizarre	bizarren	surprise	0.578
revenge	Revanche	surprise	0.570
dynamic	dynamesch sinn	surprise	0.570
dismay	net kadréiert	surprise	0.570
ecstatic	ausgeglach	surprise	0.562
fascinate	faszinéieren	surprise	0.562
uncover	entdecken	surprise	0.562
jerk	Ruck	surprise	0.562
reward	Belounung	surprise	0.562
nefarious	neefariéis	surprise	0.562
reappear	erëm eran	surprise	0.562
whim	schmaacht	surprise	0.555
conjure	duerfir suergen	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	Thaumaturgie	surprise	0.555
illuminate	ze beliichten	surprise	0.547
rescue	Rettung	surprise	0.547
tantalizing	gefalen	surprise	0.547
winner	Gewënner	surprise	0.547
heroism	Heldentum	surprise	0.547
rarity	Seelenheet	surprise	0.547
ejaculation	Ejakulatioun	surprise	0.547
daze	Äddi	surprise	0.547
unbridled	verbonnen	surprise	0.547
thwart	gleeft	surprise	0.547
treason	Verrot huet	surprise	0.539
punch	Schloo	surprise	0.539
insult	ze rächen	surprise	0.539
lunge	ze halen	surprise	0.539
illusion	Illusioun	surprise	0.539
lucky	Gléck	surprise	0.539
interrupt	ze interruptéieren	surprise	0.539
cheer	äiskal	surprise	0.539
celebration	Feierdeeg	surprise	0.539
violation	Verletzung	surprise	0.539
marvel	ze beandrockt	surprise	0.539
sensation	Sensatioun	surprise	0.531
fearfully	Angscht	surprise	0.531
concealed	versteet	surprise	0.531
banger	Bande	surprise	0.531
affront	Affront	surprise	0.531
snag	ze packen	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	Béi	surprise	0.523
wonder	wonneren	surprise	0.523
immediacy	Begleedung	surprise	0.523
undiscovered	onerwaart	surprise	0.523
abandonment	Opruff	surprise	0.523
rejoice	iwwerglécklech	surprise	0.523
improvise	ze verbesseren	surprise	0.523
majestic	majestéit	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	votéiert	surprise	0.523
liberate	befreien	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	Stealthily	surprise	0.516
tickle	killen	surprise	0.516
chance	Chance ginn	surprise	0.516
howl	opgeléist	surprise	0.516
swerve	gedronk	surprise	0.508
reflex	Reflex	surprise	0.508
rave	z'erreechen	surprise	0.508
pop	Pop	surprise	0.508
luck	Gléck	surprise	0.508
magnificent	wonnerschéi	surprise	0.508
transcendence	Transzendenz	surprise	0.508
garish	garish	surprise	0.508
unintentionally	onbequem	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	zoufälleg	surprise	0.500
marvelous	wonnerschéi	surprise	0.500
heroic	heroesch	surprise	0.500
remarkable	bemierkenswäert	surprise	0.500
fainting	fäerten	surprise	0.500
slayer	Doudeger geschitt	surprise	0.500
erotic	erotesch sinn	surprise	0.500
enliven	belebend	surprise	0.500
alertness	Achtung	surprise	0.500
misbehavior	geféierlech	surprise	0.500
embarrassment	Verlegenheit	surprise	0.500
diversion	Diversioun	surprise	0.500
unutterable	onberechenbar sinn	surprise	0.492
nab	nab	surprise	0.492
camouflage	Camouflage	surprise	0.492
trump	Tromp	surprise	0.492
decoy	Kéis	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	Gebuertsdag	surprise	0.492
greatness	Gréisst	surprise	0.492
zeal	Äifer	surprise	0.484
prick	prick	surprise	0.484
magician	Magier	surprise	0.484
underestimate	Ënnerschätzung	surprise	0.484
horde	Horde	surprise	0.484
fanfare	Fanfare	surprise	0.484
inexpressible	Expressioun	surprise	0.484
daemon	Daemon	surprise	0.484
variable	variabel	surprise	0.484
curiosity	Curiositéit	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	gezéckt huet	surprise	0.477
chicane	chicane	surprise	0.477
fortune	Verméige kréien	surprise	0.477
sneeze	geschéngt	surprise	0.477
illumination	Beleidegung	surprise	0.477
incident	Tëschefall	surprise	0.477
dreadfully	schrecklech	surprise	0.477
strange	komesch	surprise	0.477
subversive	subversiv	surprise	0.477
reversal	ëmgoen	surprise	0.469
prowl	Vue	surprise	0.469
rapid	séier	surprise	0.469
leery	leery	surprise	0.469
wizard	Assistent	surprise	0.469
coincidence	Zoufall	surprise	0.461
hilarious	witzeg	surprise	0.461
divergent	divergenter	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	briechen	surprise	0.461
slip	rutschen	surprise	0.461
wonderful	wonnerschéi	surprise	0.453
hoax	Geck	surprise	0.453
winning	ze gewannen	surprise	0.453
overestimate	ze schätzen	surprise	0.453
confession	Beicht huet	surprise	0.453
ordeal	Épuiss	surprise	0.453
evanescence	evanesce	surprise	0.453
merriment	Freed	surprise	0.453
raffle	Täsch	surprise	0.453
stound	geklappt	surprise	0.445
laughter	laacht	surprise	0.445
enthusiast	Begeeschterten	surprise	0.445
splendid	Glanz	surprise	0.445
feat	feat	surprise	0.445
perchance	begeeschtert	surprise	0.445
excel	excel	surprise	0.445
gambling	Spadséiergank	surprise	0.445
unintentional	onbequem	surprise	0.438
brighten	brightenen	surprise	0.438
changeable	geännert ginn	surprise	0.438
rapt	rappt	surprise	0.438
unique	eenzegaarteg	surprise	0.438
splendor	Glanz	surprise	0.438
senseless	sensibel sinn	surprise	0.438
gift	Geschenk	surprise	0.430
fascination	Faszinatioun	surprise	0.430
trepidation	Trepidatioun	surprise	0.430
stealthy	klor	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	erfreelech	surprise	0.430
lawsuit	Prozess	surprise	0.430
intrigue	Intrigen	surprise	0.430
quicksilver	Schnëttsilver	surprise	0.422
originality	Originalitéit	surprise	0.422
riddle	riicht	surprise	0.422
judgment	Uerteel	surprise	0.422
enchant	verzauberen	surprise	0.422
stealth	Stealth	surprise	0.422
veracity	Richtegkeet	surprise	0.414
elusive	bedrunn	surprise	0.414
perjury	Perjury	surprise	0.414
spirits	Séilen	surprise	0.414
liberation	Befreiung	surprise	0.414
illegitimate	illegitim	surprise	0.414
syncope	syncope	surprise	0.414
experiment	Experiment	surprise	0.414
gambler	Spillplang	surprise	0.406
eager	gär	surprise	0.406
inspired	inspiréiert	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	gefeiert	surprise	0.406
allure	Allure	surprise	0.406
parade	Parade	surprise	0.406
princely	Prinzessin	surprise	0.398
divorce	Scheedung	surprise	0.398
guess	denken	surprise	0.398
burlesque	Burlesque	surprise	0.398
secrecy	d 'Bankgeheimnis	surprise	0.398
aspiration	Aspiratioun	surprise	0.391
peri	Peri	surprise	0.391
cheerful	lëschteg	surprise	0.391
hermaphrodite	Hermaphrodit	surprise	0.391
supremacy	Iwwerraschung	surprise	0.391
incontinence	Inkontinenz	surprise	0.391
inheritance	Ierfschaft	surprise	0.383
score	Goal geschoss huet	surprise	0.383
lose	verléieren	surprise	0.383
crowning	Kréinung	surprise	0.383
buck	Gléck	surprise	0.383
praiseworthy	luewenswert	surprise	0.383
cadaver	Kadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frësch	surprise	0.375
mystic	mystesch	surprise	0.375
succeed	geléngt	surprise	0.375
advance	Viraus	surprise	0.375
sparkle	Fonkelen	surprise	0.367
hope	Hoffnung	surprise	0.367
joker	Joker	surprise	0.367
sensual	gesond sinn	surprise	0.367
excavation	Ausgruewung	surprise	0.367
feeling	Gefill	surprise	0.359
entertainment	Ënnerhalung	surprise	0.359
clown	Clown	surprise	0.352
newcomer	Newcomer	surprise	0.352
modify	änneren	surprise	0.352
award	Präis	surprise	0.352
blessings	Blessuren	surprise	0.352
postponement	ze liesen	surprise	0.352
obit	Obit	surprise	0.352
celebrity	berühmt ginn	surprise	0.344
hero	Hero	surprise	0.344
start	Start	surprise	0.344
wonderfully	wonnerschéi	surprise	0.344
highest	héchst	surprise	0.344
proficiency	Kenntnis	surprise	0.344
glorify	veronséchert	surprise	0.344
unbeaten	onbeat	surprise	0.336
memorable	onverständlech	surprise	0.336
sanctify	geheescht	surprise	0.336
rekindle	widderhuelen	surprise	0.336
optimism	optimistesch sinn	surprise	0.336
warned	gewarnt	surprise	0.336
prodigious	prodigiéis	surprise	0.336
dissolution	opgeléist ginn	surprise	0.336
grin	Grinsen	surprise	0.336
admiration	Bewonnerung	surprise	0.328
hypertrophy	Hypertrofitéit	surprise	0.328
present	presentéieren	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	Engel	surprise	0.320
examination	Examen	surprise	0.320
catch	fält	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	Fräiheet	surprise	0.312
kiss	Kuss ginn	surprise	0.312
embrace	ugesinn	surprise	0.312
occasional	heiansdo	surprise	0.312
treat	ze behandelen	surprise	0.312
saint	saint	surprise	0.312
scrimmage	Scrimmage	surprise	0.312
dismissal	Entloossung	surprise	0.312
perfection	Perfektioun	surprise	0.305
generosity	Generositéit	surprise	0.305
gratify	ze frustrieden	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	Polaritéit	surprise	0.297
finally	endlech	surprise	0.297
differently	ënnerschiddlech ass	surprise	0.297
palpable	ze palpabel	surprise	0.297
warn	warnen	surprise	0.297
ceremony	der Präisverdeelung	surprise	0.297
larger	méi grouss	surprise	0.297
favorable	gutt	surprise	0.297
romance	Romanze sinn	surprise	0.289
medal	Medaille	surprise	0.289
inviting	invitéiert	surprise	0.289
greeting	Begréissung	surprise	0.289
candid	Kandidat	surprise	0.281
resignation	Récktrëtt	surprise	0.281
trip	Rees	surprise	0.281
accolade	accolade	surprise	0.281
labor	Aarbecht	surprise	0.281
stare	gären	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	invitéieren	surprise	0.266
somatic	somaty	surprise	0.266
admire	bewonnere	surprise	0.266
immerse	taucht	surprise	0.266
festival	Festival	surprise	0.266
mimicry	vermëschen	surprise	0.266
compensate	kompenséieren	surprise	0.266
insolvency	Insolvenz	surprise	0.266
playful	verspillt	surprise	0.266
complement	ergänzen	surprise	0.258
receiving	kréien	surprise	0.258
hypothesis	Hypothes	surprise	0.258
laugh	laachen	surprise	0.258
chuckle	Guckel	surprise	0.258
honeymoon	Hochzäitsrees	surprise	0.250
marry	bestuede géif	surprise	0.242
independence	Onofhängegkeet	surprise	0.242
opera	Oper	surprise	0.242
pleasant	agreabel	surprise	0.242
rhythmical	Rhythmus	surprise	0.234
assessment	Bewäertung	surprise	0.234
hopeful	hoffentlech ass	surprise	0.234
trophy	Trophy	surprise	0.234
holiness	Hellegkeet	surprise	0.234
chant	chant	surprise	0.234
leave	verloossen	surprise	0.234
procession	Prozesser	surprise	0.227
placard	Placard	surprise	0.227
deal	ze maachen	surprise	0.227
cherish	profitéieren	surprise	0.219
good	gutt	surprise	0.219
shopping	Shopping	surprise	0.219
musical	musikalesch	surprise	0.219
shell	Shell	surprise	0.211
dawn	Dämmerung	surprise	0.211
simplify	vereinfachen	surprise	0.211
purity	Räich sinn	surprise	0.203
nullify	zerwéiert	surprise	0.203
money	Suen	surprise	0.203
sweet	séiss	surprise	0.203
morals	Moral	surprise	0.203
synchronize	synchroniséieren	surprise	0.195
preservative	Konservativ	surprise	0.195
humanitarian	humanitär	surprise	0.195
unfulfilled	net erfollegräich	surprise	0.195
precious	Edel	surprise	0.195
obliging	verpflicht	surprise	0.188
singularly	zemools	surprise	0.188
foresee	virgesinn	surprise	0.180
pray	gebiet	surprise	0.180
graduation	ofgeschloss	surprise	0.180
lovely	léif	surprise	0.180
sun	Sonn	surprise	0.172
art	Konscht	surprise	0.172
mouth	Mond	surprise	0.172
youth	Jugend	surprise	0.172
thirst	duuschtereg	surprise	0.172
young	jonk	surprise	0.164
goodness	Gutt	surprise	0.164
overdue	iwwerfällt	surprise	0.156
visor	Visor	surprise	0.156
practiced	praktizéiert	surprise	0.156
latent	latent	surprise	0.156
loyal	trei sinn	surprise	0.148
expect	erwaarden	surprise	0.148
destination	Destinatioun	surprise	0.148
wireless	Funk	surprise	0.148
quote	Devis	surprise	0.141
slush	schwaach	surprise	0.141
infant	Kanner	surprise	0.141
cream	Crème	surprise	0.141
playground	Spillplaz	surprise	0.133
organization	Organisatioun	surprise	0.125
teach	léieren	surprise	0.125
vote	wielen ze goen	surprise	0.125
smile	laachen	surprise	0.117
weight	Gewiicht	surprise	0.117
dolphin	Delphin	surprise	0.117
sisterhood	Schwëster	surprise	0.109
cable	Kabel	surprise	0.109
sunny	sonneg	surprise	0.102
steady	roueg	surprise	0.094
leisure	Fräizäit	surprise	0.086
peaceful	friddlech	surprise	0.086
spa	Spa	surprise	0.086
tree	Bam	surprise	0.078
picnic	Picknick	surprise	0.078
worm	Wuerm	surprise	0.055
truthfulness	Wichtegkeet	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	vertrauenswierdeg	trust	0.867
honest	éierlech	trust	0.844
honesty	Éierlechkeet	trust	0.844
honor	Éier	trust	0.844
truth	Wourecht	trust	0.844
truthful	wierdeg	trust	0.836
trusting	vertraus du	trust	0.836
brotherhood	Brudderschaft	trust	0.820
entrust	vertrauen	trust	0.812
committed	engagéiert	trust	0.805
integrity	Integritéit	trust	0.805
loyalty	Loyalitéit	trust	0.805
honorable	gehollef	trust	0.805
credibility	Glaubwürdegkeet	trust	0.805
trust	Vertrauen	trust	0.805
faithful	trei war	trust	0.797
sincere	oprichtege sinn	trust	0.797
responsible	verantwortlech	trust	0.789
partnership	Partnerschaft	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	Wäisheet	trust	0.789
oath	Eed	trust	0.781
verification	Verifikation	trust	0.781
vow	gelidden	trust	0.781
cooperative	kooperativ	trust	0.781
respectable	respektab	trust	0.773
credible	glafwierdeg	trust	0.773
hero	Hero	trust	0.773
sisterhood	Schwëster	trust	0.773
promise	verspriechen	trust	0.773
verified	verifizéiert ginn	trust	0.773
qualified	qualifizéiert sinn	trust	0.766
respected	respektéiert ginn	trust	0.766
authentication	Authentifikatioun	trust	0.766
compassion	Matgefill	trust	0.759
reputable	Richteg	trust	0.758
safekeeping	Safekeeping	trust	0.758
reliability	Zouverlässegkeet	trust	0.758
moral	moralescher	trust	0.758
love	Léift	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	Accord	trust	0.758
stable	stabil ass	trust	0.750
friend	Frënd	trust	0.750
genuine	echt	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	Kompetenz	trust	0.750
loyal	trei sinn	trust	0.750
ally	Alliéierten	trust	0.750
safeguard	Réductiounen	trust	0.750
companion	Begleeder ginn	trust	0.750
advised	beroden	trust	0.750
authentic	authentesch ass	trust	0.750
respect	respektéieren	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	Fräiheet	trust	0.742
proven	bewisen	trust	0.742
respects	respektéiert	trust	0.742
faith	Glawen	trust	0.742
wholesome	gehollef	trust	0.742
heartfelt	oprichter	trust	0.734
unification	Vereenegung	trust	0.734
protecting	ze schützen	trust	0.734
reassurance	Versécherung	trust	0.734
admirable	begeeschtert	trust	0.734
trustee	auszeschléissen	trust	0.734
supporter	ënnerstëtzt	trust	0.734
confirmation	Confirmatioun	trust	0.734
respectful	Respekt	trust	0.734
alliance	Allianz	trust	0.727
equality	Gläichberechtegung	trust	0.727
friendship	Frëndschaft	trust	0.727
agreement	eens	trust	0.727
fact	Tatsaach	trust	0.727
confident	zouversiichtlech	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	gleewen	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	Exzellenz	trust	0.727
credential	U credential	trust	0.727
closeness	Proximitéit	trust	0.719
authenticate	authentifizéieren	trust	0.719
intelligence	Intelligenz	trust	0.719
virtue	Tugend	trust	0.719
honored	geéiert	trust	0.719
virtuous	virtuéiert	trust	0.719
kindred	Räich	trust	0.719
charitable	Wëllkomm	trust	0.711
dedication	Engagement	trust	0.711
guarantee	garantéieren	trust	0.711
cooperation	Kooperatioun	trust	0.711
creditable	kredibel sinn	trust	0.711
consistency	Konsequenz	trust	0.711
allegiance	begeeschtert	trust	0.711
cooperating	Kooperatioun	trust	0.711
straightforward	einfach	trust	0.711
determination	Bestëmmen	trust	0.711
justice	Gerechtegkeet	trust	0.711
sanctuary	geheescht	trust	0.703
nurture	ze loossen	trust	0.703
innocent	onschëlleg	trust	0.703
admire	bewonnere	trust	0.703
assurance	assurance	trust	0.703
morality	Moral	trust	0.703
prepared	preparéiert	trust	0.703
friendliness	eng gutt Frëndlechkeet	trust	0.703
reliable	zouverléisseg	trust	0.703
mentor	Mentor	trust	0.703
guardianship	Varde	trust	0.703
fulfilled	erfëllt gouf	trust	0.703
reverence	Respekt	trust	0.703
proof	Beweis	trust	0.703
admiration	Bewonnerung	trust	0.703
mother	Mamm	trust	0.703
protected	geschützt sinn	trust	0.703
motherhood	Mammesprooch	trust	0.703
marriage	bestueden	trust	0.695
skillful	erfollegräich	trust	0.695
indestructible	ze bleiwen	trust	0.695
guardian	vereedegt	trust	0.695
accountable	verantwortlech	trust	0.695
courage	Courage	trust	0.695
bodyguard	Bodyguard	trust	0.695
agreeable	agreabel	trust	0.695
scientist	Wëssenschaftler	trust	0.695
allied	alliéierten	trust	0.695
compassionate	matleedeg	trust	0.695
humanitarian	humanitär	trust	0.695
approving	Genehmegung	trust	0.695
united	vereenegt	trust	0.695
pact	Pakt	trust	0.695
certified	zertifizéiert	trust	0.695
morals	Moral	trust	0.695
esteem	eng Schätz	trust	0.688
secure	sécher	trust	0.688
perfection	Perfektioun	trust	0.688
guidance	Orientatioun	trust	0.688
competent	kompetent	trust	0.688
authenticity	Authentizitéit	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiabel ze maachen	trust	0.688
humanity	Mënschheet	trust	0.688
solidity	Solidarwirtschaft	trust	0.688
adviser	Beroder	trust	0.688
pledge	verspriechen	trust	0.688
believed	gegleeft	trust	0.688
understanding	Verständnis	trust	0.688
monogamy	monogamy	trust	0.688
expertise	Expertise	trust	0.680
diplomatic	diplomatesch	trust	0.680
confidential	vertraulech	trust	0.680
hope	Hoffnung	trust	0.680
protector	Protecteur	trust	0.680
agreeing	acceptéieren	trust	0.680
diligence	Suerg	trust	0.680
official	offiziell	trust	0.680
affirm	behaapt	trust	0.680
indivisible	indivisibel	trust	0.680
grandfather	Grousspapp	trust	0.680
humble	bescheiden	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	dofir plädéiert	trust	0.680
elders	Eelst war	trust	0.680
goodness	Gutt	trust	0.680
commendable	Pracht	trust	0.680
inspire	inspiréieren	trust	0.680
approve	approuvéieren	trust	0.680
confide	vertrauen	trust	0.680
professional	berufflech	trust	0.680
familiarity	vertraut	trust	0.680
leader	Leader	trust	0.680
confirmed	bestätegt gouf	trust	0.680
acceptance	Akzeptanz	trust	0.680
benevolence	Wohlwuel	trust	0.672
dignity	Dignitéit	trust	0.672
harmoniously	harmonesch	trust	0.672
mastery	Meeschterhand	trust	0.672
unwavering	onbehënnert	trust	0.672
accredited	accredited	trust	0.672
healing	ze heelen	trust	0.672
encyclopedia	Enzyklopedie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	geheescht	trust	0.672
cohesive	zesummenhänken	trust	0.672
covenant	Bond	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	Feelerlos	trust	0.672
safe	sécher	trust	0.672
intelligent	intelligent	trust	0.672
merit	Verdingscht	trust	0.664
impeccable	bleift	trust	0.664
affirmatively	affirmativ	trust	0.664
spiritual	geeschtlech	trust	0.664
advocate	plädéieren	trust	0.664
team	Équipe	trust	0.664
heroic	heroesch	trust	0.664
communicate	kommunizéieren	trust	0.664
disciple	Jünger	trust	0.664
expert	Expert	trust	0.664
proficient	erfannen	trust	0.664
specialist	Spezialist	trust	0.664
ambassador	Ambassadeur	trust	0.664
accept	akzeptéieren	trust	0.664
attestation	Qualifikatioun	trust	0.664
supporting	ënnerstëtzen	trust	0.664
reliance	Reliance	trust	0.664
authority	Autoritéit	trust	0.664
accountability	Rechenschaftspflicht	trust	0.664
guidebook	Guide	trust	0.664
fulfillment	Entfaalung	trust	0.664
strengthening	ze verstäerken	trust	0.661
familiar	vertraut	trust	0.656
facts	Facts	trust	0.656
achieve	ze erreechen	trust	0.656
warranty	Garantie	trust	0.656
structure	Struktur	trust	0.656
steadfast	fest	trust	0.656
favorable	gutt	trust	0.656
counsel	Rot	trust	0.656
relationship	Bezéiung	trust	0.656
scientific	wëssenschaftlech	trust	0.656
gentleman	Gentleman	trust	0.656
strength	Kraaft	trust	0.656
elder	eeler	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	Hellegkeet	trust	0.656
excellent	excellent	trust	0.656
proficiency	Kenntnis	trust	0.656
constancy	stänneg	trust	0.656
defended	verteidegt hunn	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	vertrauen	trust	0.648
heroism	Heldentum	trust	0.648
peaceful	friddlech	trust	0.648
competency	Kompetenz	trust	0.648
assuredly	gesuergt	trust	0.648
brother	Brudder	trust	0.648
counselor	Conseiller	trust	0.648
successful	erfollegräich	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	Schutz	trust	0.648
saint	saint	trust	0.648
harmony	Harmonie	trust	0.648
matrimony	eng Eegeschaft	trust	0.648
noble	Adel	trust	0.648
inspiration	Inspiratioun	trust	0.648
academic	akademesch	trust	0.648
assist	ze hëllefen	trust	0.648
agreed	vereinbar	trust	0.648
uphold	uphold	trust	0.648
comrade	Koméit	trust	0.648
lovable	léif	trust	0.648
advisable	unzeroden	trust	0.648
solidarity	Solidaritéit	trust	0.648
worthy	ernimmt	trust	0.643
durability	Haltbarkeet	trust	0.641
coexist	coexistéiert	trust	0.641
assure	versécheren	trust	0.641
establish	etabléieren	trust	0.641
benefactor	Wëller	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	féieren	trust	0.641
loving	gär hunn	trust	0.641
teacher	Enseignant	trust	0.641
judiciary	Justiz	trust	0.641
conscientious	gewëssenhaft	trust	0.641
confidence	Vertrauen	trust	0.641
lawful	erlaabt	trust	0.641
mamma	NO TRANSLATION	trust	0.641
