word	Dutch-nl	emotion	emotion-intensity-score
carnage	bloedbad	surprise	0.688
spectacular	spectaculaire	surprise	0.688
incredible	ongelooflijk	surprise	0.688
recklessness	roekeloosheid	surprise	0.680
slap	klap	surprise	0.680
monstrous	monsterlijk	surprise	0.680
clamor	geschreeuw	surprise	0.680
thrill	sensatie	surprise	0.680
accidentally	per ongeluk	surprise	0.672
accidental	onopzettelijk	surprise	0.672
striking	opvallend	surprise	0.672
captivate	boeien	surprise	0.672
exhilaration	opvrolijking	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	onverklaarbaar	surprise	0.672
exciting	opwindend	surprise	0.672
topple	omvallen	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkaan	surprise	0.664
revolution	revolutie	surprise	0.664
freakish	grillig	surprise	0.664
incendiary	brandstichter	surprise	0.656
revolt	opstand	surprise	0.656
sneak	sluipen	surprise	0.656
unspeakable	onuitsprekelijk	surprise	0.656
bloodshed	bloedvergieten	surprise	0.656
cyclone	cycloon	surprise	0.648
violent	gewelddadig	surprise	0.648
disruption	ontwrichting	surprise	0.648
spellbound	als betoverd	surprise	0.648
unsuspecting	argeloos	surprise	0.648
mutiny	muiterij	surprise	0.648
attacking	aanvallende	surprise	0.648
unintended	ongewild	surprise	0.648
amazingly	verbazend	surprise	0.648
epidemic	epidemie	surprise	0.648
shout	roepen	surprise	0.641
screech	krijsen	surprise	0.641
wildfire	wildvuur	surprise	0.641
indescribable	onbeschrijfelijk	surprise	0.641
enthusiasm	enthousiasme	surprise	0.641
excitation	opwinding	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvisatie	surprise	0.641
anomaly	afwijking	surprise	0.633
apparition	verschijning	surprise	0.633
treachery	verraad	surprise	0.633
presto	presto	surprise	0.633
gape	gapen	surprise	0.633
agape	met open mond	surprise	0.633
uncertain	onzeker	surprise	0.633
plunder	plunderen	surprise	0.633
tempest	storm	surprise	0.625
trick	truc	surprise	0.625
slaughtering	slachten	surprise	0.625
wonderment	verwondering	surprise	0.625
excited	opgewonden	surprise	0.625
sorcery	tovenarij	surprise	0.625
murderous	moorddadig	surprise	0.625
urgency	urgentie	surprise	0.625
distress	nood	surprise	0.625
mystery	mysterie	surprise	0.625
trickery	bedriegerij	surprise	0.617
intense	intens	surprise	0.617
vanish	verdwijnen	surprise	0.617
murder	moord	surprise	0.617
quickness	levendigheid	surprise	0.617
intrusive	opdringerig	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	streek	surprise	0.617
blindfold	geblinddoekt	surprise	0.609
coup	coup	surprise	0.609
splash	plons	surprise	0.609
thief	dief	surprise	0.609
magical	magisch	surprise	0.609
unstable	wankel	surprise	0.609
shatter	breken	surprise	0.609
strangle	wurgen	surprise	0.609
defy	trotseren	surprise	0.602
deluge	zondvloed	surprise	0.602
inconceivable	onbegrijpelijk	surprise	0.602
jubilee	jubileum	surprise	0.602
stupor	verdoving	surprise	0.602
tackle	aanpakken	surprise	0.602
assail	aanranden	surprise	0.602
betray	verraden	surprise	0.602
monstrosity	wangedrocht	surprise	0.594
alerts	waarschuwingen	surprise	0.594
lightning	bliksem	surprise	0.594
mishap	ongeluk	surprise	0.594
shrill	schel	surprise	0.594
stupendous	kolossaal	surprise	0.594
mysterious	mysterieus	surprise	0.586
paralyzed	verlamd	surprise	0.586
randomly	willekeurig	surprise	0.586
bonus	bonus	surprise	0.586
deceit	bedrog	surprise	0.586
wild	wild	surprise	0.586
pitfall	valkuil	surprise	0.586
wondrous	verwonderlijk	surprise	0.586
uncanny	geheimzinnig	surprise	0.586
electric	elektrisch	surprise	0.578
oddity	vreemdheid	surprise	0.578
death	dood	surprise	0.578
jubilant	jubelend	surprise	0.578
godsend	buitenkansje	surprise	0.578
stagger	wankelen	surprise	0.578
raving	ijlend	surprise	0.578
rejoicing	vreugdebetoon	surprise	0.578
premature	prematuur	surprise	0.578
fluke	leverbot	surprise	0.578
bizarre	bizar	surprise	0.578
revenge	wraak	surprise	0.570
dynamic	dynamisch	surprise	0.570
dismay	ontzetting	surprise	0.570
ecstatic	extatisch	surprise	0.562
fascinate	fascineren	surprise	0.562
uncover	ontdekken	surprise	0.562
jerk	ruk	surprise	0.562
reward	beloning	surprise	0.562
nefarious	schandelijk	surprise	0.562
reappear	opnieuw verschijnen	surprise	0.562
whim	gril	surprise	0.555
conjure	toveren	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	pias	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	verlichten	surprise	0.547
rescue	redden	surprise	0.547
tantalizing	verleidelijke	surprise	0.547
winner	winnaar	surprise	0.547
heroism	heldenmoed	surprise	0.547
rarity	zeldzaamheid	surprise	0.547
ejaculation	ejaculatie	surprise	0.547
daze	verdoving	surprise	0.547
unbridled	tomeloos	surprise	0.547
thwart	dwarsbomen	surprise	0.547
treason	verraad	surprise	0.539
punch	stempel	surprise	0.539
insult	belediging	surprise	0.539
lunge	longe	surprise	0.539
illusion	illusie	surprise	0.539
lucky	Lucky	surprise	0.539
interrupt	onderbreken	surprise	0.539
cheer	juichen	surprise	0.539
celebration	viering	surprise	0.539
violation	schending	surprise	0.539
marvel	wonder	surprise	0.539
sensation	gevoel	surprise	0.531
fearfully	vreselijk	surprise	0.531
concealed	verborgen	surprise	0.531
banger	worstje	surprise	0.531
affront	belediging	surprise	0.531
snag	moeilijkheid	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	vraag me af	surprise	0.523
immediacy	dringendheid	surprise	0.523
undiscovered	onontdekt	surprise	0.523
abandonment	verlatenheid	surprise	0.523
rejoice	verheugen	surprise	0.523
improvise	improviseren	surprise	0.523
majestic	majestueus	surprise	0.523
scorpion	schorpioen	surprise	0.523
victimized	slachtoffer	surprise	0.523
liberate	bevrijden	surprise	0.523
yelp	gekef	surprise	0.516
stealthily	heimelijk	surprise	0.516
tickle	kietelen	surprise	0.516
chance	kans	surprise	0.516
howl	gehuil	surprise	0.516
swerve	zwenken	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	knal	surprise	0.508
luck	geluk	surprise	0.508
magnificent	prachtig	surprise	0.508
transcendence	transcendentie	surprise	0.508
garish	opzichtig	surprise	0.508
unintentionally	onopzettelijk	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	zeldzaam	surprise	0.500
marvelous	wonderbaar	surprise	0.500
heroic	heldhaftig	surprise	0.500
remarkable	opmerkelijk	surprise	0.500
fainting	flauwte	surprise	0.500
slayer	moordenaar	surprise	0.500
erotic	erotisch	surprise	0.500
enliven	verlevendigen	surprise	0.500
alertness	waakzaamheid	surprise	0.500
misbehavior	wangedrag	surprise	0.500
embarrassment	verlegenheid	surprise	0.500
diversion	afleidingsmanoeuvre	surprise	0.500
unutterable	onuitsprekelijk	surprise	0.492
nab	betrappen	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	troef	surprise	0.492
decoy	lokvogel	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	verjaardag	surprise	0.492
greatness	grootheid	surprise	0.492
zeal	ijver	surprise	0.484
prick	prik	surprise	0.484
magician	goochelaar	surprise	0.484
underestimate	onderschatten	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	onuitsprekelijk	surprise	0.484
daemon	demon	surprise	0.484
variable	veranderlijk	surprise	0.484
curiosity	nieuwsgierigheid	surprise	0.484
gawk	gapen	surprise	0.477
unguarded	onbewaakt	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortuin	surprise	0.477
sneeze	niezen	surprise	0.477
illumination	verlichting	surprise	0.477
incident	incident	surprise	0.477
dreadfully	vreselijk	surprise	0.477
strange	vreemd	surprise	0.477
subversive	subversief	surprise	0.477
reversal	omkering	surprise	0.469
prowl	rondsluipen	surprise	0.469
rapid	snel	surprise	0.469
leery	sluw	surprise	0.469
wizard	tovenaar	surprise	0.469
coincidence	toeval	surprise	0.461
hilarious	hilarisch	surprise	0.461
divergent	afwijkend	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	breken	surprise	0.461
slip	uitglijden	surprise	0.461
wonderful	prachtig	surprise	0.453
hoax	hoax	surprise	0.453
winning	winnend	surprise	0.453
overestimate	overschatting	surprise	0.453
confession	bekentenis	surprise	0.453
ordeal	beproeving	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	vreugde	surprise	0.453
raffle	verloten	surprise	0.453
stound	stound	surprise	0.445
laughter	gelach	surprise	0.445
enthusiast	enthousiast	surprise	0.445
splendid	geweldig	surprise	0.445
feat	prestatie	surprise	0.445
perchance	misschien	surprise	0.445
excel	uitmunten	surprise	0.445
gambling	het gokken	surprise	0.445
unintentional	onopzettelijk	surprise	0.438
brighten	opvrolijken	surprise	0.438
changeable	veranderlijk	surprise	0.438
rapt	verrukt	surprise	0.438
unique	uniek	surprise	0.438
splendor	pracht	surprise	0.438
senseless	zinloos	surprise	0.438
gift	gift	surprise	0.430
fascination	betovering	surprise	0.430
trepidation	schroom	surprise	0.430
stealthy	heimelijk	surprise	0.430
fiesta	feest	surprise	0.430
delighted	verrukt	surprise	0.430
lawsuit	rechtszaak	surprise	0.430
intrigue	intrigeren	surprise	0.430
quicksilver	kwik	surprise	0.422
originality	oorspronkelijkheid	surprise	0.422
riddle	raadsel	surprise	0.422
judgment	oordeel	surprise	0.422
enchant	betoveren	surprise	0.422
stealth	heimelijkheid	surprise	0.422
veracity	waarheidsgetrouwheid	surprise	0.414
elusive	ontwijkend	surprise	0.414
perjury	meineed	surprise	0.414
spirits	spiritualiën	surprise	0.414
liberation	bevrijding	surprise	0.414
illegitimate	onwettig	surprise	0.414
syncope	syncope	surprise	0.414
experiment	experiment	surprise	0.414
gambler	speler	surprise	0.406
eager	gretig	surprise	0.406
inspired	geinspireerd	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applaus	surprise	0.406
allure	verleiden	surprise	0.406
parade	parade	surprise	0.406
princely	prinselijk	surprise	0.398
divorce	scheiden	surprise	0.398
guess	raden	surprise	0.398
burlesque	klucht	surprise	0.398
secrecy	geheimhouding	surprise	0.398
aspiration	aspiratie	surprise	0.391
peri	peri	surprise	0.391
cheerful	vrolijk	surprise	0.391
hermaphrodite	hermafrodiet	surprise	0.391
supremacy	suprematie	surprise	0.391
incontinence	incontinentie	surprise	0.391
inheritance	erfenis	surprise	0.383
score	partituur	surprise	0.383
lose	verliezen	surprise	0.383
crowning	bekroning	surprise	0.383
buck	reebok	surprise	0.383
praiseworthy	lofwaardig	surprise	0.383
cadaver	kadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	slok	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	dartel	surprise	0.375
mystic	mysticus	surprise	0.375
succeed	slagen	surprise	0.375
advance	van te voren	surprise	0.375
sparkle	fonkeling	surprise	0.367
hope	hoop	surprise	0.367
joker	grappenmaker	surprise	0.367
sensual	sensueel	surprise	0.367
excavation	uitgraving	surprise	0.367
feeling	gevoel	surprise	0.359
entertainment	vermaak	surprise	0.359
clown	clown	surprise	0.352
newcomer	nieuweling	surprise	0.352
modify	wijzigen	surprise	0.352
award	onderscheiding	surprise	0.352
blessings	zegeningen	surprise	0.352
postponement	uitstel	surprise	0.352
obit	herdenkingsdienst	surprise	0.352
celebrity	beroemdheid	surprise	0.344
hero	held	surprise	0.344
start	begin	surprise	0.344
wonderfully	wonderlijk	surprise	0.344
highest	hoogst	surprise	0.344
proficiency	bekwaamheid	surprise	0.344
glorify	verheerlijken	surprise	0.344
unbeaten	ongeslagen	surprise	0.336
memorable	gedenkwaardig	surprise	0.336
sanctify	heiligen	surprise	0.336
rekindle	weer op te rakelen	surprise	0.336
optimism	optimisme	surprise	0.336
warned	gewaarschuwd	surprise	0.336
prodigious	wonderbaarlijk	surprise	0.336
dissolution	ontbinding	surprise	0.336
grin	grijns	surprise	0.336
admiration	bewondering	surprise	0.328
hypertrophy	hypertrofie	surprise	0.328
present	aanwezig	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	engel	surprise	0.320
examination	examen	surprise	0.320
catch	vangst	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	poema	surprise	0.312
liberty	vrijheid	surprise	0.312
kiss	kus	surprise	0.312
embrace	omhelzing	surprise	0.312
occasional	occasionele	surprise	0.312
treat	traktatie	surprise	0.312
saint	heilige	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	ontslag	surprise	0.312
perfection	perfectie	surprise	0.305
generosity	vrijgevigheid	surprise	0.305
gratify	bevredigen	surprise	0.305
saintly	vroom	surprise	0.305
sally	Sally	surprise	0.305
polarity	polariteit	surprise	0.297
finally	Tenslotte	surprise	0.297
differently	anders	surprise	0.297
palpable	tastbaar	surprise	0.297
warn	waarschuwen	surprise	0.297
ceremony	ceremonie	surprise	0.297
larger	grotere	surprise	0.297
favorable	gunstig	surprise	0.297
romance	romance	surprise	0.289
medal	medaille	surprise	0.289
inviting	uitnodigend	surprise	0.289
greeting	groet	surprise	0.289
candid	openhartig	surprise	0.281
resignation	ontslag	surprise	0.281
trip	reis	surprise	0.281
accolade	accolade	surprise	0.281
labor	arbeid	surprise	0.281
stare	staren	surprise	0.273
glimmer	schijnsel	surprise	0.266
invite	nodig uit	surprise	0.266
somatic	somatische	surprise	0.266
admire	bewonderen	surprise	0.266
immerse	onderdompelen	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	compenseren	surprise	0.266
insolvency	insolventie	surprise	0.266
playful	speels	surprise	0.266
complement	aanvulling	surprise	0.258
receiving	ontvangende	surprise	0.258
hypothesis	hypothese	surprise	0.258
laugh	lach	surprise	0.258
chuckle	gniffel	surprise	0.258
honeymoon	huwelijksreis	surprise	0.250
marry	trouwen	surprise	0.242
independence	onafhankelijkheid	surprise	0.242
opera	opera	surprise	0.242
pleasant	aangenaam	surprise	0.242
rhythmical	ritmische	surprise	0.234
assessment	beoordeling	surprise	0.234
hopeful	hoopvol	surprise	0.234
trophy	trofee	surprise	0.234
holiness	heiligheid	surprise	0.234
chant	zingen	surprise	0.234
leave	het verlof	surprise	0.234
procession	processie	surprise	0.227
placard	aanplakbiljet	surprise	0.227
deal	transactie	surprise	0.227
cherish	koesteren	surprise	0.219
good	goed	surprise	0.219
shopping	boodschappen doen	surprise	0.219
musical	musical	surprise	0.219
shell	schelp	surprise	0.211
dawn	dageraad	surprise	0.211
simplify	makkelijker maken	surprise	0.211
purity	puurheid	surprise	0.203
nullify	vernietigen	surprise	0.203
money	geld	surprise	0.203
sweet	zoet	surprise	0.203
morals	moraal	surprise	0.203
synchronize	synchroniseren	surprise	0.195
preservative	conserverend	surprise	0.195
humanitarian	humanitaire	surprise	0.195
unfulfilled	niet vervuld	surprise	0.195
precious	kostbaar	surprise	0.195
obliging	bereidwillig	surprise	0.188
singularly	singulier	surprise	0.188
foresee	voorzien	surprise	0.180
pray	bidden	surprise	0.180
graduation	diploma uitreiking	surprise	0.180
lovely	heerlijk	surprise	0.180
sun	zon	surprise	0.172
art	kunst	surprise	0.172
mouth	mond	surprise	0.172
youth	jeugd	surprise	0.172
thirst	dorst	surprise	0.172
young	jong	surprise	0.164
goodness	goedheid	surprise	0.164
overdue	achterstallig	surprise	0.156
visor	vizier	surprise	0.156
practiced	beoefend	surprise	0.156
latent	latent	surprise	0.156
loyal	loyaal	surprise	0.148
expect	verwachten	surprise	0.148
destination	bestemming	surprise	0.148
wireless	draadloze	surprise	0.148
quote	citaat	surprise	0.141
slush	slush	surprise	0.141
infant	zuigeling	surprise	0.141
cream	room	surprise	0.141
playground	speelplaats	surprise	0.133
organization	organisatie	surprise	0.125
teach	onderwijzen	surprise	0.125
vote	stemmen	surprise	0.125
smile	glimlach	surprise	0.117
weight	gewicht	surprise	0.117
dolphin	dolfijn	surprise	0.117
sisterhood	zusterschap	surprise	0.109
cable	kabel	surprise	0.109
sunny	zonnig	surprise	0.102
steady	vast	surprise	0.094
leisure	vrije tijd	surprise	0.086
peaceful	vredig	surprise	0.086
spa	spa	surprise	0.086
tree	boom	surprise	0.078
picnic	picknick	surprise	0.078
worm	worm	surprise	0.055
truthfulness	waarachtigheid	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	betrouwbaar	trust	0.867
honest	eerlijk	trust	0.844
honesty	eerlijkheid	trust	0.844
honor	eer	trust	0.844
truth	waarheid	trust	0.844
truthful	waarheidlievend	trust	0.836
trusting	vertrouwend	trust	0.836
brotherhood	broederschap	trust	0.820
entrust	toevertrouwen	trust	0.812
committed	toegewijd	trust	0.805
integrity	integriteit	trust	0.805
loyalty	loyaliteit	trust	0.805
honorable	eervol	trust	0.805
credibility	geloofwaardigheid	trust	0.805
trust	vertrouwen	trust	0.805
faithful	getrouw	trust	0.797
sincere	oprecht	trust	0.797
responsible	verantwoordelijk	trust	0.789
partnership	vennootschap	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	wijsheid	trust	0.789
oath	eed	trust	0.781
verification	verificatie	trust	0.781
vow	gelofte	trust	0.781
cooperative	coöperatieve	trust	0.781
respectable	achtenswaardig	trust	0.773
credible	geloofwaardig	trust	0.773
hero	held	trust	0.773
sisterhood	zusterschap	trust	0.773
promise	belofte	trust	0.773
verified	geverifieerd	trust	0.773
qualified	gekwalificeerd	trust	0.766
respected	gerespecteerd	trust	0.766
authentication	authenticatie	trust	0.766
compassion	mededogen	trust	0.759
reputable	achtenswaardig	trust	0.758
safekeeping	bewaring	trust	0.758
reliability	betrouwbaarheid	trust	0.758
moral	Moreel	trust	0.758
love	liefde	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	goedkeuring	trust	0.758
stable	stal	trust	0.750
friend	vriend	trust	0.750
genuine	oprecht	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	bevoegdheid	trust	0.750
loyal	loyaal	trust	0.750
ally	bondgenoot	trust	0.750
safeguard	vrijwaren	trust	0.750
companion	metgezel	trust	0.750
advised	adviseerde	trust	0.750
authentic	authentiek	trust	0.750
respect	eerbied	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	vrijheid	trust	0.742
proven	bewezen	trust	0.742
respects	opzichten	trust	0.742
faith	geloof	trust	0.742
wholesome	gezond	trust	0.742
heartfelt	oprecht	trust	0.734
unification	unificatie	trust	0.734
protecting	bescherming	trust	0.734
reassurance	geruststelling	trust	0.734
admirable	bewonderenswaardig	trust	0.734
trustee	curator	trust	0.734
supporter	supporter	trust	0.734
confirmation	bevestiging	trust	0.734
respectful	eerbiedig	trust	0.734
alliance	bondgenootschap	trust	0.727
equality	gelijkheid	trust	0.727
friendship	vriendschap	trust	0.727
agreement	overeenkomst	trust	0.727
fact	feit	trust	0.727
confident	zelfverzekerd	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	geloven	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	uitmuntendheid	trust	0.727
credential	geloofsbrief	trust	0.727
closeness	geslotenheid	trust	0.719
authenticate	waarmerken	trust	0.719
intelligence	intelligentie-	trust	0.719
virtue	deugd	trust	0.719
honored	geëerd	trust	0.719
virtuous	deugdzaam	trust	0.719
kindred	verwanten	trust	0.719
charitable	liefdadig	trust	0.711
dedication	toewijding	trust	0.711
guarantee	garantie	trust	0.711
cooperation	samenwerking	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	consistentie	trust	0.711
allegiance	trouw	trust	0.711
cooperating	meewerkende	trust	0.711
straightforward	rechtdoorzee	trust	0.711
determination	bepaling	trust	0.711
justice	gerechtigheid	trust	0.711
sanctuary	heiligdom	trust	0.703
nurture	koesteren	trust	0.703
innocent	onschuldig	trust	0.703
admire	bewonderen	trust	0.703
assurance	zekerheid	trust	0.703
morality	moraliteit	trust	0.703
prepared	bereid	trust	0.703
friendliness	vriendelijkheid	trust	0.703
reliable	betrouwbaar	trust	0.703
mentor	mentor	trust	0.703
guardianship	voogdij	trust	0.703
fulfilled	vervuld	trust	0.703
reverence	eerbied	trust	0.703
proof	bewijs	trust	0.703
admiration	bewondering	trust	0.703
mother	moeder	trust	0.703
protected	beschermde	trust	0.703
motherhood	moederschap	trust	0.703
marriage	huwelijk	trust	0.695
skillful	behendig	trust	0.695
indestructible	onverwoestbaar	trust	0.695
guardian	voogd	trust	0.695
accountable	verantwoordelijk	trust	0.695
courage	moed	trust	0.695
bodyguard	lijfwacht	trust	0.695
agreeable	aangenaam	trust	0.695
scientist	wetenschapper	trust	0.695
allied	geallieerd	trust	0.695
compassionate	medelijdend	trust	0.695
humanitarian	humanitaire	trust	0.695
approving	goedkeuren	trust	0.695
united	verenigd	trust	0.695
pact	verbond	trust	0.695
certified	gecertificeerde	trust	0.695
morals	moraal	trust	0.695
esteem	achting	trust	0.688
secure	beveiligen	trust	0.688
perfection	perfectie	trust	0.688
guidance	de begeleiding	trust	0.688
competent	competent	trust	0.688
authenticity	echtheid	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	gerechtvaardigd	trust	0.688
humanity	de mensheid	trust	0.688
solidity	stevigheid	trust	0.688
adviser	raadgever	trust	0.688
pledge	belofte	trust	0.688
believed	geloofde	trust	0.688
understanding	begrip	trust	0.688
monogamy	monogamie	trust	0.688
expertise	expertise	trust	0.680
diplomatic	diplomatisch	trust	0.680
confidential	vertrouwelijk	trust	0.680
hope	hoop	trust	0.680
protector	beschermer	trust	0.680
agreeing	akkoord	trust	0.680
diligence	ijver	trust	0.680
official	officieel	trust	0.680
affirm	bevestigen	trust	0.680
indivisible	ondeelbaar	trust	0.680
grandfather	grootvader	trust	0.680
humble	vernederen	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	voorspraak	trust	0.680
elders	oudste	trust	0.680
goodness	goedheid	trust	0.680
commendable	prijzenswaardig	trust	0.680
inspire	inspireren	trust	0.680
approve	goedkeuren	trust	0.680
confide	vertrouwen	trust	0.680
professional	professioneel	trust	0.680
familiarity	vertrouwdheid	trust	0.680
leader	leider	trust	0.680
confirmed	bevestigd	trust	0.680
acceptance	aanvaarding	trust	0.680
benevolence	welwillendheid	trust	0.672
dignity	waardigheid	trust	0.672
harmoniously	harmonieus	trust	0.672
mastery	meesterschap	trust	0.672
unwavering	onwrikbaar	trust	0.672
accredited	geaccrediteerd	trust	0.672
healing	genezing	trust	0.672
encyclopedia	encyclopedie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	heiligen	trust	0.672
cohesive	samenhangend	trust	0.672
covenant	verbond	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	onberispelijk	trust	0.672
safe	veilig	trust	0.672
intelligent	intelligent	trust	0.672
merit	verdienste	trust	0.664
impeccable	onberispelijk	trust	0.664
affirmatively	bevestigend	trust	0.664
spiritual	geestelijk	trust	0.664
advocate	pleiten voor	trust	0.664
team	team	trust	0.664
heroic	heldhaftig	trust	0.664
communicate	communiceren	trust	0.664
disciple	discipel	trust	0.664
expert	deskundige	trust	0.664
proficient	bedreven	trust	0.664
specialist	specialist	trust	0.664
ambassador	ambassadeur	trust	0.664
accept	aanvaarden	trust	0.664
attestation	getuigenis	trust	0.664
supporting	ondersteunen	trust	0.664
reliance	vertrouwen	trust	0.664
authority	autoriteit	trust	0.664
accountability	verantwoording	trust	0.664
guidebook	gids	trust	0.664
fulfillment	vervulling	trust	0.664
strengthening	versterking	trust	0.661
familiar	vertrouwd	trust	0.656
facts	feiten	trust	0.656
achieve	bereiken	trust	0.656
warranty	garantie	trust	0.656
structure	structuur	trust	0.656
steadfast	standvastig	trust	0.656
favorable	gunstig	trust	0.656
counsel	raad	trust	0.656
relationship	verhouding	trust	0.656
scientific	wetenschappelijk	trust	0.656
gentleman	heer	trust	0.656
strength	kracht	trust	0.656
elder	ouderling	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	heiligheid	trust	0.656
excellent	uitstekend	trust	0.656
proficiency	bekwaamheid	trust	0.656
constancy	standvastigheid	trust	0.656
defended	verdedigde	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	vertrouwen	trust	0.648
heroism	heldenmoed	trust	0.648
peaceful	vredig	trust	0.648
competency	competentie	trust	0.648
assuredly	zeker	trust	0.648
brother	broer	trust	0.648
counselor	raadgever	trust	0.648
successful	geslaagd	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	beschermend	trust	0.648
saint	heilige	trust	0.648
harmony	harmonie	trust	0.648
matrimony	huwelijk	trust	0.648
noble	edele	trust	0.648
inspiration	inspiratie	trust	0.648
academic	academische	trust	0.648
assist	helpen	trust	0.648
agreed	Akkoord	trust	0.648
uphold	hooghouden	trust	0.648
comrade	kameraad	trust	0.648
lovable	lief	trust	0.648
advisable	raadzaam	trust	0.648
solidarity	solidariteit	trust	0.648
worthy	waardig	trust	0.643
durability	duurzaamheid	trust	0.641
coexist	naast elkaar bestaan	trust	0.641
assure	verzekeren	trust	0.641
establish	tot stand brengen	trust	0.641
benefactor	weldoener	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	leidend	trust	0.641
loving	liefhebbend	trust	0.641
teacher	leraar	trust	0.641
judiciary	rechterlijke macht	trust	0.641
conscientious	gewetensvol	trust	0.641
confidence	vertrouwen	trust	0.641
lawful	rechtmatig	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	verordend	trust	0.641
champion	kampioen	trust	0.641
unity	eenheid	trust	0.641
legal	wettelijk	trust	0.641
kind	soort	trust	0.641
credence	geloof	trust	0.641
real	echt	trust	0.641
doctor	doctor	trust	0.641
intimate	intiem	trust	0.634
hopeful	hoopvol	trust	0.633
fortitude	standvastigheid	trust	0.633
physician	arts	trust	0.633
brotherly	broederlijk	trust	0.633
aspiration	aspiratie	trust	0.633
convincing	overtuigend	trust	0.633
sanctification	heiliging	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hulde	trust	0.633
courageous	moedig	trust	0.633
soundness	soliditeit	trust	0.633
legitimacy	wettigheid	trust	0.633
endorse	onderschrijven	trust	0.633
fidelity	trouw	trust	0.633
bless	zegenen	trust	0.633
judicial	gerechtelijk	trust	0.633
important	belangrijk	trust	0.633
saintly	vroom	trust	0.633
conscience	geweten	trust	0.633
therapeutic	therapeutische	trust	0.633
authorize	toestemming geven	trust	0.633
devotional	stichtelijk	trust	0.633
practiced	beoefend	trust	0.633
backbone	ruggegraat	trust	0.633
approved	aangenomen	trust	0.633
evident	evident	trust	0.625
encourage	aanmoedigen	trust	0.625
caretaker	huisbewaarder	trust	0.625
regard	beschouwen	trust	0.625
angel	engel	trust	0.625
engaged	bezet	trust	0.625
blessing	zegen	trust	0.625
professorship	professoraat	trust	0.625
majestic	majestueus	trust	0.625
communication	communicatie	trust	0.625
purify	zuiveren	trust	0.625
authorization	machtiging	trust	0.625
wonderful	prachtig	trust	0.625
achievement	prestatie	trust	0.625
fireman	brandweerman	trust	0.625
certify	waarmerken	trust	0.625
civilized	beschaafd	trust	0.625
profound	diepgaand	trust	0.625
accurate	accuraat	trust	0.625
assured	verzekerd	trust	0.625
positivity	positiviteit	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	goed	trust	0.617
absolution	absolutie	trust	0.617
commend	aanprijzen	trust	0.617
cherish	koesteren	trust	0.617
fundamental	fundamenteel	trust	0.617
advice	advies	trust	0.617
objective	doelstelling	trust	0.617
optimism	optimisme	trust	0.617
testament	testament	trust	0.617
qualities	kwaliteiten	trust	0.617
haven	veilige haven	trust	0.617
heroine	heldin	trust	0.617
constantly	voortdurend	trust	0.617
appreciation	waardering	trust	0.617
