word	Kyrgyz-ky	emotion	emotion-intensity-score
catch	кармоо	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	тийишүү	surprise	0.312
puma	Puma	surprise	0.312
liberty	боштондук	surprise	0.312
kiss	өбүү	surprise	0.312
embrace	кучактоо	surprise	0.312
occasional	анда-санда	surprise	0.312
treat	мамиле кылуу	surprise	0.312
saint	олуя	surprise	0.312
scrimmage	кетээнчиктебей	surprise	0.312
dismissal	бошотуу	surprise	0.312
perfection	мыктылык	surprise	0.305
generosity	айкөлдүк	surprise	0.305
gratify	коп	surprise	0.305
saintly	олуя	surprise	0.305
sally	Sally	surprise	0.305
polarity	уюлдуулук	surprise	0.297
finally	акырында	surprise	0.297
differently	ар кандай	surprise	0.297
palpable	жетишерлик	surprise	0.297
warn	эскертүү	surprise	0.297
ceremony	аземи	surprise	0.297
larger	көп	surprise	0.297
favorable	жагымдуу	surprise	0.297
romance	романс	surprise	0.289
medal	медаль	surprise	0.289
inviting	кызыктуу	surprise	0.289
greeting	саламдашуу	surprise	0.289
candid	ак ниеттүү	surprise	0.281
resignation	баш тартуу	surprise	0.281
trip	на	surprise	0.281
accolade	ТААНУУ	surprise	0.281
labor	эмгек	surprise	0.281
stare	карап	surprise	0.273
glimmer	бүлбүлдөгөн	surprise	0.266
invite	чакыруу	surprise	0.266
somatic	соматикалык	surprise	0.266
admire	суктануу	surprise	0.266
immerse	чөктүрүү	surprise	0.266
festival	майрам	surprise	0.266
mimicry	жүзү	surprise	0.266
compensate	ордун толтуруу	surprise	0.266
insolvency	кудуретсиздик	surprise	0.266
playful	ойноок	surprise	0.266
complement	толуктап	surprise	0.258
receiving	кабыл алуучу	surprise	0.258
hypothesis	гипотеза	surprise	0.258
laugh	күлүү	surprise	0.258
chuckle	Бейк	surprise	0.258
honeymoon	ысыкчылык айы	surprise	0.250
marry	үйлөнүү	surprise	0.242
independence	көз карандысыздык	surprise	0.242
opera	опера	surprise	0.242
pleasant	жагымдуу	surprise	0.242
rhythmical	ритмде	surprise	0.234
assessment	аныктоо	surprise	0.234
hopeful	үмүттөнгөн	surprise	0.234
trophy	олжо	surprise	0.234
holiness	олуялык	surprise	0.234
chant	ырдоо	surprise	0.234
leave	калтыруу	surprise	0.234
procession	жүрүштөрүн	surprise	0.227
placard	жарыянаама	surprise	0.227
deal	иш	surprise	0.227
cherish	баалайбыз	surprise	0.219
good	жакшы	surprise	0.219
shopping	соода	surprise	0.219
musical	музыкалык	surprise	0.219
shell	жумуртканын кабыгы	surprise	0.211
dawn	жарык боло баштоо	surprise	0.211
simplify	жөнөкөйлөтүү	surprise	0.211
purity	тазалык	surprise	0.203
nullify	жокко	surprise	0.203
money	акча	surprise	0.203
sweet	таттуу	surprise	0.203
morals	адеп-ахлак	surprise	0.203
synchronize	синхрондоштуруу	surprise	0.195
preservative	презерватив	surprise	0.195
humanitarian	гуманитардык	surprise	0.195
unfulfilled	аткарылбаган	surprise	0.195
precious	баалуу	surprise	0.195
obliging	милдеттендирүүчү	surprise	0.188
singularly	кылыгынан	surprise	0.188
foresee	алдын ала	surprise	0.180
pray	жалбаруу	surprise	0.180
graduation	окуу жайын бүтүрүү	surprise	0.180
lovely	жакшынакай	surprise	0.180
sun	күн	surprise	0.172
art	искусство	surprise	0.172
mouth	ооз	surprise	0.172
youth	жаштар	surprise	0.172
thirst	аңкоо	surprise	0.172
young	жаш	surprise	0.164
goodness	кең пейилдүүлүк	surprise	0.164
overdue	убактысынан өткөн	surprise	0.156
visor	калт	surprise	0.156
practiced	иш жүзүндө	surprise	0.156
latent	жашыруун	surprise	0.156
loyal	ишенимдүү	surprise	0.148
expect	күтүү	surprise	0.148
destination	көздөлгөн	surprise	0.148
wireless	зымсыз	surprise	0.148
quote	цитата келтирүү	surprise	0.141
slush	ээриген кар	surprise	0.141
infant	наристе бала	surprise	0.141
cream	каймак	surprise	0.141
playground	оюн аянтчасы	surprise	0.133
organization	уюм	surprise	0.125
teach	окутуу	surprise	0.125
vote	добуш берүү	surprise	0.125
smile	жылмаюу	surprise	0.117
weight	салмак	surprise	0.117
dolphin	дельфин	surprise	0.117
sisterhood	Sisterhood	surprise	0.109
cable	кабель	surprise	0.109
sunny	ачык	surprise	0.102
steady	туруктуу	surprise	0.094
leisure	эс алуу	surprise	0.086
peaceful	тынч	surprise	0.086
spa	SPA	surprise	0.086
tree	дарак	surprise	0.078
picnic	Пикник	surprise	0.078
worm	курт	surprise	0.055
truthfulness	Чынчыл	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ишенимдүү	trust	0.867
honest	чын	trust	0.844
honesty	чынчылдык	trust	0.844
honor	ардак	trust	0.844
truth	чындык	trust	0.844
truthful	ишенимчил	trust	0.836
trusting	ишенчээк	trust	0.836
brotherhood	бир тууган	trust	0.820
entrust	ишеним	trust	0.812
committed	жасалган	trust	0.805
integrity	бүтүндүк	trust	0.805
loyalty	берилгендик	trust	0.805
honorable	урматтуу	trust	0.805
credibility	болуу мүмкүнчүлүгү	trust	0.805
trust	ишеним	trust	0.805
faithful	ишенимдүү	trust	0.797
sincere	чын жүрөктөн	trust	0.797
responsible	жоопкер	trust	0.789
partnership	шериктик	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	акылмандык	trust	0.789
oath	ант	trust	0.781
verification	текшерүү	trust	0.781
vow	ант	trust	0.781
cooperative	биргелешкен	trust	0.781
respectable	сыймыктуу	trust	0.773
credible	ишеним	trust	0.773
hero	баатыр	trust	0.773
sisterhood	Sisterhood	trust	0.773
promise	убада	trust	0.773
verified	текшерилди	trust	0.773
qualified	квалификациялуу	trust	0.766
respected	урматтуу	trust	0.766
authentication	тастыктоо	trust	0.766
compassion	кайрымдуулук	trust	0.759
reputable	кадыр-барктуу	trust	0.758
safekeeping	сакталышы	trust	0.758
reliability	ишенимдүүлүк	trust	0.758
moral	моралдык	trust	0.758
love	сүйүү	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ырастоо	trust	0.758
stable	бекем	trust	0.750
friend	дос	trust	0.750
genuine	чын жүрөктөн	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	компетенттүүлүк	trust	0.750
loyal	ишенимдүү	trust	0.750
ally	дос	trust	0.750
safeguard	сакта	trust	0.750
companion	шерик аял	trust	0.750
advised	сунушталат	trust	0.750
authentic	туура	trust	0.750
respect	сый	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	эркиндик	trust	0.742
proven	далилденген	trust	0.742
respects	жагынан	trust	0.742
faith	ишеним	trust	0.742
wholesome	пайдалуу	trust	0.742
heartfelt	чын жүрөктөн	trust	0.734
unification	биригүү	trust	0.734
protecting	коргоо	trust	0.734
reassurance	кайрадан камсыздандыруу	trust	0.734
admirable	укмуштуу	trust	0.734
trustee	опекун аял	trust	0.734
supporter	багуучу	trust	0.734
confirmation	ырастоо	trust	0.734
respectful	сый	trust	0.734
alliance	биримдик	trust	0.727
equality	теңдик	trust	0.727
friendship	дос болуу	trust	0.727
agreement	макулдук	trust	0.727
fact	чындык	trust	0.727
confident	ишенимдүү	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ишенүү	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	артыкчылык	trust	0.727
credential	аныктоо	trust	0.727
closeness	жакындык	trust	0.719
authenticate	ишендирүү	trust	0.719
intelligence	маалымат	trust	0.719
virtue	изгилик	trust	0.719
honored	урмат	trust	0.719
virtuous	жакшы	trust	0.719
kindred	үйүнөн	trust	0.719
charitable	кайрымдуулук	trust	0.711
dedication	арноо	trust	0.711
guarantee	кепил	trust	0.711
cooperation	кызматташуу	trust	0.711
creditable	ишеничте	trust	0.711
consistency	ырааттуулугу	trust	0.711
allegiance	берилгендик	trust	0.711
cooperating	кызматташуу	trust	0.711
straightforward	жай-	trust	0.711
determination	чечкиндүүлүк	trust	0.711
justice	адилеттүүлүк	trust	0.711
sanctuary	ыйык	trust	0.703
nurture	тарбиялоо	trust	0.703
innocent	күнөөлүү	trust	0.703
admire	суктануу	trust	0.703
assurance	ишендирүү	trust	0.703
morality	моралдык	trust	0.703
prepared	даярдалган	trust	0.703
friendliness	достук	trust	0.703
reliable	туруктуу	trust	0.703
mentor	Устат	trust	0.703
guardianship	камкордукка алуу	trust	0.703
fulfilled	аткарылышы	trust	0.703
reverence	урмат-сый	trust	0.703
proof	далил	trust	0.703
admiration	суктануу	trust	0.703
mother	эне	trust	0.703
protected	корголуучу	trust	0.703
motherhood	эне	trust	0.703
marriage	нике	trust	0.695
skillful	жакшы	trust	0.695
indestructible	кыйратылгыс	trust	0.695
guardian	опекун аял	trust	0.695
accountable	жооптуу	trust	0.695
courage	эрдик	trust	0.695
bodyguard	өзгөчө кайтарык	trust	0.695
agreeable	алгылыктуу	trust	0.695
scientist	илимпоз аял	trust	0.695
allied	жакынкы	trust	0.695
compassionate	боорукер	trust	0.695
humanitarian	гуманитардык	trust	0.695
approving	бекитүү	trust	0.695
united	кошмо	trust	0.695
pact	келишим	trust	0.695
certified	күбөлөндүрүлгөн	trust	0.695
morals	адеп-ахлак	trust	0.695
esteem	зоболосу	trust	0.688
secure	коопсуз	trust	0.688
perfection	мыктылык	trust	0.688
guidance	нускоочу	trust	0.688
competent	компетенттүү	trust	0.688
authenticity	ишенүүгө татыктуу	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	туура	trust	0.688
humanity	адамзат	trust	0.688
solidity	бекемдик	trust	0.688
adviser	кеңешчи аял	trust	0.688
pledge	күрөө	trust	0.688
believed	ыйман	trust	0.688
understanding	эстүү	trust	0.688
monogamy	өмүр сүрүү	trust	0.688
expertise	экспертиза	trust	0.680
diplomatic	дипломатиялык	trust	0.680
confidential	жашыруун	trust	0.680
hope	үмүт	trust	0.680
protector	коргоочу	trust	0.680
agreeing	макул	trust	0.680
diligence	аракет	trust	0.680
official	расмий	trust	0.680
affirm	ырастоо	trust	0.680
indivisible	бөлүнбөс	trust	0.680
grandfather	чоң ата	trust	0.680
humble	момун	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	укук коргоо	trust	0.680
elders	аксакалдар	trust	0.680
goodness	кең пейилдүүлүк	trust	0.680
commendable	мактаарлык	trust	0.680
inspire	дем алуу	trust	0.680
approve	бекитүү	trust	0.680
confide	ишенүү	trust	0.680
professional	кесиптик	trust	0.680
familiarity	тааныштыгына	trust	0.680
leader	лидери	trust	0.680
confirmed	ырастады	trust	0.680
acceptance	таануу	trust	0.680
benevolence	кут	trust	0.672
dignity	кадыр я	trust	0.672
harmoniously	шайкеш	trust	0.672
mastery	билүү	trust	0.672
unwavering	туруктуу	trust	0.672
accredited	аккредиттелген	trust	0.672
healing	айыктыруу	trust	0.672
encyclopedia	издөө	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	ыйыкта	trust	0.672
cohesive	бирдиктүү	trust	0.672
covenant	келишим	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	Күнөөсүз	trust	0.672
safe	аман-эсен	trust	0.672
intelligent	акылдуу	trust	0.672
merit	сиңирген эмгек	trust	0.664
impeccable	кемчиликсиз	trust	0.664
affirmatively	ооба	trust	0.664
spiritual	руханий	trust	0.664
advocate	коргоо	trust	0.664
team	команда	trust	0.664
heroic	баатырдык	trust	0.664
communicate	байланыш	trust	0.664
disciple	шакирт	trust	0.664
expert	эксперт	trust	0.664
proficient	эптүү	trust	0.664
specialist	адис	trust	0.664
ambassador	элчи	trust	0.664
accept	кабыл алуу	trust	0.664
attestation	күбөлөндүрүүнү	trust	0.664
supporting	колдоо	trust	0.664
reliance	көз карандысыздык	trust	0.664
authority	бийлик	trust	0.664
accountability	жоопкерчилик	trust	0.664
guidebook	жол көрсөткүч китеп	trust	0.664
fulfillment	аткаруу	trust	0.664
strengthening	күчөтүү	trust	0.661
familiar	жакын	trust	0.656
facts	маалымат	trust	0.656
achieve	жетүү	trust	0.656
warranty	кепилдик	trust	0.656
structure	түзүлүш	trust	0.656
steadfast	туруктуу	trust	0.656
favorable	жагымдуу	trust	0.656
counsel	акыл	trust	0.656
relationship	байланыш	trust	0.656
scientific	илимий	trust	0.656
gentleman	тектүү адам	trust	0.656
strength	күч	trust	0.656
elder	улуу	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	олуялык	trust	0.656
excellent	эң жакшы	trust	0.656
proficiency	билүү	trust	0.656
constancy	туруктуулугун	trust	0.656
defended	коргогон	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	ишенүү	trust	0.648
heroism	баатырдык	trust	0.648
peaceful	тынч	trust	0.648
competency	компетенттүүлүк	trust	0.648
assuredly	Калетсиз,	trust	0.648
brother	байке, ини	trust	0.648
counselor	кеңешчи	trust	0.648
successful	ийгиликтүү	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	коргоочу	trust	0.648
saint	олуя	trust	0.648
harmony	гармония	trust	0.648
matrimony	узы	trust	0.648
noble	асыл	trust	0.648
inspiration	дем алуу	trust	0.648
academic	академиялык	trust	0.648
assist	жардамдашуу	trust	0.648
agreed	макулдашылган	trust	0.648
uphold	жактай	trust	0.648
comrade	жолдош аял	trust	0.648
lovable	жакшынакай	trust	0.648
advisable	кааларлык	trust	0.648
solidarity	тилектештик	trust	0.648
worthy	татыктуу	trust	0.643
durability	узактык	trust	0.641
coexist	менен бирге	trust	0.641
assure	ишендирүү	trust	0.641
establish	белгилөө	trust	0.641
benefactor	колдоочу аял	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	алып баруучу	trust	0.641
loving	сүйүктүү	trust	0.641
teacher	мугалим	trust	0.641
judiciary	сот	trust	0.641
conscientious	ак ниеттүү	trust	0.641
confidence	ишенич	trust	0.641
lawful	мыйзамдуу	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	арналган	trust	0.641
champion	жеңүүчү аял	trust	0.641
unity	биримдик	trust	0.641
legal	укуктук	trust	0.641
kind	түр	trust	0.641
credence	кармоочу	trust	0.641
real	чын	trust	0.641
doctor	доктор	trust	0.641
intimate	эскертүү	trust	0.634
hopeful	үмүттөнгөн	trust	0.633
fortitude	КАЙРАТ	trust	0.633
physician	дарыгер	trust	0.633
brotherly	бир тууган	trust	0.633
aspiration	умтулуу	trust	0.633
convincing	ишенимдүү	trust	0.633
sanctification	ыйыкталуу	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	урматтоо	trust	0.633
courageous	эр жүрөк	trust	0.633
soundness	эстүүлүк	trust	0.633
legitimacy	мыйзамдуулук	trust	0.633
endorse	тууралыгын ырастоо	trust	0.633
fidelity	тууралык	trust	0.633
bless	бата берүү	trust	0.633
judicial	сот	trust	0.633
important	маанилүү	trust	0.633
saintly	олуя	trust	0.633
conscience	абийир	trust	0.633
therapeutic	дарылоо	trust	0.633
authorize	уруксат	trust	0.633
devotional	берилүү	trust	0.633
practiced	иш жүзүндө	trust	0.633
backbone	омуртка	trust	0.633
approved	бекитилген	trust	0.633
evident	айкын	trust	0.625
encourage	түрткү	trust	0.625
caretaker	убактылуу	trust	0.625
regard	эске алуу менен	trust	0.625
angel	периште	trust	0.625
engaged	жүргүзгөн	trust	0.625
blessing	батасы	trust	0.625
professorship	билими	trust	0.625
majestic	улуу	trust	0.625
communication	байланыш	trust	0.625
purify	тазалоо	trust	0.625
authorization	укук берүү	trust	0.625
wonderful	укмуштуу	trust	0.625
achievement	жетишкендик	trust	0.625
fireman	өрт өчүргүч адам	trust	0.625
certify	күбөлөндүрүү	trust	0.625
civilized	цивилизациялык	trust	0.625
profound	күчтүү	trust	0.625
accurate	так	trust	0.625
assured	ашарынан	trust	0.625
positivity	жумушка болгон	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	жакшы	trust	0.617
absolution	акталууну	trust	0.617
commend	мактоо	trust	0.617
cherish	баалайбыз	trust	0.617
fundamental	негизги	trust	0.617
advice	кенеш	trust	0.617
objective	объективдүү	trust	0.617
optimism	оптимизм	trust	0.617
testament	мурас	trust	0.617
qualities	сапаттар	trust	0.617
haven	жай	trust	0.617
heroine	Баатыр	trust	0.617
constantly	дайыма	trust	0.617
appreciation	түшүнүү	trust	0.617
triumphant	өлөр	trust	0.617
accord	юнча	trust	0.617
reassure	ынандыруу	trust	0.617
truce	элдешүү	trust	0.617
thoughtful	кам көргөн	trust	0.617
teach	окутуу	trust	0.617
god	Кудай	trust	0.617
corroborate	тастыктай	trust	0.617
believer	ыймандуу	trust	0.617
unimpeachable	ээлешет	trust	0.617
surety	кепилдик	trust	0.617
attentive	ыкластуу	trust	0.617
gospel	христиандардын куран китеби	trust	0.617
bedrock	тамырлуу	trust	0.617
approvement	approvement	trust	0.617
planning	пландаштыруу	trust	0.617
rational	сарамжалдуу	trust	0.617
passionate	дилгерлүү	trust	0.617
happy	бактылуу	trust	0.609
babysitter	Бала	trust	0.609
brilliant	жалтыраган	trust	0.609
praise	мактоо	trust	0.609
definitive	Белгилүү	trust	0.609
considerate	кылдаттуу	trust	0.609
patron	колдоочусу	trust	0.609
scripture	негизги диний китеп	trust	0.609
heal	айыктыруу	trust	0.609
praiseworthy	мактоого татыктуу	trust	0.609
steward	башкаруучу	trust	0.609
awareness	билүү	trust	0.609
officer	офицер	trust	0.609
purification	тазалануу	trust	0.609
excel	Excel	trust	0.609
civilization	цивилизация	trust	0.609
liking	оратордун	trust	0.609
comfort	комфорт	trust	0.609
magnificence	сулуулук	trust	0.609
notary	нотариус	trust	0.609
progression	Акылбек Жеменей	trust	0.609
mediator	медиатор	trust	0.609
blessings	баталар	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	сунуш кылуу	trust	0.609
brave	эр жүрөктүү	trust	0.602
experienced	тажрыйбалуу	trust	0.602
steady	туруктуу	trust	0.602
enlightenment	агартуу	trust	0.602
brighten	жарык	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	аткаруу	trust	0.602
witness	күбө	trust	0.602
humility	момундук	trust	0.602
sympathetic	санаалаш	trust	0.602
helpful	пайдалуу	trust	0.602
symmetry	симметриялуу	trust	0.602
unquestionable	талашсыз	trust	0.602
peace	тынчтык	trust	0.602
transcendence	Transcendence	trust	0.602
serenity	илим	trust	0.602
embrace	кучактоо	trust	0.602
inspired	Рухтун жетеги менен жазылган	trust	0.602
mainstay	негизги таянычы	trust	0.602
unconditional	эрктүү	trust	0.602
guarded	Сакташ	trust	0.602
identify	аныктоо	trust	0.602
marry	үйлөнүү	trust	0.594
grant	берүү	trust	0.594
depend	көз каранды	trust	0.594
complimentary	комплект	trust	0.594
spouse	жубай	trust	0.594
tranquility	тынчтык	trust	0.594
vigilant	сергек	trust	0.594
ministry	кызматы	trust	0.594
fairly	адилеттүү	trust	0.594
philanthropic	кайрымдуулук	trust	0.594
openly	ачык	trust	0.594
generous	кең пейил	trust	0.594
strengthen	күчтүү	trust	0.594
gratitude	алкыш	trust	0.594
befriend	дос	trust	0.594
substantiate	негиздөө	trust	0.594
praised	мактаган	trust	0.594
admiral	адмирал	trust	0.594
regent	регент	trust	0.594
sage	Sage	trust	0.594
assessment	аныктоо	trust	0.594
enlighten	жарык	trust	0.594
eminence	кардинал	trust	0.594
commendation	мактоо	trust	0.594
efficient	таасирдүү	trust	0.594
nurse	багуучу	trust	0.594
visionary	көрөгөч	trust	0.594
generosity	айкөлдүк	trust	0.594
vigilance	сергек	trust	0.594
endowment	кайрымдуулук	trust	0.594
council	кеңеш	trust	0.594
sweetheart	Жылдыз	trust	0.589
attest	далилдөө	trust	0.586
prestige	бедел	trust	0.586
serene	сыртыбыздан	trust	0.586
unfailing	толугу менен	trust	0.586
testimony	күбөлөрдүн көрсөтмөсу	trust	0.586
checklist	тизмеси	trust	0.586
inheritance	тукум куучулук	trust	0.586
monk	монах	trust	0.586
godly	Кудайга	trust	0.586
compliance	сактоо	trust	0.586
rooted	тамырлап	trust	0.586
constitutional	укуктук	trust	0.586
conservation	сактоо	trust	0.586
bylaw	тескемеси	trust	0.586
helper	жардамчы	trust	0.586
joyful	кубанычтуу	trust	0.586
collectively	чогуу	trust	0.586
meritorious	мактаарлык	trust	0.586
acclaim	Acclaim	trust	0.586
diplomacy	дипломатия	trust	0.586
educational	билим берүү	trust	0.586
husbandry	чарбасы	trust	0.586
share	үлүшү	trust	0.586
enjoying	кубаныч	trust	0.586
firmness	катуу	trust	0.586
convince	ишендирүү	trust	0.586
designation	белги	trust	0.586
tribe	уруу	trust	0.586
victory	жеңиш	trust	0.586
magnificent	сонун	trust	0.586
lovely	жакшынакай	trust	0.586
seniority	улуулук	trust	0.586
angelic	периштелердин	trust	0.586
ambition	мансапкордук	trust	0.586
father	ата	trust	0.586
mate	Жубайым	trust	0.586
sobriety	салабаттуулукту	trust	0.586
revere	урматтаган	trust	0.586
delegate	делегат аял	trust	0.586
navigator	Navigator	trust	0.578
watchdog	көзөмөл	trust	0.578
obey	баш ийүү	trust	0.578
cheerfulness	жайдары	trust	0.578
inviting	кызыктуу	trust	0.578
judge	сот	trust	0.578
irrefutable	талашсыз	trust	0.578
philanthropist	кайрымдуулук	trust	0.578
careful	сак	trust	0.578
communion	жалпылык	trust	0.578
coexisting	алардын т¼п	trust	0.578
impartiality	калыстык	trust	0.578
unquestioned	талашсыз	trust	0.578
upright	түз	trust	0.578
authoritative	кадыр-барктуу	trust	0.578
structural	структуралык	trust	0.578
convinced	ишенем	trust	0.578
smile	жылмаюу	trust	0.578
commandant	комендантынын	trust	0.578
dutiful	жоопкерчиликтүү	trust	0.578
shelter	башпаанек	trust	0.578
revival	калыбына келтирүү	trust	0.578
professor	окутуучу	trust	0.578
adore	жакшы көрүү	trust	0.578
legalized	мыйзамдаштырылган	trust	0.578
punctual	так	trust	0.570
counsellor	кеңешчи	trust	0.570
complement	толуктап	trust	0.570
corroboration	баркты	trust	0.570
immaculate	кынтыксыз	trust	0.570
relative	салыштырмалуу	trust	0.570
apostle	апостол	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	бириктиргич	trust	0.570
insure	камсыздандыруу	trust	0.570
plausible	туурадай	trust	0.570
consult	изилдөөгө	trust	0.570
modest	жөнөкөй	trust	0.570
measured	өлчөнөт	trust	0.570
pilot	учкуч	trust	0.570
collaborator	кызматкер	trust	0.570
advise	кеңеш берүү	trust	0.570
cuddle	шакылдап	trust	0.570
ordinance	Жобо	trust	0.570
compass	компасс	trust	0.570
guide	жетектөө	trust	0.570
everlasting	түбөлүк	trust	0.570
adhering	кармануу	trust	0.570
determinate	тандалган	trust	0.570
heavenly	асмандагы	trust	0.570
principal	башкы	trust	0.570
abundance	кенч	trust	0.570
matron	Жубан	trust	0.570
unequivocal	маанилүү	trust	0.570
volunteers	ыктыярдуу	trust	0.570
pedigree	асыл тукум	trust	0.570
unquestionably	талашсыз	trust	0.570
pertinent	тийиштүү	trust	0.562
devout	динчил	trust	0.562
curable	толук айыктырууга	trust	0.562
insight	билермандык	trust	0.562
congregation	жыйналыш	trust	0.562
admit	кабыл алуу	trust	0.562
pleasant	жагымдуу	trust	0.562
vigorous	күчтүү	trust	0.562
fort	кубулуштардын	trust	0.562
remarkable	сонун	trust	0.562
content	ыраазы	trust	0.562
spotless	таза	trust	0.562
uplift	көтөрүлүүнүн	trust	0.562
compensate	ордун толтуруу	trust	0.562
lovemaking	ашыктык	trust	0.562
jury	аныктоочулар	trust	0.562
jurist	укукчу	trust	0.562
soothing	жыпар жыттуу	trust	0.562
ordination	Аларды ыйык кызматка дайындоо	trust	0.562
cohesion	биримдиги	trust	0.562
frankness	сөздүүлүгү	trust	0.562
strong	күчтүү	trust	0.562
miracle	керемет	trust	0.562
concordance	айкашуу	trust	0.562
applaud	кол чабуу	trust	0.562
prize	сыйлык	trust	0.562
apostolic	элчилик	trust	0.562
succeeding	кийинки	trust	0.562
vitality	жигердүүлүгү	trust	0.562
treasurer	эскичилик	trust	0.562
save	куткаруу	trust	0.562
earn	иштеп табуу	trust	0.562
midwife	аначы	trust	0.555
discretion	этияттык	trust	0.555
worship	сыйынуу	trust	0.555
constant	дайым	trust	0.555
foresight	сактык	trust	0.555
vote	добуш берүү	trust	0.555
cultivate	өрчүтүүгө	trust	0.555
impartial	адилеттүү	trust	0.555
illumination	жарык	trust	0.555
ambulance	тез жардам	trust	0.555
privacy	купуялык	trust	0.555
succeed	ээрчүү	trust	0.555
providing	камсыз кылуу	trust	0.555
veteran	ардагер	trust	0.555
patience	чыдамдуулук	trust	0.555
prophet	пайгамбар	trust	0.555
coach	машыктыруучу	trust	0.555
intuition	туюп билүү	trust	0.555
reconciliation	элдештирүү	trust	0.555
defender	коргоочу	trust	0.555
coalesce	бириг	trust	0.555
mediate	ортомчулук кылуу	trust	0.555
precedence	артыкчылык	trust	0.555
congruence	Апта	trust	0.555
buddy	досум	trust	0.555
reunion	чогулуш	trust	0.555
restorative	калыбына келтирүүчү	trust	0.555
destined	турган	trust	0.555
physicist	доктор	trust	0.555
influential	таасирлүү	trust	0.555
exalt	чечүүчү	trust	0.555
greatness	сыйымдуулук	trust	0.555
inclusion	киргизүү	trust	0.555
auditor	аудитор	trust	0.555
meditate	ой жүгүртүү	trust	0.555
betrothed	убадалашып койгон	trust	0.555
proud	сыймыктануу	trust	0.547
provide	камсыз кылуу	trust	0.547
conciliation	тыныштыруу	trust	0.547
ancestral	ата-бабаларынын	trust	0.547
liberty	боштондук	trust	0.547
durable	узак	trust	0.547
impenetrable	чытырман токой	trust	0.547
prudent	акылдуу	trust	0.547
invocation	дубасы	trust	0.547
engaging	кызыктуу	trust	0.547
statement	билдирүү	trust	0.547
rejoice	кубанат	trust	0.547
cheer	жактоо	trust	0.547
eyewitness	көрүп турган эркек	trust	0.547
prevalent	жайылган	trust	0.547
securities	баалуу кагаздар	trust	0.547
friendly	достук	trust	0.547
salvation	куткаруу	trust	0.547
independence	көз карандысыздык	trust	0.547
govern	башкаруу	trust	0.547
forgive	кечирүү	trust	0.547
commanding	буйрук	trust	0.547
convent	кечилдер	trust	0.547
reinforcement	кубаттоо	trust	0.547
law	мыйзам	trust	0.547
registry	каттоо	trust	0.547
temperate	мелүүн	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	даярдык	trust	0.547
heritage	мурасы	trust	0.547
chronicle	хроника	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ансамбли	trust	0.539
institute	институт	trust	0.539
applause	кол чабуулар	trust	0.539
architecture	архитектура	trust	0.539
obvious	ачык	trust	0.539
recovery	айыгуу	trust	0.539
inimitable	пендебизге	trust	0.539
relevant	тийешелүү	trust	0.539
responsive	сезгич	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	көрсөтмөлөрү	trust	0.539
define	аныктоо	trust	0.539
delightful	таң калаарлык	trust	0.539
antidote	уунун күчүн жоготуучу зат	trust	0.539
admitting	кабыл алуу	trust	0.539
psalms	забурлар	trust	0.539
stamina	чыдамкайлык	trust	0.539
majority	көпчүлүк	trust	0.539
inoculation	куюу	trust	0.539
perfect	кемчиликсиз	trust	0.539
obedience	баш ийүү	trust	0.539
memorable	унутулгус	trust	0.539
chastity	адеп-ахлактык тазалыкты сактоо	trust	0.539
proctor	Проктор	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	ар дайым	trust	0.539
forefathers	ата-бабалары	trust	0.539
immovable	кыймылсыз	trust	0.539
eager	даяр	trust	0.539
aspiring	түркчө	trust	0.539
obliging	милдеттендирүүчү	trust	0.539
reinforcements	кошулушун	trust	0.539
tantamount	барабар	trust	0.539
exalted	жогорку	trust	0.539
hospital	оорукана	trust	0.531
retirement	кетүү	trust	0.531
strive	аракет	trust	0.531
edification	лиши	trust	0.531
candid	ак ниеттүү	trust	0.531
deed	иш	trust	0.531
school	мектеп	trust	0.531
cradle	бешик	trust	0.531
