word	Khmer-km	emotion	emotion-intensity-score
embarrassment	អាម៉ាស់	sadness	0.531
inimical	រន្ធត់	sadness	0.531
sick	ឈឺ	sadness	0.531
requiem	តំរូវ	sadness	0.531
relapse	ឡើងវិញ	sadness	0.530
forgotten	បំភ្លេចចោល	sadness	0.530
unpleasant	មិនល្អ	sadness	0.530
grievance	ការប្តឹង	sadness	0.530
disable	បិទ	sadness	0.529
defenseless	គ្មានទីពឹង	sadness	0.526
defunct	លែង	sadness	0.518
ridicule	គួរឱ្យអស់សំណើច	sadness	0.518
sequestration	sequestration	sadness	0.516
vegetative	លូតលាស់	sadness	0.516
stripped	ដកហូត	sadness	0.516
blindness	ភាពពិការភ្នែក	sadness	0.516
accident	គ្រោះថ្នាក់	sadness	0.516
sin	NO TRANSLATION	sadness	0.516
hideous	hideous	sadness	0.516
misfortune	សំណាងអាក្រក់	sadness	0.516
retard	ពន្យារ	sadness	0.516
unfriendly	មិនរាក់ទាក់	sadness	0.516
weakness	ភាពទន់ខ្សោយ	sadness	0.516
dumps	dumps	sadness	0.516
sore	ឈឺចាប់	sadness	0.516
displeased	មិនសប្បាយចិត្ត	sadness	0.516
wither	wither	sadness	0.516
elimination	ការលុបបំបាត់	sadness	0.516
delusion	delusion	sadness	0.516
decayed	កខ្វក់	sadness	0.516
stifled	រារាំង	sadness	0.516
unlucky	សំណាងអាក្រក់	sadness	0.516
dictatorship	របបផ្តាច់ការ	sadness	0.509
regrettable	គួរឱ្យសោកស្តាយ	sadness	0.509
complain	ត្អូញត្អែរ	sadness	0.509
unrequited	មិនដឹងខ្លួន	sadness	0.509
lose	ចាញ់	sadness	0.509
insecure	គ្មានសុវត្ថិភាព	sadness	0.509
witchcraft	អាបធ្មប់	sadness	0.508
gonorrhea	ជំងឺប្រមេះ	sadness	0.500
endemic	ជំងឺ	sadness	0.500
negative	អវិជ្ជមាន	sadness	0.500
weary	អស់កម្លាំង	sadness	0.500
anxiety	ការថប់បារម្ភ	sadness	0.500
impossible	មិនអាចទៅរួចទេ	sadness	0.500
disturbed	រំខាន	sadness	0.500
cytomegalovirus	cytomegalovirus	sadness	0.500
offended	អាក់អន់ចិត្ត	sadness	0.500
intolerant	មិនអត់ឱន	sadness	0.500
prosecute	ចោទប្រកាន់	sadness	0.500
rot	rot	sadness	0.500
exclusion	ការបដិសេធ	sadness	0.500
atherosclerosis	atherosclerosis	sadness	0.500
senile	senile	sadness	0.500
battled	ប្រកួត	sadness	0.500
coma	សន្លប់	sadness	0.500
injurious	រងរបួស	sadness	0.500
bankruptcy	ក្ស័យធន	sadness	0.500
chronic	រ៉ាំរ៉ៃ	sadness	0.500
difficulty	ការលំបាក	sadness	0.500
howl	howl	sadness	0.500
cringe	cringe	sadness	0.500
messedup	NO TRANSLATION	sadness	0.500
nauseous	ក្អួត	sadness	0.500
deport	ការនិរទេស	sadness	0.500
mad	ឆ្កួត	sadness	0.500
discomfort	មិនស្រួល	sadness	0.500
unfair	មិនយុត្តិធម៌	sadness	0.500
evict	បណ្តេញចេញ	sadness	0.500
damper	damper	sadness	0.500
drugged	ថាំ	sadness	0.500
aggravating	aggravating	sadness	0.500
crash	គាំង	sadness	0.500
mortality	អត្រាមរណៈភាព	sadness	0.500
disrespectful	មិនគោរព	sadness	0.500
frowning	រញ៉េរញ៉ៃ	sadness	0.500
aftermath	បន្ទាប់ពី	sadness	0.500
ungodly	ungodly	sadness	0.500
bier	NO TRANSLATION	sadness	0.500
explode	ផ្ទុះ	sadness	0.500
dolor	NO TRANSLATION	sadness	0.500
derogation	បដិប្បញ្ញត្តិ	sadness	0.491
rob	rob	sadness	0.491
recession	វិបត្តិសេដ្ឋកិច្ច	sadness	0.485
shriek	ស្រែក	sadness	0.485
hospital	មន្ទីរពេទ្យ	sadness	0.484
disturbance	ការ​រំខាន	sadness	0.484
insult	ប្រមាថ	sadness	0.484
adversity	ភាពមិនអនុគ្រោះ	sadness	0.484
beg	អង្វរ	sadness	0.484
resign	លាលែង	sadness	0.484
moan	ថ្ងូរ	sadness	0.484
arsenic	អាសនិក	sadness	0.484
nasty	អាក្រក់	sadness	0.484
inadequate	មិនគ្រប់គ្រាន់	sadness	0.484
sabotage	sabotage	sadness	0.484
frailty	ភាពទន់ខ្សោយ	sadness	0.484
broke	ខូច	sadness	0.484
coward	ឃាតករ	sadness	0.484
wrongful	ខុស	sadness	0.484
repress	បង្ក្រាប	sadness	0.484
evasion	ការគេចវេស	sadness	0.484
wince	wince	sadness	0.484
worn	ពាក់	sadness	0.484
offense	បទល្មើស	sadness	0.484
reprisal	សងសឹក	sadness	0.484
criticism	ការរិះគន់	sadness	0.484
weariness	ធុញទ្រាន់	sadness	0.484
infectious	ឆ្លង	sadness	0.483
dishonest	មិនស្មោះត្រង់	sadness	0.482
decay	ការបំបែក	sadness	0.482
dissolution	រំលាយ	sadness	0.480
lowest	ទាបបំផុត	sadness	0.478
unhealthy	មិនល្អ	sadness	0.474
irritation	ឆាប់ខឹង	sadness	0.470
unfortunate	អកុសល	sadness	0.469
illegal	ខុសច្បាប់	sadness	0.469
sedition	ការបះបោរ	sadness	0.469
penal	ទោសព្រហ្មទណ្ឌ	sadness	0.469
uneasiness	មិនស្រួល	sadness	0.469
measles	ក្ឹល	sadness	0.469
ail	អូយ	sadness	0.469
unfavorable	មិនអំណោយផល	sadness	0.469
dashed	ដាច់	sadness	0.469
fallout	ជ្រុះ	sadness	0.469
collusion	ឃោសនា	sadness	0.469
vulnerability	ភាពងាយរងគ្រោះ	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	វិវរណៈ	sadness	0.469
penalty	ពិន័យ	sadness	0.469
criticize	រិះគន់	sadness	0.469
segregate	segregate	sadness	0.469
uncaring	មិនខ្វល់	sadness	0.469
domination	ការត្រួតត្រា	sadness	0.469
perversion	ចម្លែក	sadness	0.469
pernicious	បំពុល	sadness	0.469
convict	ផ្តន្ទាទោស	sadness	0.469
expulsion	ការបណ្តេញ	sadness	0.469
conflict	ទំនាស់	sadness	0.469
disapproval	មិនពេញចិត្ត	sadness	0.469
collapse	ដួលរលំ	sadness	0.469
frustrate	ខកចិត្ត	sadness	0.469
moody	អារម្មណ៍	sadness	0.469
frayed	បែកបាក់	sadness	0.467
infamy	កខ្វក់	sadness	0.464
plunder	ប្លន់	sadness	0.461
depreciated	បានធ្លាក់ចុះ	sadness	0.460
wane	wane	sadness	0.456
badly	យ៉ាងធ្ងន់ធ្ងរ	sadness	0.455
unlawful	ខុសច្បាប់	sadness	0.455
bittersweet	ខ្ជិលច្រអូស	sadness	0.453
fell	បានធ្លាក់ចុះ	sadness	0.453
vulgarity	ភាពអាសអាភាស	sadness	0.453
upheaval	ចលាចល	sadness	0.453
criticise	រិះគន់	sadness	0.453
foreclose	foreclose	sadness	0.453
revolver	កាំភ្លើងវែង	sadness	0.453
wrongly	ខុស	sadness	0.453
surrender	ចុះចាញ់	sadness	0.453
disapprove	មិនយល់ស្រប	sadness	0.453
tribulation	ទុក្ខវេទនា	sadness	0.453
despotism	despotism	sadness	0.453
wreck	ខូច	sadness	0.453
memorials	អនុស្សាវរីយ៍	sadness	0.453
gone	បាត់	sadness	0.453
confiscate	រឹបអូស	sadness	0.453
inhospitable	អផ្សុក	sadness	0.453
refugee	ជនភៀសខ្លួន	sadness	0.453
secluded	ស្ងាត់	sadness	0.453
frown	frown	sadness	0.453
worse	កាន់តែអាក្រក់	sadness	0.453
inability	អសមត្ថភាព	sadness	0.453
avalanche	avalanche	sadness	0.453
perplexity	តឹងទ្រូង	sadness	0.453
doldrums	doldrums	sadness	0.453
scarcity	ភាពខ្វះខាត	sadness	0.453
discriminate	រើសអើង	sadness	0.453
invade	ឈ្លានពាន	sadness	0.453
lowly	ទាប	sadness	0.448
lone	ឯកោ	sadness	0.446
guillotine	កន្ត្រាក់	sadness	0.446
encumbrance	encumbrance	sadness	0.441
annulment	ការបដិសេធ	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	ការបង្ខាំង	sadness	0.439
bummer	bummer	sadness	0.439
delirious	delirious	sadness	0.439
bum	bum	sadness	0.438
rejects	បដិសេធ	sadness	0.438
futile	គ្មានប្រយោជន៍	sadness	0.438
departure	ចាកចេញ	sadness	0.438
disconnected	បានផ្តាច់	sadness	0.438
lunacy	ល្ហិតល្ហៃ	sadness	0.438
coercion	ការបង្ខិតបង្ខំ	sadness	0.438
fugitive	រត់គេច	sadness	0.438
disapproved	មិនយល់ព្រម	sadness	0.438
paucity	ភាពទន់ខ្សោយ	sadness	0.438
blues	ពណ៌ខៀវ	sadness	0.438
ghetto	ghetto	sadness	0.438
cancellation	ការលុបចោល	sadness	0.438
imprudent	មិនប្រុងប្រយ័ត្ន	sadness	0.438
forbid	ហាមឃាត់	sadness	0.438
sympathize	អាណិតអាសូរ	sadness	0.438
problem	បញ្ហា	sadness	0.438
abscess	អាប់ស	sadness	0.438
insolvency	ក្ស័យធន	sadness	0.438
indigent	កង្វះខាត	sadness	0.438
apathetic	អន្ទះអន្ទែង	sadness	0.438
pensive	គិតពិចារណា	sadness	0.438
lethargy	ធុញទ្រាន់	sadness	0.438
disagreement	មិនយល់ស្រប	sadness	0.438
stigma	ការមាក់ងាយ	sadness	0.438
detainee	អ្នកជាប់ឃុំ	sadness	0.438
farewell	លាគ្នា	sadness	0.438
insignificant	មិនសំខាន់	sadness	0.438
diminish	បន្ថយ	sadness	0.438
dislocated	ភៀសខ្លួន	sadness	0.438
emotional	អារម្មណ៍	sadness	0.438
unattainable	មិនអាចទទួលបាន	sadness	0.438
animosity	ស្អប់ខ្ពើម	sadness	0.438
deflate	deflate	sadness	0.438
appendicitis	ជំងឺរលាកខ្នែងពោះវៀន	sadness	0.438
restriction	ការដាក់កម្រិត	sadness	0.438
underpaid	មានប្រាក់ខែតិច	sadness	0.438
disapproving	មិនយល់ស្រប	sadness	0.438
absent	អវត្តមាន	sadness	0.438
darkened	ងងឹត	sadness	0.438
disqualified	មិនមានសិទ្ធិ	sadness	0.435
bothering	រំខាន	sadness	0.435
tripping	ការទម្លាក់	sadness	0.429
sunk	លិច	sadness	0.426
retribution	ទណ្ឌកម្ម	sadness	0.424
draining	បង្ហូរទឹក	sadness	0.424
varicella	វ៉ាក់ស្យែល	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	សោកសៅ	sadness	0.422
dispassionate	dispassionate	sadness	0.422
deviation	គម្លាត	sadness	0.422
thief	ចោរ	sadness	0.422
cyst	cyst	sadness	0.422
beggar	អ្នកសុំទាន	sadness	0.422
falling	ធ្លាក់	sadness	0.422
neuralgia	សរសៃប្រសាទ	sadness	0.422
unequal	មិនស្មើភាព	sadness	0.422
jarring	jarring	sadness	0.422
bad	អាក្រក់	sadness	0.422
rip	ច្រៀក	sadness	0.422
handicap	ជនពិការ	sadness	0.422
cardiomyopathy	cardiomyopathy	sadness	0.422
cutting	កាត់	sadness	0.422
unwelcome	មិនស្វាគមន៍	sadness	0.422
scarce	ខ្វះខាត	sadness	0.422
wrongdoing	ការធ្វើខុស	sadness	0.422
insolvent	មិនអាចសងបំណុល	sadness	0.422
difficulties	ការលំបាក	sadness	0.421
invader	ឈ្លានពាន	sadness	0.420
drab	drab	sadness	0.420
fall	ធ្លាក់	sadness	0.418
illegitimate	មិនស្របច្បាប់	sadness	0.416
expel	expel	sadness	0.414
meaningless	គ្មានន័យ	sadness	0.409
darkness	ភាពងងឹត	sadness	0.409
syncope	syncope	sadness	0.407
stroke	ខួរក្បាល	sadness	0.406
hoax	បោកបញ្ឆោត	sadness	0.406
darken	ងងឹត	sadness	0.406
precarious	មិនទៀង	sadness	0.406
subjected	ទទួលរង	sadness	0.406
feudalism	feudalism	sadness	0.406
fury	កំហឹង	sadness	0.406
bitch	ឆ្កេញី	sadness	0.406
enmity	ស្អប់	sadness	0.406
wildfire	ភ្លើងឆេះព្រៃ	sadness	0.406
obnoxious	obnoxious	sadness	0.406
confine	បង្ខូច	sadness	0.406
fatigued	អស់កម្លាំង	sadness	0.406
fault	កំហុស	sadness	0.406
unsatisfied	មិនពេញចិត្ត	sadness	0.405
spank	spank	sadness	0.403
deluge	ទឹកជំនន់	sadness	0.402
sigh	ស្រែកថ្ងូរ	sadness	0.402
spinster	spinster	sadness	0.400
blue	ខៀវ	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	ជំពាក់	sadness	0.398
embarrass	អាម៉ាស់	sadness	0.394
pitfall	ចៃដន្យ	sadness	0.394
pointless	គ្មានន័យ	sadness	0.394
seriousness	ធ្ងន់ធ្ងរ	sadness	0.394
monsoon	ខ្យល់មូសុង	sadness	0.391
debt	បំណុល	sadness	0.391
exhausted	អស់កម្លាំង	sadness	0.391
stretcher	កង់	sadness	0.391
condescension	condescension	sadness	0.391
dwarfed	dwarfed	sadness	0.391
inefficient	គ្មានប្រសិទ្ធភាព	sadness	0.391
ravenous	កាចសាហាវ	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	ដេមិន	sadness	0.391
feeble	ខ្សោយ	sadness	0.391
coldness	ត្រជាក់	sadness	0.391
ifonly	ប្រសិន​បើ​មាន​តែ	sadness	0.391
insulting	ប្រមាថ	sadness	0.391
trickery	ល្បិចកល	sadness	0.391
noose	noose	sadness	0.391
punch	កណ្តាប់ដៃ	sadness	0.391
reproach	ប្រមាថ	sadness	0.391
ineptitude	អសមត្ថភាព	sadness	0.391
refused	បដិសេធ	sadness	0.391
cage	ទ្រុង	sadness	0.391
brute	brute	sadness	0.391
subvert	បង្ក្រាប	sadness	0.384
jealousy	ការច្រណែន	sadness	0.382
geriatric	geriatric	sadness	0.379
miss	នឹក	sadness	0.379
struggle	តស៊ូ	sadness	0.379
inexcusable	inexcusable	sadness	0.379
descent	ចុះ	sadness	0.377
entangled	ជាប់គាំង	sadness	0.377
ashes	ផេះ	sadness	0.377
exhaustion	ហត់នឿយ	sadness	0.375
blackness	ខ្មៅ	sadness	0.375
funk	funk	sadness	0.375
disqualify	ដកហូតសិទ្ធិ	sadness	0.375
slump	ធ្លាក់ចុះ	sadness	0.375
inconsiderate	មិនជឿ	sadness	0.375
noncompliance	ការមិនអនុលោម	sadness	0.375
goodbye	លា	sadness	0.375
sucks	បៀម	sadness	0.375
landslide	ការរអិលបាក់ដី	sadness	0.375
overcast	ភ្លៀង	sadness	0.375
rabid	ឆ្អែត	sadness	0.375
inferior	ទាបជាង	sadness	0.375
murky	ក្រៀមក្រំ	sadness	0.375
prostitution	ពេស្យាចារ	sadness	0.375
scar	ស្លាកស្នាម	sadness	0.375
dispel	បែកខ្ញែក	sadness	0.375
parting	parting	sadness	0.375
wasting	ការ​ខ្ជះខ្ជាយ	sadness	0.375
withdraw	ដក	sadness	0.375
oust	oust	sadness	0.375
sympathy	ការអាណិតអាសូរ	sadness	0.375
delay	ពន្យាពេល	sadness	0.373
unattractive	មិនទាក់ទាញ	sadness	0.373
apologize	សូមទោស	sadness	0.370
crazy	ឆ្កួត	sadness	0.368
bastard	ឆ្កែ	sadness	0.366
deteriorated	កាន់តែយ៉ាប់យ៉ឺន	sadness	0.365
inter	អន្តរ	sadness	0.364
empty	ទទេ	sadness	0.364
mocking	ចំអក	sadness	0.363
adder	បន្ថែម	sadness	0.361
hindering	រារាំង	sadness	0.359
flounder	flounder	sadness	0.359
hunter	នាងហិនទ័រ	sadness	0.359
unable	មិនអាច	sadness	0.359
fruitless	គ្មានផ្លែ	sadness	0.359
arraignment	arraignment	sadness	0.359
tremor	រញ្ជួយ	sadness	0.359
taunt	ទាត់	sadness	0.359
fainting	ដួលសន្លប់	sadness	0.359
plaintive	ទុរគត	sadness	0.359
defendant	ចុងចោទ	sadness	0.359
disconnect	ផ្តាច់	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	បរាជ័យ	sadness	0.359
unemployed	គ្មាន​ការងារ​ធ្វើ	sadness	0.359
austere	austere	sadness	0.359
lockup	ចាក់​សោ	sadness	0.359
numbness	ស្ពឹក	sadness	0.359
wrangling	wrangling	sadness	0.359
misunderstanding	ការយល់ច្រឡំ	sadness	0.359
obesity	ធាត់	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	ការឧទ្ទិស	sadness	0.359
perpetrator	ជនល្មើស	sadness	0.359
doubt	សង្ស័យ	sadness	0.359
affront	ការប្រមាថ	sadness	0.359
unpopular	មិនមានប្រជាប្រិយភាព	sadness	0.359
inefficiency	អប្រសិទ្ធិភាព	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	ខឹង	sadness	0.359
unrest	ភាពចលាចល	sadness	0.351
intervention	អន្តរាគមន៍	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	កាកសំណល់	sadness	0.348
absentee	អវត្តមាន	sadness	0.348
spoiler	spoiler	sadness	0.348
flaw	កំហុស	sadness	0.347
blindly	ដោយងងុយដេក	sadness	0.344
thrash	វាយ	sadness	0.344
furrow	furrow	sadness	0.344
militia	កងជីវពល	sadness	0.344
litigate	ចោទប្រកាន់	sadness	0.344
stained	ស្នាមប្រឡាក់	sadness	0.344
uninspired	uninspired	sadness	0.344
uninvited	មិនបានអញ្ជើញ	sadness	0.344
detention	ឃុំឃាំង	sadness	0.344
surgery	ការវះកាត់	sadness	0.344
lawsuit	បណ្តឹង	sadness	0.344
specter	ស្រមោល	sadness	0.344
desert	វាលខ្សាច់	sadness	0.344
attenuation	ការប៉ះពាល់	sadness	0.344
forfeit	បោះបង់	sadness	0.344
plea	អង្វរ	sadness	0.344
cumbersome	ទទើសទទែង	sadness	0.344
resigned	លាលែងពីតំណែង	sadness	0.344
lagging	យឺតយ៉ាវ	sadness	0.344
intercede	intercede	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	មិនអាចរាប់បាន	sadness	0.339
mishap	ខូច	sadness	0.338
probation	ការសាកល្បង	sadness	0.336
disagreeing	មិនយល់ស្រប	sadness	0.333
severance	ការបំបែកកិច្ចសន្យា	sadness	0.333
bacteria	បាក់តេរី	sadness	0.328
adrift	លះបង់	sadness	0.328
squall	squall	sadness	0.328
nether	nether	sadness	0.328
leave	ចាកចេញ	sadness	0.328
incompetent	អសមត្ថភាព	sadness	0.328
endless	គ្មានទីបញ្ចប់	sadness	0.328
unacceptable	មិនអាចទទួលយកបាន	sadness	0.328
bondage	ទាសភាព	sadness	0.328
dependence	ការពឹងផ្អែក	sadness	0.328
sterile	មាប់មគ	sadness	0.328
unacknowledged	មិនដឹង	sadness	0.328
disallowed	មិនអនុញ្ញាត	sadness	0.328
nepotism	បក្ខពួកនិយម	sadness	0.328
soreness	ឈឺចាប់	sadness	0.328
scold	ប្រមាថ	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	ផុយស្រួយ	sadness	0.319
stingy	ខឹង	sadness	0.319
sue	ប្តឹង	sadness	0.318
scarcely	ខ្វះខាត	sadness	0.318
mistake	កំហុស	sadness	0.312
committal	committal	sadness	0.312
fatty	ខ្លាញ់	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	thresh	sadness	0.312
skid	skid	sadness	0.312
hamstring	សរសៃពួរ	sadness	0.312
nonsensical	មិនសមហេតុសមផល	sadness	0.312
ulcer	ដំបៅ	sadness	0.312
defy	defy	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	រារាំង	sadness	0.312
clouded	ពពក	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	លាក់	sadness	0.311
blemish	ជម្ងឺ	sadness	0.310
resisting	តស៊ូ	sadness	0.309
sympathetic	អាណិតអាសូរ	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	សារភាព	sadness	0.303
opium	អាភៀន	sadness	0.303
alas	សើច	sadness	0.302
setback	បរាជ័យ	sadness	0.297
halting	បញ្ឈប់	sadness	0.297
incase	ក្រែងលោ​រ	sadness	0.297
inappropriate	មិនសមរម្យ	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	ជំងឺឈឺក្បាលប្រកាំង	sadness	0.297
incompatible	មិនឆបគ្នា	sadness	0.297
dull	រិល	sadness	0.297
discontinuity	ឈប់	sadness	0.297
wrinkled	ជ្រួញ	sadness	0.297
suppress	បង្ក្រាប	sadness	0.297
weak	ខ្សោយ	sadness	0.297
mislead	បំភាន់	sadness	0.297
subsidence	ចុះខ្សោយ	sadness	0.297
hermit	hermit	sadness	0.296
moving	ផ្លាស់ទី	sadness	0.295
shrink	បង្រួញ	sadness	0.295
shiver	ញ័រ	sadness	0.291
tramp	ត្រាំ	sadness	0.288
constraint	ឧបសគ្គ	sadness	0.288
unimportant	មិនសំខាន់	sadness	0.288
rubble	កម្ទេចថ្ម	sadness	0.282
excluding	មិនរាប់បញ្ចូល	sadness	0.281
revoke	ដកហូតវិញ	sadness	0.281
negro	negro	sadness	0.281
shortage	កង្វះខាត	sadness	0.281
wearily	wearily	sadness	0.281
grey	ពណ៌ប្រផេះ	sadness	0.281
senseless	ល្ងង់ខ្លៅ	sadness	0.281
overdue	ហួសកាលកំណត់	sadness	0.281
flinch	flinch	sadness	0.281
adverse	អវិជ្ជមាន	sadness	0.281
remove	ដកចេញ	sadness	0.281
grumpy	ក្រៀមក្រំ	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	សារភាព	sadness	0.281
timid	ខ្មាស់អៀន	sadness	0.281
down	ចុះក្រោម	sadness	0.281
unseat	unseat	sadness	0.281
apathy	ស្មារតីស្ពឹកស្រពន់	sadness	0.281
taint	taint	sadness	0.281
black	ខ្មៅ	sadness	0.281
knell	ឃាត់	sadness	0.275
jurisprudence	នីតិប្បញ្ញត្តិ	sadness	0.273
humbled	បន្ទាបខ្លួន	sadness	0.273
confusion	ការយល់ច្រឡំ	sadness	0.273
soldier	ទាហាន	sadness	0.273
throb	ឈឺក្បាល	sadness	0.273
gray	ពណ៌ប្រផេះ	sadness	0.269
obstacle	ឧបសគ្គ	sadness	0.266
lax	lax	sadness	0.266
eternity	ភាពអស់កល្បជានិច្ច	sadness	0.266
leaving	ចាកចេញ	sadness	0.266
unrealistic	មិនពិត	sadness	0.266
mixedemotions	អារម្មណ៍​លាយ​បញ្ចូល​គ្នា	sadness	0.266
slur	ខ្ជះខ្ជាយ	sadness	0.266
drifted	រសាត់	sadness	0.266
remiss	remiss	sadness	0.266
shack	shack	sadness	0.266
inconvenient	មិនស្រួល	sadness	0.263
restrict	ដាក់កម្រិត	sadness	0.259
misrepresentation	ការបង្ហាញខុស	sadness	0.259
stagnant	ផ្អាក	sadness	0.259
disservice	អាក្រក់	sadness	0.258
backwater	ទឹក	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	វាលរហោស្ថាន	sadness	0.255
wasteful	ខ្ជះខ្ជាយ	sadness	0.250
labored	បានធ្វើការ	sadness	0.250
uneducated	មិនមានចំណេះដឹង	sadness	0.250
incomplete	មិនពេញលេញ	sadness	0.250
older	ចាស់	sadness	0.250
speculation	ការរំពឹងទុក	sadness	0.250
undying	កំពុងរង់ចាំ	sadness	0.250
pine	ស្រល់	sadness	0.250
tempest	ព្យុះ	sadness	0.250
humbug	humbug	sadness	0.250
bang	Bang	sadness	0.250
gullible	ធុញទ្រាន់	sadness	0.250
unexplained	មិនអាចពន្យល់បាន	sadness	0.250
communism	កុម្មុយនិស្ត	sadness	0.250
error	កំហុស	sadness	0.250
anchorage	បោះយុថ្កា	sadness	0.250
rainyday	ភ្លៀង	sadness	0.242
demonstrative	បង្ហាញ	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	ភាព​ចាំបាច់	sadness	0.236
boredom	ភាពអផ្សុក	sadness	0.235
misty	misty	sadness	0.234
warp	warp	sadness	0.234
trash	ធុងសំរាម	sadness	0.234
burke	burke	sadness	0.234
hollow	ប្រហោង	sadness	0.234
void	ចាត់ទុកជាមោឃៈ	sadness	0.234
healing	ការព្យាបាល	sadness	0.234
cloudy	ពពក	sadness	0.234
blockade	ទប់ស្កាត់	sadness	0.234
depart	ចាកចេញ	sadness	0.234
uninteresting	មិនចាប់អារម្មណ៍	sadness	0.234
cancel	បោះបង់	sadness	0.234
sentence	ទោស	sadness	0.234
foggy	foggy	sadness	0.234
pale	ស្លេក	sadness	0.234
case	ករណី	sadness	0.228
rainy	ភ្លៀង	sadness	0.227
onerous	ខ្លាំង	sadness	0.223
bottom	បាត	sadness	0.223
uninterested	មិនចាប់អារម្មណ៍	sadness	0.223
fasting	តម	sadness	0.220
indifference	ការព្រងើយកន្តើយ	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	តស៊ូ	sadness	0.219
discolored	ប្រែពណ៌	sadness	0.219
blunder	កំហុស	sadness	0.219
thirst	ស្រេកទឹក	sadness	0.219
dole	dole	sadness	0.219
pious	pious	sadness	0.219
cocaine	កូកាអ៊ីន	sadness	0.218
tough	រឹងមាំ	sadness	0.212
lower	ទាប	sadness	0.203
sprain	sprain	sadness	0.203
arid	ស្ងួត	sadness	0.203
fat	ជាតិខ្លាញ់	sadness	0.203
revolution	បដិវត្ត	sadness	0.203
chilly	chilly	sadness	0.203
chargeable	បន្ទុក	sadness	0.203
sluggish	យឺត	sadness	0.203
yucky	yucky	sadness	0.203
hoary	ហ៊ឺហា	sadness	0.203
wanting	ចង់	sadness	0.202
progression	ការវិវត្ត	sadness	0.201
closure	បិទ	sadness	0.195
unbeaten	មិនស្គាល់ចាញ់សោះ	sadness	0.193
veal	សាច់	sadness	0.188
retirement	ចូលនិវត្តន៍	sadness	0.188
oddity	ភាពចម្លែក	sadness	0.188
heartfelt	អស់ពីដួងចិត្ត	sadness	0.188
meh	ម៉េច	sadness	0.188
invalid	មិនត្រឹមត្រូវ	sadness	0.188
tease	កំប្លែង	sadness	0.188
splitting	ការបែងចែក	sadness	0.188
interrupted	រំខាន	sadness	0.188
rumor	ពាក្យចចាមអារ៉ាម	sadness	0.188
cataract	ជំងឺភ្នែកឡើងបាយ	sadness	0.188
rack	rack	sadness	0.188
halter	halter	sadness	0.188
cold	ត្រជាក់	sadness	0.188
concerned	ការព្រួយបារម្ភ	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	បន្ទះ	sadness	0.179
esteem	ការគោរព	sadness	0.172
feeling	អារម្មណ៍	sadness	0.172
overload	លើសទម្ងន់	sadness	0.172
divided	បែងចែក	sadness	0.172
memories	ការចងចាំ	sadness	0.172
sap	បឹងទន្លេសាប	sadness	0.172
eschew	eschew	sadness	0.172
cupping	វាយ	sadness	0.172
destination	គោលដៅ	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	មានកំណត់	sadness	0.167
rain	ភ្លៀង	sadness	0.163
willful	ឆន្ទៈ	sadness	0.160
untitled	គ្មានចំណងជើង	sadness	0.157
weeds	ស្មៅ	sadness	0.156
stint	stint	sadness	0.156
cross	ឆ្លង	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	មិនសមរម្យ	sadness	0.152
procession	ក្បួនដង្ហែរ	sadness	0.152
tax	ពន្ធ	sadness	0.142
lesbian	ស្រីស្រលាញ់ស្រី	sadness	0.141
emo	អញ្ចឹង	sadness	0.141
overpriced	តម្លៃខ្ពស់	sadness	0.141
tolerate	អត់ធ្មត់	sadness	0.141
mug	កាហ្វេ	sadness	0.141
weight	ទម្ងន់	sadness	0.141
touchy	touchy	sadness	0.140
kennel	kennel	sadness	0.130
grounded	ដី	sadness	0.130
late	យឺត	sadness	0.125
theocratic	ជាព្រះធិបតេយ្យ	sadness	0.125
clouds	ពពក	sadness	0.125
terrific	អស្ចារ្យ	sadness	0.125
commemorate	រំលឹក	sadness	0.125
meek	ទន់ភ្លន់	sadness	0.125
stillness	ភាពស្ងប់ស្ងាត់	sadness	0.125
