word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
carnage	ရက်စက်စွာသတ်ဖြတ်ခြင်း	surprise	0.688
spectacular	စိတ်ဓါတ်ထိခိုက်သော	surprise	0.688
incredible	မယုံနိုင်လောက်သော	surprise	0.688
recklessness	ရူး	surprise	0.680
slap	ရိုက်ပုတ်	surprise	0.680
monstrous	ကြောက်မက်ဖွယ်ကောင်းတဲ့	surprise	0.680
clamor	ဆူညံ	surprise	0.680
thrill	စိတ်လှုပ်ရှား	surprise	0.680
accidentally	မတော်တဆ	surprise	0.672
accidental	အမှတ်မဲ့ဖြစ်သော	surprise	0.672
striking	ဒီကဗျာ	surprise	0.672
captivate	captivate	surprise	0.672
exhilaration	ရတာဟာ	surprise	0.672
terrorist	အကြမ်းဖက်	surprise	0.672
inexplicable	နားမလည်နိုင်လောက်အောင်	surprise	0.672
exciting	ထကြွဘွယ်ဖြစ်သော	surprise	0.672
topple	ဖြုတ်ချ	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	မီးတောင်	surprise	0.664
revolution	တော်လှန်ရေး	surprise	0.664
freakish	ထငျ	surprise	0.664
incendiary	လောင်မီး	surprise	0.656
revolt	တော်လှန်ရေး	surprise	0.656
sneak	လြှို့ဝှကျထှကျသှား	surprise	0.656
unspeakable	ပြော.	surprise	0.656
bloodshed	သတ်ဖြတ်ခြင်း	surprise	0.656
cyclone	ဆိုင်ကလုန်း	surprise	0.648
violent	ပြင်းထန်သော	surprise	0.648
disruption	ကှဲခွငျး	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	သတိမရှိသော	surprise	0.648
mutiny	စိတ်ရင်း	surprise	0.648
attacking	တိုက်ခိုက်ခြင်း	surprise	0.648
unintended	မရည်ရွယ်သော	surprise	0.648
amazingly	အံ့သြလောက်အောင်	surprise	0.648
epidemic	ကပ်ရောဂါ	surprise	0.648
shout	အော်	surprise	0.641
screech	screech	surprise	0.641
wildfire	တောမီးလောင်	surprise	0.641
indescribable	ပြော. မကုန်နိုင်	surprise	0.641
enthusiasm	စိတ်အားထက်သန်ခြင်း	surprise	0.641
excitation	စိတ်လှုပ်ရှားဖွယ်	surprise	0.641
tumult	အသံဗလံ	surprise	0.641
improvisation	ကြံဆတီထွင်မှု	surprise	0.641
anomaly	Anomaly	surprise	0.633
apparition	apparition	surprise	0.633
treachery	သစ္စာဖောက်	surprise	0.633
presto	Presto	surprise	0.633
gape	ပစပ်ဟ	surprise	0.633
agape	agape	surprise	0.633
uncertain	စိတ်မချရသော	surprise	0.633
plunder	လုယူသောဥစ္စာ	surprise	0.633
tempest	မိုဃ်းသက်မုန်တိုင်း	surprise	0.625
trick	စဉ်းလဲခြင်း	surprise	0.625
slaughtering	လုပ်ကြံ	surprise	0.625
wonderment	အံ့သြ	surprise	0.625
excited	ထကြွသော	surprise	0.625
sorcery	တတ်	surprise	0.625
murderous	သတ်ဖြတ်	surprise	0.625
urgency	အရေးတကြီး	surprise	0.625
distress	ဆင်းရဲဒုက္ခဖြစ်။ ယု	surprise	0.625
mystery	နက်နဲသောအရာ	surprise	0.625
trickery	ပရိယာယ်	surprise	0.617
intense	ပြင်းထန်သော	surprise	0.617
vanish	ကှယျပြောကျ	surprise	0.617
murder	လူသတ်မှု	surprise	0.617
quickness	လျင်မြန်သော	surprise	0.617
intrusive	ကျူးကျော်ဝင်ရောက်လာသော	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	နောက်ပြောင်မှုများ	surprise	0.617
blindfold	စဉ်းလဲဉာဏ်	surprise	0.609
coup	အောင်မြင်ခြင်း	surprise	0.609
splash	ရေပက်	surprise	0.609
thief	သူခိုး	surprise	0.609
magical	မှော်	surprise	0.609
unstable	မတည်ငြိမ်သော	surprise	0.609
shatter	အစိတျအစိတျခှဲ	surprise	0.609
strangle	လည်မျိုညှစ်	surprise	0.609
defy	အန်တု	surprise	0.602
deluge	လွှမ်းမိုး	surprise	0.602
inconceivable	ကူး	surprise	0.602
jubilee	ယုဘိလ	surprise	0.602
stupor	stupor	surprise	0.602
tackle	ကိုင်တွယ်	surprise	0.602
assail	assail	surprise	0.602
betray	သစ္စာဖေါက်	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	သတိပေးချက်	surprise	0.594
lightning	လှပျြစစျ	surprise	0.594
mishap	လိပ်	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	stupendous	surprise	0.594
mysterious	နကျနဲသိမျမှေ့သော	surprise	0.586
paralyzed	အောက်ပိုင်းသေ	surprise	0.586
randomly	ကျပန်း	surprise	0.586
bonus	ဆုငှေ	surprise	0.586
deceit	လိမ်ညာမှု	surprise	0.586
wild	ရိုင်းသော	surprise	0.586
pitfall	ကြော့ကှငျးကို	surprise	0.586
wondrous	အံ့ဘွယ်သော	surprise	0.586
uncanny	uncanny	surprise	0.586
electric	လျှပ်စစ်	surprise	0.578
oddity	oddity	surprise	0.578
death	သေဆုံးခြင်း	surprise	0.578
jubilant	Jubilant	surprise	0.578
godsend	godsend	surprise	0.578
stagger	မှားယွင်း	surprise	0.578
raving	raving	surprise	0.578
rejoicing	ဝမ်းမြောက်သောသူ	surprise	0.578
premature	စောလွန်းသော	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	ဟန်ပန်မကျသော	surprise	0.578
revenge	လကျစားခခြွေငျး	surprise	0.570
dynamic	ပြောင်းလဲနေသော	surprise	0.570
dismay	စိတ်ပျက်လက်ပျက်	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	fascinate	surprise	0.562
uncover	ဖော်ထုတ်	surprise	0.562
jerk	လူရှုပ်	surprise	0.562
reward	ဆုလာဘ်	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	ပေါ်လာပြန်	surprise	0.562
whim	ထငျ	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	မြည်ဟီးရိုက်ခတ်	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ထွန်းလင်းတောက်ပစေ	surprise	0.547
rescue	ကယ်ဆယ်	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	အောင်သူ	surprise	0.547
heroism	သူရဲကောင်းဝါဒ	surprise	0.547
rarity	ရှားပါး	surprise	0.547
ejaculation	သုတ်ရည်လွှတ်	surprise	0.547
daze	အိပ်ချင်မူးတူး	surprise	0.547
unbridled	ထိနျးခြုပျ	surprise	0.547
thwart	ပိတ်ပင်ဖျက်ဆီး	surprise	0.547
treason	သစ္စဖျက်ခြင်း	surprise	0.539
punch	လာကြတယ်	surprise	0.539
insult	စော်ကား	surprise	0.539
lunge	အဆုတ်	surprise	0.539
illusion	မှောကျမှားခွငျး	surprise	0.539
lucky	ကောင်းမွန်သော	surprise	0.539
interrupt	ကြားဖြတ်	surprise	0.539
cheer	ရွှင်လန်း	surprise	0.539
celebration	အခမ်းအနား	surprise	0.539
violation	ခြိုးဖောကျ	surprise	0.539
marvel	အံ့ဩ	surprise	0.539
sensation	အာရုံခံစားစေသောသတင်း	surprise	0.531
fearfully	ကြောက်လ	surprise	0.531
concealed	ဖုံးကွယ်	surprise	0.531
banger	အို	surprise	0.531
affront	စျော	surprise	0.531
snag	ရိုက်သွား	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	အ့ံသြ	surprise	0.523
immediacy	ရုတ်တရက်	surprise	0.523
undiscovered	စူးစမျးရှာဖှေရေးမပွုရသေးသော	surprise	0.523
abandonment	စွန့်ခွာ	surprise	0.523
rejoice	ရွှင်လန်း	surprise	0.523
improvise	ရုတ်တရက်တီးမှုတ်	surprise	0.523
majestic	ညား	surprise	0.523
scorpion	ကင်းမြီးကောက်	surprise	0.523
victimized	သားကောင်	surprise	0.523
liberate	လွှတ်	surprise	0.523
yelp	Yelp	surprise	0.516
stealthily	ခိုးကြောင်ခိုးဝှက်	surprise	0.516
tickle	ကလိခြင်း	surprise	0.516
chance	အခွင့်အလမ်း	surprise	0.516
howl	အော်	surprise	0.516
swerve	swerve	surprise	0.508
reflex	ရောင်ပြန်ဟပ်မှု	surprise	0.508
rave	စည်းချက်မြန်အီလက်ထရွန်နစ်	surprise	0.508
pop	ပေါ့ပ်	surprise	0.508
luck	ကံကောင်းခြင်း	surprise	0.508
magnificent	ကြီးကျယ်သော	surprise	0.508
transcendence	TRANSCEND	surprise	0.508
garish	garish	surprise	0.508
unintentionally	သတိလစ်	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ခဏခဏမဖြစ်ပျက်သော	surprise	0.500
marvelous	အံ့ဘွယ်သော	surprise	0.500
heroic	သတ်တိပွောငျမွောကျသော	surprise	0.500
remarkable	ထူးခြားတဲ့	surprise	0.500
fainting	နေခြင်းဖြင့်သတိလစ်	surprise	0.500
slayer	လူသတ်လက်သို့အပ်	surprise	0.500
erotic	ခေါ်ဆောင်သွား	surprise	0.500
enliven	enliven	surprise	0.500
alertness	ရွှင်လန်း	surprise	0.500
misbehavior	မတော်မတရားနှိပ်စက်	surprise	0.500
embarrassment	အနှောငျ့အယှကျ	surprise	0.500
diversion	လမျးလှဲပွောငျး	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	NAB	surprise	0.492
camouflage	ရုပ်ဖျက်	surprise	0.492
trump	သောတံပိုးမှုတ်	surprise	0.492
decoy	မကျြလှညျ့	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	Chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	မှေးနေ့	surprise	0.492
greatness	ကြီးမားခြင်း	surprise	0.492
zeal	စိတ်အားထက်သန်မှု	surprise	0.484
prick	ဖောက်ရာ	surprise	0.484
magician	ကဝေမ	surprise	0.484
underestimate	အထင်သေး	surprise	0.484
horde	အလုံးအရင်း	surprise	0.484
fanfare	ကြီးကျယ်ခမ်းနား	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	daemons	surprise	0.484
variable	ပွောငျးလဲတတျသော	surprise	0.484
curiosity	သိချင်စိတ်	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	chicane	surprise	0.477
fortune	ဉစ္စာဓန	surprise	0.477
sneeze	ခြေ	surprise	0.477
illumination	ထွန်းလင်းတောက်ပခြင်း	surprise	0.477
incident	အဖြစ်အပျက်	surprise	0.477
dreadfully	ငယ်ရွယ်ရွယ်	surprise	0.477
strange	ထူးဆန်း	surprise	0.477
subversive	အဖျက်သမား	surprise	0.477
reversal	အားလုံးပွောငျးလဲ	surprise	0.469
prowl	ပါ၏	surprise	0.469
rapid	အလွန်လျင်မြန်သော	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard ကို	surprise	0.469
coincidence	တိုက်ဆိုင်မှု	surprise	0.461
hilarious	Hilary	surprise	0.461
divergent	ကွဲလွဲသော	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ချိုး	surprise	0.461
slip	ရေကူးဘောင်းဘီ	surprise	0.461
wonderful	အံ့သြစရာ	surprise	0.453
hoax	နောက်ပြောင်လိမ်လည်သည်	surprise	0.453
winning	အနိုင်ရ	surprise	0.453
overestimate	အထင်ကြီး	surprise	0.453
confession	ဝန်ခံခြင်း	surprise	0.453
ordeal	စုံစမ်းစစ်ဆေးတာကိုခံနေရ	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	ဝမ်းမြောက်	surprise	0.453
raffle	Raffles	surprise	0.453
stound	stound	surprise	0.445
laughter	အရယ်	surprise	0.445
enthusiast	ဝါသနာအိုး	surprise	0.445
splendid	အထူးကောင်းသော	surprise	0.445
feat	စွန်စားမှု	surprise	0.445
perchance	perchance	surprise	0.445
excel	Excel	surprise	0.445
gambling	လောင်းကစားဝိုင်း	surprise	0.445
unintentional	ကြိုတင်စိတ်ကူးထားသော	surprise	0.438
brighten	အလှဆင်ရန်	surprise	0.438
changeable	ပွောငျးနိုငျသော	surprise	0.438
rapt	rapt	surprise	0.438
unique	ထူးခြားသော	surprise	0.438
splendor	ဘုန်း	surprise	0.438
senseless	အာရုံကင်းသော	surprise	0.438
gift	ဆုကြေးဇူးကို	surprise	0.430
fascination	ညှို့ခွငျး	surprise	0.430
trepidation	trepidation	surprise	0.430
stealthy	မသိမသာပါ	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	ဝမ်းသာပီတိဖြစ်	surprise	0.430
lawsuit	ရုံးတင်စစ်ဆေးမှု	surprise	0.430
intrigue	ပယောဂ	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	မူရင်း	surprise	0.422
riddle	စကားတာ	surprise	0.422
judgment	တရားစီရင်ချက်	surprise	0.422
enchant	ဝိဇ္ဇာအတတ်အား	surprise	0.422
stealth	ကိုယ်ပျောက်	surprise	0.422
veracity	veracity	surprise	0.414
elusive	ရှောငျတတျသော	surprise	0.414
perjury	မုသားသက်သေခံမှု	surprise	0.414
spirits	ဝိညာဉျ	surprise	0.414
liberation	လွှတ်ခြင်း	surprise	0.414
illegitimate	တရားမဟုတ်သော	surprise	0.414
syncope	syncope	surprise	0.414
experiment	စမ်းသပ်မှု	surprise	0.414
gambler	လောင်းကစားသူ	surprise	0.406
eager	စိတ်အားထက်သန်	surprise	0.406
inspired	မှုတ်သွင်းခံ	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ကောင်းခြီးပြုခြင်း	surprise	0.406
allure	သှေးဆောငျ	surprise	0.406
parade	ချင်းပျင်းပြသခြင်း	surprise	0.406
princely	မင်းသား	surprise	0.398
divorce	လင်မယာကွာ	surprise	0.398
guess	တှေးဆ	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	လြှို့ဝှကျခကျြ	surprise	0.398
aspiration	ဆန္ဒ	surprise	0.391
peri	အနီးအနား	surprise	0.391
cheerful	ရွှင်လန်းသော	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	သာလွန်ချက်	surprise	0.391
incontinence	incontinence ဝမ်း	surprise	0.391
inheritance	အမွေကို	surprise	0.383
score	နိုင်ပြီ	surprise	0.383
lose	ပြောကျသှား	surprise	0.383
crowning	လှည့်ခံရသော	surprise	0.383
buck	ခေါ	surprise	0.383
praiseworthy	ခြီးမှမျး	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	မရှင်းပြသည်	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	ဘာသာရေး	surprise	0.375
succeed	အောင်မြင်ဖို့	surprise	0.375
advance	ကြိုတင်မဲ	surprise	0.375
sparkle	sparkling	surprise	0.367
hope	မျှော်လင့်ချက်	surprise	0.367
joker	ဂျိုကာ	surprise	0.367
sensual	အာရုံလိုက်စားတတ်သော	surprise	0.367
excavation	တူးခြင်း	surprise	0.367
feeling	ခံစားချက်	surprise	0.359
entertainment	ဖျော်ဖြေရေး	surprise	0.359
clown	လူရွှင်တော်	surprise	0.352
newcomer	မျက်နှာသစ်	surprise	0.352
modify	modify	surprise	0.352
award	ချီးမြှင့်	surprise	0.352
blessings	ကောင်းကြီးမင်္ဂလာ	surprise	0.352
postponement	နှောငျ့နှေးခွငျး	surprise	0.352
obit	obit	surprise	0.352
celebrity	အနုပညာရှင်	surprise	0.344
hero	သူရဲကောင်း	surprise	0.344
start	စတင်	surprise	0.344
wonderfully	အံ့ဩဘွယ်သော	surprise	0.344
highest	အမြင့်ဆုံး	surprise	0.344
proficiency	ကျွမ်းကျင်မှု	surprise	0.344
glorify	ချီးကျူး	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	အမှတ်ရစရာ	surprise	0.336
sanctify	သန့်ရှင်းစေခြင်း	surprise	0.336
rekindle	ပွနျလညျရှငျသ	surprise	0.336
optimism	အကောင်းမြင်	surprise	0.336
warned	သတိပေးခဲ့သည်	surprise	0.336
prodigious	ထုတ်ဝေ	surprise	0.336
dissolution	ဖျက်သိမ်းခြင်း	surprise	0.336
grin	သှားပွီး။ ပွုံး	surprise	0.336
admiration	မြတ်နိုးခြင်း	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	လက်ဆောင်	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ကောင်းကင်တမန်	surprise	0.320
examination	စာမေးပှဲ	surprise	0.320
catch	ဖမ်း	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ပရောပ	surprise	0.312
puma	puma	surprise	0.312
liberty	လွတ်လပ်ခြင်း	surprise	0.312
kiss	နမ်း	surprise	0.312
embrace	ဖက်	surprise	0.312
occasional	ရံဖန်ရံခါ	surprise	0.312
treat	စားသောကျပှဲ	surprise	0.312
saint	သူတော်ကောင်း	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	ထုတ်ပစ်ခြင်း	surprise	0.312
perfection	စုံလင်ခြင်း	surprise	0.305
generosity	ရက်ရောခြင်း	surprise	0.305
gratify	gratify	surprise	0.305
saintly	saintly	surprise	0.305
sally	Sally	surprise	0.305
polarity	polarity က	surprise	0.297
finally	နောက်ဆုံး	surprise	0.297
differently	ကွဲပြားခြားနား	surprise	0.297
palpable	အဖွဲ့ဝင်များကို	surprise	0.297
warn	သတိပေး	surprise	0.297
ceremony	အခမ်းအနား	surprise	0.297
larger	ပိုကြီးတဲ့	surprise	0.297
favorable	အခွင့်ကောင်းသော	surprise	0.297
romance	စိတ်ကူးယဉ်သီချင်း	surprise	0.289
medal	တံဆိပ်	surprise	0.289
inviting	ဖိ	surprise	0.289
greeting	နှုတ်ဆက်စကား	surprise	0.289
candid	ဖွောငျ့မှနျသော	surprise	0.281
resignation	လက်လွှတ်ခြင်း	surprise	0.281
trip	ခရီးစဉ်	surprise	0.281
accolade	ဂုဏ်ပြုခံရခြင်းများ	surprise	0.281
labor	အလုပ်	surprise	0.281
stare	ပြူးကြည့်	surprise	0.273
glimmer	ရောင်ခြည်အနည်းငယ်	surprise	0.266
invite	ဖိတ်ခေါ်	surprise	0.266
somatic	somatic	surprise	0.266
admire	မြတ်နိုး	surprise	0.266
immerse	နှစ်မြှုပ်	surprise	0.266
festival	ပွဲတော်	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	လျြော	surprise	0.266
insolvency	ကွှေးမွီမဆပျနိုငျသော	surprise	0.266
playful	ပျြောတတျသော	surprise	0.266
complement	အဖြည့်	surprise	0.258
receiving	လက်ခံရရှိ	surprise	0.258
hypothesis	ယူဆချက်	surprise	0.258
laugh	ရယ်မော	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	ပျားရည်ဆန်းလ	surprise	0.250
marry	လက်ထပ်ထိမ်းမြား	surprise	0.242
independence	လွတ်လပ်ရေး	surprise	0.242
opera	တေးသံစုံကဇါတ်	surprise	0.242
pleasant	သာယာသော	surprise	0.242
rhythmical	စည်းချက်	surprise	0.234
assessment	အကဲဖြတ်	surprise	0.234
hopeful	အကောငျးဖွစျလာမညျဟုမြျှောလငျ့နသော	surprise	0.234
trophy	စစ်အောင်နိုင်မှုအထိမ်းအမှတ်ပစ္စည်း	surprise	0.234
holiness	ဆရာတော်	surprise	0.234
chant	ဓမ္မသီချင်း	surprise	0.234
leave	ထွက်သွား	surprise	0.234
procession	စီတန်း	surprise	0.227
placard	စာတန်းများချိတ်ဆွဲထားသည်	surprise	0.227
deal	စာချုပ်	surprise	0.227
cherish	မြတ်နိုး	surprise	0.219
good	ကောင်းသော	surprise	0.219
shopping	စျေးဝယ်	surprise	0.219
musical	တေးဂီတ	surprise	0.219
shell	အခွံ	surprise	0.211
dawn	အရုဏ်တက်	surprise	0.211
simplify	လွယ်ကူစေ	surprise	0.211
purity	သန့်ရှင်းစင်ကြယ်	surprise	0.203
nullify	ပယ်	surprise	0.203
money	ပိုက်ဆံ	surprise	0.203
sweet	ချိုမြိန်	surprise	0.203
morals	ကိုယ်ကျင့်တရား	surprise	0.203
synchronize	တွေကိုတပြိုင်တည်းအလုပ်လုပ်	surprise	0.195
preservative	မပျက်မစီးခိုင်လုံစေတတ်သောအရာ	surprise	0.195
humanitarian	လူသားချင်းစာနာထောက်ထားမှု	surprise	0.195
unfulfilled	ညျ့စုံ	surprise	0.195
precious	အဘိုးထိုက်သော	surprise	0.195
obliging	သူတစ်ပါးကိုကူညီရိုင်းပင်း	surprise	0.188
singularly	အာရုံစိုက်	surprise	0.188
foresee	ကာလတွင်	surprise	0.180
pray	ဆုတောင်း	surprise	0.180
graduation	တက်ဏသိုလျဘှဲ့ရခွငျး	surprise	0.180
lovely	လှပသော	surprise	0.180
sun	နေ	surprise	0.172
art	အတတ်ပညာ	surprise	0.172
mouth	ပါးစပ်	surprise	0.172
youth	လူငယ်	surprise	0.172
thirst	ငတ်ခြင်း	surprise	0.172
young	ငယ်ရွယ်	surprise	0.164
goodness	ကောင်းမွန်ခြင်း	surprise	0.164
overdue	မပွေကုနျနသော	surprise	0.156
visor	visor	surprise	0.156
practiced	လေ့ကျင့်	surprise	0.156
latent	ငုပ်လျှိုးနေ	surprise	0.156
loyal	သစ္စာစောင့်သိ	surprise	0.148
expect	မျှော်လင့်ထား	surprise	0.148
destination	ခရီးလမ်းဆုံး	surprise	0.148
wireless	ကြိုးမဲ့	surprise	0.148
quote	စြေးထား	surprise	0.141
slush	ရှံ့ပွော့	surprise	0.141
infant	မွေးကင်းစ	surprise	0.141
cream	မုန့်	surprise	0.141
playground	ကစားကွင်း	surprise	0.133
organization	အဖှဲ့အစညျး	surprise	0.125
teach	သင်ပေး	surprise	0.125
vote	မဲပေး	surprise	0.125
smile	ပွုံးရယျ	surprise	0.117
weight	အလေးချိန်	surprise	0.117
dolphin	လပိုင်	surprise	0.117
sisterhood	ညီအစ်မ	surprise	0.109
cable	ကေဘယ်လ်ကြိုး	surprise	0.109
sunny	နေရောင်များသော	surprise	0.102
steady	တည်ငြိမ်	surprise	0.094
leisure	အချိန်အား	surprise	0.086
peaceful	ငြိမ်းချမ်းသော	surprise	0.086
spa	spa	surprise	0.086
tree	သစ်ပင်	surprise	0.078
picnic	ပျော်ပွဲစားထွက်ခြင်း	surprise	0.078
worm	ပိုးကောင်	surprise	0.055
truthfulness	နျကနျကွောငျး	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ယုံကြည်စိတ်ချ	trust	0.867
honest	ရိုးသားသော	trust	0.844
honesty	ရိုးသားခြင်း	trust	0.844
honor	ဂုဏ်	trust	0.844
truth	အမှန်တရား	trust	0.844
truthful	ဖွောငျ့မှနျသော	trust	0.836
trusting	ယုံကြည်ကိုးစား	trust	0.836
brotherhood	ညီအစ်ကိုများ	trust	0.820
entrust	အပ်နှံ	trust	0.812
committed	ကတိသစ္စာပြု	trust	0.805
integrity	သမာဓိရှိ	trust	0.805
loyalty	သစ္စာရှိခြင်း	trust	0.805
honorable	ဂုဏ်ပေးထိုက်သော	trust	0.805
credibility	ယုံထိုက်ခြင်း	trust	0.805
trust	ယုံကြည်မှု	trust	0.805
faithful	သစ္စာနှင့်ပြည့်စုံ	trust	0.797
sincere	ဟန်မဆောင်သော	trust	0.797
responsible	တာဝန်ရှိသော	trust	0.789
partnership	ပူးပေါင်းဆောင်ရွက်ခြင်း	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	ဉာဏ်ပညာကို	trust	0.789
oath	ကျိန်ဆိုခြင်းကိုပြု	trust	0.781
verification	စိစစ်အတည်ပြု	trust	0.781
vow	သစ္စပြု	trust	0.781
cooperative	စုပေါင်း	trust	0.781
respectable	ရိုသေထိုက်သော	trust	0.773
credible	ယုံကြည်	trust	0.773
hero	သူရဲကောင်း	trust	0.773
sisterhood	ညီအစ်မ	trust	0.773
promise	ကတိ	trust	0.773
verified	မှန်ကန်ကြောင်းအတည်ပြု	trust	0.773
qualified	ကျွမ်းကျင်သော	trust	0.766
respected	လေးစားဖွယ်	trust	0.766
authentication	Authentication ကို	trust	0.766
compassion	ကရုဏာ	trust	0.759
reputable	ဂုဏ်သိက္ခာရှိတဲ့	trust	0.758
safekeeping	ပေါ	trust	0.758
reliability	ယုံကြည်စိတ်ချရမှု	trust	0.758
moral	ကိုယ်ကျင့်တရား	trust	0.758
love	ချစ်ခြင်းမေတ္တာ	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ခွင့်ပြုချက်	trust	0.758
stable	တည်ငြိမ်	trust	0.750
friend	မိတျဆှေ	trust	0.750
genuine	စစ်မှန်	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	တတျမွောကျခွငျး	trust	0.750
loyal	သစ္စာစောင့်သိ	trust	0.750
ally	မဟာမိတ်	trust	0.750
safeguard	အကာအကွယ်	trust	0.750
companion	အဖေါ်	trust	0.750
advised	အကြံပြု	trust	0.750
authentic	အစစ်အမှန်ဖြစ်သော	trust	0.750
respect	လေးစားမှု	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	လွတ်လပ်ရေး	trust	0.742
proven	သက်သေပြ	trust	0.742
respects	အရိုအသေ	trust	0.742
faith	ယုံကြည်ခြင်း	trust	0.742
wholesome	ကျန်းမာစေတတ်သော	trust	0.742
heartfelt	နှလုံးပါ	trust	0.734
unification	တညီတညွတ်တည်းဖြစ်စေခြင်း	trust	0.734
protecting	ကာကွယ်	trust	0.734
reassurance	တဖန်စိတ်ချစေခြင်း	trust	0.734
admirable	မြတ်နိုးလှသော	trust	0.734
trustee	ယုံမှတ်လွှဲအပ်ခံရသူ	trust	0.734
supporter	ထောက်ခံသူ	trust	0.734
confirmation	အတည်ပြုခြင်း	trust	0.734
respectful	ရိုသေသော	trust	0.734
alliance	မဟာမိတျအဖှဲ့	trust	0.727
equality	တူညီခြင်း	trust	0.727
friendship	ချစ်ကြည်ရင်းနှီးမှု	trust	0.727
agreement	သဘောတူညီချက်	trust	0.727
fact	အချက်အလက်	trust	0.727
confident	ယုံကြည်မှု	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ယုံကြည်	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	သာလွန်ကောင်းမွန်မှု	trust	0.727
credential	ယုံကြည်စိတ်ချရသော	trust	0.727
closeness	ရငျးနှီးမှု	trust	0.719
authenticate	သက်သေပြ	trust	0.719
intelligence	ထောက်လှမ်းရေး	trust	0.719
virtue	ပါရမီ	trust	0.719
honored	ဂုဏ်ပြု	trust	0.719
virtuous	သီလ	trust	0.719
kindred	အာဗွဟံ	trust	0.719
charitable	ကုသိုလ်ဖြစ်	trust	0.711
dedication	အပ်နှံခြင်း	trust	0.711
guarantee	အာမခံချက်	trust	0.711
cooperation	ပူးပေါင်းဆောင်ရွက်ခြင်း	trust	0.711
creditable	Credit	trust	0.711
consistency	ကိုက်ညီမှု	trust	0.711
allegiance	သစ္စာရှိမှု	trust	0.711
cooperating	ပူးပေါင်း	trust	0.711
straightforward	ရိုးရှင်းတဲ့	trust	0.711
determination	ဆုံးဖြတ်ချက်	trust	0.711
justice	တရားစီရင်ရေး	trust	0.711
sanctuary	သန့်ရှင်းရာဌာန	trust	0.703
nurture	ပွား	trust	0.703
innocent	အပြစ်ကင်းသော	trust	0.703
admire	မြတ်နိုး	trust	0.703
assurance	အာမခံခြင်း	trust	0.703
morality	ကိုယ်ကျင့်တရား	trust	0.703
prepared	ကိုပြင်ဆင်	trust	0.703
friendliness	ဖော်ရွေ	trust	0.703
reliable	စိတ်ချရသော	trust	0.703
mentor	ဆရာ	trust	0.703
guardianship	အုပ်ချုပ်မှုစနစ်	trust	0.703
fulfilled	မပြည့်စုံ	trust	0.703
reverence	ရှိခိုး	trust	0.703
proof	အထောက်အထား	trust	0.703
admiration	မြတ်နိုးခြင်း	trust	0.703
mother	မိခင်	trust	0.703
protected	protected	trust	0.703
motherhood	မိခင်	trust	0.703
