word	Catalan-ca	emotion	emotion-intensity-score
toocold	NO TRANSLATION	sadness	0.297
migraine	migranya	sadness	0.297
incompatible	incompatible	sadness	0.297
dull	avorrit	sadness	0.297
discontinuity	discontinuïtat	sadness	0.297
wrinkled	arrugat	sadness	0.297
suppress	suprimir	sadness	0.297
weak	feble	sadness	0.297
mislead	enganyar	sadness	0.297
subsidence	subsidència	sadness	0.297
hermit	ermità	sadness	0.296
moving	en moviment	sadness	0.295
shrink	encongir-se	sadness	0.295
shiver	estremiment	sadness	0.291
tramp	vagabund	sadness	0.288
constraint	restricció	sadness	0.288
unimportant	no important	sadness	0.288
rubble	runes	sadness	0.282
excluding	Excloent	sadness	0.281
revoke	revocar	sadness	0.281
negro	negre	sadness	0.281
shortage	escassetat	sadness	0.281
wearily	cansament	sadness	0.281
grey	gris	sadness	0.281
senseless	sense sentit	sadness	0.281
overdue	endarrerit	sadness	0.281
flinch	flinch	sadness	0.281
adverse	advers	sadness	0.281
remove	eliminar	sadness	0.281
grumpy	grumpy	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	confessió	sadness	0.281
timid	tímid	sadness	0.281
down	avall	sadness	0.281
unseat	sense límit	sadness	0.281
apathy	apatia	sadness	0.281
taint	taca	sadness	0.281
black	negre	sadness	0.281
knell	genial	sadness	0.275
jurisprudence	jurisprudència	sadness	0.273
humbled	humiliat	sadness	0.273
confusion	confusió	sadness	0.273
soldier	soldat	sadness	0.273
throb	lladre	sadness	0.273
gray	gris	sadness	0.269
obstacle	obstacle	sadness	0.266
lax	laxa	sadness	0.266
eternity	eternitat	sadness	0.266
leaving	sortint	sadness	0.266
unrealistic	poc realista	sadness	0.266
mixedemotions	emocions barrejades	sadness	0.266
slur	boig	sadness	0.266
drifted	a la deriva	sadness	0.266
remiss	remiss	sadness	0.266
shack	barraca	sadness	0.266
inconvenient	inconvenient	sadness	0.263
restrict	restringir	sadness	0.259
misrepresentation	tergiversació	sadness	0.259
stagnant	estancat	sadness	0.259
disservice	disservice	sadness	0.258
backwater	reposar	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	desert	sadness	0.255
wasteful	inútil	sadness	0.250
labored	treballat	sadness	0.250
uneducated	sense educació	sadness	0.250
incomplete	incomplet	sadness	0.250
older	més vell	sadness	0.250
speculation	especulacions	sadness	0.250
undying	imparell	sadness	0.250
pine	pi	sadness	0.250
tempest	Tempesta	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	engreixable	sadness	0.250
unexplained	inexplicable	sadness	0.250
communism	comunisme	sadness	0.250
error	error	sadness	0.250
anchorage	ancoratge	sadness	0.250
rainyday	dia plujós	sadness	0.242
demonstrative	demostratiu	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	necessitat	sadness	0.236
boredom	avorriment	sadness	0.235
misty	boirosa	sadness	0.234
warp	ur	sadness	0.234
trash	escombraries	sadness	0.234
burke	burke	sadness	0.234
hollow	buit	sadness	0.234
void	buit	sadness	0.234
healing	curació	sadness	0.234
cloudy	ennuvolat	sadness	0.234
blockade	bloqueig	sadness	0.234
depart	sortir	sadness	0.234
uninteresting	sense interès	sadness	0.234
cancel	cancel · lar	sadness	0.234
sentence	frase	sadness	0.234
foggy	boirós	sadness	0.234
pale	pàl·lid	sadness	0.234
case	cas	sadness	0.228
rainy	plujós	sadness	0.227
onerous	onerós	sadness	0.223
bottom	fons	sadness	0.223
uninterested	sense interès	sadness	0.223
fasting	fasting	sadness	0.220
indifference	indiferència	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	fer front	sadness	0.219
discolored	descolorit	sadness	0.219
blunder	error	sadness	0.219
thirst	set	sadness	0.219
dole	Dole	sadness	0.219
pious	piadoso	sadness	0.219
cocaine	cocaïna	sadness	0.218
tough	dur	sadness	0.212
lower	més baix	sadness	0.203
sprain	esquinç	sadness	0.203
arid	àrid	sadness	0.203
fat	greix	sadness	0.203
revolution	revolució	sadness	0.203
chilly	fred	sadness	0.203
chargeable	cobrable	sadness	0.203
sluggish	lenta	sadness	0.203
yucky	sortint	sadness	0.203
hoary	hoary	sadness	0.203
wanting	volent	sadness	0.202
progression	progressió	sadness	0.201
closure	tancament	sadness	0.195
unbeaten	invicte	sadness	0.193
veal	vedella	sadness	0.188
retirement	jubilació	sadness	0.188
oddity	estranyesa	sadness	0.188
heartfelt	sincera	sadness	0.188
meh	meh	sadness	0.188
invalid	invàlid	sadness	0.188
tease	burlar	sadness	0.188
splitting	dividint	sadness	0.188
interrupted	interromput	sadness	0.188
rumor	rumor	sadness	0.188
cataract	cataracta	sadness	0.188
rack	prestatge	sadness	0.188
halter	halter	sadness	0.188
cold	fred	sadness	0.188
concerned	preocupat	sadness	0.184
sarcasm	sarcasme	sadness	0.181
strip	tira	sadness	0.179
esteem	estima	sadness	0.172
feeling	sensació	sadness	0.172
overload	sobrecàrrega	sadness	0.172
divided	dividit	sadness	0.172
memories	records	sadness	0.172
sap	saba	sadness	0.172
eschew	eviteu	sadness	0.172
cupping	cupping	sadness	0.172
destination	destinació	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	limitat	sadness	0.167
rain	pluja	sadness	0.163
willful	voluntari	sadness	0.160
untitled	Sense títol	sadness	0.157
weeds	males herbes	sadness	0.156
stint	Stint	sadness	0.156
cross	creu	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	copsar	sadness	0.154
inconsequential	inconsecuente	sadness	0.152
procession	processó	sadness	0.152
tax	impost	sadness	0.142
lesbian	lesbianes	sadness	0.141
emo	emo	sadness	0.141
overpriced	molt car	sadness	0.141
tolerate	tolerar	sadness	0.141
mug	tassa	sadness	0.141
weight	pes	sadness	0.141
touchy	tàctil	sadness	0.140
kennel	gossera	sadness	0.130
grounded	connectat a terra	sadness	0.130
late	tard	sadness	0.125
theocratic	teocràtic	sadness	0.125
clouds	núvols	sadness	0.125
terrific	excel · lent	sadness	0.125
commemorate	commemorar	sadness	0.125
meek	mansió	sadness	0.125
stillness	quietud	sadness	0.125
sisterhood	germanor	sadness	0.125
socialist	socialista	sadness	0.125
unpaid	sense pagar	sadness	0.125
margin	marge	sadness	0.125
default	per defecte	sadness	0.121
lace	encaix	sadness	0.118
unpublished	inèdit	sadness	0.116
interested	interessat	sadness	0.114
fortress	fortalesa	sadness	0.110
fleece	vellesa	sadness	0.109
rating	qualificació	sadness	0.109
lush	exuberant	sadness	0.109
harry	harry	sadness	0.109
priesthood	sacerdoci	sadness	0.109
orchestra	orquestra	sadness	0.109
ultimate	últim	sadness	0.109
sanctify	santificar	sadness	0.108
income	ingressos	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	guanyador	sadness	0.094
quiet	tranquil	sadness	0.094
boo	boo	sadness	0.094
vainly	en va	sadness	0.091
wet	mullat	sadness	0.078
hug	abraçada	sadness	0.078
hut	cabana	sadness	0.078
ovation	ovació	sadness	0.078
humble	humil	sadness	0.078
motivating	motivant	sadness	0.078
opera	òpera	sadness	0.078
treat	tractar	sadness	0.076
hymn	himne	sadness	0.064
honest	honesta	sadness	0.062
relics	relíquies	sadness	0.061
couch	sofà	sadness	0.060
waffle	gofres	sadness	0.047
shell	closca	sadness	0.045
musical	musical	sadness	0.045
savor	assaborir	sadness	0.034
vote	votar	sadness	0.031
napkin	tovalló	sadness	0.031
sing	cantar	sadness	0.017
music	música	sadness	0.016
mother	mare	sadness	0.016
nutritious	nutritiu	sadness	0.015
lovely	preciosa	sadness	0.009
art	art	sadness	0.000
romance	romanç	sadness	0.000
liquor	licor	sadness	0.000
sweetheart	amor	sadness	0.000
surprise	sorpresa	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	explotar	surprise	0.906
explosion	explosió	surprise	0.898
explosive	explosiu	surprise	0.883
ambush	emboscada	surprise	0.883
eruption	erupció	surprise	0.883
frighten	espantar	surprise	0.875
startle	sorpresa	surprise	0.875
surprisingly	sorprenentment	surprise	0.875
shockingly	sorprenentment	surprise	0.875
surprising	sorprenent	surprise	0.867
frightened	espantat	surprise	0.867
surprised	sorprès	surprise	0.867
thrilling	emocionant	surprise	0.859
miracle	miracle	surprise	0.859
outburst	explosió	surprise	0.859
blast	explosió	surprise	0.852
alarm	alarma	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	bretxa	surprise	0.844
thunderstruck	trillada	surprise	0.844
shock	xoc	surprise	0.844
fright	espanto	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	inesperadament	surprise	0.836
catastrophe	catàstrofe	surprise	0.836
dazzle	enlluernar	surprise	0.836
emergency	emergència	surprise	0.828
bewilderment	desconcert	surprise	0.828
suddenly	de sobte	surprise	0.828
startling	sorprenent	surprise	0.828
astound	sorprenent	surprise	0.820
stunned	atordit	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	terratrèmol	surprise	0.812
disaster	desastre	surprise	0.812
astonish	sorprendre	surprise	0.805
astonishment	sorpresa	surprise	0.805
climax	clímax	surprise	0.805
aghast	agotar	surprise	0.805
scare	espantar	surprise	0.797
awestruck	sorprès	surprise	0.797
bomb	bomba	surprise	0.789
erupt	esclatar	surprise	0.789
exclaim	exclamació	surprise	0.789
amazement	sorpresa	surprise	0.781
detonate	detonar	surprise	0.773
alarming	alarmant	surprise	0.773
miraculous	miraculós	surprise	0.773
invade	envair	surprise	0.773
raid	incursió	surprise	0.773
abduction	segrest	surprise	0.773
kidnap	segrestar	surprise	0.766
stupefy	estupefacte	surprise	0.758
overwhelming	aclaparadora	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	imprevisible	surprise	0.758
unimaginable	inimaginable	surprise	0.750
erratic	erràtic	surprise	0.750
accident	accident	surprise	0.750
outrageous	escandalosament	surprise	0.750
flinch	flinch	surprise	0.742
blitz	Blitz	surprise	0.742
petrify	petrificar	surprise	0.742
slaughter	matança	surprise	0.742
horror	horror	surprise	0.742
amaze	sorprèn	surprise	0.742
bewilder	desconcertant	surprise	0.742
wreck	naufragi	surprise	0.742
stupefaction	estupefacció	surprise	0.734
excitement	emoció	surprise	0.734
frenetic	frenètic	surprise	0.734
frantic	frenètic	surprise	0.734
crash	falla	surprise	0.734
sudden	de sobte	surprise	0.727
riotous	molest	surprise	0.727
vanished	desaparegut	surprise	0.727
moonstruck	amuntegat	surprise	0.727
outcry	crit	surprise	0.727
bewildered	desconcertat	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotatge	surprise	0.719
shriek	cridar	surprise	0.719
breathless	sense alè	surprise	0.719
scream	crit	surprise	0.719
manslaughter	homicidi	surprise	0.719
rupture	ruptura	surprise	0.719
unanticipated	poc anticipat	surprise	0.719
amazedness	amistat	surprise	0.719
uncontrollable	incontrolable	surprise	0.711
unexpected	inesperat	surprise	0.711
electrify	electrificar	surprise	0.711
stun	atordiment	surprise	0.711
shot	tir	surprise	0.711
avalanche	allau	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	imprevist	surprise	0.703
slam	slam	surprise	0.703
surge	augment	surprise	0.703
intruder	intrús	surprise	0.703
abrupt	abrupte	surprise	0.703
suspense	suspens	surprise	0.703
devastation	devastació	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilitat	surprise	0.695
excite	excitar	surprise	0.695
unprecedented	sense precedents	surprise	0.695
stab	apunyalar	surprise	0.695
urgent	urgent	surprise	0.695
yell	grit	surprise	0.695
strike	colpejar	surprise	0.695
disturbance	pertorbació	surprise	0.688
carnage	carnisseria	surprise	0.688
spectacular	espectacular	surprise	0.688
incredible	increïble	surprise	0.688
recklessness	imprudència	surprise	0.680
slap	boig	surprise	0.680
monstrous	monstruós	surprise	0.680
clamor	clamor	surprise	0.680
thrill	emoció	surprise	0.680
accidentally	accidentalment	surprise	0.672
accidental	accidental	surprise	0.672
striking	sorprenent	surprise	0.672
captivate	cautivar	surprise	0.672
exhilaration	alegria	surprise	0.672
terrorist	terrorista	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	emocionant	surprise	0.672
topple	abaixar	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcà	surprise	0.664
revolution	revolució	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiari	surprise	0.656
revolt	revolta	surprise	0.656
sneak	colar-se	surprise	0.656
unspeakable	inefable	surprise	0.656
bloodshed	vessament de sang	surprise	0.656
cyclone	cicló	surprise	0.648
violent	violent	surprise	0.648
disruption	interrupció	surprise	0.648
spellbound	embruixat	surprise	0.648
unsuspecting	despreocupat	surprise	0.648
mutiny	mutiny	surprise	0.648
attacking	atacant	surprise	0.648
unintended	no desitjat	surprise	0.648
amazingly	sorprenentment	surprise	0.648
epidemic	epidèmia	surprise	0.648
shout	crit	surprise	0.641
screech	calfar	surprise	0.641
wildfire	incendi forestal	surprise	0.641
indescribable	inefable	surprise	0.641
enthusiasm	entusiasme	surprise	0.641
excitation	excitació	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvisació	surprise	0.641
anomaly	anomalia	surprise	0.633
apparition	aparició	surprise	0.633
treachery	traïció	surprise	0.633
presto	presto	surprise	0.633
gape	Gape	surprise	0.633
agape	Agape	surprise	0.633
uncertain	incert	surprise	0.633
plunder	saqueig	surprise	0.633
tempest	Tempesta	surprise	0.625
trick	truc	surprise	0.625
slaughtering	matança	surprise	0.625
wonderment	meravella	surprise	0.625
excited	emocionat	surprise	0.625
sorcery	hechicería	surprise	0.625
murderous	assassí	surprise	0.625
urgency	urgència	surprise	0.625
distress	angoixa	surprise	0.625
mystery	misteri	surprise	0.625
trickery	trucs	surprise	0.617
intense	intens	surprise	0.617
vanish	desapareixen	surprise	0.617
murder	assassinat	surprise	0.617
quickness	rapidesa	surprise	0.617
intrusive	intrusiu	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	broma	surprise	0.617
blindfold	amb els ulls embenats	surprise	0.609
coup	cop d'estat	surprise	0.609
splash	esquitxades	surprise	0.609
thief	lladre	surprise	0.609
magical	màgic	surprise	0.609
unstable	inestable	surprise	0.609
shatter	fer miques	surprise	0.609
strangle	estrangular	surprise	0.609
defy	desafiar	surprise	0.602
deluge	diluvi	surprise	0.602
inconceivable	inconcebible	surprise	0.602
jubilee	jubileu	surprise	0.602
stupor	estupor	surprise	0.602
tackle	abordar	surprise	0.602
assail	assail	surprise	0.602
betray	trair	surprise	0.602
monstrosity	monstruositat	surprise	0.594
alerts	alertes	surprise	0.594
lightning	raig	surprise	0.594
mishap	contratemps	surprise	0.594
shrill	estrident	surprise	0.594
stupendous	estupend	surprise	0.594
mysterious	misteriós	surprise	0.586
paralyzed	paralitzat	surprise	0.586
randomly	a l'atzar	surprise	0.586
bonus	bonificació	surprise	0.586
deceit	engany	surprise	0.586
wild	salvatge	surprise	0.586
pitfall	trampa	surprise	0.586
wondrous	meravellós	surprise	0.586
uncanny	increïble	surprise	0.586
electric	elèctric	surprise	0.578
oddity	estranyesa	surprise	0.578
death	mort	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	godsend	surprise	0.578
stagger	escalonar	surprise	0.578
raving	fastigós	surprise	0.578
rejoicing	alegria	surprise	0.578
premature	prematur	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	estrany	surprise	0.578
revenge	venjança	surprise	0.570
dynamic	dinàmic	surprise	0.570
dismay	consternació	surprise	0.570
ecstatic	ecstàtic	surprise	0.562
fascinate	fascina	surprise	0.562
uncover	destapar	surprise	0.562
jerk	estrèpit	surprise	0.562
reward	recompensa	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	tornar a aparèixer	surprise	0.562
whim	caprici	surprise	0.555
conjure	conjurar	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	il·luminar	surprise	0.547
rescue	rescatar	surprise	0.547
tantalizing	Tastant	surprise	0.547
winner	guanyador	surprise	0.547
heroism	heroisme	surprise	0.547
rarity	raresa	surprise	0.547
ejaculation	ejaculació	surprise	0.547
daze	atordit	surprise	0.547
unbridled	desenfrenat	surprise	0.547
thwart	frustrar	surprise	0.547
treason	traïció	surprise	0.539
punch	punxó	surprise	0.539
insult	insult	surprise	0.539
lunge	estrenyiment	surprise	0.539
illusion	il·lusió	surprise	0.539
lucky	afortunat	surprise	0.539
interrupt	interrompre	surprise	0.539
cheer	alegria	surprise	0.539
celebration	celebració	surprise	0.539
violation	violació	surprise	0.539
marvel	meravella	surprise	0.539
sensation	sensació	surprise	0.531
fearfully	amb por	surprise	0.531
concealed	amagat	surprise	0.531
banger	banger	surprise	0.531
affront	afrontament	surprise	0.531
snag	atropellament	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	meravella	surprise	0.523
immediacy	immediatesa	surprise	0.523
undiscovered	no descobert	surprise	0.523
abandonment	abandó	surprise	0.523
rejoice	alegra't	surprise	0.523
improvise	Improvisar	surprise	0.523
majestic	majestuós	surprise	0.523
scorpion	escorpí	surprise	0.523
victimized	víctima	surprise	0.523
liberate	alliberar	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	furtivament	surprise	0.516
tickle	pessigolles	surprise	0.516
chance	oportunitat	surprise	0.516
howl	aullar	surprise	0.516
swerve	desviar	surprise	0.508
reflex	reflex	surprise	0.508
rave	deliri	surprise	0.508
pop	pop	surprise	0.508
luck	sort	surprise	0.508
magnificent	magnífic	surprise	0.508
transcendence	transcendència	surprise	0.508
garish	garish	surprise	0.508
unintentionally	sense intenció	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	infreqüent	surprise	0.500
marvelous	meravellós	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	notable	surprise	0.500
fainting	desmais	surprise	0.500
slayer	assassí	surprise	0.500
erotic	eròtic	surprise	0.500
enliven	animat	surprise	0.500
alertness	vigilància	surprise	0.500
misbehavior	mal comportamiento	surprise	0.500
embarrassment	vergonya	surprise	0.500
diversion	diversió	surprise	0.500
unutterable	inesgotable	surprise	0.492
nab	nab	surprise	0.492
camouflage	camuflatge	surprise	0.492
trump	triomf	surprise	0.492
decoy	senyu	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	quimera	surprise	0.492
infarct	infart	surprise	0.492
birthday	aniversari	surprise	0.492
greatness	grandesa	surprise	0.492
zeal	zel	surprise	0.484
prick	picar	surprise	0.484
magician	mago	surprise	0.484
underestimate	subestimar	surprise	0.484
horde	horda	surprise	0.484
fanfare	fanfàrria	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	dimoni	surprise	0.484
variable	variable	surprise	0.484
curiosity	curiositat	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	sense vigilància	surprise	0.477
chicane	xicana	surprise	0.477
fortune	fortuna	surprise	0.477
sneeze	esternudar	surprise	0.477
illumination	il·luminació	surprise	0.477
incident	incident	surprise	0.477
dreadfully	terriblement	surprise	0.477
strange	estrany	surprise	0.477
subversive	subversiu	surprise	0.477
reversal	reversió	surprise	0.469
prowl	prowl	surprise	0.469
rapid	ràpid	surprise	0.469
leery	alegre	surprise	0.469
wizard	mag	surprise	0.469
coincidence	coincidència	surprise	0.461
hilarious	hilarant	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	trencar	surprise	0.461
slip	escletxa	surprise	0.461
wonderful	meravellós	surprise	0.453
hoax	engany	surprise	0.453
winning	guanyador	surprise	0.453
overestimate	sobreestimar	surprise	0.453
confession	confessió	surprise	0.453
ordeal	calvície	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	alegria	surprise	0.453
raffle	rifa	surprise	0.453
stound	estret	surprise	0.445
laughter	riure	surprise	0.445
enthusiast	entusiasta	surprise	0.445
splendid	esplèndida	surprise	0.445
feat	feat	surprise	0.445
perchance	perjudici	surprise	0.445
excel	sobresortir	surprise	0.445
gambling	jocs d'atzar	surprise	0.445
unintentional	no intencionada	surprise	0.438
brighten	alegre	surprise	0.438
changeable	canviable	surprise	0.438
rapt	aveteu	surprise	0.438
unique	únic	surprise	0.438
splendor	esplendor	surprise	0.438
senseless	sense sentit	surprise	0.438
gift	regal	surprise	0.430
fascination	fascinació	surprise	0.430
trepidation	agitació	surprise	0.430
stealthy	sigil	surprise	0.430
fiesta	festa	surprise	0.430
delighted	encantat	surprise	0.430
lawsuit	demanda	surprise	0.430
intrigue	intriga	surprise	0.430
quicksilver	Quicksilver	surprise	0.422
originality	originalitat	surprise	0.422
riddle	endevinalles	surprise	0.422
judgment	judici	surprise	0.422
enchant	encantar	surprise	0.422
stealth	sigil	surprise	0.422
veracity	veracitat	surprise	0.414
elusive	evasiu	surprise	0.414
perjury	perjuri	surprise	0.414
spirits	esperits	surprise	0.414
liberation	alliberament	surprise	0.414
illegitimate	il·legítim	surprise	0.414
syncope	síncope	surprise	0.414
experiment	experiment	surprise	0.414
gambler	jugador	surprise	0.406
eager	ansiós	surprise	0.406
inspired	inspirat	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplaudiments	surprise	0.406
allure	encant	surprise	0.406
parade	desfilada	surprise	0.406
princely	princely	surprise	0.398
divorce	divorci	surprise	0.398
guess	suposo	surprise	0.398
burlesque	burlesco	surprise	0.398
secrecy	secretisme	surprise	0.398
aspiration	aspiració	surprise	0.391
peri	peri	surprise	0.391
cheerful	alegre	surprise	0.391
hermaphrodite	hermafrodita	surprise	0.391
supremacy	supremacia	surprise	0.391
incontinence	incontinència	surprise	0.391
inheritance	herència	surprise	0.383
score	puntuació	surprise	0.383
lose	perdre	surprise	0.383
crowning	coronació	surprise	0.383
buck	Buck	surprise	0.383
praiseworthy	lloable	surprise	0.383
cadaver	Cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	místic	surprise	0.375
succeed	triomfar	surprise	0.375
advance	avance	surprise	0.375
sparkle	espurna	surprise	0.367
hope	esperança	surprise	0.367
joker	bromista	surprise	0.367
sensual	sensual	surprise	0.367
excavation	excavació	surprise	0.367
feeling	sensació	surprise	0.359
entertainment	entreteniment	surprise	0.359
clown	pallasso	surprise	0.352
newcomer	nouvingut	surprise	0.352
modify	modificar	surprise	0.352
award	premi	surprise	0.352
blessings	benediccions	surprise	0.352
postponement	ajornament	surprise	0.352
obit	obit	surprise	0.352
celebrity	celebritat	surprise	0.344
hero	heroi	surprise	0.344
start	començar	surprise	0.344
wonderfully	meravellosament	surprise	0.344
highest	el més alt	surprise	0.344
proficiency	competència	surprise	0.344
glorify	glorificar	surprise	0.344
unbeaten	invicte	surprise	0.336
memorable	memorable	surprise	0.336
sanctify	santificar	surprise	0.336
rekindle	torna a créixer	surprise	0.336
optimism	optimisme	surprise	0.336
warned	advertit	surprise	0.336
prodigious	prodigiós	surprise	0.336
dissolution	dissolució	surprise	0.336
grin	sonrisa	surprise	0.336
admiration	admiració	surprise	0.328
hypertrophy	hipertròfia	surprise	0.328
present	present	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	àngel	surprise	0.320
examination	examen	surprise	0.320
catch	atrapar	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	coquetejar	surprise	0.312
puma	puma	surprise	0.312
liberty	llibertat	surprise	0.312
kiss	besar	surprise	0.312
embrace	abraçada	surprise	0.312
occasional	ocasional	surprise	0.312
treat	tractar	surprise	0.312
saint	Sant	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	acomiadament	surprise	0.312
perfection	perfecció	surprise	0.305
generosity	generositat	surprise	0.305
gratify	gratificar	surprise	0.305
saintly	sant	surprise	0.305
sally	sally	surprise	0.305
polarity	polaritat	surprise	0.297
finally	finalment	surprise	0.297
differently	de manera diferent	surprise	0.297
palpable	palpable	surprise	0.297
warn	avisar	surprise	0.297
ceremony	cerimònia	surprise	0.297
larger	més gran	surprise	0.297
favorable	favorable	surprise	0.297
romance	romanç	surprise	0.289
medal	medalla	surprise	0.289
inviting	convidant	surprise	0.289
greeting	salutació	surprise	0.289
candid	sincer	surprise	0.281
resignation	renúncia	surprise	0.281
trip	viatge	surprise	0.281
accolade	acolliment	surprise	0.281
labor	treball	surprise	0.281
stare	mirar	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	convidar	surprise	0.266
somatic	somàtic	surprise	0.266
admire	admirar	surprise	0.266
immerse	submergir	surprise	0.266
festival	Festival	surprise	0.266
mimicry	mimetisme	surprise	0.266
compensate	compensar	surprise	0.266
insolvency	insolvència	surprise	0.266
playful	juganer	surprise	0.266
complement	complement	surprise	0.258
receiving	rebent	surprise	0.258
hypothesis	hipòtesi	surprise	0.258
laugh	riure	surprise	0.258
chuckle	riure	surprise	0.258
honeymoon	lluna de mel	surprise	0.250
marry	casar-se	surprise	0.242
independence	independència	surprise	0.242
opera	òpera	surprise	0.242
pleasant	agradable	surprise	0.242
rhythmical	rítmic	surprise	0.234
assessment	avaluació	surprise	0.234
hopeful	esperançat	surprise	0.234
trophy	Trofeu	surprise	0.234
holiness	santedat	surprise	0.234
chant	chant	surprise	0.234
leave	sortir	surprise	0.234
procession	processó	surprise	0.227
placard	cartellera	surprise	0.227
deal	acord	surprise	0.227
cherish	estimar	surprise	0.219
good	bo	surprise	0.219
shopping	compres	surprise	0.219
musical	musical	surprise	0.219
shell	closca	surprise	0.211
dawn	alba	surprise	0.211
simplify	simplificar	surprise	0.211
purity	puresa	surprise	0.203
nullify	anul·lar	surprise	0.203
money	diners	surprise	0.203
sweet	dolç	surprise	0.203
morals	moral	surprise	0.203
synchronize	sincronitzar	surprise	0.195
preservative	conservant	surprise	0.195
humanitarian	humanitari	surprise	0.195
unfulfilled	incomplert	surprise	0.195
precious	preciós	surprise	0.195
obliging	obligant	surprise	0.188
singularly	singularment	surprise	0.188
foresee	preveure	surprise	0.180
pray	pregueu	surprise	0.180
graduation	graduació	surprise	0.180
lovely	preciosa	surprise	0.180
sun	sol	surprise	0.172
art	art	surprise	0.172
mouth	boca	surprise	0.172
youth	joves	surprise	0.172
thirst	set	surprise	0.172
young	jove	surprise	0.164
goodness	bondat	surprise	0.164
overdue	endarrerit	surprise	0.156
visor	visera	surprise	0.156
practiced	practicat	surprise	0.156
latent	latent	surprise	0.156
loyal	lleial	surprise	0.148
expect	espera	surprise	0.148
destination	destinació	surprise	0.148
wireless	sense fils	surprise	0.148
quote	cita	surprise	0.141
slush	boig	surprise	0.141
infant	infant	surprise	0.141
cream	crema	surprise	0.141
playground	parc infantil	surprise	0.133
organization	organització	surprise	0.125
teach	ensenyar	surprise	0.125
vote	votar	surprise	0.125
smile	somriure	surprise	0.117
weight	pes	surprise	0.117
dolphin	dofí	surprise	0.117
sisterhood	germanor	surprise	0.109
cable	cable	surprise	0.109
sunny	assolellat	surprise	0.102
steady	constant	surprise	0.094
leisure	oci	surprise	0.086
peaceful	Pacífic	surprise	0.086
spa	spa	surprise	0.086
tree	arbre	surprise	0.078
picnic	picnic	surprise	0.078
worm	cuc	surprise	0.055
truthfulness	veracitat	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	confiable	trust	0.867
honest	honesta	trust	0.844
honesty	honestedat	trust	0.844
honor	honor	trust	0.844
truth	veritat	trust	0.844
truthful	veritat	trust	0.836
trusting	confiant	trust	0.836
brotherhood	confraria	trust	0.820
entrust	confiar	trust	0.812
committed	compromès	trust	0.805
integrity	integritat	trust	0.805
loyalty	lleialtat	trust	0.805
honorable	honorable	trust	0.805
credibility	credibilitat	trust	0.805
trust	confiança	trust	0.805
faithful	fidels	trust	0.797
sincere	sincer	trust	0.797
responsible	responsable	trust	0.789
partnership	associació	trust	0.789
