word	Hebrew-iw	emotion	emotion-intensity-score
deviation	חֲרִיגָה	sadness	0.422
thief	גַנָב	sadness	0.422
cyst	כִּיס	sadness	0.422
beggar	קַבְּצָן	sadness	0.422
falling	נופל	sadness	0.422
neuralgia	עצבים	sadness	0.422
unequal	לא שוויונית	sadness	0.422
jarring	צוֹרֵם	sadness	0.422
bad	רַע	sadness	0.422
rip	ז"ל	sadness	0.422
handicap	מִגבָּלָה	sadness	0.422
cardiomyopathy	קרדיומיופתיה	sadness	0.422
cutting	גְזִירָה	sadness	0.422
unwelcome	לֹא רָצוּי	sadness	0.422
scarce	נָדִיר	sadness	0.422
wrongdoing	עוול	sadness	0.422
insolvent	פּוֹשֵׁט רֶגֶל	sadness	0.422
difficulties	קשיים	sadness	0.421
invader	פּוֹלֵשׁ	sadness	0.420
drab	מְשַׁעֲמֵם	sadness	0.420
fall	נפילה	sadness	0.418
illegitimate	לֹא חוּקִי	sadness	0.416
expel	לְגַרֵשׁ	sadness	0.414
meaningless	חֲסַר מַשְׁמָעוּת	sadness	0.409
darkness	חוֹשֶׁך	sadness	0.409
syncope	סִינקוֹפָּה	sadness	0.407
stroke	שבץ	sadness	0.406
hoax	מתיחה	sadness	0.406
darken	לְהַכּהוֹת	sadness	0.406
precarious	מְסוּכָּן	sadness	0.406
subjected	כפוף	sadness	0.406
feudalism	פֵאוֹדָלִיוּת	sadness	0.406
fury	זעם	sadness	0.406
bitch	כַּלבָּה	sadness	0.406
enmity	אֵיבָה	sadness	0.406
wildfire	אש בשדה קוצים	sadness	0.406
obnoxious	מְגוּנֶה	sadness	0.406
confine	להגביל	sadness	0.406
fatigued	עָיֵף	sadness	0.406
fault	אשמה	sadness	0.406
unsatisfied	לא מרוצים	sadness	0.405
spank	סְטִירָה	sadness	0.403
deluge	מַבּוּל	sadness	0.402
sigh	אֲנָחָה	sadness	0.402
spinster	רווקה	sadness	0.400
blue	כָּחוֹל	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	חַיָב	sadness	0.398
embarrass	לִהַבִיך	sadness	0.394
pitfall	מִכשׁוֹל	sadness	0.394
pointless	חסר טעם	sadness	0.394
seriousness	רְצִינוּת	sadness	0.394
monsoon	מוּנסוֹן	sadness	0.391
debt	חוֹב	sadness	0.391
exhausted	תָשׁוּשׁ	sadness	0.391
stretcher	אֲלוּנקָה	sadness	0.391
condescension	התנשאות	sadness	0.391
dwarfed	גמד	sadness	0.391
inefficient	לֹא יָעִיל	sadness	0.391
ravenous	מוּרעָב	sadness	0.391
rue	לְהִצְטַעֵר	sadness	0.391
banshee	באנשי	sadness	0.391
daemon	דמון	sadness	0.391
feeble	חָלוּשׁ	sadness	0.391
coldness	קְרִירוּת	sadness	0.391
ifonly	אם רק	sadness	0.391
insulting	מַעֲלִיב	sadness	0.391
trickery	רַמָאוּת	sadness	0.391
noose	מוֹקֵשׁ	sadness	0.391
punch	פּוּנץ'	sadness	0.391
reproach	תוֹכֵחָה	sadness	0.391
ineptitude	חוסר אונים	sadness	0.391
refused	סירב	sadness	0.391
cage	כְּלוּב	sadness	0.391
brute	פְּרָאִי	sadness	0.391
subvert	לְעַרְעֵר	sadness	0.384
jealousy	קנאה	sadness	0.382
geriatric	גֵרִיאַטרִי	sadness	0.379
miss	עלמה	sadness	0.379
struggle	מַאֲבָק	sadness	0.379
inexcusable	בלתי נסלח	sadness	0.379
descent	מוֹצָא	sadness	0.377
entangled	סָבוּך	sadness	0.377
ashes	אפר	sadness	0.377
exhaustion	תְשִׁישׁוּת	sadness	0.375
blackness	שְׁחוֹר	sadness	0.375
funk	פַּחַד	sadness	0.375
disqualify	לִפְסוֹל	sadness	0.375
slump	לִצְנוֹחַ	sadness	0.375
inconsiderate	לֹא מִתְחַשֵׁב	sadness	0.375
noncompliance	אי - ציות	sadness	0.375
goodbye	הֱיה שלום	sadness	0.375
sucks	מוצץ	sadness	0.375
landslide	רוֹב מוֹחֵץ	sadness	0.375
overcast	מְעוּנָן	sadness	0.375
rabid	קַנָאִי	sadness	0.375
inferior	נָחוּת	sadness	0.375
murky	חָשׁוּך	sadness	0.375
prostitution	זְנוּת	sadness	0.375
scar	צַלֶקֶת	sadness	0.375
dispel	לְפַזֵר	sadness	0.375
parting	פְּרִידָה	sadness	0.375
wasting	מְבַזבֵּז	sadness	0.375
withdraw	לָסֶגֶת	sadness	0.375
oust	לְגַרֵשׁ	sadness	0.375
sympathy	אַהֲדָה	sadness	0.375
delay	לְעַכֵּב	sadness	0.373
unattractive	לא מושך	sadness	0.373
apologize	לְהִתְנַצֵל	sadness	0.370
crazy	מְטוּרָף	sadness	0.368
bastard	ממזר	sadness	0.366
deteriorated	התדרדר	sadness	0.365
inter	בֵּין	sadness	0.364
empty	ריק	sadness	0.364
mocking	לַעֲגָנִי	sadness	0.363
adder	פֶּתֶן	sadness	0.361
hindering	מפריע	sadness	0.359
flounder	דָג סַנְדָּל	sadness	0.359
hunter	צַיָד	sadness	0.359
unable	לא מסוגל	sadness	0.359
fruitless	לְחִינָם	sadness	0.359
arraignment	עיצום	sadness	0.359
tremor	רַעַד	sadness	0.359
taunt	לְהִתְגַרוֹת	sadness	0.359
fainting	הִתעַלְפוּת	sadness	0.359
plaintive	מתלונן	sadness	0.359
defendant	נֶאְשָׁם	sadness	0.359
disconnect	לְנַתֵק	sadness	0.359
servile	מִתרַפֵּס	sadness	0.359
unsuccessful	נכשל	sadness	0.359
unemployed	מובטלים	sadness	0.359
austere	חָמוּר	sadness	0.359
lockup	נעל	sadness	0.359
numbness	חוֹסֶר תְחוּשָׁה	sadness	0.359
wrangling	מתנצחת	sadness	0.359
misunderstanding	אי הבנה	sadness	0.359
obesity	הַשׁמָנָה	sadness	0.359
idiocy	טִמטוּם הַמוֹחַ	sadness	0.359
consecration	הַקדָשָׁה	sadness	0.359
perpetrator	עבריין	sadness	0.359
doubt	ספק	sadness	0.359
affront	עֶלבּוֹן	sadness	0.359
unpopular	לא פופולרי	sadness	0.359
inefficiency	אִי יְעִילוּת	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	מהומה	sadness	0.359
unrest	אִי שָׁקֵט	sadness	0.351
intervention	התערבות	sadness	0.348
wimpy	זאבי	sadness	0.348
waste	מבזבז	sadness	0.348
absentee	נִפקָד	sadness	0.348
spoiler	ספוילר	sadness	0.348
flaw	פְּגָם	sadness	0.347
blindly	בעיוורון	sadness	0.344
thrash	לַחֲבוֹט	sadness	0.344
furrow	תֶלֶם	sadness	0.344
militia	מִילִיצִיָה	sadness	0.344
litigate	Lit מצ	sadness	0.344
stained	מוכתם	sadness	0.344
uninspired	לְלֹא הַשׁרָאָה	sadness	0.344
uninvited	לא מוזמן	sadness	0.344
detention	ריתוק	sadness	0.344
surgery	כִּירוּרגִיָה	sadness	0.344
lawsuit	תביעה משפטית	sadness	0.344
specter	רוּחַ	sadness	0.344
desert	מִדבָּר	sadness	0.344
attenuation	הנחתה	sadness	0.344
forfeit	לְחַלֵט	sadness	0.344
plea	טַעֲנָה	sadness	0.344
cumbersome	מסורבלת	sadness	0.344
resigned	התפטרתי	sadness	0.344
lagging	הַשׁהָיָה	sadness	0.344
intercede	להתערב	sadness	0.344
myopia	קוֹצֶר רְאִיָה	sadness	0.339
unaccountable	בלתי מוסבר	sadness	0.339
mishap	תַקָלָה	sadness	0.338
probation	על תנאי	sadness	0.336
disagreeing	מחלוקת	sadness	0.333
severance	ניתוק	sadness	0.333
bacteria	בַּקטֶרִיָה	sadness	0.328
adrift	נִסחָף	sadness	0.328
squall	תְזָזִית	sadness	0.328
nether	תַחתִי	sadness	0.328
leave	לעזוב	sadness	0.328
incompetent	חֲסַר יְכוֹלֶת	sadness	0.328
endless	אינסופי	sadness	0.328
unacceptable	לא מקובל	sadness	0.328
bondage	שִׁעבּוּד	sadness	0.328
dependence	תלות	sadness	0.328
sterile	סטֵרִילִי	sadness	0.328
unacknowledged	לא מוכר	sadness	0.328
disallowed	אסור	sadness	0.328
nepotism	פּרוֹטֶקצִיָה	sadness	0.328
soreness	כְּאֵב	sadness	0.328
scold	לִנְזוֹף	sadness	0.327
flaccid	רָפֶה	sadness	0.324
hobo	נַוָד	sadness	0.323
fragile	שָׁבִיר	sadness	0.319
stingy	קַמצָן	sadness	0.319
sue	לתבוע	sadness	0.318
scarcely	כִּמעַט שֶׁלֹא	sadness	0.318
mistake	טעות	sadness	0.312
committal	קומיטל	sadness	0.312
fatty	שמן	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	לָדוּשׁ	sadness	0.312
skid	הַחלָקָה	sadness	0.312
hamstring	גִיד הַבֶּרֶך	sadness	0.312
nonsensical	שׁטוּתִי	sadness	0.312
ulcer	כִּיב	sadness	0.312
defy	לְהַתְרִיס	sadness	0.312
nostalgia	נוֹסטָלגִיָה	sadness	0.312
inhibit	לעכב	sadness	0.312
clouded	מעונן	sadness	0.312
evanescence	ההתעלות	sadness	0.312
conceal	לְהַסתִיר	sadness	0.311
blemish	פְּגָם	sadness	0.310
resisting	התנגדות	sadness	0.309
sympathetic	אוֹהֵד	sadness	0.307
bugaboo	בוגבו	sadness	0.304
confess	לְהוֹדוֹת	sadness	0.303
opium	אוֹפִּיוּם	sadness	0.303
alas	אבוי	sadness	0.302
setback	נְסִיגָה	sadness	0.297
halting	צְלִיעָה	sadness	0.297
incase	במקרה	sadness	0.297
inappropriate	לא ראוי	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	מִיגרֶנָה	sadness	0.297
incompatible	שאינו עולה בקנה אחד	sadness	0.297
dull	משעמם	sadness	0.297
discontinuity	אִי רְצִיפוּת	sadness	0.297
wrinkled	מְקוּמָט	sadness	0.297
suppress	לדכא	sadness	0.297
weak	חלש	sadness	0.297
mislead	להוליך שולל	sadness	0.297
subsidence	שְׁקִיעָה	sadness	0.297
hermit	נָזִיר	sadness	0.296
moving	מעבר דירה	sadness	0.295
shrink	לצמק	sadness	0.295
shiver	לִרְעוֹד	sadness	0.291
tramp	לִנְדוֹד	sadness	0.288
constraint	אילוץ	sadness	0.288
unimportant	לֹא חָשׁוּב	sadness	0.288
rubble	שִׁברֵי אָבָנִים	sadness	0.282
excluding	לְמַעֵט	sadness	0.281
revoke	לְבַטֵל	sadness	0.281
negro	כּוּשִׁי	sadness	0.281
shortage	מחסור	sadness	0.281
wearily	בלאות	sadness	0.281
grey	אפור	sadness	0.281
senseless	חֲסַר טַעַם	sadness	0.281
overdue	איחור	sadness	0.281
flinch	לְהֵרָתַע	sadness	0.281
adverse	שְׁלִילִי	sadness	0.281
remove	לְהַסִיר	sadness	0.281
grumpy	מְמוּרמָר	sadness	0.281
flop	כִּשָׁלוֹן	sadness	0.281
scrapie	שטויות	sadness	0.281
confession	הוֹדָאָה	sadness	0.281
timid	נחבא אל הכלים	sadness	0.281
down	מטה	sadness	0.281
unseat	ללא מוצא	sadness	0.281
apathy	אֲדִישׁוּת	sadness	0.281
taint	לְהַכתִים	sadness	0.281
black	שָׁחוֹר	sadness	0.281
knell	צִלצוּל	sadness	0.275
jurisprudence	תוֹרַת הַמִשְׁפָּט	sadness	0.273
humbled	נַעֲנֶה	sadness	0.273
confusion	בִּלבּוּל	sadness	0.273
soldier	לוֹחֶם	sadness	0.273
throb	פְּעִימָה	sadness	0.273
gray	אפור	sadness	0.269
obstacle	מִכשׁוֹל	sadness	0.266
lax	רָפֶה	sadness	0.266
eternity	נֵצַח	sadness	0.266
leaving	עֲזִיבָה	sadness	0.266
unrealistic	לא מציאותי	sadness	0.266
mixedemotions	רגשות מעורבים	sadness	0.266
slur	הַשׁמָצָה	sadness	0.266
drifted	נסחף	sadness	0.266
remiss	רַשְׁלָנִי	sadness	0.266
shack	צְרִיף	sadness	0.266
inconvenient	לֹא נוֹחַ	sadness	0.263
restrict	לְהַגבִּיל	sadness	0.259
misrepresentation	תֵאוּר מְסוּלָף	sadness	0.259
stagnant	אָדִישׁ	sadness	0.259
disservice	שֵׁרוּת דוֹב	sadness	0.258
backwater	גב	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	מִדבָּר	sadness	0.255
wasteful	בַּזבְּזָנִי	sadness	0.250
labored	עבדו	sadness	0.250
uneducated	חֲסַר הַשְׂכָּלָה	sadness	0.250
incomplete	לא שלם	sadness	0.250
older	ישן יותר	sadness	0.250
speculation	ספֵּקוּלָצִיָה	sadness	0.250
undying	נִצחִי	sadness	0.250
pine	אורן	sadness	0.250
tempest	סְעָרָה	sadness	0.250
humbug	רַמַאִי	sadness	0.250
bang	לִדפּוֹק	sadness	0.250
gullible	פֶּתִי	sadness	0.250
unexplained	בלתי מוסברת	sadness	0.250
communism	קוֹמוּנִיזם	sadness	0.250
error	שְׁגִיאָה	sadness	0.250
anchorage	מַעֲגָן	sadness	0.250
rainyday	יום גשום	sadness	0.242
demonstrative	הַפגָנָתִי	sadness	0.242
melodrama	מֵלוֹדרָמָה	sadness	0.242
necessity	כּוֹרַח	sadness	0.236
boredom	שעמום	sadness	0.235
misty	עַרְפִילִי	sadness	0.234
warp	לְעַקֵם	sadness	0.234
trash	אַשׁפָּה	sadness	0.234
burke	בורקה	sadness	0.234
hollow	חָלוּל	sadness	0.234
void	בָּטֵל	sadness	0.234
healing	מַרפֵּא	sadness	0.234
cloudy	מְעוּנָן	sadness	0.234
blockade	הֶסגֵר	sadness	0.234
depart	לַעֲזוֹב	sadness	0.234
uninteresting	לא מעניין	sadness	0.234
cancel	לְבַטֵל	sadness	0.234
sentence	משפט	sadness	0.234
foggy	מעורפל	sadness	0.234
pale	חיוור	sadness	0.234
case	מקרה	sadness	0.228
rainy	גָשׁוּם	sadness	0.227
onerous	מַכבִּיד	sadness	0.223
bottom	תַחתִית	sadness	0.223
uninterested	לא מעוניין	sadness	0.223
fasting	תַעֲנִית	sadness	0.220
indifference	אֲדִישׁוּת	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	התמודדות	sadness	0.219
discolored	דהוי	sadness	0.219
blunder	לְפַשֵׁל	sadness	0.219
thirst	צָמָא	sadness	0.219
dole	קִצבָּה	sadness	0.219
pious	אָדוּק	sadness	0.219
cocaine	קוֹקָאִין	sadness	0.218
tough	קָשֶׁה	sadness	0.212
lower	נמוך יותר	sadness	0.203
sprain	נֶקַע	sadness	0.203
arid	צָחִיחַ	sadness	0.203
fat	שמן	sadness	0.203
revolution	מַהְפֵּכָה	sadness	0.203
chilly	קָרִיר	sadness	0.203
chargeable	ניתן לחיוב	sadness	0.203
sluggish	איטי	sadness	0.203
yucky	מגעיל	sadness	0.203
hoary	מבוהלת	sadness	0.203
wanting	רוצה	sadness	0.202
progression	הִתקַדְמוּת	sadness	0.201
closure	סגירת מעגל	sadness	0.195
unbeaten	בִּלתִי מְנוּצָח	sadness	0.193
veal	עגל	sadness	0.188
retirement	פרישה לגמלאות	sadness	0.188
oddity	מוּזָרוּת	sadness	0.188
heartfelt	מקרב לב	sadness	0.188
meh	meh	sadness	0.188
invalid	לא חוקי	sadness	0.188
tease	לְהַקְנִיט	sadness	0.188
splitting	פְּצִיחָה	sadness	0.188
interrupted	מוּפרָע	sadness	0.188
rumor	שְׁמוּעָה	sadness	0.188
cataract	קָטָרַקט	sadness	0.188
rack	דְפוּפָה	sadness	0.188
halter	לוּלָאַת תְלִיָה	sadness	0.188
cold	קַר	sadness	0.188
concerned	מודאג	sadness	0.184
sarcasm	סרקזם	sadness	0.181
strip	לְהִתְפַּשֵׁט	sadness	0.179
esteem	הַעֲרָכָה	sadness	0.172
feeling	מַרגִישׁ	sadness	0.172
overload	להעמיס יותר מדי	sadness	0.172
divided	מחולק	sadness	0.172
memories	זיכרונות	sadness	0.172
sap	לְהַתִישׁ	sadness	0.172
eschew	לְהִמָנַע	sadness	0.172
cupping	הַקָזַת דָם	sadness	0.172
destination	יַעַד	sadness	0.170
nosnow	אין שלג	sadness	0.169
limited	מוגבל	sadness	0.167
rain	גֶשֶׁם	sadness	0.163
willful	מֵזִיד	sadness	0.160
untitled	ללא כותרת	sadness	0.157
weeds	עשבים שוטים	sadness	0.156
stint	לְקַמֵץ	sadness	0.156
cross	לַחֲצוֹת	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	נְחִירָה	sadness	0.154
inconsequential	חֲסַר חֲשִׁיבוּת	sadness	0.152
procession	תַהֲלוּכָה	sadness	0.152
tax	מַס	sadness	0.142
lesbian	לסבית	sadness	0.141
emo	emo	sadness	0.141
overpriced	מחיר מופקע	sadness	0.141
tolerate	לִסְבּוֹל	sadness	0.141
mug	ספל	sadness	0.141
weight	מִשׁקָל	sadness	0.141
touchy	רָגִישׁ	sadness	0.140
kennel	מְלוּנָה	sadness	0.130
grounded	מקורקע	sadness	0.130
late	מאוחר	sadness	0.125
theocratic	תיאוקרטית	sadness	0.125
clouds	עננים	sadness	0.125
terrific	מְצוּיָן	sadness	0.125
commemorate	לְהַזכִּיר	sadness	0.125
meek	צָנוּעַ	sadness	0.125
stillness	דוּמִיָה	sadness	0.125
sisterhood	אֲחָיוּת	sadness	0.125
socialist	סוֹצִיאָלִיסט	sadness	0.125
unpaid	ללא תשלום	sadness	0.125
margin	שולים	sadness	0.125
default	בְּרִירַת מֶחדָל	sadness	0.121
lace	תַחרָה	sadness	0.118
unpublished	לא פורסם	sadness	0.116
interested	מעוניין	sadness	0.114
fortress	מִבצָר	sadness	0.110
fleece	צֶמֶר	sadness	0.109
rating	דֵרוּג	sadness	0.109
lush	סומק	sadness	0.109
harry	לְהָצִיק	sadness	0.109
priesthood	כּמוּרָה	sadness	0.109
orchestra	תִזמוֹרֶת	sadness	0.109
ultimate	סופי	sadness	0.109
sanctify	לְקַדֵשׁ	sadness	0.108
income	הַכנָסָה	sadness	0.100
sonnet	סוֹנֶטָה	sadness	0.094
winning	לנצח	sadness	0.094
quiet	שֶׁקֶט	sadness	0.094
boo	boo	sadness	0.094
vainly	לָשָׁוא	sadness	0.091
wet	רָטוֹב	sadness	0.078
hug	לְחַבֵּק	sadness	0.078
hut	צְרִיף	sadness	0.078
ovation	אוֹבָצִיָה	sadness	0.078
humble	צנוע	sadness	0.078
motivating	מוטיבציה	sadness	0.078
opera	אוֹפֵּרָה	sadness	0.078
treat	טיפול	sadness	0.076
hymn	הִמנוֹן	sadness	0.064
honest	יָשָׁר	sadness	0.062
relics	שרידים	sadness	0.061
couch	סַפָּה	sadness	0.060
waffle	וַפל	sadness	0.047
shell	צדף	sadness	0.045
musical	מוּסִיקָלִי	sadness	0.045
savor	טַעַם	sadness	0.034
vote	הַצבָּעָה	sadness	0.031
napkin	מַפִּית	sadness	0.031
sing	לָשִׁיר	sadness	0.017
music	מוּסִיקָה	sadness	0.016
mother	אִמָא	sadness	0.016
nutritious	מֵזִין	sadness	0.015
lovely	יָפֶה	sadness	0.009
art	אומנות	sadness	0.000
romance	רומנטיקה	sadness	0.000
liquor	מַשׁקֶה חָרִיף	sadness	0.000
sweetheart	אהובה	sadness	0.000
surprise	הַפתָעָה	surprise	0.930
flabbergast	פלאברבאסט	surprise	0.906
explode	לְהִתְפּוֹצֵץ	surprise	0.906
explosion	הִתְפּוֹצְצוּת	surprise	0.898
explosive	חומר נפץ	surprise	0.883
ambush	מארב	surprise	0.883
eruption	הִתפָּרְצוּת	surprise	0.883
frighten	להפחיד	surprise	0.875
startle	לְהַבהִיל	surprise	0.875
surprisingly	למרבה ההפתעה	surprise	0.875
shockingly	מזעזע	surprise	0.875
surprising	מַפתִיעַ	surprise	0.867
frightened	מבוהל	surprise	0.867
surprised	מוּפתָע	surprise	0.867
thrilling	מרגש	surprise	0.859
miracle	נֵס	surprise	0.859
outburst	הִתפָּרְצוּת	surprise	0.859
blast	פיצוץ	surprise	0.852
alarm	אזעקה	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	לְהַקְפִּיץ	surprise	0.844
thunderstruck	הֲלוּם רַעַם	surprise	0.844
shock	הֶלֶם	surprise	0.844
fright	פחד	surprise	0.836
bang	לִדפּוֹק	surprise	0.836
unexpectedly	באופן בלתי צפוי	surprise	0.836
catastrophe	קטסטרופה	surprise	0.836
dazzle	לְסַמֵא	surprise	0.836
emergency	חרום	surprise	0.828
bewilderment	מְבוּכָה	surprise	0.828
suddenly	פִּתְאוֹם	surprise	0.828
startling	מבהילה	surprise	0.828
astound	לְהַדהִים	surprise	0.820
stunned	הָמוּם	surprise	0.820
jackpot	קוּפָּה	surprise	0.812
earthquake	רעידת אדמה	surprise	0.812
disaster	אסון	surprise	0.812
astonish	לְהַדהִים	surprise	0.805
astonishment	תַדְהֵמָה	surprise	0.805
climax	רגע השיא	surprise	0.805
aghast	נדהם	surprise	0.805
scare	לְהַפחִיד	surprise	0.797
awestruck	המום	surprise	0.797
bomb	פְּצָצָה	surprise	0.789
erupt	לְהִתְפַּרֵץ	surprise	0.789
exclaim	קראה	surprise	0.789
amazement	הִשׁתָאוּת	surprise	0.781
detonate	לְפוֹצֵץ	surprise	0.773
alarming	מדאיגה	surprise	0.773
miraculous	פִּלאִי	surprise	0.773
invade	לִפְלוֹשׁ	surprise	0.773
raid	לִפְשׁוֹט	surprise	0.773
abduction	חֲטִיפָה	surprise	0.773
kidnap	לַחטוֹף	surprise	0.766
stupefy	לְטַמְטֵם	surprise	0.758
overwhelming	מַכרִיעַ	surprise	0.758
dumfound	דומפונד	surprise	0.758
unpredictable	בלתי צפוי	surprise	0.758
unimaginable	בלתי נתפס	surprise	0.750
erratic	בִּלתִי יָצִיב	surprise	0.750
accident	תְאוּנָה	surprise	0.750
outrageous	מְזַעזֵעַ	surprise	0.750
flinch	לְהֵרָתַע	surprise	0.742
blitz	בליץ	surprise	0.742
petrify	מאובן	surprise	0.742
slaughter	לִשְׁחוֹט	surprise	0.742
horror	חֲרָדָה	surprise	0.742
amaze	לְהַדהִים	surprise	0.742
bewilder	לִהַבִיך	surprise	0.742
wreck	לַהֲרוֹס	surprise	0.742
stupefaction	תַדְהֵמָה	surprise	0.734
excitement	התרגשות	surprise	0.734
frenetic	יוֹצֵא מִכֵּלָיו	surprise	0.734
frantic	נִרעָשׁ	surprise	0.734
crash	לְהִתְרַסֵק	surprise	0.734
sudden	פִּתְאוֹמִי	surprise	0.727
riotous	פָּרוּעַ	surprise	0.727
vanished	נעלם	surprise	0.727
moonstruck	סַהֲרוּרִי	surprise	0.727
outcry	זְעָקָה	surprise	0.727
bewildered	נָבוֹך	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	חַבָּלָה	surprise	0.719
shriek	לִצְרוֹחַ	surprise	0.719
breathless	חסר נשימה	surprise	0.719
scream	לִצְרוֹחַ	surprise	0.719
manslaughter	הריגה	surprise	0.719
rupture	קֶרַע	surprise	0.719
unanticipated	לא צפוי	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	בלתי נשלט	surprise	0.711
unexpected	בלתי צפוי	surprise	0.711
electrify	לְחַשׁמֵל	surprise	0.711
stun	לְזַעזֵעַ	surprise	0.711
shot	בְּעִיטָה	surprise	0.711
avalanche	מַפּוֹלֶת שְׁלָגִים	surprise	0.711
gasp	לְהִתְנַשֵׁף	surprise	0.711
unforeseen	לא צפוי	surprise	0.703
slam	לִטרוֹק	surprise	0.703
surge	לְהִתְנַחְשֵׁל	surprise	0.703
intruder	פּוֹלֵשׁ	surprise	0.703
abrupt	פִּתְאוֹמִי	surprise	0.703
suspense	מֶתַח	surprise	0.703
devastation	חוּרבָּן	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	תנודתיות	surprise	0.695
excite	לְרַגֵשׁ	surprise	0.695
unprecedented	חֲסַר תַקְדִים	surprise	0.695
stab	לִדקוֹר	surprise	0.695
urgent	דחוף	surprise	0.695
yell	לִצְעוֹק	surprise	0.695
strike	לְהַכּוֹת	surprise	0.695
disturbance	הפרעה	surprise	0.688
carnage	טֶבַח	surprise	0.688
spectacular	מַרהִיב	surprise	0.688
incredible	מדהים	surprise	0.688
recklessness	פזיזות	surprise	0.680
slap	סְטִירָה	surprise	0.680
monstrous	מִפלַצתִי	surprise	0.680
clamor	צְעָקָה	surprise	0.680
thrill	רֶטֶט	surprise	0.680
accidentally	בטעות	surprise	0.672
accidental	מִקרִי	surprise	0.672
striking	מהמם	surprise	0.672
captivate	לָצוּד	surprise	0.672
exhilaration	שִׂמְחָה	surprise	0.672
terrorist	מְחַבֵּל	surprise	0.672
inexplicable	שֶׁאֵין לְהַסבִּירוֹ	surprise	0.672
exciting	מְרַגֵשׁ	surprise	0.672
topple	לְהַפִּיל	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	הַר גַעַשׁ	surprise	0.664
revolution	מַהְפֵּכָה	surprise	0.664
freakish	משונה	surprise	0.664
incendiary	מַבעִיר	surprise	0.656
revolt	מֶרֶד	surprise	0.656
sneak	לְהִתְגַנֵב	surprise	0.656
unspeakable	לא ייאמן	surprise	0.656
bloodshed	שפיכות דמים	surprise	0.656
cyclone	צִיקלוֹן	surprise	0.648
violent	אַלִים	surprise	0.648
disruption	הפרעה	surprise	0.648
spellbound	מְכוּשָׁף	surprise	0.648
unsuspecting	לא חושד	surprise	0.648
mutiny	מֶרֶד	surprise	0.648
attacking	לתקוף	surprise	0.648
unintended	לא מכוון	surprise	0.648
amazingly	מדהים	surprise	0.648
epidemic	מַגֵפָה	surprise	0.648
shout	צעקה	surprise	0.641
screech	לִצווֹחַ	surprise	0.641
wildfire	אש בשדה קוצים	surprise	0.641
indescribable	לֹא יְתוּאָר	surprise	0.641
enthusiasm	הִתלַהֲבוּת	surprise	0.641
excitation	עִירוּר	surprise	0.641
tumult	הֲמוּלָה	surprise	0.641
improvisation	אִלתוּר	surprise	0.641
anomaly	אֲנוֹמַלִיָה	surprise	0.633
apparition	הוֹפָעָה	surprise	0.633
treachery	בּוֹגדָנוּת	surprise	0.633
presto	פרסטו	surprise	0.633
gape	לִבהוֹת	surprise	0.633
agape	פָּעוּר פֶּה	surprise	0.633
uncertain	לֹא בָּטוּחַ	surprise	0.633
plunder	בְּזִיזָה	surprise	0.633
tempest	סְעָרָה	surprise	0.625
trick	טריק	surprise	0.625
slaughtering	שחיטה	surprise	0.625
wonderment	פְּלִיאָה	surprise	0.625
excited	נִרגָשׁ	surprise	0.625
sorcery	כישוף	surprise	0.625
murderous	רַצחָנִי	surprise	0.625
urgency	דְחִיפוּת	surprise	0.625
distress	מְצוּקָה	surprise	0.625
mystery	מִסתוֹרִין	surprise	0.625
trickery	רַמָאוּת	surprise	0.617
intense	אִינטֶנסִיבִי	surprise	0.617
vanish	לְהֵעָלֵם	surprise	0.617
murder	רֶצַח	surprise	0.617
quickness	זְרִיזוּת	surprise	0.617
intrusive	פולשני	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	מעשה קונדס	surprise	0.617
blindfold	כיסוי עיניים	surprise	0.609
coup	צַעַד מַפתִיעַ	surprise	0.609
splash	סֶנסַצִיָה	surprise	0.609
thief	גַנָב	surprise	0.609
magical	קִסמִי	surprise	0.609
unstable	לֹא יַצִיב	surprise	0.609
shatter	לְנַפֵּץ	surprise	0.609
strangle	לַחֲנוֹק	surprise	0.609
defy	לְהַתְרִיס	surprise	0.602
deluge	מַבּוּל	surprise	0.602
inconceivable	בלתי נתפס	surprise	0.602
jubilee	יוֹבֵל	surprise	0.602
stupor	קֵהוּת	surprise	0.602
tackle	לְהִתְמוֹדֵד	surprise	0.602
assail	לִתְקוֹף	surprise	0.602
betray	לבגוד	surprise	0.602
monstrosity	מִפלֶצֶת	surprise	0.594
alerts	התראות	surprise	0.594
lightning	בָּרָק	surprise	0.594
mishap	תַקָלָה	surprise	0.594
shrill	צַרחָנִי	surprise	0.594
stupendous	כַּבִּיר	surprise	0.594
