word	Amharic-am	emotion	emotion-intensity-score
expert	ባለሙያ	trust	0.664
proficient	ብልህ	trust	0.664
specialist	ስፔሻሊስት	trust	0.664
ambassador	አምባሳደር	trust	0.664
accept	ተቀበል	trust	0.664
attestation	ማረጋገጫ	trust	0.664
supporting	ድጋፍ	trust	0.664
reliance	መተማመን	trust	0.664
authority	ሥልጣን	trust	0.664
accountability	ተጠያቂነት	trust	0.664
guidebook	መመሪያ ደብተር	trust	0.664
fulfillment	መሟላት	trust	0.664
strengthening	ማበረታታት	trust	0.661
familiar	የሚታወቅ	trust	0.656
facts	እውነታው	trust	0.656
achieve	ማግኘት	trust	0.656
warranty	ዋስትና	trust	0.656
structure	መዋቅር	trust	0.656
steadfast	ጽኑ	trust	0.656
favorable	ምቹ	trust	0.656
counsel	ምክር	trust	0.656
relationship	ግንኙነት	trust	0.656
scientific	ሳይንሳዊ	trust	0.656
gentleman	ትሁት ሰው	trust	0.656
strength	ጥንካሬ	trust	0.656
elder	ሽማግሌ	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	ቅድስና	trust	0.656
excellent	በጣም ጥሩ	trust	0.656
proficiency	ችሎታ	trust	0.656
constancy	ቋሚነት	trust	0.656
defended	ተከላካይ	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	እምነት ይጣልበታል	trust	0.648
heroism	ጀግንነት	trust	0.648
peaceful	ሰላማዊ	trust	0.648
competency	ችሎታ	trust	0.648
assuredly	በእርግጠኝነት	trust	0.648
brother	ወንድም	trust	0.648
counselor	አማካሪ	trust	0.648
successful	ተሳክቷል	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	መከላከያ	trust	0.648
saint	ቅዱስ	trust	0.648
harmony	ተስማሚ	trust	0.648
matrimony	ጋብቻ	trust	0.648
noble	ክቡር	trust	0.648
inspiration	ተመስጦ	trust	0.648
academic	አካዴሚ	trust	0.648
assist	እገዛ	trust	0.648
agreed	ተስማምተዋል	trust	0.648
uphold	ድጋፍ	trust	0.648
comrade	ጓደኛ	trust	0.648
lovable	የሚወደድ	trust	0.648
advisable	ጥሩ ነው	trust	0.648
solidarity	ትብብር	trust	0.648
worthy	ብቁ	trust	0.643
durability	ቆንጆነት	trust	0.641
coexist	ተባባሪ	trust	0.641
assure	እርግጠኛ ይሁኑ	trust	0.641
establish	መመስረት	trust	0.641
benefactor	ቸር	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	መሪ	trust	0.641
loving	አፍቃሪ	trust	0.641
teacher	መምህር	trust	0.641
judiciary	የፍትህ ስርዓት	trust	0.641
conscientious	ታዛቢ	trust	0.641
confidence	በራስ መተማመን	trust	0.641
lawful	ሕጋዊ	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	የተሾመ	trust	0.641
champion	ሻምፒዮን	trust	0.641
unity	አንድነት	trust	0.641
legal	ሕጋዊ	trust	0.641
kind	ደግ	trust	0.641
credence	ማመን	trust	0.641
real	እውን	trust	0.641
doctor	ሐኪም	trust	0.641
intimate	የቅርብ ወዳጃዊ	trust	0.634
hopeful	ተስፋ	trust	0.633
fortitude	ጥንካሬ	trust	0.633
physician	ሐኪም	trust	0.633
brotherly	ወንድማዊነት	trust	0.633
aspiration	ምኞት	trust	0.633
convincing	አሳማኝ	trust	0.633
sanctification	ቅድስና	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	አክብሮት	trust	0.633
courageous	ደፋር	trust	0.633
soundness	ጤናማነት	trust	0.633
legitimacy	ህጋዊነት	trust	0.633
endorse	ያጸድቃል	trust	0.633
fidelity	ታማኝነት	trust	0.633
bless	በረከት	trust	0.633
judicial	ዳኛ	trust	0.633
important	አስፈላጊ	trust	0.633
saintly	ቅዱስ	trust	0.633
conscience	ሕሊና	trust	0.633
therapeutic	ቴራፒዩቲክ	trust	0.633
authorize	ፈቀዳ	trust	0.633
devotional	ሃይማኖታዊነት	trust	0.633
practiced	ተለማምዷል	trust	0.633
backbone	ጀርባ አጥንት	trust	0.633
approved	ጸድቋል	trust	0.633
evident	በግልጽ የሚታይ	trust	0.625
encourage	ማበረታታት	trust	0.625
caretaker	ተንከባካቢ	trust	0.625
regard	ግምት	trust	0.625
angel	መልአክ	trust	0.625
engaged	ተሳታፊ	trust	0.625
blessing	በረከት	trust	0.625
professorship	ፕሮፌሰር	trust	0.625
majestic	ግርማ ሞገስ ያለው	trust	0.625
communication	ግንኙነት	trust	0.625
purify	ነጹ	trust	0.625
authorization	ፈቀዳ	trust	0.625
wonderful	ግሩም	trust	0.625
achievement	ስኬት	trust	0.625
fireman	የእሳት አደጋ ሰራተኛ	trust	0.625
certify	አረጋግጠው	trust	0.625
civilized	በሠለጠነ	trust	0.625
profound	ጥልቅ	trust	0.625
accurate	ትክክለኛ	trust	0.625
assured	የተረጋገጠ	trust	0.625
positivity	አዎንታዊነት	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	ጥሩ	trust	0.617
absolution	ነፃነት	trust	0.617
commend	አመሰግናለሁ	trust	0.617
cherish	ተወዳጅ	trust	0.617
fundamental	መሠረታዊ	trust	0.617
advice	ምክር	trust	0.617
objective	ዓላማዊ	trust	0.617
optimism	ብሩህ ተስፋ	trust	0.617
testament	ምስክር	trust	0.617
qualities	ባሕርያት	trust	0.617
haven	የመጦሪያ ቦታ	trust	0.617
heroine	ጀግና	trust	0.617
constantly	ዘወትር	trust	0.617
appreciation	ምስጋና	trust	0.617
triumphant	ድል ​​አድራጊ	trust	0.617
accord	ስምምነት	trust	0.617
reassure	አረጋጋ	trust	0.617
truce	ድንበር	trust	0.617
thoughtful	ጥንቁቅ	trust	0.617
teach	ማስተማር	trust	0.617
god	አምላክ	trust	0.617
corroborate	ተጠይቋል	trust	0.617
believer	አማኝ	trust	0.617
unimpeachable	የማይታለሉ	trust	0.617
surety	ዋስትና	trust	0.617
attentive	ተጠንቀቅ	trust	0.617
gospel	ወንጌል	trust	0.617
bedrock	የመሠረት ድንጋይ	trust	0.617
approvement	ማፅደቅ	trust	0.617
planning	እቅድ	trust	0.617
rational	ምክንያታዊ	trust	0.617
passionate	ሞቅ ያለ	trust	0.617
happy	ደስተኛ	trust	0.609
babysitter	ሞግዚት	trust	0.609
brilliant	ድንቅ	trust	0.609
praise	ምስጋና	trust	0.609
definitive	የመጨረሻው	trust	0.609
considerate	አሳቢ	trust	0.609
patron	ጠበቃ	trust	0.609
scripture	መጽሐፍ ቅዱስ	trust	0.609
heal	ፈውሱ	trust	0.609
praiseworthy	ሊመሰገኑ ይገባቸዋል	trust	0.609
steward	መጋቢ	trust	0.609
awareness	ግንዛቤ	trust	0.609
officer	ፖሊስ	trust	0.609
purification	መንጻት	trust	0.609
excel	ብልጫ	trust	0.609
civilization	ሥልጣኔ	trust	0.609
liking	መውደድ	trust	0.609
comfort	ማጽናኛ	trust	0.609
magnificence	ድንቅነት	trust	0.609
notary	ማስታወሻ	trust	0.609
progression	እድገት	trust	0.609
mediator	መካከለኛ	trust	0.609
blessings	በረከቶች	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ምከር	trust	0.609
brave	ደፋር	trust	0.602
experienced	ልምድ ነበራቸው	trust	0.602
steady	ቋሚ	trust	0.602
enlightenment	መገለጥ	trust	0.602
brighten	ብሩህ	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	ተፈጸመ	trust	0.602
witness	ምስክር	trust	0.602
humility	ትሕትና	trust	0.602
sympathetic	ርህሩህ	trust	0.602
helpful	አጋዥ ነው	trust	0.602
symmetry	ሚዛናዊነት	trust	0.602
unquestionable	የማይታሰብ	trust	0.602
peace	ሰላም	trust	0.602
transcendence	ድንቁርናን	trust	0.602
serenity	መረጋጋት	trust	0.602
embrace	እቅፍ	trust	0.602
inspired	ተመስጧዊ	trust	0.602
mainstay	ዋና	trust	0.602
unconditional	ያለሁኔታዊ	trust	0.602
guarded	ተጠባባቂ	trust	0.602
identify	ለይ	trust	0.602
marry	ጋብቻ	trust	0.594
grant	ስጦታ	trust	0.594
depend	ጥገኛ ነው	trust	0.594
complimentary	ፍሬያማ	trust	0.594
spouse	ባለቤት	trust	0.594
tranquility	መረጋጋት	trust	0.594
vigilant	ንቁ	trust	0.594
ministry	አገልግሎት	trust	0.594
fairly	በፍትሃዊነት	trust	0.594
philanthropic	በጎ አድራጎት	trust	0.594
openly	በግልጽ	trust	0.594
generous	ለጋስ	trust	0.594
strengthen	ብርታት	trust	0.594
gratitude	ምስጋና	trust	0.594
befriend	ጓደኛ	trust	0.594
substantiate	መረጋገጡ	trust	0.594
praised	የተመሰገኑ	trust	0.594
admiral	መሐመድ	trust	0.594
regent	አገረ ገዢ	trust	0.594
sage	ጠቢብ	trust	0.594
assessment	ግምገማ	trust	0.594
enlighten	ብርሃን ሁን	trust	0.594
eminence	ትልቅነት	trust	0.594
commendation	ማመስገን	trust	0.594
efficient	ውጤታማ	trust	0.594
nurse	ነርስ	trust	0.594
visionary	ባለራዕይ	trust	0.594
generosity	ልግስና	trust	0.594
vigilance	ጥንቃቄ	trust	0.594
endowment	ስጦታ	trust	0.594
council	ምክር ቤት	trust	0.594
sweetheart	ውዴም	trust	0.589
attest	ምስክርነት	trust	0.586
prestige	ክብር	trust	0.586
serene	የተረጋጋ	trust	0.586
unfailing	የማይታመን	trust	0.586
testimony	ምስክርነት	trust	0.586
checklist	የማረጋገጫ ዝርዝር	trust	0.586
inheritance	ውርስ	trust	0.586
monk	መነኩሴ	trust	0.586
godly	አምላካዊ	trust	0.586
compliance	ሕግ ማክበር	trust	0.586
rooted	ስር የሰደደ	trust	0.586
constitutional	ሕገመንግስታዊ	trust	0.586
conservation	ጥበቃ	trust	0.586
bylaw	ሕገ-ደንብ	trust	0.586
helper	ረዳት	trust	0.586
joyful	ደስተኛ	trust	0.586
collectively	በአጠቃላይ	trust	0.586
meritorious	ዋጋ ያለው	trust	0.586
acclaim	ማድነቅ	trust	0.586
diplomacy	ዲፕሎማሲ	trust	0.586
educational	ትምህርታዊ	trust	0.586
husbandry	እርባታ	trust	0.586
share	ማጋራት	trust	0.586
enjoying	እየተደሰቱ	trust	0.586
firmness	ጥብቅነት	trust	0.586
convince	አሳመነ	trust	0.586
designation	ስም መስጠት	trust	0.586
tribe	ጎሳ	trust	0.586
victory	ድል	trust	0.586
magnificent	ድንቅ	trust	0.586
lovely	ቆንጆ	trust	0.586
seniority	የሥራ ዘመን	trust	0.586
angelic	መላዕክት	trust	0.586
ambition	ትልቅ ምኞት	trust	0.586
father	አባት	trust	0.586
mate	ጓደኛ	trust	0.586
sobriety	ጸጉር	trust	0.586
revere	አክብሩ	trust	0.586
delegate	ውክልና	trust	0.586
navigator	መራጫ	trust	0.578
watchdog	ጠባቂ	trust	0.578
obey	ታዘዙ	trust	0.578
cheerfulness	ደስታ	trust	0.578
inviting	መጋበዝ	trust	0.578
judge	ዳኛ	trust	0.578
irrefutable	የማይታለፉ	trust	0.578
philanthropist	በጎ አድራጊው	trust	0.578
careful	በተጠንቀቅ	trust	0.578
communion	ኅብረት	trust	0.578
coexisting	አብሮ መኖር	trust	0.578
impartiality	የማያዳላ	trust	0.578
unquestioned	ያልተጠየቀ	trust	0.578
upright	ቀጥ ያለ	trust	0.578
authoritative	ባለሥልጣን	trust	0.578
structural	መዋቅራዊ	trust	0.578
convinced	አሳመነ	trust	0.578
smile	ፈገግታ	trust	0.578
commandant	አዛዥ	trust	0.578
dutiful	የተከበረ	trust	0.578
shelter	መጠለያ	trust	0.578
revival	መነቃቃት	trust	0.578
professor	ፕሮፌሰር	trust	0.578
adore	አጥብቆ ይወዳል	trust	0.578
legalized	ሕጋዊነት	trust	0.578
punctual	በትክክለኛ ጊዜ	trust	0.570
counsellor	አማካሪ	trust	0.570
complement	ማሟያ	trust	0.570
corroboration	ኮንትሮባ	trust	0.570
immaculate	ንጹህ	trust	0.570
relative	ዘመድ	trust	0.570
apostle	ሐዋርያ	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	ተገናኝ	trust	0.570
insure	ዋስትና	trust	0.570
plausible	ምክንያታዊ	trust	0.570
consult	ማማከር	trust	0.570
modest	መጠነኛ	trust	0.570
measured	ተለካ	trust	0.570
pilot	አብራሪ	trust	0.570
collaborator	ተባባሪ	trust	0.570
advise	ምክር ይስጡ	trust	0.570
cuddle	ኮድል	trust	0.570
ordinance	ትእዛዝ	trust	0.570
compass	ኮምፓስ	trust	0.570
guide	መመሪያ	trust	0.570
everlasting	ዘለአለማዊ	trust	0.570
adhering	ተከታትሏል	trust	0.570
determinate	ይወሰናል	trust	0.570
heavenly	ሰማያዊ	trust	0.570
principal	ርዕሰ መምህር	trust	0.570
abundance	ብልጽግና	trust	0.570
matron	ግርድፍ	trust	0.570
unequivocal	ያለፈበት	trust	0.570
volunteers	በጎ ፈቃደኞች	trust	0.570
pedigree	ዘር	trust	0.570
unquestionably	ያለጥርጥር	trust	0.570
pertinent	አስፈላጊነት	trust	0.562
devout	ታማኝ	trust	0.562
curable	ሊታከም ይችላል	trust	0.562
insight	ማስተዋል	trust	0.562
congregation	ጉባኤ	trust	0.562
admit	እቀበላለሁ	trust	0.562
pleasant	ደስ ይላል	trust	0.562
vigorous	ብርቱ	trust	0.562
fort	ምሽግ	trust	0.562
remarkable	አስደናቂ	trust	0.562
content	ይዘት	trust	0.562
spotless	እንከን የለሽ	trust	0.562
uplift	መነሳት	trust	0.562
compensate	ካሳ መክፈል	trust	0.562
lovemaking	ፍቅርን መስራት	trust	0.562
jury	ዳኞች	trust	0.562
jurist	የሕግ ባለሙያ	trust	0.562
soothing	መረጋጋት	trust	0.562
ordination	ሹመት	trust	0.562
cohesion	ጥምረት	trust	0.562
frankness	ግልጽነት	trust	0.562
strong	ጠንካራ	trust	0.562
miracle	ተአምር	trust	0.562
concordance	ኮንኮርዳንስ	trust	0.562
applaud	እኩራት	trust	0.562
prize	ሽልማት	trust	0.562
apostolic	ሐዋርያት	trust	0.562
succeeding	በተሳካ ሁኔታ	trust	0.562
vitality	ጥንካሬ	trust	0.562
treasurer	ገንዘብ ያዥ	trust	0.562
save	አስቀምጥ	trust	0.562
earn	ገቢ	trust	0.562
midwife	አዋላጅ	trust	0.555
discretion	ግምት	trust	0.555
worship	አምልኮ	trust	0.555
constant	ቋሚ	trust	0.555
foresight	አርቆ ማስተዋል	trust	0.555
vote	ድምጽ መስጠት	trust	0.555
cultivate	ማልማት	trust	0.555
impartial	የማያዳላ	trust	0.555
illumination	ማብራት	trust	0.555
ambulance	አምቡላንስ	trust	0.555
privacy	ግላዊነት	trust	0.555
succeed	ተሳክቷል	trust	0.555
providing	በማቅረብ ላይ	trust	0.555
veteran	የቀድሞ ወታደር	trust	0.555
patience	ትዕግስት	trust	0.555
prophet	ነቢይ	trust	0.555
coach	አስተማሪ	trust	0.555
intuition	ልቦለድ	trust	0.555
reconciliation	እርቅ	trust	0.555
defender	ተከላካይ	trust	0.555
coalesce	ተባበር	trust	0.555
mediate	መካከለኛ	trust	0.555
precedence	ቅድሚያ	trust	0.555
congruence	ግትርነት	trust	0.555
buddy	ጓደኛ	trust	0.555
reunion	እንደገና መገናኘት	trust	0.555
restorative	መመለሻ	trust	0.555
destined	የተቀደሰ	trust	0.555
physicist	የፊዚክስ ባለሙያ	trust	0.555
influential	ተፅዕኖ ፈጣሪ	trust	0.555
exalt	ከፍ ከፍ አለ	trust	0.555
greatness	ታላቅነት	trust	0.555
inclusion	ማካተት	trust	0.555
auditor	ኦዲተር	trust	0.555
meditate	ማሰላሰል	trust	0.555
betrothed	ያገባ	trust	0.555
proud	ኩራት	trust	0.547
provide	ማቅረብ	trust	0.547
conciliation	መፍትሄ	trust	0.547
ancestral	አባታዊ	trust	0.547
liberty	ነፃነት	trust	0.547
durable	ቆንጆ	trust	0.547
impenetrable	የማይታገለው	trust	0.547
prudent	ብልህ	trust	0.547
invocation	የመጠየቅ	trust	0.547
engaging	መሳተፍ	trust	0.547
statement	መግለጫ	trust	0.547
rejoice	ደስ ይበላችሁ	trust	0.547
cheer	በደስታ	trust	0.547
eyewitness	የዓይን ምስክር	trust	0.547
prevalent	ተንሰራፍቷል	trust	0.547
securities	ምስክሮች	trust	0.547
friendly	ወዳጃዊ	trust	0.547
salvation	ደህንነት	trust	0.547
independence	ነጻነት	trust	0.547
govern	መስተዳድር	trust	0.547
forgive	ይቅር በል	trust	0.547
commanding	ትዕዛዝ	trust	0.547
convent	ገዳም	trust	0.547
reinforcement	ማጠናከሪያ	trust	0.547
law	ሕግ	trust	0.547
registry	መዝገብ	trust	0.547
temperate	ትኩስ	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	ዝግጁነት	trust	0.547
heritage	ቅርስ	trust	0.547
chronicle	ዘፋኝ	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ስብስብ	trust	0.539
institute	ተቋም	trust	0.539
applause	ጭብጨባ	trust	0.539
architecture	ሥነ ሕንፃ	trust	0.539
obvious	ግልጽ	trust	0.539
recovery	ማገገም	trust	0.539
inimitable	የማይቻል	trust	0.539
relevant	ተገቢ	trust	0.539
responsive	ምላሽ ሰጪ	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	መመሪያዎች	trust	0.539
define	ይግለጹ	trust	0.539
delightful	አስደሳች	trust	0.539
antidote	መድኃኒት	trust	0.539
admitting	መከበር	trust	0.539
psalms	መዝሙረ ዳዊት	trust	0.539
stamina	ብርታ	trust	0.539
majority	ብዙ	trust	0.539
inoculation	ኢንኮል	trust	0.539
perfect	ፍጹም	trust	0.539
obedience	መታዘዝ	trust	0.539
memorable	የማይረሳ	trust	0.539
chastity	ንጽሕና	trust	0.539
proctor	ፕሮፊክት	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	የዘወትር	trust	0.539
forefathers	ቅድመ አያቶች	trust	0.539
immovable	የማይንቀሳቀስ	trust	0.539
eager	ጉጉት	trust	0.539
aspiring	ምኞት	trust	0.539
obliging	ግዴታ	trust	0.539
reinforcements	ማጠናከሪያዎች	trust	0.539
tantamount	እውነቱን ለመግለጽ	trust	0.539
exalted	ከፍ ከፍ አለ	trust	0.539
hospital	ሆስፒታል	trust	0.531
retirement	ጡረታ	trust	0.531
strive	ጥረት አድርግ	trust	0.531
edification	ማነጽ	trust	0.531
candid	ግልጽ	trust	0.531
deed	ሥራ	trust	0.531
school	ትምህርት ቤት	trust	0.531
cradle	መፀዳጃ ቤት	trust	0.531
transcript	ትራንስክሪፕት	trust	0.531
accompaniment	አጃቢ	trust	0.531
doubtless	ያለጥርጥር	trust	0.531
rescue	ማዳን	trust	0.531
seal	ማኅተም	trust	0.531
expedient	ጠቃሚ	trust	0.531
ballot	ድምፅ መስጫ	trust	0.531
deliverance	ነፃነት	trust	0.531
heavens	ሰማያት	trust	0.531
fraternal	የወንድማማች	trust	0.531
dependent	ጥገኛ	trust	0.531
answerable	ተጠያቂ ነው	trust	0.531
center	ማዕከላዊ	trust	0.531
analyst	ተንታኝ	trust	0.531
firstborn	በኩር	trust	0.531
bloom	እብጠት	trust	0.531
inseparable	የማይነጣጠሉ	trust	0.531
bride	ሙሽራ	trust	0.531
evergreen	አረንጓዴ	trust	0.531
princely	በዋነኝነት	trust	0.531
immunization	ክትባት	trust	0.531
refuge	መጠጊያ	trust	0.531
verily	በእርግጥ	trust	0.531
omniscient	ሁሉን አዋቂ	trust	0.531
terms	ውሎች	trust	0.531
sponsor	ስፖንሰር	trust	0.531
approbation	ማፅደቅ	trust	0.527
correctness	ትክክልነት	trust	0.523
elevation	ከፍታ	trust	0.523
neighbor	ጎረቤት	trust	0.523
unbroken	ያልተሰበረ	trust	0.523
countenance	ፊት	trust	0.523
hug	እቅፍ	trust	0.523
nobility	መኳንንት	trust	0.523
paragon	ገላጭ	trust	0.523
coronation	መኮንን	trust	0.523
celebration	በዓላት	trust	0.523
graduation	ምረቃ	trust	0.523
commonwealth	የጋራ ሃብት	trust	0.523
dictionary	መዝገበ-ቃላት	trust	0.523
powerful	ኃይለኛ	trust	0.523
notable	የሚታወቅ	trust	0.523
account	መለያ	trust	0.523
winning	አሸናፊ	trust	0.523
honeymoon	የጫጉላ ሽርሽር	trust	0.523
improvement	መሻሻል	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	ቄስ	trust	0.523
ratify	አረጋግጧል	trust	0.523
connoisseur	ጓደኛ	trust	0.523
award	ሽልማት	trust	0.523
taught	አስተማረ	trust	0.523
adoration	አምልኮ	trust	0.523
salutary	ሰላምተኛ	trust	0.523
captivate	ማራኪ	trust	0.523
liberate	ነጻ አውጣ	trust	0.523
unimpeached	ያልታለመ	trust	0.523
laureate	ሽልማት	trust	0.523
benedictory	እምቢተኛ	trust	0.523
feeling	ስሜት	trust	0.518
freely	ነፃ	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	አሜን	trust	0.516
reverie	አዝናኝ	trust	0.516
organization	ድርጅት	trust	0.516
framework	ማዕቀፍ	trust	0.516
sentinel	ዲያቲል	trust	0.516
advent	የመጣ	trust	0.516
inform	መረጃ መስጠት	trust	0.516
committee	ኮሚቴ	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	አእምሮአይ	trust	0.516
obstetrician	የሆድ ባለሙያ	trust	0.516
enchanted	የተማረከ	trust	0.516
formative	ፎርሙላሪ	trust	0.516
tribunal	ፍርድ ቤት	trust	0.516
association	መሰብሰብ	trust	0.516
remedy	መፍትሔ	trust	0.516
credit	ብድር	trust	0.516
nobleman	መኳንንት	trust	0.516
predominant	ጎልቶ የሚታይ	trust	0.516
measure	መለካት	trust	0.516
perpetuity	ዘላቂነት	trust	0.516
fully	ሙሉ	trust	0.516
deserve	የሚገባቸው	trust	0.516
tender	ሩቅ	trust	0.516
pray	ጸልዩ	trust	0.516
confession	መናዘዝ	trust	0.516
management	አስተዳደር	trust	0.516
volunteer	በፈቃደኝነት	trust	0.509
instruct	ማስተማር	trust	0.508
virgin	ድንግል	trust	0.508
constable	ወታደር	trust	0.508
reward	ሽልማት	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	ቄስ	trust	0.508
policy	መመሪያ	trust	0.508
confessional	እምነት	trust	0.508
savor	ጣፋጭ	trust	0.508
custodian	ጠባቂ	trust	0.508
vouch	ቫካ	trust	0.508
tolerance	መቻቻል	trust	0.508
unsurpassed	ያልተገደበ	trust	0.508
venerable	የሚከበር	trust	0.508
forgiving	ይቅር ማለት	trust	0.508
intact	ያልተጠበቀ	trust	0.508
diversity	ልዩነት	trust	0.508
accolade	ሞገስ	trust	0.508
philosopher	ፈላስፋ	trust	0.508
lieutenant	መቶ አለቃ	trust	0.508
shepherd	እረኛ	trust	0.508
courtship	የፍቅር ግንኙነት	trust	0.508
sovereign	ሉዓላዊ	trust	0.508
medical	ሕክምና	trust	0.508
housewife	የቤት እመቤት	trust	0.508
automatic	አውቶማቲክ	trust	0.508
patronage	ድጎማ	trust	0.508
enable	አንቃ	trust	0.508
admissible	ተቀባይነት ያለው	trust	0.508
beautification	ውበት	trust	0.508
synchronize	ማመሳሰል	trust	0.500
info	መረጃ	trust	0.500
pontiff	ፒያፍ	trust	0.500
retain	ያቆየ	trust	0.500
warden	ጠባቂ	trust	0.500
majesty	ግርማ ሞገስ	trust	0.500
infallibility	እንከን-የሇሽነት	trust	0.500
guru	ጉራ	trust	0.500
apologetic	ይቅርታ	trust	0.500
darling	ድንግል	trust	0.500
doctrine	ዶክትሪን	trust	0.500
related	ተዛማጅ	trust	0.500
treasure	ሀብት	trust	0.500
infinity	ያለበቂ ምክንያት	trust	0.500
romantic	የፍቅር	trust	0.500
optimist	ብሩህ ተስፋ	trust	0.500
timing	ሰዓት	trust	0.500
undying	የማይታየው	trust	0.500
personal	የግል	trust	0.500
gateway	መግቢያ	trust	0.500
instruction	መመሪያ	trust	0.500
backer	ድጋፍ ሰጪ	trust	0.500
watchful	ንቁ	trust	0.500
badge	ባጅ	trust	0.500
birth	ልደት	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	ጥንቁቅ	trust	0.500
indelible	የማይንቀሳቀስ	trust	0.500
superman	ታላቅ ሰው	trust	0.500
guard	ጠባቂ	trust	0.500
vindication	ማረጋገጥ	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	በሕይወት ያለ	trust	0.500
constitute	መስራት	trust	0.492
jubilant	ጉልበት	trust	0.492
endow	ስጦታ	trust	0.492
improve	አሻሽል	trust	0.492
contributor	አስተዋጽኦ አበርካች	trust	0.492
formality	ፎርማት	trust	0.492
salute	ሰላምታ	trust	0.492
inevitable	የማይቀር ነው	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	አሻሻይ	trust	0.492
grow	አሳድግ	trust	0.492
fellow	ጓደኛ	trust	0.492
popularity	ታዋቂነት	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	ቃል አቀባይ	trust	0.492
synonymous	ተመሳሳይ ቃል	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	ቤተ ክርስቲያን	trust	0.492
hardy	ጠንካራ	trust	0.492
privy	እምቢተኛ	trust	0.492
psalm	መዝሙር	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	መስህብ	trust	0.492
grandchildren	የልጅ ልጆች	trust	0.492
elegance	ውበት	trust	0.492
laudatory	ድብደባ	trust	0.492
sheriff	ፖሊስ	trust	0.492
radiance	ብርሀን	trust	0.492
harbor	ወደብ	trust	0.492
aspire	አስፈሪ	trust	0.492
musical	ሙዚቃዊ	trust	0.492
chairman	ሊቀመንበር	trust	0.492
moderator	አወያይ	trust	0.492
laudation	ማራኪ	trust	0.484
clean	ንጹህ	trust	0.484
arbiter	አርቢተር	trust	0.484
crowning	መከበር	trust	0.484
depth	ጥልቀት	trust	0.484
forecast	ትንበያ	trust	0.484
colonel	ኮሎኔል	trust	0.484
hire	ቅጥር	trust	0.484
found	ተገኝቷል	trust	0.484
armor	የጦር መሣሪያ	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	የሚወደድ	trust	0.484
voucher	ቫውቸር	trust	0.484
affection	ፍቅር	trust	0.484
path	ዱካ	trust	0.484
referee	ዳኛ	trust	0.484
police	ፖሊስ	trust	0.484
countryman	የአገር አሳዳሪ	trust	0.484
romance	የፍቅር	trust	0.484
diagnosis	ምርመራ	trust	0.484
concord	አዛኝ	trust	0.484
enjoy	ይደሰቱ	trust	0.484
ranger	ተቆጣጣሪ	trust	0.484
confess	መናዘዝ	trust	0.484
income	ገቢ	trust	0.484
assembly	ስብሰባ	trust	0.484
sweet	ጣፋጭ	trust	0.484
like	እንደ	trust	0.484
apologize	ይቅርታ	trust	0.477
sermon	ስብከት	trust	0.477
pastor	መጋቢ	trust	0.477
matter	ቁስ አካል	trust	0.477
glory	ክብር	trust	0.477
lamb	ጠቦት	trust	0.477
lover	ወዳጆች	trust	0.477
putative	አስቀያሚ	trust	0.477
expect	ይጠበቃል	trust	0.477
purely	ሙሉ በሙሉ	trust	0.477
follow	ተከተል	trust	0.477
parliament	ፓርላማ	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	መዋዕለ ሕፃናት	trust	0.477
episcopal	ኤጲስቆጶል	trust	0.477
veracity	ትክክለኛነት	trust	0.477
mathematical	ሒሳብ	trust	0.477
frank	ግልጽ	trust	0.477
policeman	ፖሊስ	trust	0.477
word	ቃል	trust	0.477
consul	ኮንሱላር	trust	0.477
landmark	ድንበር	trust	0.477
calculator	የሃሳብ መለኪያ	trust	0.477
sterling	ስፒንሊንግ	trust	0.477
signature	ፊርማ	trust	0.477
votive	ድምጽ አሰጣጥ	trust	0.477
preponderance	የበላይነት	trust	0.477
sacrifice	መስዋዕት	trust	0.477
underwrite	ተጠብቆ	trust	0.469
