word	German-de	emotion	emotion-intensity-score
true	NO TRANSLATION	trust	0.789
wisdom	Weisheit	trust	0.789
oath	Eid	trust	0.781
verification	Überprüfung	trust	0.781
vow	Gelübde	trust	0.781
cooperative	Kooperative	trust	0.781
respectable	respektabel	trust	0.773
credible	glaubwürdig	trust	0.773
hero	Held	trust	0.773
sisterhood	Schwesternschaft	trust	0.773
promise	versprechen	trust	0.773
verified	verifiziert	trust	0.773
qualified	qualifiziert	trust	0.766
respected	respektierte	trust	0.766
authentication	Authentifizierung	trust	0.766
compassion	Barmherzigkeit	trust	0.759
reputable	seriös	trust	0.758
safekeeping	Verwahrung	trust	0.758
reliability	Zuverlässigkeit	trust	0.758
moral	Moral-	trust	0.758
love	Liebe	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	die Genehmigung	trust	0.758
stable	stabil	trust	0.750
friend	Freund	trust	0.750
genuine	Original-	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	Kompetenz	trust	0.750
loyal	treu	trust	0.750
ally	Verbündete	trust	0.750
safeguard	sichern	trust	0.750
companion	Begleiter	trust	0.750
advised	empfohlen	trust	0.750
authentic	authentisch	trust	0.750
respect	Respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	Freiheit	trust	0.742
proven	bewiesen	trust	0.742
respects	respektiert	trust	0.742
faith	Glauben	trust	0.742
wholesome	gesund	trust	0.742
heartfelt	herzlich	trust	0.734
unification	Vereinigung	trust	0.734
protecting	schützen	trust	0.734
reassurance	Beruhigung	trust	0.734
admirable	bewundernswert	trust	0.734
trustee	Treuhänder	trust	0.734
supporter	Fan	trust	0.734
confirmation	Bestätigung	trust	0.734
respectful	respektvoll	trust	0.734
alliance	Allianz	trust	0.727
equality	Gleichberechtigung	trust	0.727
friendship	Freundschaft	trust	0.727
agreement	Zustimmung	trust	0.727
fact	Tatsache	trust	0.727
confident	zuversichtlich	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	zu glauben	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	Exzellenz	trust	0.727
credential	Anmeldeinformationen	trust	0.727
closeness	Nähe	trust	0.719
authenticate	authentifizieren	trust	0.719
intelligence	Intelligenz	trust	0.719
virtue	Tugend	trust	0.719
honored	geehrt	trust	0.719
virtuous	tugendhaft	trust	0.719
kindred	Verwandtschaft	trust	0.719
charitable	wohltätig	trust	0.711
dedication	Widmung	trust	0.711
guarantee	Garantie	trust	0.711
cooperation	Zusammenarbeit	trust	0.711
creditable	anerkennbar	trust	0.711
consistency	Konsistenz	trust	0.711
allegiance	Treue	trust	0.711
cooperating	kooperierend	trust	0.711
straightforward	einfach	trust	0.711
determination	Entschlossenheit	trust	0.711
justice	Gerechtigkeit	trust	0.711
sanctuary	Heiligtum	trust	0.703
nurture	nähren	trust	0.703
innocent	unschuldig	trust	0.703
admire	bewundern	trust	0.703
assurance	Sicherheit	trust	0.703
morality	Moral	trust	0.703
prepared	bereit	trust	0.703
friendliness	Freundlichkeit	trust	0.703
reliable	zuverlässig	trust	0.703
mentor	Mentor	trust	0.703
guardianship	Vormundschaft	trust	0.703
fulfilled	erfüllt	trust	0.703
reverence	Ehrfurcht	trust	0.703
proof	Beweis	trust	0.703
admiration	Bewunderung	trust	0.703
mother	Mutter	trust	0.703
protected	geschützt	trust	0.703
motherhood	Mutterschaft	trust	0.703
marriage	Ehe	trust	0.695
skillful	geschickt	trust	0.695
indestructible	unzerstörbar	trust	0.695
guardian	Wächter	trust	0.695
accountable	verantwortlich	trust	0.695
courage	Mut	trust	0.695
bodyguard	Leibwächter	trust	0.695
agreeable	angenehm	trust	0.695
scientist	Wissenschaftler	trust	0.695
allied	verbündet	trust	0.695
compassionate	mitfühlend	trust	0.695
humanitarian	humanitär	trust	0.695
approving	genehmigen	trust	0.695
united	vereinigt	trust	0.695
pact	Pakt	trust	0.695
certified	zertifiziert	trust	0.695
morals	Moral	trust	0.695
esteem	Wertschätzung	trust	0.688
secure	sichern	trust	0.688
perfection	Perfektion	trust	0.688
guidance	Beratung	trust	0.688
competent	kompetent	trust	0.688
authenticity	Authentizität	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	gerechtfertigt	trust	0.688
humanity	Menschheit	trust	0.688
solidity	Solidität	trust	0.688
adviser	Berater	trust	0.688
pledge	Versprechen	trust	0.688
believed	geglaubt	trust	0.688
understanding	Verstehen	trust	0.688
monogamy	Monogamie	trust	0.688
expertise	Sachverstand	trust	0.680
diplomatic	diplomatisch	trust	0.680
confidential	geheim	trust	0.680
hope	Hoffnung	trust	0.680
protector	Schutz	trust	0.680
agreeing	zustimmen	trust	0.680
diligence	Sorgfalt	trust	0.680
official	offiziell	trust	0.680
affirm	bestätigen	trust	0.680
indivisible	unteilbar	trust	0.680
grandfather	Großvater	trust	0.680
humble	demütigen	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	Interessenvertretung	trust	0.680
elders	Älteste	trust	0.680
goodness	Güte	trust	0.680
commendable	lobenswert	trust	0.680
inspire	inspirieren	trust	0.680
approve	genehmigen	trust	0.680
confide	vertrauen	trust	0.680
professional	Professionel	trust	0.680
familiarity	Vertrautheit	trust	0.680
leader	Führer	trust	0.680
confirmed	Bestätigt	trust	0.680
acceptance	Annahme	trust	0.680
benevolence	Wohlwollen	trust	0.672
dignity	Würde	trust	0.672
harmoniously	harmonisch	trust	0.672
mastery	Meisterschaft	trust	0.672
unwavering	unerschütterlich	trust	0.672
accredited	akkreditiert	trust	0.672
healing	Heilung	trust	0.672
encyclopedia	Enzyklopädie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	heiligen	trust	0.672
cohesive	zusammenhängend	trust	0.672
covenant	Bund	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	fehlerlos	trust	0.672
safe	sicher	trust	0.672
intelligent	intelligent	trust	0.672
merit	verdienen	trust	0.664
impeccable	tadellos	trust	0.664
affirmatively	bejahend	trust	0.664
spiritual	geistig	trust	0.664
advocate	befürworten	trust	0.664
team	Mannschaft	trust	0.664
heroic	heroisch	trust	0.664
communicate	kommunizieren	trust	0.664
disciple	Schüler	trust	0.664
expert	Experte	trust	0.664
proficient	kompetent	trust	0.664
specialist	Spezialist	trust	0.664
ambassador	Botschafter	trust	0.664
accept	akzeptieren	trust	0.664
attestation	Bescheinigung	trust	0.664
supporting	unterstützend	trust	0.664
reliance	Vertrauen	trust	0.664
authority	Behörde	trust	0.664
accountability	Rechenschaftspflicht	trust	0.664
guidebook	Reiseführer	trust	0.664
fulfillment	Erfüllung	trust	0.664
strengthening	Stärkung	trust	0.661
familiar	familiär	trust	0.656
facts	Fakten	trust	0.656
achieve	leisten	trust	0.656
warranty	Garantie	trust	0.656
structure	Struktur	trust	0.656
steadfast	standhaft	trust	0.656
favorable	günstig	trust	0.656
counsel	Rat	trust	0.656
relationship	Beziehung	trust	0.656
scientific	wissenschaftlich	trust	0.656
gentleman	Gentleman	trust	0.656
strength	Stärke	trust	0.656
elder	ältere	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	Heiligkeit	trust	0.656
excellent	Ausgezeichnet	trust	0.656
proficiency	Kompetenz	trust	0.656
constancy	Konstanz	trust	0.656
defended	verteidigt	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	verlass dich	trust	0.648
heroism	Heldentum	trust	0.648
peaceful	friedlich	trust	0.648
competency	Kompetenz	trust	0.648
assuredly	ganz gewiss	trust	0.648
brother	Bruder	trust	0.648
counselor	Berater	trust	0.648
successful	erfolgreich	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	schützend	trust	0.648
saint	Heilige	trust	0.648
harmony	Harmonie	trust	0.648
matrimony	Ehe	trust	0.648
noble	edel	trust	0.648
inspiration	Inspiration	trust	0.648
academic	akademisch	trust	0.648
assist	helfen	trust	0.648
agreed	einverstanden	trust	0.648
uphold	aufrecht erhalten	trust	0.648
comrade	Genosse	trust	0.648
lovable	liebenswert	trust	0.648
advisable	ratsam	trust	0.648
solidarity	Solidarität	trust	0.648
worthy	würdig	trust	0.643
durability	Haltbarkeit	trust	0.641
coexist	koexistieren	trust	0.641
assure	versichern	trust	0.641
establish	Gründen	trust	0.641
benefactor	Wohltäter	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	führend	trust	0.641
loving	liebend	trust	0.641
teacher	Lehrer	trust	0.641
judiciary	Justiz	trust	0.641
conscientious	gewissenhaft	trust	0.641
confidence	Vertrauen	trust	0.641
lawful	rechtmäßig	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordiniert	trust	0.641
champion	Champion	trust	0.641
unity	Einheit	trust	0.641
legal	legal	trust	0.641
kind	nett	trust	0.641
credence	Glaubwürdigkeit	trust	0.641
real	echt	trust	0.641
doctor	Arzt	trust	0.641
intimate	intim	trust	0.634
hopeful	hoffnungsvoll	trust	0.633
fortitude	Kraft	trust	0.633
physician	Arzt	trust	0.633
brotherly	brüderlich	trust	0.633
aspiration	Aspiration	trust	0.633
convincing	überzeugend	trust	0.633
sanctification	Heiligung	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	Huldigung	trust	0.633
courageous	mutig	trust	0.633
soundness	Solidität	trust	0.633
legitimacy	Legitimität	trust	0.633
endorse	befürworten	trust	0.633
fidelity	Treue	trust	0.633
bless	segnen	trust	0.633
judicial	gerichtlich	trust	0.633
important	wichtig	trust	0.633
saintly	heilig	trust	0.633
conscience	Gewissen	trust	0.633
therapeutic	therapeutisch	trust	0.633
authorize	autorisieren	trust	0.633
devotional	hingebungsvoll	trust	0.633
practiced	geübt	trust	0.633
backbone	Rückgrat	trust	0.633
approved	genehmigt	trust	0.633
evident	offensichtlich	trust	0.625
encourage	ermutigen	trust	0.625
caretaker	Hausmeister	trust	0.625
regard	betrachten	trust	0.625
angel	Engel	trust	0.625
engaged	beschäftigt, verlobt	trust	0.625
blessing	Segen	trust	0.625
professorship	Professur	trust	0.625
majestic	majestätisch	trust	0.625
communication	Kommunikation	trust	0.625
purify	reinigen	trust	0.625
authorization	Genehmigung	trust	0.625
wonderful	wunderbar	trust	0.625
achievement	Leistung	trust	0.625
fireman	Feuerwehrmann	trust	0.625
certify	bestätigen	trust	0.625
civilized	zivilisiert	trust	0.625
profound	tiefgreifend	trust	0.625
accurate	genau	trust	0.625
assured	versicherte	trust	0.625
positivity	Positivität	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	gut	trust	0.617
absolution	Absolution	trust	0.617
commend	empfehlen	trust	0.617
cherish	hegen	trust	0.617
fundamental	grundlegend	trust	0.617
advice	Rat	trust	0.617
objective	Zielsetzung	trust	0.617
optimism	Optimismus	trust	0.617
testament	Testament	trust	0.617
qualities	Qualitäten	trust	0.617
haven	Oase	trust	0.617
heroine	Heldin	trust	0.617
constantly	ständig	trust	0.617
appreciation	Anerkennung	trust	0.617
triumphant	triumphierend	trust	0.617
accord	Übereinstimmung	trust	0.617
reassure	beruhigen	trust	0.617
truce	Waffenstillstand	trust	0.617
thoughtful	nachdenklich	trust	0.617
teach	lehren	trust	0.617
god	Gott	trust	0.617
corroborate	bestätigen	trust	0.617
believer	Gläubige	trust	0.617
unimpeachable	unantastbar	trust	0.617
surety	Sicherheit	trust	0.617
attentive	aufmerksam	trust	0.617
gospel	Evangelium	trust	0.617
bedrock	Grundgestein	trust	0.617
approvement	Zustimmung	trust	0.617
planning	Planung	trust	0.617
rational	rational	trust	0.617
passionate	leidenschaftlich	trust	0.617
happy	glücklich	trust	0.609
babysitter	Babysitter	trust	0.609
brilliant	brillant	trust	0.609
praise	loben	trust	0.609
definitive	definitiv	trust	0.609
considerate	rücksichtsvoll	trust	0.609
patron	Patron	trust	0.609
scripture	Schrift	trust	0.609
heal	heilen	trust	0.609
praiseworthy	lobenswert	trust	0.609
steward	Steward	trust	0.609
awareness	Bewusstsein	trust	0.609
officer	Offizier	trust	0.609
purification	Reinigung	trust	0.609
excel	übertreffen	trust	0.609
civilization	Zivilisation	trust	0.609
liking	Geschmack	trust	0.609
comfort	Komfort	trust	0.609
magnificence	Pracht	trust	0.609
notary	Notar	trust	0.609
progression	Progression	trust	0.609
mediator	Vermittler	trust	0.609
blessings	Segen	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	empfehlen	trust	0.609
brave	mutig	trust	0.602
experienced	erfahren	trust	0.602
steady	stetig	trust	0.602
enlightenment	Aufklärung	trust	0.602
brighten	aufhellen	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	erfüllen	trust	0.602
witness	Zeuge	trust	0.602
humility	Demut	trust	0.602
sympathetic	sympathisch	trust	0.602
helpful	hilfreich	trust	0.602
symmetry	Symmetrie	trust	0.602
unquestionable	unbestreitbar	trust	0.602
peace	Frieden	trust	0.602
transcendence	Transzendenz	trust	0.602
serenity	Gelassenheit	trust	0.602
embrace	Umarmung	trust	0.602
inspired	inspiriert	trust	0.602
mainstay	Hauptstütze	trust	0.602
unconditional	bedingungslos	trust	0.602
guarded	bewacht	trust	0.602
identify	identifizieren	trust	0.602
marry	heiraten	trust	0.594
grant	gewähren	trust	0.594
depend	abhängen	trust	0.594
complimentary	kostenlos	trust	0.594
spouse	Ehepartner	trust	0.594
tranquility	Ruhe	trust	0.594
vigilant	wachsam	trust	0.594
ministry	Ministerium	trust	0.594
fairly	ziemlich	trust	0.594
philanthropic	philanthropisch	trust	0.594
openly	offen	trust	0.594
generous	großzügig	trust	0.594
strengthen	stärken	trust	0.594
gratitude	Dankbarkeit	trust	0.594
befriend	anfreunden	trust	0.594
substantiate	begründen	trust	0.594
praised	gelobt	trust	0.594
admiral	Admiral	trust	0.594
regent	Regent	trust	0.594
sage	Salbei	trust	0.594
assessment	Bewertung	trust	0.594
enlighten	erleuchten	trust	0.594
eminence	Eminenz	trust	0.594
commendation	Lob	trust	0.594
efficient	effizient	trust	0.594
nurse	Krankenschwester	trust	0.594
visionary	visionär	trust	0.594
generosity	Großzügigkeit	trust	0.594
vigilance	Wachsamkeit	trust	0.594
endowment	Ausstattung	trust	0.594
council	Rat	trust	0.594
sweetheart	Schatz	trust	0.589
attest	bezeugen	trust	0.586
prestige	Prestige	trust	0.586
serene	heiter	trust	0.586
unfailing	unfehlbar	trust	0.586
testimony	Zeugnis	trust	0.586
checklist	Checkliste	trust	0.586
inheritance	Erbe	trust	0.586
monk	Mönch	trust	0.586
godly	göttlich	trust	0.586
compliance	Beachtung	trust	0.586
rooted	verwurzelt	trust	0.586
constitutional	verfassungsgemäß	trust	0.586
conservation	Erhaltung	trust	0.586
bylaw	Verordnung	trust	0.586
helper	Helfer	trust	0.586
joyful	froh	trust	0.586
collectively	gemeinsam	trust	0.586
meritorious	verdienstvoll	trust	0.586
acclaim	Anerkennung	trust	0.586
diplomacy	Diplomatie	trust	0.586
educational	lehrreich	trust	0.586
husbandry	Haltung	trust	0.586
share	Aktie	trust	0.586
enjoying	genießen	trust	0.586
firmness	Festigkeit	trust	0.586
convince	überzeugen	trust	0.586
designation	Bezeichnung	trust	0.586
tribe	Stamm	trust	0.586
victory	Sieg	trust	0.586
magnificent	großartig	trust	0.586
lovely	schön	trust	0.586
seniority	Dienstalter	trust	0.586
angelic	engelhaft	trust	0.586
ambition	Ambition	trust	0.586
father	Vater	trust	0.586
mate	Kamerad	trust	0.586
sobriety	Nüchternheit	trust	0.586
revere	verehren	trust	0.586
delegate	delegieren	trust	0.586
navigator	Navigator	trust	0.578
watchdog	Wachhund	trust	0.578
obey	gehorchen	trust	0.578
cheerfulness	Fröhlichkeit	trust	0.578
inviting	einladend	trust	0.578
judge	Richter	trust	0.578
irrefutable	unwiderlegbar	trust	0.578
philanthropist	Philanthrop	trust	0.578
careful	Vorsichtig	trust	0.578
communion	Gemeinschaft	trust	0.578
coexisting	koexistieren	trust	0.578
impartiality	Unparteilichkeit	trust	0.578
unquestioned	unbestritten	trust	0.578
upright	aufrecht	trust	0.578
authoritative	autoritativ	trust	0.578
structural	strukturell	trust	0.578
convinced	überzeugt	trust	0.578
smile	Lächeln	trust	0.578
commandant	Kommandant	trust	0.578
dutiful	pflichtbewusst	trust	0.578
shelter	Schutz	trust	0.578
revival	Wiederbelebung	trust	0.578
professor	Professor	trust	0.578
adore	verehren	trust	0.578
legalized	legalisiert	trust	0.578
punctual	pünktlich	trust	0.570
counsellor	Berater	trust	0.570
complement	ergänzen	trust	0.570
corroboration	Bestätigung	trust	0.570
immaculate	makellos	trust	0.570
relative	relativ	trust	0.570
apostle	Apostel	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	verbindend	trust	0.570
insure	versichern	trust	0.570
plausible	plausibel	trust	0.570
consult	konsultieren	trust	0.570
modest	bescheiden	trust	0.570
measured	gemessen	trust	0.570
pilot	Pilot	trust	0.570
collaborator	Mitarbeiter	trust	0.570
advise	beraten	trust	0.570
cuddle	kuscheln	trust	0.570
ordinance	Verordnung	trust	0.570
compass	Kompass	trust	0.570
guide	führen	trust	0.570
everlasting	ewig	trust	0.570
adhering	haftend	trust	0.570
determinate	bestimmt	trust	0.570
heavenly	paradiesisch	trust	0.570
principal	Schulleiter	trust	0.570
abundance	Fülle	trust	0.570
matron	Matrone	trust	0.570
unequivocal	eindeutig	trust	0.570
volunteers	Freiwillige	trust	0.570
pedigree	Stammbaum	trust	0.570
unquestionably	zweifellos	trust	0.570
pertinent	sachdienlich	trust	0.562
devout	fromm	trust	0.562
curable	heilbar	trust	0.562
insight	Einblick	trust	0.562
congregation	Gemeinde	trust	0.562
admit	eingestehen	trust	0.562
pleasant	angenehm	trust	0.562
vigorous	kräftig	trust	0.562
fort	Fort	trust	0.562
remarkable	bemerkenswert	trust	0.562
content	Inhalt	trust	0.562
spotless	makellos	trust	0.562
uplift	erheben	trust	0.562
compensate	kompensieren	trust	0.562
lovemaking	Liebe machen	trust	0.562
jury	Jury	trust	0.562
jurist	Jurist	trust	0.562
soothing	beruhigend	trust	0.562
ordination	Ordination	trust	0.562
cohesion	Zusammenhalt	trust	0.562
frankness	Offenheit	trust	0.562
strong	stark	trust	0.562
miracle	Wunder	trust	0.562
concordance	Konkordanz	trust	0.562
applaud	applaudieren	trust	0.562
prize	Preis-	trust	0.562
apostolic	apostolisch	trust	0.562
succeeding	Erfolg	trust	0.562
vitality	Vitalität	trust	0.562
treasurer	Schatzmeister	trust	0.562
save	sparen	trust	0.562
earn	verdienen	trust	0.562
midwife	Hebamme	trust	0.555
discretion	Diskretion	trust	0.555
worship	Anbetung	trust	0.555
constant	Konstante	trust	0.555
foresight	Voraussicht	trust	0.555
vote	Abstimmung	trust	0.555
cultivate	pflegen	trust	0.555
impartial	unparteiisch	trust	0.555
illumination	Erleuchtung	trust	0.555
ambulance	Krankenwagen	trust	0.555
privacy	Privatsphäre	trust	0.555
succeed	gelingen	trust	0.555
providing	Bereitstellung	trust	0.555
veteran	Veteran	trust	0.555
patience	die Geduld	trust	0.555
prophet	Prophet	trust	0.555
coach	Trainer	trust	0.555
intuition	Intuition	trust	0.555
reconciliation	Versöhnung	trust	0.555
defender	Verteidiger	trust	0.555
coalesce	verschmelzen	trust	0.555
mediate	vermitteln	trust	0.555
precedence	Vorrang	trust	0.555
congruence	Kongruenz	trust	0.555
buddy	Kumpel	trust	0.555
reunion	Wiedervereinigung	trust	0.555
restorative	stärkend	trust	0.555
destined	bestimmt	trust	0.555
physicist	Physiker	trust	0.555
influential	einflussreich	trust	0.555
exalt	erhöhen	trust	0.555
greatness	Größe	trust	0.555
inclusion	Aufnahme	trust	0.555
auditor	Prüfer	trust	0.555
meditate	meditieren	trust	0.555
betrothed	verlobt	trust	0.555
proud	stolz	trust	0.547
provide	zu Verfügung stellen	trust	0.547
conciliation	Vermittlung	trust	0.547
ancestral	Ahnen-	trust	0.547
liberty	Freiheit	trust	0.547
durable	dauerhaft	trust	0.547
impenetrable	undurchdringlich	trust	0.547
prudent	umsichtig	trust	0.547
invocation	Aufruf	trust	0.547
engaging	engagiert	trust	0.547
statement	Erklärung	trust	0.547
rejoice	jubeln	trust	0.547
cheer	jubeln	trust	0.547
eyewitness	Augenzeuge	trust	0.547
prevalent	vorherrschend	trust	0.547
securities	Wertpapiere	trust	0.547
friendly	freundlich	trust	0.547
salvation	Heil	trust	0.547
independence	Unabhängigkeit	trust	0.547
govern	regieren	trust	0.547
forgive	verzeihen	trust	0.547
commanding	befehlend	trust	0.547
convent	Kloster	trust	0.547
reinforcement	Verstärkung	trust	0.547
law	Recht	trust	0.547
registry	Registrierung	trust	0.547
temperate	gemäßigt	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	Bereitschaft	trust	0.547
heritage	Erbe	trust	0.547
chronicle	Chronik	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	Ensemble	trust	0.539
institute	Institut	trust	0.539
applause	Beifall	trust	0.539
architecture	die Architektur	trust	0.539
obvious	offensichtlich	trust	0.539
recovery	Wiederherstellung	trust	0.539
inimitable	unnachahmlich	trust	0.539
relevant	relevant	trust	0.539
responsive	ansprechend	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	Anleitung	trust	0.539
define	definieren	trust	0.539
delightful	herrlich	trust	0.539
antidote	Gegenmittel	trust	0.539
admitting	zugeben	trust	0.539
psalms	Psalmen	trust	0.539
stamina	Ausdauer	trust	0.539
majority	Mehrheit	trust	0.539
inoculation	Impfung	trust	0.539
perfect	perfekt	trust	0.539
obedience	Gehorsam	trust	0.539
memorable	unvergesslich	trust	0.539
chastity	Keuschheit	trust	0.539
proctor	Proktor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	Regelmäßigkeit	trust	0.539
forefathers	Vorfahren	trust	0.539
immovable	unbeweglich	trust	0.539
eager	eifrig	trust	0.539
aspiring	aufstrebend	trust	0.539
obliging	verbindlich	trust	0.539
reinforcements	Verstärkung	trust	0.539
tantamount	gleichbedeutend	trust	0.539
exalted	erhaben	trust	0.539
hospital	Krankenhaus	trust	0.531
retirement	Pensionierung	trust	0.531
strive	streben	trust	0.531
edification	Erbauung	trust	0.531
candid	offen	trust	0.531
deed	Tat	trust	0.531
school	Schule	trust	0.531
cradle	Wiege	trust	0.531
transcript	Abschrift	trust	0.531
accompaniment	Begleitung	trust	0.531
doubtless	zweifellos	trust	0.531
rescue	Rettung	trust	0.531
seal	Dichtung	trust	0.531
expedient	zweckmäßig	trust	0.531
ballot	Abstimmung	trust	0.531
deliverance	Befreiung	trust	0.531
heavens	Himmel	trust	0.531
fraternal	brüderlich	trust	0.531
dependent	abhängig	trust	0.531
answerable	verantwortlich	trust	0.531
center	Center	trust	0.531
analyst	Analytiker	trust	0.531
firstborn	Erstgeborene	trust	0.531
bloom	blühen	trust	0.531
inseparable	untrennbar	trust	0.531
bride	Braut	trust	0.531
evergreen	immergrün	trust	0.531
princely	fürstlich	trust	0.531
immunization	Immunisierung	trust	0.531
refuge	Zuflucht	trust	0.531
verily	wahrlich	trust	0.531
omniscient	allwissend	trust	0.531
terms	Begriffe	trust	0.531
sponsor	Sponsor	trust	0.531
approbation	Billigung	trust	0.527
correctness	Richtigkeit	trust	0.523
elevation	Elevation	trust	0.523
neighbor	Nachbar	trust	0.523
unbroken	ungebrochen	trust	0.523
countenance	Antlitz	trust	0.523
hug	Umarmung	trust	0.523
nobility	Adel	trust	0.523
paragon	Paragon	trust	0.523
coronation	Krönung	trust	0.523
celebration	Feier	trust	0.523
graduation	Abschluss	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	Wörterbuch	trust	0.523
powerful	mächtig	trust	0.523
notable	bemerkenswert	trust	0.523
account	Konto	trust	0.523
winning	gewinnen	trust	0.523
honeymoon	Flitterwochen	trust	0.523
improvement	Verbesserung	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	Kaplan	trust	0.523
ratify	ratifizieren	trust	0.523
connoisseur	Kenner	trust	0.523
award	vergeben	trust	0.523
taught	unterrichtet	trust	0.523
adoration	Anbetung	trust	0.523
salutary	heilsam	trust	0.523
captivate	bestechen	trust	0.523
liberate	befreien	trust	0.523
unimpeached	ungebrochen	trust	0.523
laureate	Preisträger	trust	0.523
benedictory	Benedikt	trust	0.523
feeling	Gefühl	trust	0.518
freely	frei	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amen	trust	0.516
reverie	Träumereien	trust	0.516
organization	Organisation	trust	0.516
framework	Rahmen	trust	0.516
sentinel	Wächter	trust	0.516
advent	Advent	trust	0.516
inform	informieren	trust	0.516
committee	Ausschuss	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	aufgeschlossen	trust	0.516
obstetrician	Geburtshelfer	trust	0.516
enchanted	verzaubert	trust	0.516
formative	prägend	trust	0.516
tribunal	Gericht	trust	0.516
association	Verband	trust	0.516
remedy	Abhilfe	trust	0.516
credit	Kredit	trust	0.516
nobleman	Edelmann	trust	0.516
predominant	vorherrschend	trust	0.516
measure	messen	trust	0.516
perpetuity	Ewigkeit	trust	0.516
fully	völlig	trust	0.516
deserve	verdienen	trust	0.516
tender	zärtlich	trust	0.516
pray	beten	trust	0.516
confession	Bekenntnis	trust	0.516
management	Management	trust	0.516
volunteer	Freiwillige	trust	0.509
instruct	anweisen	trust	0.508
virgin	Jungfrau	trust	0.508
constable	Polizist	trust	0.508
reward	Belohnung	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	Priester	trust	0.508
policy	Politik	trust	0.508
confessional	Beichtstuhl	trust	0.508
savor	genießen	trust	0.508
custodian	Verwahrer	trust	0.508
vouch	bürgen	trust	0.508
tolerance	Toleranz	trust	0.508
unsurpassed	unübertroffen	trust	0.508
venerable	ehrwürdig	trust	0.508
forgiving	versöhnlich	trust	0.508
intact	intakt	trust	0.508
diversity	Vielfalt	trust	0.508
accolade	Akkolade	trust	0.508
philosopher	Philosoph	trust	0.508
lieutenant	Leutnant	trust	0.508
shepherd	Schäfer	trust	0.508
courtship	Balz	trust	0.508
sovereign	souverän	trust	0.508
medical	medizinisch	trust	0.508
housewife	Hausfrau	trust	0.508
automatic	automatisch	trust	0.508
patronage	Schirmherrschaft	trust	0.508
enable	aktivieren	trust	0.508
admissible	zulässig	trust	0.508
beautification	Verschönerung	trust	0.508
synchronize	synchronisieren	trust	0.500
info	Info	trust	0.500
pontiff	Papst	trust	0.500
retain	behalten	trust	0.500
warden	Aufseher	trust	0.500
majesty	Majestät	trust	0.500
infallibility	Unfehlbarkeit	trust	0.500
guru	Guru	trust	0.500
apologetic	entschuldigend	trust	0.500
darling	Liebling	trust	0.500
doctrine	Lehre	trust	0.500
related	verbunden	trust	0.500
treasure	Schatz	trust	0.500
infinity	Unendlichkeit	trust	0.500
romantic	romantisch	trust	0.500
optimist	Optimist	trust	0.500
timing	zeitliche Koordinierung	trust	0.500
undying	unsterblich	trust	0.500
personal	persönlich	trust	0.500
gateway	Tor	trust	0.500
instruction	Anweisung	trust	0.500
backer	Unterstützer	trust	0.500
watchful	wachsam	trust	0.500
badge	Abzeichen	trust	0.500
birth	Geburt	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	fromm	trust	0.500
indelible	unauslöschbar	trust	0.500
superman	Übermensch	trust	0.500
guard	bewachen	trust	0.500
vindication	Rechtfertigung	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	am Leben	trust	0.500
constitute	bilden	trust	0.492
jubilant	jubelnd	trust	0.492
endow	schenken	trust	0.492
improve	verbessern	trust	0.492
contributor	Mitwirkender	trust	0.492
formality	Formalität	trust	0.492
salute	Gruß	trust	0.492
inevitable	unvermeidlich	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	Schiedsrichter	trust	0.492
grow	wachsen	trust	0.492
fellow	Gefährte	trust	0.492
popularity	Popularität	trust	0.492
judgement	NO TRANSLATION	trust	0.492
