word	Telugu-te	emotion	emotion-intensity-score
adore	ఆరాధించు	trust	0.578
legalized	చట్టబద్ధం	trust	0.578
punctual	కానట్టి	trust	0.570
counsellor	కౌన్సిలర్	trust	0.570
complement	పూరక	trust	0.570
corroboration	బలపరచడం	trust	0.570
immaculate	ఇమ్మాక్యులేట్	trust	0.570
relative	సంబంధిత	trust	0.570
apostle	అపొస్తలుడైన	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	కనెక్టివ్	trust	0.570
insure	బీమా	trust	0.570
plausible	ఆమోదయోగ్యంగా	trust	0.570
consult	సంప్రదించండి	trust	0.570
modest	నమ్రత	trust	0.570
measured	కొలుస్తారు	trust	0.570
pilot	పైలట్	trust	0.570
collaborator	సహకారి	trust	0.570
advise	సలహా	trust	0.570
cuddle	గట్టిగా కౌగిలించుకొనుట	trust	0.570
ordinance	ఆర్డినెన్స్	trust	0.570
compass	దిక్సూచి	trust	0.570
guide	మార్గనిర్దేశం	trust	0.570
everlasting	నిత్య	trust	0.570
adhering	కట్టుబడిన	trust	0.570
determinate	నిశ్చయం	trust	0.570
heavenly	స్వర్గపు	trust	0.570
principal	ప్రిన్సిపాల్	trust	0.570
abundance	సమృద్ధి	trust	0.570
matron	పర్యవేక్షకురాలు	trust	0.570
unequivocal	నిస్సందేహ	trust	0.570
volunteers	వాలంటీర్లు	trust	0.570
pedigree	పూర్వీకుల నుండి వంశక్రమము	trust	0.570
unquestionably	నిస్సందేహంగా	trust	0.570
pertinent	సంబంధించిన	trust	0.562
devout	భక్తి	trust	0.562
curable	ఉపశమనం పొందవచ్చు	trust	0.562
insight	అంతర్దృష్టి	trust	0.562
congregation	సమాజం	trust	0.562
admit	ఒప్పుకుంటే	trust	0.562
pleasant	ఆహ్లాదకరమైన	trust	0.562
vigorous	తీవ్రమైన	trust	0.562
fort	ఫోర్ట్	trust	0.562
remarkable	చెప్పుకోదగిన	trust	0.562
content	కంటెంట్	trust	0.562
spotless	స్పాట్లెస్స్	trust	0.562
uplift	ఉన్నతి	trust	0.562
compensate	భర్తీ	trust	0.562
lovemaking	రాస క్రీడ	trust	0.562
jury	జ్యూరీ	trust	0.562
jurist	న్యాయవేత్త	trust	0.562
soothing	ఓదార్పు	trust	0.562
ordination	సమన్వయ	trust	0.562
cohesion	సంయోగం	trust	0.562
frankness	ధారాళము	trust	0.562
strong	బలమైన	trust	0.562
miracle	అద్భుతం	trust	0.562
concordance	సామరస్య	trust	0.562
applaud	స్తుతించు	trust	0.562
prize	బహుమతి	trust	0.562
apostolic	అపోస్టోలిక్	trust	0.562
succeeding	విజయవంతమయ్యారు	trust	0.562
vitality	తేజము	trust	0.562
treasurer	కోశాధికారిగా	trust	0.562
save	సేవ్	trust	0.562
earn	సంపాదించడానికి	trust	0.562
midwife	మంత్రసాని	trust	0.555
discretion	విచక్షణతో	trust	0.555
worship	ఆరాధన	trust	0.555
constant	స్థిరమైన	trust	0.555
foresight	దూరదృష్టి	trust	0.555
vote	ఓటు	trust	0.555
cultivate	పండించడం	trust	0.555
impartial	నిష్పాక్షిక	trust	0.555
illumination	ప్రకాశం	trust	0.555
ambulance	అంబులెన్స్	trust	0.555
privacy	గోప్యతా	trust	0.555
succeed	విజయవంతం	trust	0.555
providing	అందించడం	trust	0.555
veteran	ప్రముఖ	trust	0.555
patience	సహనం	trust	0.555
prophet	ప్రవక్త	trust	0.555
coach	రైలు పెట్టె	trust	0.555
intuition	ఊహ	trust	0.555
reconciliation	సయోధ్య	trust	0.555
defender	డిఫెండర్	trust	0.555
coalesce	సహకరించు	trust	0.555
mediate	మధ్యవర్తిత్వం	trust	0.555
precedence	ప్రాధాన్యత	trust	0.555
congruence	అనురూపత	trust	0.555
buddy	స్నేహితుని	trust	0.555
reunion	పునఃకలయిక	trust	0.555
restorative	పునరుద్ధరణ	trust	0.555
destined	గమ్యస్థానం	trust	0.555
physicist	భౌతిక	trust	0.555
influential	ప్రభావవంతమైన	trust	0.555
exalt	పొగడు	trust	0.555
greatness	గొప్పతనాన్ని	trust	0.555
inclusion	చేర్చడం	trust	0.555
auditor	ఆడిటర్	trust	0.555
meditate	ధ్యానం	trust	0.555
betrothed	నిశ్చితార్దం	trust	0.555
proud	గర్వంగా	trust	0.547
provide	అందించడానికి	trust	0.547
conciliation	రాజీ	trust	0.547
ancestral	పూర్వీకుల	trust	0.547
liberty	స్వేచ్ఛ	trust	0.547
durable	మ న్ని కై న	trust	0.547
impenetrable	అభేద్యమైన	trust	0.547
prudent	వివేకం	trust	0.547
invocation	పిలుపుతో	trust	0.547
engaging	మనసుకు	trust	0.547
statement	ప్రకటన	trust	0.547
rejoice	సంతోషించండి	trust	0.547
cheer	ఉల్లాసమైన	trust	0.547
eyewitness	సాక్షి	trust	0.547
prevalent	ప్రబలంగా	trust	0.547
securities	సెక్యూరిటీల	trust	0.547
friendly	స్నేహపూర్వక	trust	0.547
salvation	మోక్షం	trust	0.547
independence	స్వాతంత్య్రం	trust	0.547
govern	పాలించే	trust	0.547
forgive	క్షమించి	trust	0.547
commanding	కమాండింగ్	trust	0.547
convent	కాన్వెంట్	trust	0.547
reinforcement	అదనపుబల o	trust	0.547
law	చట్టం	trust	0.547
registry	రిజిస్ట్రీ	trust	0.547
temperate	సమశీతోష్ణ	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	సంసిద్ధతను	trust	0.547
heritage	వారసత్వం	trust	0.547
chronicle	క్రానికల్	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	సమిష్టి	trust	0.539
institute	సంస్థ	trust	0.539
applause	ప్రశంసలను	trust	0.539
architecture	నిర్మాణం	trust	0.539
obvious	స్పష్టంగా	trust	0.539
recovery	రికవరీ	trust	0.539
inimitable	అసమానమయిన	trust	0.539
relevant	సంబంధిత	trust	0.539
responsive	బాధ్యతాయుతంగా	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	సూచనలను	trust	0.539
define	నిర్వచించే	trust	0.539
delightful	చూడముచ్చటగా	trust	0.539
antidote	విరుగుడు	trust	0.539
admitting	అంగీకరిస్తూ	trust	0.539
psalms	పామ్స్	trust	0.539
stamina	సత్తువ	trust	0.539
majority	మెజారిటీ	trust	0.539
inoculation	టీకాలలో	trust	0.539
perfect	పరిపూర్ణ	trust	0.539
obedience	విధేయత	trust	0.539
memorable	చిరస్మరణీయ	trust	0.539
chastity	పవిత్రత	trust	0.539
proctor	ప్రోక్టర్	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	క్రమ	trust	0.539
forefathers	పితరులు	trust	0.539
immovable	అచంచలమైన	trust	0.539
eager	ఆసక్తి	trust	0.539
aspiring	వర్ధమాన	trust	0.539
obliging	ఉపకారబుద్ధి	trust	0.539
reinforcements	అదనపు బలగాలను	trust	0.539
tantamount	tantamount	trust	0.539
exalted	అత్యున్నత	trust	0.539
hospital	ఆసుపత్రి	trust	0.531
retirement	విరమణ	trust	0.531
strive	పోరాడాలి	trust	0.531
edification	నిష్ఠ	trust	0.531
candid	దాపరికం	trust	0.531
deed	దస్తావేజు	trust	0.531
school	పాఠశాల	trust	0.531
cradle	ఊయల	trust	0.531
transcript	ట్రాన్స్క్రిప్ట్	trust	0.531
accompaniment	సహవాయిద్యం	trust	0.531
doubtless	ఖచ్చితమైన అర్హతను	trust	0.531
rescue	రెస్క్యూ	trust	0.531
seal	ముద్ర	trust	0.531
expedient	ఉపాయము	trust	0.531
ballot	బ్యాలెట్	trust	0.531
deliverance	విమోచన	trust	0.531
heavens	స్వర్గాలను	trust	0.531
fraternal	సోదరభావ	trust	0.531
dependent	ఆధారపడి	trust	0.531
answerable	జవాబు	trust	0.531
center	సెంటర్	trust	0.531
analyst	విశ్లేషకుడు	trust	0.531
firstborn	జ్యేష్ఠ	trust	0.531
bloom	వికసించిన	trust	0.531
inseparable	విడదీయరాని	trust	0.531
bride	వధువు	trust	0.531
evergreen	సతతహరిత	trust	0.531
princely	రాచరిక	trust	0.531
immunization	ఇమ్యునైజేషన్	trust	0.531
refuge	శరణు	trust	0.531
verily	నిశ్చయంగా	trust	0.531
omniscient	సర్వజ్ఞులు	trust	0.531
terms	నిబంధనలు	trust	0.531
sponsor	స్పాన్సర్	trust	0.531
approbation	సమ్మతి	trust	0.527
correctness	సవ్యత	trust	0.523
elevation	ఎత్తు	trust	0.523
neighbor	పొరుగు	trust	0.523
unbroken	తెగని	trust	0.523
countenance	వదనం	trust	0.523
hug	కౌగిలింత	trust	0.523
nobility	ప్రభువులకు	trust	0.523
paragon	పారగాన్	trust	0.523
coronation	పట్టాభిషేక	trust	0.523
celebration	వేడుక	trust	0.523
graduation	గ్రాడ్యుయేషన్	trust	0.523
commonwealth	కామన్వెల్త్	trust	0.523
dictionary	నిఘంటువు	trust	0.523
powerful	శక్తివంతమైన	trust	0.523
notable	గుర్తించదగిన	trust	0.523
account	ఖాతా	trust	0.523
winning	గెలిచిన	trust	0.523
honeymoon	హనీమూన్	trust	0.523
improvement	మెరుగుదల	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	గురువైన	trust	0.523
ratify	ఆమోదించటానికి	trust	0.523
connoisseur	అన్నీ తెలిసిన	trust	0.523
award	అవార్డు	trust	0.523
taught	బోధించాడు	trust	0.523
adoration	ఆరాధన	trust	0.523
salutary	పరిస్థితి	trust	0.523
captivate	దోచుకోవడానికి	trust	0.523
liberate	విముక్తి	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	గ్రహీత	trust	0.523
benedictory	benedictory	trust	0.523
feeling	భావన	trust	0.518
freely	ఉచితంగా	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	ఆమెన్	trust	0.516
reverie	స్వప్నావస్థ	trust	0.516
organization	సంస్థ	trust	0.516
framework	ఫ్రేమ్	trust	0.516
sentinel	సెంటినెల్	trust	0.516
advent	రావడంతో	trust	0.516
inform	తెలియజేయడానికి	trust	0.516
committee	కమిటీ	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	ప్రసూతి	trust	0.516
enchanted	వశీకరణ	trust	0.516
formative	నిర్మాణాత్మక	trust	0.516
tribunal	ట్రిబ్యునల్	trust	0.516
association	అసోసియేషన్	trust	0.516
remedy	పరిహారం	trust	0.516
credit	క్రెడిట్	trust	0.516
nobleman	ధనికుడి	trust	0.516
predominant	ప్రధానమైన	trust	0.516
measure	కొలిచేందుకు	trust	0.516
perpetuity	శాశ్వితంగా	trust	0.516
fully	పూర్తిగా	trust	0.516
deserve	అర్హత	trust	0.516
tender	టెండర్	trust	0.516
pray	ప్రే	trust	0.516
confession	ఒప్పుకోలు	trust	0.516
management	నిర్వహణ	trust	0.516
volunteer	స్వచ్ఛంద	trust	0.509
instruct	ఆదేశించు	trust	0.508
virgin	కన్నె	trust	0.508
constable	కానిస్టేబుల్	trust	0.508
reward	బహుమతి	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	పూజారి	trust	0.508
policy	విధానం	trust	0.508
confessional	పశ్చాత్తాప	trust	0.508
savor	సువాసన కలుగునట్లు	trust	0.508
custodian	సంరక్షకుడు	trust	0.508
vouch	హమీ	trust	0.508
tolerance	సహనం	trust	0.508
unsurpassed	ఇవ్వలేదు	trust	0.508
venerable	గౌరవనీయులైన	trust	0.508
forgiving	క్షమా	trust	0.508
intact	చెక్కుచెదరకుండా	trust	0.508
diversity	వైవిధ్యం	trust	0.508
accolade	పురస్కారం	trust	0.508
philosopher	తత్వవేత్త	trust	0.508
lieutenant	లెఫ్టినెంట్	trust	0.508
shepherd	కాపరి	trust	0.508
courtship	ప్రణయ	trust	0.508
sovereign	సార్వభౌమ	trust	0.508
medical	వైద్య	trust	0.508
housewife	గృహిణి	trust	0.508
automatic	ఆటోమేటిక్	trust	0.508
patronage	ప్రాపకం	trust	0.508
enable	ఎనేబుల్	trust	0.508
admissible	అనుమతించదగిన	trust	0.508
beautification	సుందరీకరణ	trust	0.508
synchronize	సింక్రనైజ్	trust	0.500
info	సమాచారం	trust	0.500
pontiff	పీఠాధిపతి	trust	0.500
retain	నిలుపుకున్న	trust	0.500
warden	వార్డెన్	trust	0.500
majesty	ఘనత	trust	0.500
infallibility	ఖచ్చితత్వం	trust	0.500
guru	గురు	trust	0.500
apologetic	క్షమాపణ	trust	0.500
darling	డార్లింగ్	trust	0.500
doctrine	సిద్దాంతము	trust	0.500
related	సంబంధిత	trust	0.500
treasure	ట్రెజర్	trust	0.500
infinity	అనంతం	trust	0.500
romantic	శృంగార	trust	0.500
optimist	ఆశావాది	trust	0.500
timing	టైమింగ్	trust	0.500
undying	తీరని	trust	0.500
personal	వ్యక్తిగత	trust	0.500
gateway	గేట్వే	trust	0.500
instruction	సూచనల	trust	0.500
backer	మద్దతుదారు	trust	0.500
watchful	శ్రద్దగల	trust	0.500
badge	బ్యాడ్జ్	trust	0.500
birth	పుట్టిన	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	పవిత్రమైనది	trust	0.500
indelible	చెరగని	trust	0.500
superman	సూపర్మ్యాన్	trust	0.500
guard	గార్డు	trust	0.500
vindication	నిర్మూలన	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	సజీవంగా	trust	0.500
constitute	ఉన్నారు	trust	0.492
jubilant	ఆనందోత్సాహాలతో కూడిన	trust	0.492
endow	ప్రసాదిస్తుందని	trust	0.492
improve	మెరుగు	trust	0.492
contributor	కంట్రిబ్యూటర్	trust	0.492
formality	సాంప్రదాయం	trust	0.492
salute	వందనం	trust	0.492
inevitable	అనివార్యమైన	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	అంపైర్	trust	0.492
grow	పెరుగుతాయి	trust	0.492
fellow	తోటి	trust	0.492
popularity	ప్రజాదరణ	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	ప్రతినిధి	trust	0.492
synonymous	పర్యాయపదంగా	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	చర్చి	trust	0.492
hardy	హార్డీ	trust	0.492
privy	ప్రైవీ	trust	0.492
psalm	కీర్తన	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	ఆకర్షణ	trust	0.492
grandchildren	మునుమనవళ్లను	trust	0.492
elegance	చక్కదనం	trust	0.492
laudatory	ప్రశంసాత్మక	trust	0.492
sheriff	షెరీఫ్	trust	0.492
radiance	ప్రకాశించే	trust	0.492
harbor	నౌకాశ్రయం	trust	0.492
aspire	ఆస్పైర్	trust	0.492
musical	సంగీత	trust	0.492
chairman	చైర్మన్	trust	0.492
moderator	మధ్యవర్తి	trust	0.492
laudation	laudation	trust	0.484
clean	శుభ్రంగా	trust	0.484
arbiter	నిర్ణేతగా	trust	0.484
crowning	పట్టాభిషేకం	trust	0.484
depth	లోతు	trust	0.484
forecast	సూచన	trust	0.484
colonel	కల్నల్	trust	0.484
hire	నియామకం	trust	0.484
found	కనుగొన్నారు	trust	0.484
armor	కవచం	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ఇష్టమైన	trust	0.484
voucher	రసీదును	trust	0.484
affection	ఆప్యాయత	trust	0.484
path	మార్గం	trust	0.484
referee	రిఫరీ	trust	0.484
police	పోలీసు	trust	0.484
countryman	దేశస్థుడు	trust	0.484
romance	శృంగారం	trust	0.484
diagnosis	నిర్ధారణ	trust	0.484
concord	ఏక తాళం	trust	0.484
enjoy	ఆనందించండి	trust	0.484
ranger	రేంజర్	trust	0.484
confess	అంగీకరిస్తున్నాను	trust	0.484
income	ఆదాయం	trust	0.484
assembly	అసెంబ్లీ	trust	0.484
sweet	తీపి	trust	0.484
like	వంటి	trust	0.484
apologize	క్షమాపణ	trust	0.477
sermon	ఉపన్యాసం	trust	0.477
pastor	పాస్టర్	trust	0.477
matter	విషయం	trust	0.477
glory	గ్లోరీ	trust	0.477
lamb	గొర్రె	trust	0.477
lover	ప్రేమికుడు	trust	0.477
putative	సంభవించబోయే	trust	0.477
expect	ఆశించే	trust	0.477
purely	పూర్తిగా	trust	0.477
follow	అనుసరించండి	trust	0.477
parliament	పార్లమెంట్	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	నర్సరీ	trust	0.477
episcopal	ఎపిస్కోపల్	trust	0.477
veracity	కచ్చితత్వాన్ని	trust	0.477
mathematical	గణిత	trust	0.477
frank	ఫ్రాంక్	trust	0.477
policeman	పోలీసు	trust	0.477
word	పదం	trust	0.477
consul	కాన్సుల్	trust	0.477
landmark	మైలురాయి	trust	0.477
calculator	కాలిక్యులేటర్	trust	0.477
sterling	స్టెర్లింగ్	trust	0.477
signature	సంతకం	trust	0.477
votive	శపథము	trust	0.477
preponderance	preponderance	trust	0.477
sacrifice	త్యాగం	trust	0.477
underwrite	విలువకట్టరాదు	trust	0.469
bridesmaid	తోడిపెళ్లికూతురు	trust	0.469
commission	కమిషన్	trust	0.469
passion	అభిరుచి	trust	0.469
prefer	ఇష్టపడతారు	trust	0.469
recruits	నియామకాల	trust	0.469
cashier	క్యాషియర్	trust	0.469
judicious	న్యాయపరమైన	trust	0.469
immerse	ముంచుతాం	trust	0.469
uncritical	అశాస్త్రీయమని	trust	0.469
effective	సమర్థవంతమైన	trust	0.469
dove	పావురం	trust	0.469
tutelage	శిక్షణలో	trust	0.469
associate	అసోసియేట్	trust	0.469
flagship	ప్రధాన	trust	0.469
religion	మతం	trust	0.469
gain	పెరుగుట	trust	0.469
instructor	బోధకుడు	trust	0.469
judgment	తీర్పు	trust	0.469
title	టైటిల్	trust	0.469
regal	రీగల్	trust	0.469
author	రచయిత	trust	0.469
top	టాప్	trust	0.469
tribune	ట్రిబ్యూన్	trust	0.469
eagerness	ఆత్రుతను	trust	0.469
marshal	మార్షల్	trust	0.469
mighty	శక్తివంతమైన	trust	0.469
intended	ఉద్దేశించబడింది	trust	0.469
capacity	సామర్థ్యాన్ని	trust	0.469
vicar	వికార్	trust	0.469
partake	పంచుకునే	trust	0.461
commerce	కామర్స్	trust	0.461
magnetic	అయస్కాంత	trust	0.461
medal	పతకాన్ని	trust	0.461
courier	కొరియర్	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	నమోదు	trust	0.461
necessarily	తప్పనిసరిగా	trust	0.461
lesson	పాఠం	trust	0.461
custody	అదుపు	trust	0.461
moorings	బంధం	trust	0.461
fortress	కోట	trust	0.461
aunt	అత్త	trust	0.461
bank	బ్యాంకు	trust	0.461
theological	వేదాంత	trust	0.461
manage	నిర్వహించడానికి	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	వాణిజ్య	trust	0.461
lifestyle	జీవనశైలి	trust	0.461
consecration	ప్రతిష్ఠితమైన	trust	0.461
admitted	ఒప్పుకున్నాడు	trust	0.461
crucial	కీలకమైన	trust	0.461
cautious	జాగ్రత్తగా	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	అర్చకత్వం	trust	0.461
attendant	సహాయకురాలు	trust	0.461
oblige	నిర్బంధించే	trust	0.461
patriarchal	పితృస్వామ్య	trust	0.461
kitten	పిల్లి	trust	0.461
cathedral	కేథడ్రల్	trust	0.455
eagle	డేగ	trust	0.453
puppy	కుక్కపిల్ల	trust	0.453
present	ప్రస్తుతం	trust	0.453
perceive	అవగతం	trust	0.453
foresee	దీర్ఘదర్శి	trust	0.453
governor	గవర్నర్	trust	0.453
synergistic	సంఘటిత	trust	0.453
commonplace	సర్వసాధారణంగా	trust	0.453
exchange	మార్పిడి	trust	0.453
journeyman	హర్షించే	trust	0.453
laud	స్తోత్రము	trust	0.453
chairwoman	చైర్వుమన్	trust	0.453
encomium	శ్లాఘన	trust	0.453
strategist	వ్యూహాకర్త	trust	0.453
dawn	డాన్	trust	0.453
excited	సంతోషిస్తున్నాము	trust	0.453
finally	చివరకు	trust	0.453
level	స్థాయి	trust	0.453
chart	చార్ట్	trust	0.453
oasis	ఒయాసిస్	trust	0.453
insulation	ఇన్సులేషన్	trust	0.453
president	అధ్యక్షుడు	trust	0.453
deputy	డిప్యూటీ	trust	0.453
orthodoxy	ఛాందసత్వం	trust	0.445
sir	సర్	trust	0.445
theorem	సిద్ధాంతం	trust	0.445
formula	సూత్రం	trust	0.445
operation	ఆపరేషన్	trust	0.445
bridegroom	పెళ్ళికొడుకు	trust	0.445
lodging	బస	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	హ్యాండ్బుక్	trust	0.445
impart	అద్దడానికి	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	నష్టపరిహారం	trust	0.445
negotiate	చర్చలు	trust	0.445
magnify	పెంచు	trust	0.445
chancellor	ఛాన్సలర్	trust	0.445
crew	సిబ్బంది	trust	0.445
sensual	ఇంద్రియాలకు	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	సాధారణ	trust	0.445
asserting	రూఢీ	trust	0.445
chocolate	చాక్లెట్	trust	0.445
statistical	గణాంక	trust	0.445
lord	లార్డ్	trust	0.445
exaltation	ఘనత	trust	0.445
employ	ఉద్యోగులను	trust	0.445
orchestra	ఆర్కెస్ట్రా	trust	0.445
director	దర్శకుడు	trust	0.445
chemist	రసాయన శాస్త్రవేత్త	trust	0.445
remains	అవశేషాలు	trust	0.445
enliven	enliven	trust	0.445
sun	సూర్యుడు	trust	0.438
imagination	ఊహ	trust	0.438
comptroller	కంప్ట్రోలర్	trust	0.438
digit	అంకెల	trust	0.438
cabinet	క్యాబినెట్	trust	0.438
emphasize	ఒత్తి	trust	0.438
atone	ప్రాయశ్చిత్తం	trust	0.438
inauguration	ప్రారంభోత్సవం	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	ఉన్నత	trust	0.438
governess	అధికారిణిని	trust	0.438
tandem	టెన్డం	trust	0.438
conveyancing	దస్తావేజులు వ్రాసే	trust	0.438
arbitrator	న్యాయమూర్తి	trust	0.438
oracle	ఒరాకిల్	trust	0.438
economy	ఆర్థిక	trust	0.438
elect	ఎన్నికయిన	trust	0.438
villager	గ్రామస్థులకు	trust	0.438
fate	విధి	trust	0.438
exhaustive	కూలంకష	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	బట్లర్	trust	0.438
conformity	అనుగుణ్యత	trust	0.438
grammar	వ్యాకరణ	trust	0.430
disclosed	వెల్లడి	trust	0.430
persuade	ఒప్పించడానికి	trust	0.430
compact	కాంపాక్ట్	trust	0.430
rule	పాలన	trust	0.430
deacon	డీకన్	trust	0.430
impressionable	ప్రభావితమయిన	trust	0.430
cop	పోలీసు	trust	0.430
neutrality	తటస్థ	trust	0.430
pay	చెల్లించటానికి	trust	0.430
bridal	పెళ్లి	trust	0.430
wealth	సంపద	trust	0.430
base	బేస్	trust	0.430
errand	చిన్న	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	దృఢత్వం	trust	0.430
estimable	అంచనా వేయడానికి లేదు	trust	0.430
lender	రుణదాత	trust	0.430
sentry	సెంట్రీ	trust	0.430
invite	ఆహ్వానిస్తున్నాము	trust	0.430
circle	వృత్తం	trust	0.430
grit	గ్రిట్	trust	0.430
elucidate	వివరించు	trust	0.430
repay	చెల్లింపులో	trust	0.430
resources	వనరులు	trust	0.430
blanket	దుప్పటి	trust	0.430
occupant	స్వాధీనం చేసుకున్న	trust	0.430
bequest	బిక్వెస్ట్	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	కౌంట్	trust	0.430
hail	వడగళ్ళు	trust	0.430
playful	సరదా	trust	0.430
simplify	సరళీకృతం	trust	0.430
differential	అవకలన	trust	0.430
utopian	ఆదర్శధామ	trust	0.430
parish	పారిష్	trust	0.422
sing	పాడే	trust	0.422
dominion	అధినివేశ	trust	0.422
dealings	వ్యవహారాలకు	trust	0.422
theocratic	రాజ్యపాలన	trust	0.422
shopkeeper	దుకాణదారుడు	trust	0.422
accountant	అకౌంటెంట్	trust	0.422
forum	ఫోరమ్	trust	0.422
fixed	స్థిర	trust	0.422
eulogize	స్తుతించు	trust	0.422
diary	డైరీ	trust	0.422
intend	ఉద్దేశ్యము	trust	0.422
supplication	విన్నపము	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	అప్రెంటిస్	trust	0.422
continue	కొనసాగించడానికి	trust	0.422
antiseptic	క్రిమినాశక	trust	0.422
perennial	నిత్యం	trust	0.422
primer	ప్రైమర్	trust	0.422
enablement	చేతనత్వం	trust	0.422
respite	ఉపశమనం	trust	0.422
assignee	అసైనీ	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	ట్రేడింగ్	trust	0.422
travel	ప్రయాణ	trust	0.422
probity	ఋజువర్తనము	trust	0.422
axiom	నిభందన	trust	0.422
maintenance	నిర్వహణ	trust	0.422
reconsideration	పునఃపరిశీలన	trust	0.422
treat	చికిత్స	trust	0.422
truss	ట్రస్	trust	0.422
hymn	శ్లోకం	trust	0.422
supremacy	ఆధిపత్యం	trust	0.422
athlete	అథ్లెట్	trust	0.414
cogent	బలవంతపెట్టగల	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	అందజేయడం	trust	0.414
incline	ఇంక్లైన్	trust	0.414
trainer	శిక్షణ	trust	0.414
choir	గాయక	trust	0.414
preservative	సంరక్షక	trust	0.414
kudos	వైభవము	trust	0.414
cash	నగదు	trust	0.414
gazette	గెజిట్	trust	0.414
akin	పోలియున్న	trust	0.414
amortization	రుణ విమోచన	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	విలేఖరి	trust	0.414
salary	జీతం	trust	0.414
offering	సమర్పణ	trust	0.414
leap	లీపు	trust	0.414
transaction	లావాదేవీ	trust	0.414
privilege	అధికారాన్ని	trust	0.414
consort	దేవేరి	trust	0.414
rapt	నిమగ్నమైన	trust	0.414
commodore	దళాధిపతి	trust	0.414
conglomerate	సమ్మేళన	trust	0.414
synod	సైనాడ్	trust	0.414
deference	గౌరవం	trust	0.414
labor	కార్మిక	trust	0.414
gate	గేట్	trust	0.414
routine	రొటీన్	trust	0.414
luxury	లగ్జరీ	trust	0.406
tree	చెట్టు	trust	0.406
legislator	శాసనసభ్యుడు	trust	0.406
executor	కార్యనిర్వాహణాధికారి	trust	0.406
leisure	విశ్రాంతి	trust	0.406
system	వ్యవస్థ	trust	0.406
fitting	యుక్తమైనది	trust	0.406
trophy	ట్రోఫీ	trust	0.406
nation	దేశం	trust	0.406
glorify	కీర్తిస్తూ	trust	0.406
linguist	భాషావేత్త	trust	0.406
extol	పొగుడు	trust	0.406
dermatologist	చర్మ	trust	0.406
judged	తీర్పు	trust	0.406
sanction	మంజూరు	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	రీఎంబెర్స్మెంట్ను	trust	0.406
patrol	పెట్రోల్	trust	0.406
abacus	అబాకస్	trust	0.406
radar	రాడార్	trust	0.406
budget	బడ్జెట్	trust	0.406
deluxe	డీలక్స్	trust	0.398
intense	తీవ్రమైన	trust	0.398
explain	వివరించేందుకు	trust	0.398
gentry	ఉన్నతవర్గం	trust	0.398
quaint	quaint	trust	0.398
parietal	పెరిటల్	trust	0.398
barter	పరివర్తకం	trust	0.398
pursue	ఎంచుకుంది	trust	0.398
clearance	క్లియరెన్స్	trust	0.398
popular	ప్రముఖ	trust	0.398
ground	గ్రౌండ్	trust	0.398
depository	డిపాజిటరీ	trust	0.398
journalism	జర్నలిజం	trust	0.398
electorate	ఓటర్లు	trust	0.398
climax	అంతిమ ఘట్టం	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	మిణుగురు	trust	0.398
yearning	ఆత్రుతలో	trust	0.398
neutral	తటస్థ	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	గూడు	trust	0.398
clan	వంశం	trust	0.398
merchandise	సరుకుల	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	ఇనుము	trust	0.398
