word	Armenian-hy	emotion	emotion-intensity-score
probation	փորձաշրջան	sadness	0.336
disagreeing	անհամաձայնություն	sadness	0.333
severance	կրճատում	sadness	0.333
bacteria	բակտերիաներ	sadness	0.328
adrift	անպիտան	sadness	0.328
squall	բախվելով	sadness	0.328
nether	Նեթեր	sadness	0.328
leave	հեռանալ	sadness	0.328
incompetent	անբավարար	sadness	0.328
endless	անվերջանալի	sadness	0.328
unacceptable	անընդունելի է	sadness	0.328
bondage	ստրուկը	sadness	0.328
dependence	կախվածությունը	sadness	0.328
sterile	ստերիլ	sadness	0.328
unacknowledged	չճանաչված	sadness	0.328
disallowed	արգելված է	sadness	0.328
nepotism	նեպոտիզմ	sadness	0.328
soreness	ցավը	sadness	0.328
scold	խաբեություն	sadness	0.327
flaccid	հուզիչ	sadness	0.324
hobo	հոբո	sadness	0.323
fragile	փխրուն	sadness	0.319
stingy	ցնցող	sadness	0.319
sue	դատական ​​գործ	sadness	0.318
scarcely	հազվադեպ	sadness	0.318
mistake	սխալը	sadness	0.312
committal	հանձնարարել	sadness	0.312
fatty	չաղ	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	Թրեշ	sadness	0.312
skid	skid	sadness	0.312
hamstring	խաչմերուկ	sadness	0.312
nonsensical	անիմաստ	sadness	0.312
ulcer	խոցը	sadness	0.312
defy	դեֆի	sadness	0.312
nostalgia	նոստալգիա	sadness	0.312
inhibit	արգելել	sadness	0.312
clouded	ամպամած	sadness	0.312
evanescence	երջանկություն	sadness	0.312
conceal	թաքցնել	sadness	0.311
blemish	մեղավոր	sadness	0.310
resisting	դիմակայելու համար	sadness	0.309
sympathetic	սիմպաթիկ	sadness	0.307
bugaboo	բուդդիզմ	sadness	0.304
confess	խոստովանում	sadness	0.303
opium	ափիոն	sadness	0.303
alas	ավաղ	sadness	0.302
setback	վերադարձը	sadness	0.297
halting	դադարեցումը	sadness	0.297
incase	դեպքում	sadness	0.297
inappropriate	անպատշաճ	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	միգրեն	sadness	0.297
incompatible	անհամատեղելի	sadness	0.297
dull	ձանձրալի	sadness	0.297
discontinuity	անորոշություն	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	ճնշել	sadness	0.297
weak	թույլ	sadness	0.297
mislead	մոլորեցնելով	sadness	0.297
subsidence	ցրվածություն	sadness	0.297
hermit	հերմիտ	sadness	0.296
moving	շարժվում	sadness	0.295
shrink	նեղանալ	sadness	0.295
shiver	ցնցում	sadness	0.291
tramp	թափառաշրջիկ	sadness	0.288
constraint	սահմանափակում	sadness	0.288
unimportant	աննշան	sadness	0.288
rubble	կեղտոտ	sadness	0.282
excluding	բացառությամբ	sadness	0.281
revoke	անջատել	sadness	0.281
negro	նեդրոն	sadness	0.281
shortage	պակասը	sadness	0.281
wearily	ծայրահեղորեն	sadness	0.281
grey	մոխրագույն	sadness	0.281
senseless	անիմաստ	sadness	0.281
overdue	ժամկետանց	sadness	0.281
flinch	շնչառություն	sadness	0.281
adverse	անբարենպաստ	sadness	0.281
remove	հեռացնել	sadness	0.281
grumpy	գռեհիկ	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	խոստովանություն	sadness	0.281
timid	տխուր	sadness	0.281
down	ներքեւում	sadness	0.281
unseat	անսասան	sadness	0.281
apathy	անտարբերություն	sadness	0.281
taint	տառապանք	sadness	0.281
black	Սեվ	sadness	0.281
knell	բախվելով	sadness	0.275
jurisprudence	իրավագիտություն	sadness	0.273
humbled	խոնարհեցրեց	sadness	0.273
confusion	շփոթություն	sadness	0.273
soldier	զինվոր	sadness	0.273
throb	քիթը	sadness	0.273
gray	մոխրագույն	sadness	0.269
obstacle	խոչընդոտ	sadness	0.266
lax	լարված	sadness	0.266
eternity	հավիտենականություն	sadness	0.266
leaving	թողնելով	sadness	0.266
unrealistic	անիրական է	sadness	0.266
mixedemotions	խառը զգացմունքները	sadness	0.266
slur	slur	sadness	0.266
drifted	քաշեց	sadness	0.266
remiss	մաքուր	sadness	0.266
shack	խաբեություն	sadness	0.266
inconvenient	անհարմար	sadness	0.263
restrict	սահմանափակել	sadness	0.259
misrepresentation	խեղաթյուրում	sadness	0.259
stagnant	լճացում	sadness	0.259
disservice	դիվերսիֆիկացիա	sadness	0.258
backwater	ցածր ջուրը	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	անապատ	sadness	0.255
wasteful	վնասակար	sadness	0.250
labored	աշխատել	sadness	0.250
uneducated	uneducated	sadness	0.250
incomplete	թերի	sadness	0.250
older	Ավելի հին	sadness	0.250
speculation	շահարկումներ	sadness	0.250
undying	անդադար	sadness	0.250
pine	սոճին	sadness	0.250
tempest	շոգին	sadness	0.250
humbug	խռովություն	sadness	0.250
bang	բախում	sadness	0.250
gullible	անկեղծ	sadness	0.250
unexplained	աննկատ	sadness	0.250
communism	կոմունիզմ	sadness	0.250
error	սխալը	sadness	0.250
anchorage	անջատում	sadness	0.250
rainyday	անձրեւոտ օր	sadness	0.242
demonstrative	ցուցադրական	sadness	0.242
melodrama	մելոդրամա	sadness	0.242
necessity	անհրաժեշտություն	sadness	0.236
boredom	ձանձրույթ	sadness	0.235
misty	մառախուղ	sadness	0.234
warp	ծալքավոր	sadness	0.234
trash	աղբ	sadness	0.234
burke	Բիրկե	sadness	0.234
hollow	խոռոչ	sadness	0.234
void	անվավեր	sadness	0.234
healing	բուժում	sadness	0.234
cloudy	ամպամած	sadness	0.234
blockade	շրջափակումը	sadness	0.234
depart	հեռանալ	sadness	0.234
uninteresting	անհետաքրքիր	sadness	0.234
cancel	չեղարկել	sadness	0.234
sentence	դատավճիռը	sadness	0.234
foggy	մառախուղ	sadness	0.234
pale	գունատ	sadness	0.234
case	գործը	sadness	0.228
rainy	անձրեւոտ	sadness	0.227
onerous	բարդ	sadness	0.223
bottom	ներքեւի մասում	sadness	0.223
uninterested	անհետաքրքիր	sadness	0.223
fasting	ծոմ պահելը	sadness	0.220
indifference	անտարբերություն	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	հաղթահարում	sadness	0.219
discolored	գունաթափված	sadness	0.219
blunder	սխալը	sadness	0.219
thirst	ծարավը	sadness	0.219
dole	դոուլ	sadness	0.219
pious	բարեպաշտ	sadness	0.219
cocaine	կոկաինը	sadness	0.218
tough	կոշտ	sadness	0.212
lower	ավելի ցածր	sadness	0.203
sprain	գողություն	sadness	0.203
arid	չորացած	sadness	0.203
fat	ճարպ	sadness	0.203
revolution	հեղափոխություն	sadness	0.203
chilly	սառը	sadness	0.203
chargeable	վճարովի	sadness	0.203
sluggish	դանդաղ	sadness	0.203
yucky	yucky	sadness	0.203
hoary	ցրտահարություն	sadness	0.203
wanting	ցանկանալով	sadness	0.202
progression	առաջընթացը	sadness	0.201
closure	փակումը	sadness	0.195
unbeaten	անպարտելի	sadness	0.193
veal	հորթի	sadness	0.188
retirement	կենսաթոշակ	sadness	0.188
oddity	տարօրինակություն	sadness	0.188
heartfelt	սրտանց	sadness	0.188
meh	meh	sadness	0.188
invalid	անվավեր	sadness	0.188
tease	զզվելի	sadness	0.188
splitting	պառակտումը	sadness	0.188
interrupted	ընդհատեց	sadness	0.188
rumor	լուրերը	sadness	0.188
cataract	կաթողիկոսը	sadness	0.188
rack	դարակ	sadness	0.188
halter	դահլիճ	sadness	0.188
cold	ցուրտ	sadness	0.188
concerned	մտահոգված	sadness	0.184
sarcasm	սարկազմ	sadness	0.181
strip	շերտի մեջ	sadness	0.179
esteem	հարգանք	sadness	0.172
feeling	Զգացմունք	sadness	0.172
overload	ծանրաբեռնվածություն	sadness	0.172
divided	բաժանված	sadness	0.172
memories	հիշողություններ	sadness	0.172
sap	փոս	sadness	0.172
eschew	eschew	sadness	0.172
cupping	խմելը	sadness	0.172
destination	նպատակակետ	sadness	0.170
nosnow	նոսnow	sadness	0.169
limited	սահմանափակ	sadness	0.167
rain	անձրեւ	sadness	0.163
willful	հոժարակամ	sadness	0.160
untitled	untitled	sadness	0.157
weeds	մոլախոտ	sadness	0.156
stint	կանգնեց	sadness	0.156
cross	Խաչ	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	ցնցում	sadness	0.154
inconsequential	աննշան	sadness	0.152
procession	երթը	sadness	0.152
tax	հարկեր	sadness	0.142
lesbian	Լեսբի	sadness	0.141
emo	Էմո	sadness	0.141
overpriced	գերակշռող	sadness	0.141
tolerate	հանդուրժել	sadness	0.141
mug	ժապավեն	sadness	0.141
weight	քաշը	sadness	0.141
touchy	շոշափելի	sadness	0.140
kennel	կաղնու	sadness	0.130
grounded	հիմնավորված	sadness	0.130
late	ուշացումով	sadness	0.125
theocratic	աստվածապետական	sadness	0.125
clouds	ամպերը	sadness	0.125
terrific	սարսափելի	sadness	0.125
commemorate	հիշատակել	sadness	0.125
meek	հեզ	sadness	0.125
stillness	մթության մեջ	sadness	0.125
sisterhood	քույրիկություն	sadness	0.125
socialist	սոցիալիստ	sadness	0.125
unpaid	չվճարված	sadness	0.125
margin	մարժա	sadness	0.125
default	կանխադրված	sadness	0.121
lace	ժապավեն	sadness	0.118
unpublished	չհրապարակված	sadness	0.116
interested	հետաքրքրված է	sadness	0.114
fortress	ամրոց	sadness	0.110
fleece	փաթաթան	sadness	0.109
rating	վարկանիշը	sadness	0.109
lush	փխրուն	sadness	0.109
harry	Գարրի	sadness	0.109
priesthood	քահանայություն	sadness	0.109
orchestra	նվագախումբը	sadness	0.109
ultimate	վերջնական	sadness	0.109
sanctify	սրբացնել	sadness	0.108
income	եկամուտ	sadness	0.100
sonnet	սոնետ	sadness	0.094
winning	հաղթող	sadness	0.094
quiet	հանգիստ	sadness	0.094
boo	բո	sadness	0.094
vainly	նրբորեն	sadness	0.091
wet	թաց	sadness	0.078
hug	գրկել	sadness	0.078
hut	խրճիթ	sadness	0.078
ovation	ձանձրույթ	sadness	0.078
humble	խոնարհ	sadness	0.078
motivating	հորդորելով	sadness	0.078
opera	օպերա	sadness	0.078
treat	բուժել	sadness	0.076
hymn	օրհներգ	sadness	0.064
honest	ազնիվ	sadness	0.062
relics	մասունքները	sadness	0.061
couch	դահլիճ	sadness	0.060
waffle	վաֆլի	sadness	0.047
shell	խեցեղեն	sadness	0.045
musical	երաժշտական	sadness	0.045
savor	ուրախություն	sadness	0.034
vote	քվեարկությունը	sadness	0.031
napkin	անձեռոցիկ	sadness	0.031
sing	երգում	sadness	0.017
music	երաժշտություն	sadness	0.016
mother	մայրը	sadness	0.016
nutritious	սննդարար	sadness	0.015
lovely	սիրուն	sadness	0.009
art	արվեստը	sadness	0.000
romance	սիրավեպ	sadness	0.000
liquor	լիկյոր	sadness	0.000
sweetheart	սիրելիս	sadness	0.000
surprise	անակնկալ	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	պայթել	surprise	0.906
explosion	պայթյուն	surprise	0.898
explosive	պայթուցիկ	surprise	0.883
ambush	դարանակալ	surprise	0.883
eruption	ժայթքում	surprise	0.883
frighten	վախեցեք	surprise	0.875
startle	զարմանալիորեն	surprise	0.875
surprisingly	զարմանալիորեն	surprise	0.875
shockingly	ցնցող	surprise	0.875
surprising	զարմանալի	surprise	0.867
frightened	վախեցած	surprise	0.867
surprised	զարմացրեց	surprise	0.867
thrilling	ոգեւորված	surprise	0.859
miracle	հրաշք	surprise	0.859
outburst	պայթյուն	surprise	0.859
blast	պայթյուն	surprise	0.852
alarm	ահազանգ	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	խռովություն	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	շոկ	surprise	0.844
fright	վախը	surprise	0.836
bang	բախում	surprise	0.836
unexpectedly	անսպասելիորեն	surprise	0.836
catastrophe	աղետ	surprise	0.836
dazzle	զարմացնել	surprise	0.836
emergency	արտակարգ իրավիճակներում	surprise	0.828
bewilderment	տարակուսանք	surprise	0.828
suddenly	հանկարծակի	surprise	0.828
startling	զարմանալիորեն	surprise	0.828
astound	ապշեցուցիչ	surprise	0.820
stunned	ցնցված	surprise	0.820
jackpot	ժակպոտ	surprise	0.812
earthquake	երկրաշարժ	surprise	0.812
disaster	աղետ	surprise	0.812
astonish	զարմանալի	surprise	0.805
astonishment	զարմանք	surprise	0.805
climax	գագաթնակետը	surprise	0.805
aghast	աղքատ	surprise	0.805
scare	վախեցնել	surprise	0.797
awestruck	խայտառակություն	surprise	0.797
bomb	ռումբ	surprise	0.789
erupt	ժայթքում	surprise	0.789
exclaim	բացատրեք	surprise	0.789
amazement	զարմանք	surprise	0.781
detonate	պայթեցնել	surprise	0.773
alarming	ահազանգ	surprise	0.773
miraculous	հրաշքով	surprise	0.773
invade	ներխուժել	surprise	0.773
raid	արշավանք	surprise	0.773
abduction	առեւանգում	surprise	0.773
kidnap	առեւանգել	surprise	0.766
stupefy	անպարկեշտ	surprise	0.758
overwhelming	ճնշող	surprise	0.758
dumfound	ծուռ	surprise	0.758
unpredictable	անկանխատեսելի	surprise	0.758
unimaginable	աներեւակայելի	surprise	0.750
erratic	սխալ է	surprise	0.750
accident	վթար	surprise	0.750
outrageous	վիրավորական	surprise	0.750
flinch	շնչառություն	surprise	0.742
blitz	բլից	surprise	0.742
petrify	գազաֆիկացում	surprise	0.742
slaughter	սպանդը	surprise	0.742
horror	սարսափը	surprise	0.742
amaze	զարմացնել	surprise	0.742
bewilder	ցնցող	surprise	0.742
wreck	վթար	surprise	0.742
stupefaction	անպարկեշտություն	surprise	0.734
excitement	հուզմունք	surprise	0.734
frenetic	գարշահոտ	surprise	0.734
frantic	խորամանկ	surprise	0.734
crash	վթար	surprise	0.734
sudden	հանկարծակի	surprise	0.727
riotous	կոպիտ	surprise	0.727
vanished	անհետացավ	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	աղաղակ	surprise	0.727
bewildered	զարմանալիորեն	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	դիվերսիա	surprise	0.719
shriek	շռայլություն	surprise	0.719
breathless	շնչուղի	surprise	0.719
scream	ցնցող	surprise	0.719
manslaughter	մարդասպանություն	surprise	0.719
rupture	կեղտոտություն	surprise	0.719
unanticipated	անժամկետ	surprise	0.719
amazedness	զարմանք	surprise	0.719
uncontrollable	անվերահսկելի	surprise	0.711
unexpected	անսպասելի	surprise	0.711
electrify	էլեկտրիֆիկացիա	surprise	0.711
stun	ցնցում	surprise	0.711
shot	կրակոց	surprise	0.711
avalanche	ավալանշ	surprise	0.711
gasp	գողություն	surprise	0.711
unforeseen	անսպասելի	surprise	0.703
slam	slam	surprise	0.703
surge	աճը	surprise	0.703
intruder	ներխուժում	surprise	0.703
abrupt	կտրուկ	surprise	0.703
suspense	անորոշություն	surprise	0.703
devastation	ավերածություն	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	անկայունություն	surprise	0.695
excite	հուզիչ	surprise	0.695
unprecedented	աննախադեպ	surprise	0.695
stab	սպանել	surprise	0.695
urgent	հրատապ	surprise	0.695
yell	գոռալ	surprise	0.695
strike	գործադուլ	surprise	0.695
disturbance	խանգարում	surprise	0.688
carnage	կոտորածը	surprise	0.688
spectacular	տպավորիչ	surprise	0.688
incredible	անհավատալի	surprise	0.688
recklessness	անխոհեմություն	surprise	0.680
slap	ապտակ	surprise	0.680
monstrous	հրեշավոր	surprise	0.680
clamor	աղմկահարույց	surprise	0.680
thrill	սենսացիա	surprise	0.680
accidentally	պատահաբար	surprise	0.672
accidental	պատահական	surprise	0.672
striking	զարմանալի	surprise	0.672
captivate	սպանել	surprise	0.672
exhilaration	ուրախություն	surprise	0.672
terrorist	ահաբեկիչ	surprise	0.672
inexplicable	աննկատելի	surprise	0.672
exciting	հուզիչ	surprise	0.672
topple	ընկնելը	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	հրաբուխ	surprise	0.664
revolution	հեղափոխություն	surprise	0.664
freakish	հուզիչ	surprise	0.664
incendiary	հուզիչ	surprise	0.656
revolt	ապստամբությունը	surprise	0.656
sneak	գողանալ	surprise	0.656
unspeakable	անբացատրելի	surprise	0.656
bloodshed	արյունահեղություն	surprise	0.656
cyclone	ցիկլոն	surprise	0.648
violent	բռնությամբ	surprise	0.648
disruption	խախտում	surprise	0.648
spellbound	կախարդանք	surprise	0.648
unsuspecting	անպատասխանատու	surprise	0.648
mutiny	կոտորածը	surprise	0.648
attacking	հարձակման	surprise	0.648
unintended	չպահանջված	surprise	0.648
amazingly	զարմանալիորեն	surprise	0.648
epidemic	համաճարակ	surprise	0.648
shout	բղավում	surprise	0.641
screech	ցրտահարություն	surprise	0.641
wildfire	վայրի հրդեհը	surprise	0.641
indescribable	աննկարագրելի	surprise	0.641
enthusiasm	ոգեւորություն	surprise	0.641
excitation	հուզմունք	surprise	0.641
tumult	աղմկոտ	surprise	0.641
improvisation	իմպրովիզացիա	surprise	0.641
anomaly	անոմալիա	surprise	0.633
apparition	տեսլականը	surprise	0.633
treachery	դավաճանություն	surprise	0.633
presto	Presto	surprise	0.633
gape	գեյփը	surprise	0.633
agape	agape	surprise	0.633
uncertain	անորոշ	surprise	0.633
plunder	թալանը	surprise	0.633
tempest	շոգին	surprise	0.625
trick	հնարք	surprise	0.625
slaughtering	սպանություն	surprise	0.625
wonderment	զարմանք	surprise	0.625
excited	հուզված	surprise	0.625
sorcery	կախարդություն	surprise	0.625
murderous	մարդասպան	surprise	0.625
urgency	հրատապություն	surprise	0.625
distress	աղետ	surprise	0.625
mystery	առեղծվածը	surprise	0.625
trickery	խաբեություն	surprise	0.617
intense	ինտենսիվ	surprise	0.617
vanish	անհետանալ	surprise	0.617
murder	սպանություն	surprise	0.617
quickness	արագություն	surprise	0.617
intrusive	միջամտող	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	փառք	surprise	0.617
blindfold	կույր տեսք	surprise	0.609
coup	հեղաշրջում	surprise	0.609
splash	բոցավառվել	surprise	0.609
thief	գող	surprise	0.609
magical	կախարդական	surprise	0.609
unstable	անկայուն	surprise	0.609
shatter	ջարդվել	surprise	0.609
strangle	խեղդել	surprise	0.609
defy	դեֆի	surprise	0.602
deluge	ջրհեղեղը	surprise	0.602
inconceivable	անհավանական	surprise	0.602
jubilee	հոբելյանը	surprise	0.602
stupor	ստուպոր	surprise	0.602
tackle	լուծում	surprise	0.602
assail	հարձակման	surprise	0.602
betray	դավաճանել	surprise	0.602
monstrosity	հրեշավորություն	surprise	0.594
alerts	ծանուցումներ	surprise	0.594
lightning	կայծակ	surprise	0.594
mishap	խռովություն	surprise	0.594
shrill	շրիլ	surprise	0.594
stupendous	մեծամասնությունը	surprise	0.594
mysterious	խորհրդավոր	surprise	0.586
paralyzed	կաթվածահար	surprise	0.586
randomly	պատահականորեն	surprise	0.586
bonus	բոնուս	surprise	0.586
deceit	խաբեություն	surprise	0.586
wild	վայրի	surprise	0.586
pitfall	խայծ	surprise	0.586
wondrous	զարմանալի	surprise	0.586
uncanny	անանուն	surprise	0.586
electric	էլեկտրական	surprise	0.578
oddity	տարօրինակություն	surprise	0.578
death	մահ	surprise	0.578
jubilant	երջանիկ	surprise	0.578
godsend	հավատացյալ	surprise	0.578
stagger	ցնցող	surprise	0.578
raving	գայթակղություն	surprise	0.578
rejoicing	ուրախություն	surprise	0.578
premature	վաղաժամ	surprise	0.578
fluke	փխրուն	surprise	0.578
bizarre	տարօրինակ	surprise	0.578
revenge	վրեժ	surprise	0.570
dynamic	դինամիկ	surprise	0.570
dismay	անհանգստություն	surprise	0.570
ecstatic	էկզոտիկ	surprise	0.562
fascinate	հետաքրքրաշարժ	surprise	0.562
uncover	բացել	surprise	0.562
jerk	բռնել	surprise	0.562
reward	պարգեւատրում	surprise	0.562
nefarious	անբարոյական	surprise	0.562
reappear	կրկին հայտնվում	surprise	0.562
whim	քնքուշ	surprise	0.555
conjure	դավաճանություն	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	գաղափարախոսություն	surprise	0.555
illuminate	լուսավորելու համար	surprise	0.547
rescue	փրկարարական աշխատանքներ	surprise	0.547
tantalizing	թալանելով	surprise	0.547
winner	հաղթող	surprise	0.547
heroism	հերոսություն	surprise	0.547
rarity	հազվադեպություն	surprise	0.547
ejaculation	ցնցում	surprise	0.547
daze	զարմացնել	surprise	0.547
unbridled	անսասան	surprise	0.547
thwart	խանգարել	surprise	0.547
treason	դավաճանություն	surprise	0.539
punch	դակիչ	surprise	0.539
insult	վիրավորանք	surprise	0.539
lunge	լուռ	surprise	0.539
illusion	պատրանք	surprise	0.539
lucky	բախտավոր	surprise	0.539
interrupt	ընդհատում	surprise	0.539
cheer	ուրախություն	surprise	0.539
celebration	տոնակատարություն	surprise	0.539
violation	խախտում	surprise	0.539
marvel	զարմացնելով	surprise	0.539
sensation	սենսացիա	surprise	0.531
fearfully	սարսափելիորեն	surprise	0.531
concealed	թաքցրել	surprise	0.531
banger	բանդեր	surprise	0.531
affront	խաբեությամբ	surprise	0.531
snag	սեղմում	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	երեխա	surprise	0.523
wonder	զարմանալիորեն	surprise	0.523
immediacy	անմիջականություն	surprise	0.523
undiscovered	չբացահայտված	surprise	0.523
abandonment	հրաժարվելով	surprise	0.523
rejoice	ուրախանում	surprise	0.523
improvise	իմպրովիզե	surprise	0.523
majestic	հրաշալի	surprise	0.523
scorpion	կարիճ	surprise	0.523
victimized	զոհաբերված	surprise	0.523
liberate	ազատագրել	surprise	0.523
yelp	ճարպը	surprise	0.516
stealthily	գաղտնի կերպով	surprise	0.516
tickle	հուզիչ	surprise	0.516
chance	հնարավորություն	surprise	0.516
howl	երգում	surprise	0.516
swerve	շեղում	surprise	0.508
reflex	ռեֆլեքս	surprise	0.508
rave	խթանել	surprise	0.508
pop	փոփ	surprise	0.508
luck	հաջողություն	surprise	0.508
magnificent	հոյակապ	surprise	0.508
transcendence	տրանսցենդենտալ	surprise	0.508
garish	ծաղրածու	surprise	0.508
unintentionally	չճանաչված	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	անսպասելի	surprise	0.500
marvelous	հրաշալի	surprise	0.500
heroic	հերոսական	surprise	0.500
remarkable	ուշագրավ	surprise	0.500
fainting	անհանգստությունը	surprise	0.500
slayer	մարդասպան	surprise	0.500
erotic	Էրոտիկ	surprise	0.500
enliven	կենսակերպ	surprise	0.500
alertness	զգոնություն	surprise	0.500
misbehavior	չարաշահում	surprise	0.500
embarrassment	անհանգստություն	surprise	0.500
diversion	դիվերսիա	surprise	0.500
unutterable	անմոռանալի	surprise	0.492
nab	նաբ	surprise	0.492
camouflage	քողարկում	surprise	0.492
trump	կոպիտ	surprise	0.492
decoy	աղավաղում	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	քիմերա	surprise	0.492
infarct	ինֆարկտ	surprise	0.492
birthday	ծննդյան օրը	surprise	0.492
greatness	մեծություն	surprise	0.492
zeal	նախանձախնդրություն	surprise	0.484
prick	հեգնանքով	surprise	0.484
magician	Մագ	surprise	0.484
underestimate	թերագնահատում	surprise	0.484
horde	հորդա	surprise	0.484
fanfare	ժառանգություն	surprise	0.484
inexpressible	աննկարագրելի	surprise	0.484
daemon	օր	surprise	0.484
variable	փոփոխական	surprise	0.484
curiosity	հետաքրքրությունը	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	անպաշտպան	surprise	0.477
chicane	Չիկան	surprise	0.477
fortune	բախտը	surprise	0.477
sneeze	շնչում	surprise	0.477
illumination	լուսավորություն	surprise	0.477
incident	միջադեպը	surprise	0.477
dreadfully	սարսափելիորեն	surprise	0.477
strange	տարօրինակ	surprise	0.477
subversive	դիվերսանտ	surprise	0.477
reversal	վերադարձը	surprise	0.469
prowl	ողորմություն	surprise	0.469
rapid	արագ	surprise	0.469
leery	նրբագեղություն	surprise	0.469
wizard	Wizard	surprise	0.469
coincidence	պատահականություն	surprise	0.461
hilarious	ուրախ	surprise	0.461
divergent	առանձին	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ընդմիջում	surprise	0.461
slip	սայթաքել	surprise	0.461
wonderful	հրաշալի	surprise	0.453
hoax	խաբեություն	surprise	0.453
winning	հաղթող	surprise	0.453
overestimate	գերագնահատում	surprise	0.453
confession	խոստովանություն	surprise	0.453
ordeal	փորձություն	surprise	0.453
evanescence	երջանկություն	surprise	0.453
merriment	ուրախություն	surprise	0.453
raffle	խաղադրույքը	surprise	0.453
stound	գետնին	surprise	0.445
laughter	ծիծաղ	surprise	0.445
enthusiast	էնտուզիաստ	surprise	0.445
splendid	հիանալի	surprise	0.445
feat	feat	surprise	0.445
perchance	շնչառություն	surprise	0.445
excel	Excel- ը	surprise	0.445
gambling	Դրամախաղ	surprise	0.445
unintentional	անհայտ	surprise	0.438
brighten	լուսավորել	surprise	0.438
changeable	փոփոխական	surprise	0.438
rapt	հարված	surprise	0.438
unique	յուրահատուկ	surprise	0.438
splendor	շքեղություն	surprise	0.438
senseless	անիմաստ	surprise	0.438
gift	նվեր	surprise	0.430
fascination	հետաքրքրություն	surprise	0.430
trepidation	ցնցումներ	surprise	0.430
stealthy	գաղտնի	surprise	0.430
fiesta	Ֆիեստա	surprise	0.430
delighted	ուրախացան	surprise	0.430
lawsuit	դատական ​​գործը	surprise	0.430
intrigue	ինտրիգը	surprise	0.430
quicksilver	փետուրը	surprise	0.422
originality	ինքնատիպություն	surprise	0.422
riddle	հանելուկ	surprise	0.422
judgment	դատողություն	surprise	0.422
enchant	զարմացած	surprise	0.422
stealth	գաղտնի	surprise	0.422
veracity	ճշմարտություն	surprise	0.414
elusive	խառնաշփոթ	surprise	0.414
perjury	անհեթեթություն	surprise	0.414
spirits	հոգիները	surprise	0.414
liberation	ազատագրումը	surprise	0.414
illegitimate	անօրինական	surprise	0.414
syncope	սինկոֆը	surprise	0.414
experiment	փորձարկում	surprise	0.414
gambler	խաղացող	surprise	0.406
eager	պատրաստակամորեն	surprise	0.406
inspired	ոգեշնչված	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	Ծափահարություններ	surprise	0.406
allure	գաղափարախոսություն	surprise	0.406
parade	շքերթը	surprise	0.406
princely	գահակալությամբ	surprise	0.398
divorce	ամուսնալուծությունը	surprise	0.398
guess	գուշակիր	surprise	0.398
burlesque	բրոշյուր	surprise	0.398
secrecy	գաղտնիություն	surprise	0.398
aspiration	ձգտումը	surprise	0.391
peri	peri	surprise	0.391
cheerful	ուրախ	surprise	0.391
hermaphrodite	հերմաֆրոդիտ	surprise	0.391
supremacy	գերակայություն	surprise	0.391
incontinence	անպտղություն	surprise	0.391
inheritance	Ժառանգություն	surprise	0.383
score	հաշիվը	surprise	0.383
lose	կորցնել	surprise	0.383
crowning	թագուհին	surprise	0.383
buck	բուքը	surprise	0.383
praiseworthy	գովասանքի արժանի	surprise	0.383
cadaver	կադավավեր	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	գուլպ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	տխուր	surprise	0.375
mystic	առեղծվածային	surprise	0.375
succeed	հաջողություն	surprise	0.375
advance	առաջընթացը	surprise	0.375
sparkle	շողշողուն	surprise	0.367
hope	հույս	surprise	0.367
joker	ջոկեր	surprise	0.367
sensual	զգայական	surprise	0.367
excavation	պեղումներ	surprise	0.367
feeling	Զգացմունք	surprise	0.359
entertainment	զվարճանք	surprise	0.359
clown	ծաղրածու	surprise	0.352
newcomer	նորեկ	surprise	0.352
modify	փոփոխել	surprise	0.352
award	մրցանակաբաշխություն	surprise	0.352
blessings	օրհնություններ	surprise	0.352
postponement	հետաձգումը	surprise	0.352
obit	նայեք	surprise	0.352
celebrity	Հայտնի մարդիկ	surprise	0.344
