word	Sinhala (Sinhalese)-si	emotion	emotion-intensity-score
earthquake	භූමි කම්පාව	surprise	0.812
disaster	ව්යසනයයි	surprise	0.812
astonish	පුදුමයි	surprise	0.805
astonishment	පුදුමයට කරුණකි	surprise	0.805
climax	උච්චතම අවස්ථාවයි	surprise	0.805
aghast	දුගඳයි	surprise	0.805
scare	බයවෙලා	surprise	0.797
awestruck	අවුල්සහගතයි	surprise	0.797
bomb	බෝම්බය	surprise	0.789
erupt	පුපුරා ගියේය	surprise	0.789
exclaim	ප්රකාශ කරනවා	surprise	0.789
amazement	පුදුමයි	surprise	0.781
detonate	ඩෙටනේටඩ්	surprise	0.773
alarming	තැතිගන්වනසුළුයි	surprise	0.773
miraculous	ආශ්චර්යමත්	surprise	0.773
invade	ආක්රමණිකය	surprise	0.773
raid	වැටලීම	surprise	0.773
abduction	පැහැර ගැනීම	surprise	0.773
kidnap	පැහැරගෙන ගියා	surprise	0.766
stupefy	මෝඩකමකි	surprise	0.758
overwhelming	අති විශාලය	surprise	0.758
dumfound	ඩිෆෙන්ඩර්	surprise	0.758
unpredictable	නොතිබුණි	surprise	0.758
unimaginable	සිතාගත නොහැකි ය	surprise	0.750
erratic	අස්ථිරයි	surprise	0.750
accident	අනතුරක්	surprise	0.750
outrageous	ප්රකෝපකාරීයි	surprise	0.750
flinch	ඉවරයි	surprise	0.742
blitz	බිට්ස්	surprise	0.742
petrify	පැන්ට්රි	surprise	0.742
slaughter	ජනඝාතනය	surprise	0.742
horror	භීෂණය	surprise	0.742
amaze	පුදුමයි	surprise	0.742
bewilder	අසරණයි	surprise	0.742
wreck	සුන්බුන්	surprise	0.742
stupefaction	මිනිහෙක්	surprise	0.734
excitement	උද්වේගකරයි	surprise	0.734
frenetic	උද්වේගකරයි	surprise	0.734
frantic	වියරු වැටීමක්	surprise	0.734
crash	බිඳ වැටීම	surprise	0.734
sudden	හදිසියේ	surprise	0.727
riotous	කැරලිකාර	surprise	0.727
vanished	අතුරුදහන් විය	surprise	0.727
moonstruck	චන්ද්රයා	surprise	0.727
outcry	කෑගැසුවා	surprise	0.727
bewildered	අසරණයි	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	කඩාකප්පල්	surprise	0.719
shriek	මොරගැසුවා	surprise	0.719
breathless	හුස්මක්වත් නැහැ	surprise	0.719
scream	කෑගහන්න	surprise	0.719
manslaughter	මිනීමරුවා	surprise	0.719
rupture	කැඩීම	surprise	0.719
unanticipated	අනපේක්ෂිත ය	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	පාලනයකින් තොරව විය හැක	surprise	0.711
unexpected	නොසිතූ	surprise	0.711
electrify	විදුලිය	surprise	0.711
stun	කම්පනයයි	surprise	0.711
shot	වෙඩි තියලා	surprise	0.711
avalanche	සෘජු බලපෑමකි	surprise	0.711
gasp	හුස්මයි	surprise	0.711
unforeseen	නොතිබුණි	surprise	0.703
slam	පැන්නුවා	surprise	0.703
surge	වැඩිවීමක්	surprise	0.703
intruder	අක්රමණශීලී විය	surprise	0.703
abrupt	හදිසියේ	surprise	0.703
suspense	සැකය	surprise	0.703
devastation	ව්යසනය	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	විචලනය	surprise	0.695
excite	උද්වේගකරයි	surprise	0.695
unprecedented	පෙර නොවූ විරූයි	surprise	0.695
stab	නරකයි	surprise	0.695
urgent	හදිසි	surprise	0.695
yell	කෑගැසුවා	surprise	0.695
strike	වර්ජනය	surprise	0.695
disturbance	බාධා කිරීම්	surprise	0.688
carnage	මිනිස් සංහාරය	surprise	0.688
spectacular	දර්ශනීයයි	surprise	0.688
incredible	ඇදහිය නොහැකි ය	surprise	0.688
recklessness	සාහසිකත්වයයි	surprise	0.680
slap	බෑගය	surprise	0.680
monstrous	භයානකයි	surprise	0.680
clamor	ඝෝෂාකාරී විය	surprise	0.680
thrill	ප්රීතිමත් අවස්ථාවක්	surprise	0.680
accidentally	අහම්බෙන්	surprise	0.672
accidental	අහම්බයක්	surprise	0.672
striking	කැපී පෙනේ	surprise	0.672
captivate	සැනසීමක්	surprise	0.672
exhilaration	විච්චාරණය	surprise	0.672
terrorist	ත්රස්තවාදී	surprise	0.672
inexplicable	පැහැදිලි කළ නොහැකි ය	surprise	0.672
exciting	ආකර්ෂණීය	surprise	0.672
topple	පෙරලා දැමීමයි	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ගිනි කන්දක්	surprise	0.664
revolution	විප්ලවය	surprise	0.664
freakish	භයානකයි	surprise	0.664
incendiary	ගිනි අවුලුවකි	surprise	0.656
revolt	කැරැල්ල	surprise	0.656
sneak	නටනවා	surprise	0.656
unspeakable	අසමසමයි	surprise	0.656
bloodshed	ලේ වැගිරීමකි	surprise	0.656
cyclone	සුළි කුණාටුවයි	surprise	0.648
violent	ප්රචණ්ඩකාරි	surprise	0.648
disruption	බාධාවක්	surprise	0.648
spellbound	විහිළුවකි	surprise	0.648
unsuspecting	සැකයක් නැත	surprise	0.648
mutiny	කැරලිකාරකමයි	surprise	0.648
attacking	පහර දුන්නා	surprise	0.648
unintended	නොසිතූ	surprise	0.648
amazingly	පුදුම සහගතයි	surprise	0.648
epidemic	වසංගතයකි	surprise	0.648
shout	කෑගහන්න	surprise	0.641
screech	කතාව	surprise	0.641
wildfire	ලැව්ගිනි	surprise	0.641
indescribable	විස්තර කළ නොහැකි තරම්ය	surprise	0.641
enthusiasm	උද්යෝගයක්	surprise	0.641
excitation	උත්ප්රේරනයයි	surprise	0.641
tumult	කැලඹිලිකමකි	surprise	0.641
improvisation	විකාශනය	surprise	0.641
anomaly	විෂමතාවයි	surprise	0.633
apparition	පෙනේ	surprise	0.633
treachery	ද්රෝහීත්වය	surprise	0.633
presto	පෙරෙස්	surprise	0.633
gape	ග්රේස්	surprise	0.633
agape	ඇපටපේ	surprise	0.633
uncertain	අවිනිශ්චිතය	surprise	0.633
plunder	කොල්ලකෑම	surprise	0.633
tempest	කුණාටුවකි	surprise	0.625
trick	උපාය	surprise	0.625
slaughtering	මැරුවෝය	surprise	0.625
wonderment	පුදුමයි	surprise	0.625
excited	උද්වේගකරයි	surprise	0.625
sorcery	මැරයෝ ය	surprise	0.625
murderous	මිනීමරුවෙකි	surprise	0.625
urgency	හදිසිතාව	surprise	0.625
distress	මානසික පීඩනයයි	surprise	0.625
mystery	අභිරහසක්	surprise	0.625
trickery	කපටිකමක්	surprise	0.617
intense	තීව්ර වේ	surprise	0.617
vanish	අතුරුදහන් විය	surprise	0.617
murder	ඝාතනය කිරීම	surprise	0.617
quickness	ක්ෂණිකව	surprise	0.617
intrusive	ආක්රමණශීලී ය	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	පැන්කාව	surprise	0.617
blindfold	අන්ධයි	surprise	0.609
coup	කුමන්ත්රනය	surprise	0.609
splash	පිපිරීමක්	surprise	0.609
thief	සොරෙකුය	surprise	0.609
magical	ඉන්ද්රජාලික	surprise	0.609
unstable	අස්ථායී ය	surprise	0.609
shatter	කඩන්න	surprise	0.609
strangle	ගෙල වටිනවා	surprise	0.609
defy	නොකියයි	surprise	0.602
deluge	ජලගැල්මයි	surprise	0.602
inconceivable	සිතාගත නොහැක	surprise	0.602
jubilee	ජුබිලිය	surprise	0.602
stupor	මෝඩයා	surprise	0.602
tackle	අනුභව කිරීම	surprise	0.602
assail	පහර දෙනවා	surprise	0.602
betray	පාවාදෙනු ඇත	surprise	0.602
monstrosity	යල් පැනලා	surprise	0.594
alerts	ඇඟවීම්	surprise	0.594
lightning	අකුණුසැල්ල	surprise	0.594
mishap	අවාසියක්	surprise	0.594
shrill	නටබුන්	surprise	0.594
stupendous	සිහිය	surprise	0.594
mysterious	අභිරහස් ය	surprise	0.586
paralyzed	අකර්මණ්ය වේ	surprise	0.586
randomly	අහඹු ලෙසයි	surprise	0.586
bonus	බෝනස්	surprise	0.586
deceit	වංචාව	surprise	0.586
wild	වල්	surprise	0.586
pitfall	කණපිට පෙරලී තිබේ	surprise	0.586
wondrous	පුදුම සහගතය	surprise	0.586
uncanny	හරිම අමාරුයි	surprise	0.586
electric	විද්යුත්	surprise	0.578
oddity	අමුතුයි	surprise	0.578
death	මරණ	surprise	0.578
jubilant	ජේ	surprise	0.578
godsend	දෙවියන් වහන්සේගෙන්ය	surprise	0.578
stagger	ආතතිය	surprise	0.578
raving	හිසරදයකි	surprise	0.578
rejoicing	ප්රීතියෙන් සිටියි	surprise	0.578
premature	අවිනිශ්චිතතාවය	surprise	0.578
fluke	ඉතින්	surprise	0.578
bizarre	විශ්මයට පත් විය	surprise	0.578
revenge	පළිගැනීම	surprise	0.570
dynamic	ගතිකය	surprise	0.570
dismay	අවාසනාවන්ත ලෙසය	surprise	0.570
ecstatic	උද්වේගකරයි	surprise	0.562
fascinate	ආකර්ෂණීයයි	surprise	0.562
uncover	සොයා ගැනේ	surprise	0.562
jerk	කරදරයක්	surprise	0.562
reward	ත්යාගය	surprise	0.562
nefarious	නොපුලුවන්	surprise	0.562
reappear	නැවත මතුවෙනවා	surprise	0.562
whim	කතාව	surprise	0.555
conjure	ව්යාජය	surprise	0.555
crescendo	ක්රිසන්ඩෝඩය	surprise	0.555
zany	සානි	surprise	0.555
thaumaturgy	තෝමස්	surprise	0.555
illuminate	ආලෝකය සපයයි	surprise	0.547
rescue	ගලවා ගැනීමයි	surprise	0.547
tantalizing	භයංකරයි	surprise	0.547
winner	ජයග්රාහකයා විය	surprise	0.547
heroism	වීරත්වය	surprise	0.547
rarity	දුර්ලභත්වය	surprise	0.547
ejaculation	ශුක්ර තරලය	surprise	0.547
daze	ඩී	surprise	0.547
unbridled	අසීමිතයි	surprise	0.547
thwart	බාධා කරන්න	surprise	0.547
treason	ද්රෝහියෙකි	surprise	0.539
punch	පන්ච්	surprise	0.539
insult	අපහාසයකි	surprise	0.539
lunge	ඇවිත්	surprise	0.539
illusion	මිත්යාවක්	surprise	0.539
lucky	වාසනාවන්තයි	surprise	0.539
interrupt	බාධා කරන්න	surprise	0.539
cheer	සතුටුයි	surprise	0.539
celebration	සැමරීමයි	surprise	0.539
violation	උල්ලංඝනය කිරීමකි	surprise	0.539
marvel	පුදුමයි	surprise	0.539
sensation	සංවේදීයි	surprise	0.531
fearfully	භයානක ලෙස	surprise	0.531
concealed	සැඟවී තිබේ	surprise	0.531
banger	බෑන්ගර්	surprise	0.531
affront	දඩයමකි	surprise	0.531
snag	නරකයි	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	කථාව	surprise	0.523
wonder	පුදුමයි	surprise	0.523
immediacy	ක්ෂණිකව	surprise	0.523
undiscovered	සොයාගෙන නොමැත	surprise	0.523
abandonment	අත්හැර දැමීම	surprise	0.523
rejoice	ප්රීති වන්න	surprise	0.523
improvise	improvise	surprise	0.523
majestic	දැවැන්තය	surprise	0.523
scorpion	ගෝනුයි	surprise	0.523
victimized	ගොදුරු වූහ	surprise	0.523
liberate	නිදහස් කරන්න	surprise	0.523
yelp	යෙපීය	surprise	0.516
stealthily	සුළුවෙන්	surprise	0.516
tickle	ටික්	surprise	0.516
chance	අවස්ථාවක්	surprise	0.516
howl	බයවෙලා	surprise	0.516
swerve	අසරණයි	surprise	0.508
reflex	සංතාපය	surprise	0.508
rave	කතාවයි	surprise	0.508
pop	පොප්	surprise	0.508
luck	වාසනාවක්	surprise	0.508
magnificent	විශිෂ්ටයි	surprise	0.508
transcendence	නොසැළකීමයි	surprise	0.508
garish	ගෑණුයි	surprise	0.508
unintentionally	නොදැනුවත්වම	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	කලාතුරකින් නොවේ	surprise	0.500
marvelous	පුදුමාකාරයි	surprise	0.500
heroic	වීරෝදාර ය	surprise	0.500
remarkable	කැපී පෙනේ	surprise	0.500
fainting	ක්ලාන්ත	surprise	0.500
slayer	ඝාතකයා	surprise	0.500
erotic	නිරුවතයි	surprise	0.500
enliven	පණගන්වයි	surprise	0.500
alertness	සීරුවේ	surprise	0.500
misbehavior	විෂම පැවැත්මක්	surprise	0.500
embarrassment	ලැජ්ජා විය	surprise	0.500
diversion	හැරීමකි	surprise	0.500
unutterable	අසංවිධිත	surprise	0.492
nab	නැව්	surprise	0.492
camouflage	කැමුමුල්ලයි	surprise	0.492
trump	තුරුම්පු	surprise	0.492
decoy	කතාව	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	චයිමේරා	surprise	0.492
infarct	නොගැලපේ	surprise	0.492
birthday	උපන් දිනයයි	surprise	0.492
greatness	ශ්රේෂ්ඨත්වය	surprise	0.492
zeal	ජ්වලිතය	surprise	0.484
prick	කකුල	surprise	0.484
magician	මැජික් ය	surprise	0.484
underestimate	අවතක්සේරු කිරීමයි	surprise	0.484
horde	ඔරිඩා	surprise	0.484
fanfare	සද්දයක්	surprise	0.484
inexpressible	නොහැකි බවය	surprise	0.484
daemon	ඩීමන්	surprise	0.484
variable	විචල්ය	surprise	0.484
curiosity	කුතුහලය	surprise	0.484
gawk	ගෝල්කේ	surprise	0.477
unguarded	අනාරක්ෂිතයි	surprise	0.477
chicane	චිකන්	surprise	0.477
fortune	වාසනාවකි	surprise	0.477
sneeze	කිනිතුල්ලෝ	surprise	0.477
illumination	ආලෝකය	surprise	0.477
incident	සිද්ධිය	surprise	0.477
dreadfully	භයානක ය	surprise	0.477
strange	අමුතු	surprise	0.477
subversive	කඩාකප්පල් වේ	surprise	0.477
reversal	ආපසු හැරීමකි	surprise	0.469
prowl	රඟපෑවේ	surprise	0.469
rapid	වේගවත්ය	surprise	0.469
leery	කතාවයි	surprise	0.469
wizard	විශාරදයා	surprise	0.469
coincidence	අහම්බයක්	surprise	0.461
hilarious	හාස්යයට කරුණකි	surprise	0.461
divergent	අපසාරී වේ	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	බිඳීම	surprise	0.461
slip	ස්ලිප්	surprise	0.461
wonderful	පුදුමයි	surprise	0.453
hoax	කවට උපාය	surprise	0.453
winning	ජයග්රහණයකි	surprise	0.453
overestimate	අධිතක්සේරු කරයි	surprise	0.453
confession	පාපොච්චාරණයකි	surprise	0.453
ordeal	වේදනාකාරි විය	surprise	0.453
evanescence	සංවේගය	surprise	0.453
merriment	වේගය	surprise	0.453
raffle	කුසපත් ඇදීමක්	surprise	0.453
stound	ශෝචනීයයි	surprise	0.445
laughter	සිනහව	surprise	0.445
enthusiast	උද්යෝගිමත් පුද්ගලයෙක්	surprise	0.445
splendid	පුදුමාකාරයි	surprise	0.445
feat	ජය	surprise	0.445
perchance	තාමත්	surprise	0.445
excel	විශිෂ්ටයි	surprise	0.445
gambling	සූදුවයි	surprise	0.445
unintentional	අනවශ්ය දෙයක්	surprise	0.438
brighten	දීප්තිමත් කරන්න	surprise	0.438
changeable	වෙනස් වේ	surprise	0.438
rapt	රැවටීමයි	surprise	0.438
unique	අසමසමයි	surprise	0.438
splendor	අලංකාරය	surprise	0.438
senseless	අඥාන දෙයක්	surprise	0.438
gift	තෑග්ගක්	surprise	0.430
fascination	සිත් ඇදගන්නා සුළුය	surprise	0.430
trepidation	වෙව්ලීමයි	surprise	0.430
stealthy	කැතයි	surprise	0.430
fiesta	ෆියෙස්ටා	surprise	0.430
delighted	සතුටුයි	surprise	0.430
lawsuit	නඩුවක්	surprise	0.430
intrigue	කුතුහලයක්	surprise	0.430
quicksilver	පාචනය	surprise	0.422
originality	සම්භවය	surprise	0.422
riddle	සොරා ගන්න	surprise	0.422
judgment	විනිශ්චය	surprise	0.422
enchant	චිත්ත ධෛර්යය	surprise	0.422
stealth	රහසිගත	surprise	0.422
veracity	සත්යතාවයකි	surprise	0.414
elusive	අසීරුයි	surprise	0.414
perjury	බොරුවක්	surprise	0.414
spirits	ස්ප්රීතු	surprise	0.414
liberation	විමුක්ති	surprise	0.414
illegitimate	නීතිවිරෝධී වේ	surprise	0.414
syncope	සින්කෝප්	surprise	0.414
experiment	අත්හදා බැලීමකි	surprise	0.414
gambler	සූදුවටයි	surprise	0.406
eager	උනන්දුවෙන් ඉන්නවා	surprise	0.406
inspired	දේවානුභාවයෙන් විය	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	අත්පොලසන්	surprise	0.406
allure	ආකර්ෂණය	surprise	0.406
parade	පෙළපාලිය	surprise	0.406
princely	කිට්ටු	surprise	0.398
divorce	දික්කසාද වෙයි	surprise	0.398
guess	අනුමාන	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	රහස්ය	surprise	0.398
aspiration	අපේක්ෂාවයි	surprise	0.391
peri	පෙරයි	surprise	0.391
cheerful	සතුටුයි	surprise	0.391
hermaphrodite	හර්මෆොඩොයිඩයි	surprise	0.391
supremacy	ආධිපත්යය	surprise	0.391
incontinence	ආබාධයක්	surprise	0.391
inheritance	උරුමයක්	surprise	0.383
score	ලකුණු	surprise	0.383
lose	අහිමි වේ	surprise	0.383
crowning	කිරුළු පළඳවයි	surprise	0.383
buck	බැකට්	surprise	0.383
praiseworthy	ප්රශංසනීයයි	surprise	0.383
cadaver	කැඩ්වෙයාර්	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	ගල්පර්	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	පිස්සු	surprise	0.375
mystic	ගුප්ත වේ	surprise	0.375
succeed	සාර්ථක විය	surprise	0.375
advance	අත්තිකාරමක්	surprise	0.375
sparkle	සුදුමැලි	surprise	0.367
hope	බලාපොරොත්තුව	surprise	0.367
joker	විහිළුවක්	surprise	0.367
sensual	සංවේදීයි	surprise	0.367
excavation	කැණීම්	surprise	0.367
feeling	හැඟීමයි	surprise	0.359
entertainment	විනෝදය	surprise	0.359
clown	ක්ලෝන්	surprise	0.352
newcomer	නවකයෙක්	surprise	0.352
modify	වෙනස් කරන්න	surprise	0.352
award	සම්මානය	surprise	0.352
blessings	ආශීර්වාද	surprise	0.352
postponement	කල්තැබීම	surprise	0.352
obit	අවුට්	surprise	0.352
celebrity	කීර්තිමත් පුද්ගලයෙක්	surprise	0.344
hero	වීරයා	surprise	0.344
start	ආරම්භ කරන්න	surprise	0.344
wonderfully	පුදුමයි	surprise	0.344
highest	ඉහළම	surprise	0.344
proficiency	ප්රවීණතාවය	surprise	0.344
glorify	මහිමයට පත්	surprise	0.344
unbeaten	නොදැවී ලකුණු	surprise	0.336
memorable	මතකයේ තබාගන්න	surprise	0.336
sanctify	කැපවෙනවා	surprise	0.336
rekindle	පිබිදීමක් ඇත	surprise	0.336
optimism	සුභවාදී හැඟීමක්	surprise	0.336
warned	අනතුරු ඇඟවීය	surprise	0.336
prodigious	අසාමාන්යය	surprise	0.336
dissolution	විසුරුවා හැරීමයි	surprise	0.336
grin	ගිහින්	surprise	0.336
admiration	ප්රශංසා කිරීම	surprise	0.328
hypertrophy	අධි රුධිර	surprise	0.328
present	වත්මන්	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	දේවදූතයෙක්	surprise	0.320
examination	විභාගය	surprise	0.320
catch	අල්ලන්න	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	අසරණයි	surprise	0.312
puma	පීමා	surprise	0.312
liberty	නිදහසයි	surprise	0.312
kiss	හාදුවක්	surprise	0.312
embrace	වැලඳගන්න	surprise	0.312
occasional	කලාතුරකින්	surprise	0.312
treat	සලකන්න	surprise	0.312
saint	සාන්තුවරයා	surprise	0.312
scrimmage	කියැවිණි	surprise	0.312
dismissal	නෙරපීමයි	surprise	0.312
perfection	පරිපූර්ණත්වය	surprise	0.305
generosity	ත්යාගශීලීත්වය	surprise	0.305
gratify	ස්තුතියි	surprise	0.305
saintly	ශාන්තුවරයයි	surprise	0.305
sally	සාලි	surprise	0.305
polarity	ධ්රැවීයතාව	surprise	0.297
finally	අවසාන	surprise	0.297
differently	වෙනස්	surprise	0.297
palpable	පෙනීයයි	surprise	0.297
warn	අනතුරු අඟවයි	surprise	0.297
ceremony	උත්සවය	surprise	0.297
larger	විශාලයි	surprise	0.297
favorable	හිතකරයි	surprise	0.297
romance	ආදර කතා	surprise	0.289
medal	පදක්කම්	surprise	0.289
inviting	ආරාධනා කරයි	surprise	0.289
greeting	ආචාර	surprise	0.289
candid	අවංකයි	surprise	0.281
resignation	අස්වීම	surprise	0.281
trip	සංචාරය	surprise	0.281
accolade	සම්මානයට පාත්ර විය	surprise	0.281
labor	කම්කරු	surprise	0.281
stare	පරක්කුයි	surprise	0.273
glimmer	අඳුරේ	surprise	0.266
invite	ආරාධනා කරන්න	surprise	0.266
somatic	සෝතැමි	surprise	0.266
admire	අගය කරනවා	surprise	0.266
immerse	කිමිදෙන්න	surprise	0.266
festival	උත්සවය	surprise	0.266
mimicry	ආකරය	surprise	0.266
compensate	වන්දි ගෙවන්න	surprise	0.266
insolvency	බුන්වත්	surprise	0.266
playful	සෙල්ලක්කාර	surprise	0.266
complement	අනුපූරකය වේ	surprise	0.258
receiving	ලැබුණි	surprise	0.258
hypothesis	කල්පිතය	surprise	0.258
laugh	සිනාසෙන්න	surprise	0.258
chuckle	හකීම්	surprise	0.258
honeymoon	මධුසමය	surprise	0.250
marry	විවාහ කරගන්න	surprise	0.242
independence	නිදහස	surprise	0.242
opera	ඔපෙරා	surprise	0.242
pleasant	ප්රසන්නයි	surprise	0.242
rhythmical	රිද්මයානුකූලයි	surprise	0.234
assessment	තක්සේරුව	surprise	0.234
hopeful	බලාපොරොත්තුවෙනවා	surprise	0.234
trophy	කුසලානය	surprise	0.234
holiness	ශුද්ධකම	surprise	0.234
chant	ගායනා කරනවා	surprise	0.234
leave	නිවාඩු	surprise	0.234
procession	පෙළපාලිය	surprise	0.227
placard	පුවරුව	surprise	0.227
deal	ගනුදෙනුවක්	surprise	0.227
cherish	ආදරයෙන් රැකබලා ගන්න	surprise	0.219
good	යහපත	surprise	0.219
shopping	සාප්පු සවාරි	surprise	0.219
musical	සංගීත	surprise	0.219
shell	ශෙලය	surprise	0.211
dawn	අලුයම	surprise	0.211
simplify	සරළයි	surprise	0.211
purity	පිරිසිදුකම	surprise	0.203
nullify	අවලංගු කරන්න	surprise	0.203
money	මුදල	surprise	0.203
sweet	මිහිරි	surprise	0.203
morals	සදාචාරය	surprise	0.203
synchronize	සමමුහුර්ත කරන්න	surprise	0.195
preservative	සංරක්ෂණය	surprise	0.195
humanitarian	මානුෂිකවයි	surprise	0.195
unfulfilled	අසම්පූර්ණයි	surprise	0.195
precious	වටිනා	surprise	0.195
obliging	යුතුකමකි	surprise	0.188
singularly	ඒකයි	surprise	0.188
foresee	අනාවැකි කියන්න	surprise	0.180
pray	යාච්ඤා කරන්න	surprise	0.180
graduation	උපාධිය ලැබීය	surprise	0.180
lovely	සුන්දරයි	surprise	0.180
sun	හිරු	surprise	0.172
art	කලාව	surprise	0.172
mouth	මුඛය	surprise	0.172
youth	තරුණ	surprise	0.172
thirst	පිපාසයෙන්	surprise	0.172
young	තරුණ	surprise	0.164
goodness	යහපත්කම	surprise	0.164
overdue	කල් ඉකුත්වී ඇත	surprise	0.156
visor	වීසර්	surprise	0.156
practiced	පිළිපදින්න	surprise	0.156
latent	සීතලයි	surprise	0.156
loyal	පක්ෂපාතීයි	surprise	0.148
expect	බලාපොරොත්තු වෙනවා	surprise	0.148
destination	ගමනාන්තය	surprise	0.148
wireless	රැහැන් රහිත	surprise	0.148
quote	උපුටා දක්වයි	surprise	0.141
slush	කතාවයි	surprise	0.141
infant	ළදරුවා	surprise	0.141
cream	කීම්	surprise	0.141
playground	ක්රීඩා පිටිය	surprise	0.133
organization	ආයතනය	surprise	0.125
teach	ඉගැන්විය යුතුය	surprise	0.125
vote	ඡන්දය	surprise	0.125
smile	සිනහව	surprise	0.117
weight	බරයි	surprise	0.117
dolphin	ඩොල්ෆින්	surprise	0.117
sisterhood	සහෝදරත්වය	surprise	0.109
cable	කේබල්	surprise	0.109
sunny	හිරු	surprise	0.102
steady	ස්ථාවරයි	surprise	0.094
leisure	විවේකය	surprise	0.086
peaceful	සාමකාමී	surprise	0.086
spa	ස්පා	surprise	0.086
tree	ගස	surprise	0.078
picnic	විනෝද චාරිකාවක්	surprise	0.078
worm	පණුවා	surprise	0.055
truthfulness	සත්යවාදීයි	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	විශ්වාසවන්තයි	trust	0.867
honest	අවංකයි	trust	0.844
honesty	අවංකභාවය	trust	0.844
honor	ගෞරවය	trust	0.844
truth	සත්යය	trust	0.844
truthful	සත්යවාදීය	trust	0.836
trusting	විශ්වාසයි	trust	0.836
brotherhood	සහෝදරත්වය	trust	0.820
entrust	භාරදෙයි	trust	0.812
committed	කැපවී ඇත	trust	0.805
integrity	අවංකභාවය	trust	0.805
loyalty	පක්ෂපාතිත්වය	trust	0.805
honorable	ගෞරවනීය	trust	0.805
credibility	විශ්වාසනීයත්වය	trust	0.805
trust	විශ්වාසය	trust	0.805
faithful	විශ්වාසවන්ත	trust	0.797
sincere	අවංක ය	trust	0.797
responsible	වගකිව	trust	0.789
partnership	හවුල්කාරිත්වය	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	ප්රඥාව	trust	0.789
oath	දිවුරුමකි	trust	0.781
verification	තහවුරු කිරීම	trust	0.781
vow	බාරයක්	trust	0.781
cooperative	සමුපකාරය	trust	0.781
respectable	ගරු කරනවා	trust	0.773
credible	විශ්වසනීයයි	trust	0.773
hero	වීරයා	trust	0.773
sisterhood	සහෝදරත්වය	trust	0.773
promise	පොරොන්දු වෙනවා	trust	0.773
verified	තහවුරු කර ඇත	trust	0.773
qualified	සුදුසුය	trust	0.766
respected	ගෞරව කළා	trust	0.766
authentication	සත්යාපනය	trust	0.766
compassion	දයානුකම්පාව	trust	0.759
reputable	පිළිගත හැකි ය	trust	0.758
safekeeping	සුරක්ෂිත කිරීමයි	trust	0.758
reliability	විශ්වසනීයත්වය	trust	0.758
moral	සදාචාරාත්මක ය	trust	0.758
love	ආදරය	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	අනුමතිය	trust	0.758
stable	ස්ථාවර	trust	0.750
friend	මිතුරිය	trust	0.750
genuine	අව්යාජයි	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	හැකියාවන්	trust	0.750
loyal	පක්ෂපාතීයි	trust	0.750
ally	සගයා	trust	0.750
safeguard	ආරක්ෂා කිරීමයි	trust	0.750
companion	සහකාරිය	trust	0.750
advised	උපදෙස් දුන්නේය	trust	0.750
authentic	අව්යාජයි	trust	0.750
respect	ගෞරවය	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	නිදහස	trust	0.742
proven	ඔප්පු කර ඇත	trust	0.742
respects	ගෞරව කරනවා	trust	0.742
faith	විශ්වාසය	trust	0.742
wholesome	හිතකරයි	trust	0.742
heartfelt	හෘදයාංගම ය	trust	0.734
unification	එක්සත් කිරීමයි	trust	0.734
protecting	ආරක්ෂා කිරීම	trust	0.734
reassurance	සහතිකයක්	trust	0.734
admirable	ප්රශංසාත්මකයි	trust	0.734
trustee	භාරකරු	trust	0.734
supporter	ආධාරකරුවෙකි	trust	0.734
confirmation	තහවුරු කිරීම	trust	0.734
respectful	ගරු කරනවා	trust	0.734
alliance	සන්ධානය	trust	0.727
equality	සමානාත්මතාවය	trust	0.727
friendship	මිත්රත්වය	trust	0.727
agreement	ගිවිසුම	trust	0.727
fact	ඇත්ත	trust	0.727
confident	විශ්වාසයි	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	විශ්වාස කරනවා	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	විශිෂ්ටත්වයයි	trust	0.727
credential	අක්තපත්ර	trust	0.727
closeness	කිට්ටු	trust	0.719
authenticate	සත්යතාව තහවුරු කරයි	trust	0.719
