word	Azeerbaijani-az	emotion	emotion-intensity-score
negro	zəlzələ	sadness	0.281
shortage	çətinliyi	sadness	0.281
wearily	yorğun	sadness	0.281
grey	Boz	sadness	0.281
senseless	mənasızdır	sadness	0.281
overdue	gecikmiş	sadness	0.281
flinch	flinch	sadness	0.281
adverse	mənfi	sadness	0.281
remove	çıxarın	sadness	0.281
grumpy	hüznlü	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	etiraf	sadness	0.281
timid	utancaq	sadness	0.281
down	aşağı	sadness	0.281
unseat	buraxmaq	sadness	0.281
apathy	apatiya	sadness	0.281
taint	təəssüf	sadness	0.281
black	qara	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	hüquqşünaslıq	sadness	0.273
humbled	hörmət etdi	sadness	0.273
confusion	qarışıqlıq	sadness	0.273
soldier	əsgər	sadness	0.273
throb	zərbə	sadness	0.273
gray	Boz	sadness	0.269
obstacle	maneə	sadness	0.266
lax	lax	sadness	0.266
eternity	əbədiyyət	sadness	0.266
leaving	tərk edirlər	sadness	0.266
unrealistic	qeyri-real	sadness	0.266
mixedemotions	qarışıqlıqlar	sadness	0.266
slur	slur	sadness	0.266
drifted	sürükləndi	sadness	0.266
remiss	rüsvayçılıq	sadness	0.266
shack	çuval	sadness	0.266
inconvenient	əlverişsiz	sadness	0.263
restrict	məhdudlaşdırmaq	sadness	0.259
misrepresentation	səhv təqdimat	sadness	0.259
stagnant	durgun	sadness	0.259
disservice	imtiyaz	sadness	0.258
backwater	arxa su	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	çöllük	sadness	0.255
wasteful	israfçılıq	sadness	0.250
labored	işləmişdir	sadness	0.250
uneducated	təhsilsiz	sadness	0.250
incomplete	natamam	sadness	0.250
older	yaşlı	sadness	0.250
speculation	fərziyyə	sadness	0.250
undying	qeyri-qanuni	sadness	0.250
pine	çam	sadness	0.250
tempest	pusqu	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	qüsursuz	sadness	0.250
unexplained	açıqlanmayan	sadness	0.250
communism	kommunizm	sadness	0.250
error	səhv	sadness	0.250
anchorage	ankraj	sadness	0.250
rainyday	yağışlı gün	sadness	0.242
demonstrative	nümayişçi	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	zərurət	sadness	0.236
boredom	cansıxıcılıq	sadness	0.235
misty	sisli	sadness	0.234
warp	Çözgü	sadness	0.234
trash	zibil	sadness	0.234
burke	burke	sadness	0.234
hollow	boş yerə	sadness	0.234
void	boşluq	sadness	0.234
healing	şəfa	sadness	0.234
cloudy	buludlu	sadness	0.234
blockade	blokadaya	sadness	0.234
depart	ayrılmaq	sadness	0.234
uninteresting	maraqsız	sadness	0.234
cancel	ləğv edin	sadness	0.234
sentence	cümlə	sadness	0.234
foggy	dumanlı	sadness	0.234
pale	solğun	sadness	0.234
case	vəziyyət	sadness	0.228
rainy	yağışlı	sadness	0.227
onerous	zorla	sadness	0.223
bottom	alt	sadness	0.223
uninterested	maraqsız	sadness	0.223
fasting	oruc	sadness	0.220
indifference	laqeydlik	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	mübarizə	sadness	0.219
discolored	rənglənmişdir	sadness	0.219
blunder	səhv	sadness	0.219
thirst	susuzluq	sadness	0.219
dole	dole	sadness	0.219
pious	dindar	sadness	0.219
cocaine	kokain	sadness	0.218
tough	çətin	sadness	0.212
lower	aşağı	sadness	0.203
sprain	sıxmaq	sadness	0.203
arid	qurudulmuş	sadness	0.203
fat	yağ	sadness	0.203
revolution	inqilab	sadness	0.203
chilly	soyuq	sadness	0.203
chargeable	ödənişli	sadness	0.203
sluggish	ləng	sadness	0.203
yucky	yucky	sadness	0.203
hoary	cırıq	sadness	0.203
wanting	istəyən	sadness	0.202
progression	irəliləyiş	sadness	0.201
closure	bağlanma	sadness	0.195
unbeaten	yenilməz	sadness	0.193
veal	dana	sadness	0.188
retirement	təqaüdçü	sadness	0.188
oddity	qəribəlik	sadness	0.188
heartfelt	ürəkdən	sadness	0.188
meh	meh	sadness	0.188
invalid	etibarsızdır	sadness	0.188
tease	sataşmaq	sadness	0.188
splitting	parçalanma	sadness	0.188
interrupted	kəsildi	sadness	0.188
rumor	söz-söhbət	sadness	0.188
cataract	katarakt	sadness	0.188
rack	rack	sadness	0.188
halter	darıxdırıcı	sadness	0.188
cold	soyuq	sadness	0.188
concerned	narahat	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	şerit	sadness	0.179
esteem	hörmət	sadness	0.172
feeling	hissi	sadness	0.172
overload	aşırı yükləmə	sadness	0.172
divided	bölünmüşdür	sadness	0.172
memories	xatirələr	sadness	0.172
sap	sap	sadness	0.172
eschew	eschew	sadness	0.172
cupping	cupping	sadness	0.172
destination	təyinat	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	məhduddur	sadness	0.167
rain	yağış	sadness	0.163
willful	qəsdən	sadness	0.160
untitled	untitled	sadness	0.157
weeds	alaq otları	sadness	0.156
stint	stint	sadness	0.156
cross	xaç	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	əhəmiyyətsizdir	sadness	0.152
procession	hərəkəti	sadness	0.152
tax	vergi	sadness	0.142
lesbian	lezbiyen	sadness	0.141
emo	emo	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	dözüm	sadness	0.141
mug	kupa	sadness	0.141
weight	çəki	sadness	0.141
touchy	toxunma	sadness	0.140
kennel	kennel	sadness	0.130
grounded	əsaslandırılmışdır	sadness	0.130
late	gec	sadness	0.125
theocratic	teokratik	sadness	0.125
clouds	buludlar	sadness	0.125
terrific	dəhşətli	sadness	0.125
commemorate	xatırlamaq	sadness	0.125
meek	meek	sadness	0.125
stillness	sakitlik	sadness	0.125
sisterhood	qardaşlıq	sadness	0.125
socialist	sosialist	sadness	0.125
unpaid	ödənilməmiş	sadness	0.125
margin	margin	sadness	0.125
default	default	sadness	0.121
lace	krujeva	sadness	0.118
unpublished	yayınlanmamış	sadness	0.116
interested	maraqlandı	sadness	0.114
fortress	qala	sadness	0.110
fleece	qılınc	sadness	0.109
rating	reytinqi	sadness	0.109
lush	gurultulu	sadness	0.109
harry	Harry	sadness	0.109
priesthood	kahinlik	sadness	0.109
orchestra	orkestr	sadness	0.109
ultimate	sonuncu	sadness	0.109
sanctify	müqəddəsləşdirmək	sadness	0.108
income	gəlir	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	qazanmaq	sadness	0.094
quiet	səssiz	sadness	0.094
boo	boo	sadness	0.094
vainly	boş yerə	sadness	0.091
wet	ıslak	sadness	0.078
hug	sarılmaq	sadness	0.078
hut	daxma	sadness	0.078
ovation	ovasiya	sadness	0.078
humble	təvazökar	sadness	0.078
motivating	motivasiya edir	sadness	0.078
opera	opera	sadness	0.078
treat	müalicə etmək	sadness	0.076
hymn	hymn	sadness	0.064
honest	dürüst	sadness	0.062
relics	qalıqlar	sadness	0.061
couch	divan	sadness	0.060
waffle	gözləmə	sadness	0.047
shell	kabuk	sadness	0.045
musical	musiqi	sadness	0.045
savor	zövq	sadness	0.034
vote	səs vermək	sadness	0.031
napkin	peçenye	sadness	0.031
sing	oxumaq	sadness	0.017
music	musiqi	sadness	0.016
mother	ana	sadness	0.016
nutritious	qidalı	sadness	0.015
lovely	sevimli	sadness	0.009
art	incəsənət	sadness	0.000
romance	Romantika	sadness	0.000
liquor	içki	sadness	0.000
sweetheart	sevgilim	sadness	0.000
surprise	sürpriz	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	partlayır	surprise	0.906
explosion	partlayış	surprise	0.898
explosive	partlayıcı	surprise	0.883
ambush	pusqu	surprise	0.883
eruption	püskürmə	surprise	0.883
frighten	qorxutmaq	surprise	0.875
startle	şaşırtıcı	surprise	0.875
surprisingly	təəccüblü	surprise	0.875
shockingly	şoka düşdü	surprise	0.875
surprising	təəccüblü	surprise	0.867
frightened	qorxdu	surprise	0.867
surprised	təəccübləndi	surprise	0.867
thrilling	heyecan verici	surprise	0.859
miracle	möcüzə	surprise	0.859
outburst	patlama	surprise	0.859
blast	partlayış	surprise	0.852
alarm	həyəcan	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	zəlzələ	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	şok	surprise	0.844
fright	qorxu	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	gözlənilmədən	surprise	0.836
catastrophe	fəlakət	surprise	0.836
dazzle	göz qamaşdırın	surprise	0.836
emergency	fövqəladə	surprise	0.828
bewilderment	şaşqınlıq	surprise	0.828
suddenly	birdən	surprise	0.828
startling	şaşırtıcı	surprise	0.828
astound	şaşırtıcı	surprise	0.820
stunned	təəccübləndi	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	zəlzələ	surprise	0.812
disaster	fəlakət	surprise	0.812
astonish	təəccüblü	surprise	0.805
astonishment	təəccüblə	surprise	0.805
climax	dırmaşma	surprise	0.805
aghast	dəhşət	surprise	0.805
scare	qorxutmaq	surprise	0.797
awestruck	axtardı	surprise	0.797
bomb	bomba	surprise	0.789
erupt	püskürmək	surprise	0.789
exclaim	hörmət	surprise	0.789
amazement	təəccübləndim	surprise	0.781
detonate	patlatmaq	surprise	0.773
alarming	həyəcan verici	surprise	0.773
miraculous	möcüzəvi	surprise	0.773
invade	işğal	surprise	0.773
raid	basqın	surprise	0.773
abduction	qaçırma	surprise	0.773
kidnap	qaçırmaq	surprise	0.766
stupefy	səhvsiz	surprise	0.758
overwhelming	Əzici	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	gözlənilməz	surprise	0.758
unimaginable	təsəvvür edilə bilməz	surprise	0.750
erratic	səhvsiz	surprise	0.750
accident	qəza	surprise	0.750
outrageous	çirkin	surprise	0.750
flinch	flinch	surprise	0.742
blitz	Blitz	surprise	0.742
petrify	petrifiya	surprise	0.742
slaughter	qırğın	surprise	0.742
horror	dəhşət	surprise	0.742
amaze	təəccübləndirmək	surprise	0.742
bewilder	şüurlu	surprise	0.742
wreck	qəza	surprise	0.742
stupefaction	səhvsizləşmə	surprise	0.734
excitement	həyəcan	surprise	0.734
frenetic	çaxnaşma	surprise	0.734
frantic	çaşqınlıq	surprise	0.734
crash	qəza	surprise	0.734
sudden	birdən	surprise	0.727
riotous	üsyan	surprise	0.727
vanished	itgin düşdü	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	qışqırıq	surprise	0.727
bewildered	təəccübləndi	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaj	surprise	0.719
shriek	kədərlənmə	surprise	0.719
breathless	nəfəssiz	surprise	0.719
scream	fəryad	surprise	0.719
manslaughter	adam öldürmə	surprise	0.719
rupture	qırılma	surprise	0.719
unanticipated	gözlənilməz	surprise	0.719
amazedness	heyranlıq	surprise	0.719
uncontrollable	nəzarətsiz	surprise	0.711
unexpected	gözlənilməz	surprise	0.711
electrify	elektrifiya	surprise	0.711
stun	stun	surprise	0.711
shot	vurdu	surprise	0.711
avalanche	çığın	surprise	0.711
gasp	qəzəblənmə	surprise	0.711
unforeseen	gözlənilməz	surprise	0.703
slam	slam	surprise	0.703
surge	dalğalanma	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	kəskin	surprise	0.703
suspense	ləğv	surprise	0.703
devastation	xarabalıq	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	dəyişkənlik	surprise	0.695
excite	həyəcanlandıracaq	surprise	0.695
unprecedented	görünməmiş	surprise	0.695
stab	stab	surprise	0.695
urgent	təcili	surprise	0.695
yell	bağırmaq	surprise	0.695
strike	tətil	surprise	0.695
disturbance	narahatlıq	surprise	0.688
carnage	qırğın	surprise	0.688
spectacular	möhtəşəm	surprise	0.688
incredible	inanılmaz	surprise	0.688
recklessness	qüsursuzluq	surprise	0.680
slap	tokat	surprise	0.680
monstrous	dəhşətli	surprise	0.680
clamor	camaat	surprise	0.680
thrill	həyəcan	surprise	0.680
accidentally	təsadüfən	surprise	0.672
accidental	təsadüfən	surprise	0.672
striking	təəccüblü	surprise	0.672
captivate	əsir edin	surprise	0.672
exhilaration	həyəcan	surprise	0.672
terrorist	terrorist	surprise	0.672
inexplicable	aydın deyil	surprise	0.672
exciting	heyecan verici	surprise	0.672
topple	atmaq	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulkan	surprise	0.664
revolution	inqilab	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	qəzəbləndirici	surprise	0.656
revolt	üsyan	surprise	0.656
sneak	gizli	surprise	0.656
unspeakable	sözsüz ki	surprise	0.656
bloodshed	qan axdı	surprise	0.656
cyclone	siklon	surprise	0.648
violent	zorakılıq	surprise	0.648
disruption	pozulması	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	şübhəsiz	surprise	0.648
mutiny	qiyamət	surprise	0.648
attacking	hücum	surprise	0.648
unintended	istəməyən	surprise	0.648
amazingly	qəribədir	surprise	0.648
epidemic	epidemiya	surprise	0.648
shout	qışqırır	surprise	0.641
screech	çaşqınlıq	surprise	0.641
wildfire	yabanı atəş	surprise	0.641
indescribable	təsvir edilə bilməz	surprise	0.641
enthusiasm	həvəs	surprise	0.641
excitation	həyəcan	surprise	0.641
tumult	qarışıqlıq	surprise	0.641
improvisation	improvizasiya	surprise	0.641
anomaly	anomaliya	surprise	0.633
apparition	görünüş	surprise	0.633
treachery	xəyanət	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	qeyri-müəyyəndir	surprise	0.633
plunder	yağma	surprise	0.633
tempest	pusqu	surprise	0.625
trick	hiylə	surprise	0.625
slaughtering	qətl	surprise	0.625
wonderment	möcüzə	surprise	0.625
excited	həyəcanlandı	surprise	0.625
sorcery	Sehr	surprise	0.625
murderous	öldürücü	surprise	0.625
urgency	təcili	surprise	0.625
distress	çətinliklər	surprise	0.625
mystery	sirr	surprise	0.625
trickery	hiyləgərlik	surprise	0.617
intense	sıx	surprise	0.617
vanish	itkin yoxdur	surprise	0.617
murder	cinayəti	surprise	0.617
quickness	həssaslıq	surprise	0.617
intrusive	müdaxilə	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	pərdə	surprise	0.609
coup	zərbə	surprise	0.609
splash	sıçrayış	surprise	0.609
thief	oğru	surprise	0.609
magical	sehrli	surprise	0.609
unstable	qeyri-sabit	surprise	0.609
shatter	sarsıtmaq	surprise	0.609
strangle	boğmaq	surprise	0.609
defy	təhqir edir	surprise	0.602
deluge	su çatışmazlığı	surprise	0.602
inconceivable	qeyri-mümkündür	surprise	0.602
jubilee	yubiley	surprise	0.602
stupor	stupor	surprise	0.602
tackle	mübarizə	surprise	0.602
assail	hücum	surprise	0.602
betray	xəyanət	surprise	0.602
monstrosity	canavarlar	surprise	0.594
alerts	siqnallar	surprise	0.594
lightning	şimşək	surprise	0.594
mishap	mishap	surprise	0.594
shrill	kölgə salmaq	surprise	0.594
stupendous	möhtəşəm	surprise	0.594
mysterious	sirli	surprise	0.586
paralyzed	iflic etdi	surprise	0.586
randomly	təsadüfi bir şəkildə	surprise	0.586
bonus	bonus	surprise	0.586
deceit	aldatma	surprise	0.586
wild	Vəhşi	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	möcüzə	surprise	0.586
uncanny	sanki	surprise	0.586
electric	elektrik	surprise	0.578
oddity	qəribəlik	surprise	0.578
death	ölüm	surprise	0.578
jubilant	cənazəçi	surprise	0.578
godsend	tanrı	surprise	0.578
stagger	qəribə	surprise	0.578
raving	Çaxnaşma	surprise	0.578
rejoicing	sevindirici haldır	surprise	0.578
premature	vaxtından əvvəl	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	qəribə	surprise	0.578
revenge	intiqam	surprise	0.570
dynamic	dinamik	surprise	0.570
dismay	dəhşət	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	təəccübləndirmək	surprise	0.562
uncover	açmaq	surprise	0.562
jerk	sanki	surprise	0.562
reward	mükafat	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	yenidən gəlir	surprise	0.562
whim	cazibədar	surprise	0.555
conjure	hörmət	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	işıqlandırmaq	surprise	0.547
rescue	xilasetmə	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	qalib	surprise	0.547
heroism	qəhrəmanlıq	surprise	0.547
rarity	nadirlik	surprise	0.547
ejaculation	boşanma	surprise	0.547
daze	dad	surprise	0.547
unbridled	kədərsiz	surprise	0.547
thwart	qarşısını almaq	surprise	0.547
treason	xəyanətdir	surprise	0.539
punch	punch	surprise	0.539
insult	təhqir	surprise	0.539
lunge	lunge	surprise	0.539
illusion	illüziya	surprise	0.539
lucky	şanslı	surprise	0.539
interrupt	kəsilmə	surprise	0.539
cheer	şən	surprise	0.539
celebration	qeyd etmək	surprise	0.539
violation	pozulması	surprise	0.539
marvel	möcüzə	surprise	0.539
sensation	sensasiya	surprise	0.531
fearfully	qorxu ilə	surprise	0.531
concealed	gizli	surprise	0.531
banger	banger	surprise	0.531
affront	təhqir edir	surprise	0.531
snag	sıxmaq	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	Vərəm	surprise	0.523
wonder	möcüzə	surprise	0.523
immediacy	dərhal	surprise	0.523
undiscovered	aşkar edilməmiş	surprise	0.523
abandonment	ləğv	surprise	0.523
rejoice	sevinmək	surprise	0.523
improvise	Improvise	surprise	0.523
majestic	görkəmli	surprise	0.523
scorpion	akrep	surprise	0.523
victimized	zərər çəkmiş	surprise	0.523
liberate	azad et	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	gizlicə	surprise	0.516
tickle	qıdıq	surprise	0.516
chance	şans	surprise	0.516
howl	xeyir	surprise	0.516
swerve	sürünmək	surprise	0.508
reflex	refleks	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	uğurlar	surprise	0.508
magnificent	möhtəşəm	surprise	0.508
transcendence	transsendence	surprise	0.508
garish	çarşı	surprise	0.508
unintentionally	istəmədən	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	nadir hallarda	surprise	0.500
marvelous	möhtəşəm	surprise	0.500
heroic	qəhrəmanlıq	surprise	0.500
remarkable	diqqətəlayiqdir	surprise	0.500
fainting	bayılma	surprise	0.500
slayer	slayer	surprise	0.500
erotic	erotik	surprise	0.500
enliven	canlandırmaq	surprise	0.500
alertness	həssaslıq	surprise	0.500
misbehavior	səhv davranış	surprise	0.500
embarrassment	xəcalət	surprise	0.500
diversion	təxribat	surprise	0.500
unutterable	unutulmaz	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamuflaj	surprise	0.492
trump	koz	surprise	0.492
decoy	qaranlıq	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	Ad günü	surprise	0.492
greatness	böyüklük	surprise	0.492
zeal	həsrət	surprise	0.484
prick	bizləmək	surprise	0.484
magician	sehrbazdır	surprise	0.484
underestimate	yoxsulluq	surprise	0.484
horde	qoşun	surprise	0.484
fanfare	fanatlıq	surprise	0.484
inexpressible	tərifsiz	surprise	0.484
daemon	daemon	surprise	0.484
variable	dəyişən	surprise	0.484
curiosity	merak	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	qorunmamışdır	surprise	0.477
chicane	çikan	surprise	0.477
fortune	bəxt	surprise	0.477
sneeze	hapşırma	surprise	0.477
illumination	işıqlandırma	surprise	0.477
incident	Hadisə	surprise	0.477
dreadfully	dəhşətli	surprise	0.477
strange	Qəribədir	surprise	0.477
subversive	dağıdıcı	surprise	0.477
reversal	bərpa	surprise	0.469
prowl	lövhə	surprise	0.469
rapid	sürətli	surprise	0.469
leery	sanki	surprise	0.469
wizard	sehrbazdır	surprise	0.469
coincidence	təsadüf	surprise	0.461
hilarious	şən	surprise	0.461
divergent	fərqli	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	fasilə	surprise	0.461
slip	slip	surprise	0.461
wonderful	gözəl	surprise	0.453
hoax	mistifikasiya	surprise	0.453
winning	qazanmaq	surprise	0.453
overestimate	çox qiymətlidir	surprise	0.453
confession	etiraf	surprise	0.453
ordeal	imtahan	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	Xoşbəxtlik	surprise	0.453
raffle	çəkiliş	surprise	0.453
stound	stad	surprise	0.445
laughter	qəhqəhə	surprise	0.445
enthusiast	meraklısı	surprise	0.445
splendid	görkəmli	surprise	0.445
feat	feat	surprise	0.445
perchance	çarpaz	surprise	0.445
excel	excel	surprise	0.445
gambling	qumar	surprise	0.445
unintentional	istəksiz	surprise	0.438
brighten	aydınlaşdırmaq	surprise	0.438
changeable	dəyişkəndir	surprise	0.438
rapt	vuruşmaq	surprise	0.438
unique	unikal	surprise	0.438
splendor	əzəmət	surprise	0.438
senseless	mənasızdır	surprise	0.438
gift	hədiyyə	surprise	0.430
fascination	lətafət	surprise	0.430
trepidation	qorxu	surprise	0.430
stealthy	gizli	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	sevindim	surprise	0.430
lawsuit	iddia	surprise	0.430
intrigue	intriqalar	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	orijinallığı	surprise	0.422
riddle	tapmaca	surprise	0.422
judgment	hökm	surprise	0.422
enchant	möhtəşəm	surprise	0.422
stealth	gizli	surprise	0.422
veracity	doğrudur	surprise	0.414
elusive	məcburi	surprise	0.414
perjury	ittiham	surprise	0.414
spirits	ruhlar	surprise	0.414
liberation	azadlıq	surprise	0.414
illegitimate	qanunsuz	surprise	0.414
syncope	senkop	surprise	0.414
experiment	sınaq	surprise	0.414
gambler	qumarbaz	surprise	0.406
eager	istəkli	surprise	0.406
inspired	ilhamlandı	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	alqışlar	surprise	0.406
allure	cazibə	surprise	0.406
parade	parad	surprise	0.406
princely	prinsipcə	surprise	0.398
divorce	boşanma	surprise	0.398
guess	tahmin edin	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	gizlilik	surprise	0.398
aspiration	aspirasiya	surprise	0.391
peri	peri	surprise	0.391
cheerful	şən	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	üstünlük	surprise	0.391
incontinence	hormonuzluq	surprise	0.391
inheritance	miras	surprise	0.383
score	hesab	surprise	0.383
lose	itirmək	surprise	0.383
crowning	qaranlıq	surprise	0.383
buck	dollar	surprise	0.383
praiseworthy	tərifə layiqdir	surprise	0.383
cadaver	kadavr	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	dəhşətli	surprise	0.375
mystic	mistik	surprise	0.375
succeed	müvəffəqiyyət	surprise	0.375
advance	avans	surprise	0.375
sparkle	parıldamaq	surprise	0.367
hope	ümid edirəm	surprise	0.367
joker	joker	surprise	0.367
sensual	həssas	surprise	0.367
excavation	qazıntı	surprise	0.367
feeling	hissi	surprise	0.359
entertainment	əyləncə	surprise	0.359
clown	palyaço	surprise	0.352
newcomer	Yeni gələnlər	surprise	0.352
modify	dəyişdirin	surprise	0.352
award	mükafat	surprise	0.352
blessings	xeyir-dualar	surprise	0.352
postponement	təxirə salmaq	surprise	0.352
obit	obit	surprise	0.352
celebrity	ünlüdür	surprise	0.344
hero	qəhrəman	surprise	0.344
start	başlamaq	surprise	0.344
wonderfully	gözəl	surprise	0.344
highest	ən yüksək	surprise	0.344
proficiency	bacarıq	surprise	0.344
glorify	təqdis et	surprise	0.344
unbeaten	yenilməz	surprise	0.336
memorable	yaddaqalan	surprise	0.336
sanctify	müqəddəsləşdirmək	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	iyimserlik	surprise	0.336
warned	xəbərdar etdi	surprise	0.336
prodigious	dəhşətli	surprise	0.336
dissolution	dağılma	surprise	0.336
grin	grin	surprise	0.336
admiration	heyranlıq	surprise	0.328
hypertrophy	hipertrofiya	surprise	0.328
present	indiki	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	mələk	surprise	0.320
examination	imtahan	surprise	0.320
catch	tutmaq	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	azadlıq	surprise	0.312
kiss	öpmək	surprise	0.312
embrace	əhatə edir	surprise	0.312
occasional	təsadüfən	surprise	0.312
treat	müalicə etmək	surprise	0.312
saint	müqəddəs	surprise	0.312
scrimmage	həssaslıq	surprise	0.312
dismissal	işdən çıxarılması	surprise	0.312
perfection	mükəmməllik	surprise	0.305
generosity	cömertlik	surprise	0.305
gratify	sevindirmək	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarlıq	surprise	0.297
finally	nəhayət	surprise	0.297
differently	fərqli olaraq	surprise	0.297
palpable	palpable	surprise	0.297
warn	xəbərdarlıq	surprise	0.297
ceremony	mərasim	surprise	0.297
larger	daha böyük	surprise	0.297
favorable	əlverişli	surprise	0.297
romance	Romantika	surprise	0.289
medal	medal	surprise	0.289
inviting	dəvət edirik	surprise	0.289
greeting	salamlama	surprise	0.289
candid	səmimi	surprise	0.281
resignation	istefa	surprise	0.281
trip	səfər	surprise	0.281
accolade	mükafat	surprise	0.281
labor	əmək	surprise	0.281
stare	gözləyin	surprise	0.273
glimmer	parıltı	surprise	0.266
invite	dəvət et	surprise	0.266
somatic	somatik	surprise	0.266
admire	heyran	surprise	0.266
immerse	batırmaq	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimika	surprise	0.266
compensate	kompensasiya	surprise	0.266
insolvency	itaətsizlik	surprise	0.266
playful	oynaq	surprise	0.266
complement	tamamlayır	surprise	0.258
receiving	qəbul	surprise	0.258
hypothesis	hipotez	surprise	0.258
laugh	gülmək	surprise	0.258
chuckle	kıkırdama	surprise	0.258
honeymoon	balayı	surprise	0.250
marry	evlənmək	surprise	0.242
independence	müstəqillik	surprise	0.242
opera	opera	surprise	0.242
pleasant	xoş	surprise	0.242
rhythmical	ritmik	surprise	0.234
assessment	qiymətləndirilməsi	surprise	0.234
hopeful	ümidli	surprise	0.234
trophy	kubok	surprise	0.234
holiness	müqəddəslik	surprise	0.234
chant	şan	surprise	0.234
leave	buraxın	surprise	0.234
procession	hərəkəti	surprise	0.227
placard	plakatlar	surprise	0.227
deal	anlaşma	surprise	0.227
cherish	bəsləmək	surprise	0.219
good	yaxşı	surprise	0.219
shopping	alış-veriş	surprise	0.219
musical	musiqi	surprise	0.219
shell	kabuk	surprise	0.211
dawn	şəfəq	surprise	0.211
simplify	sadələşdirmək	surprise	0.211
purity	təmizliyi	surprise	0.203
nullify	susdurmaq	surprise	0.203
money	pul	surprise	0.203
sweet	şirin	surprise	0.203
morals	əxlaq	surprise	0.203
synchronize	sinxronlaşdırın	surprise	0.195
preservative	qoruyucu	surprise	0.195
humanitarian	humanitar	surprise	0.195
unfulfilled	yerinə yetirilməmiş	surprise	0.195
precious	qiymətli	surprise	0.195
obliging	məcburi	surprise	0.188
singularly	təklikdə	surprise	0.188
foresee	öngörmek	surprise	0.180
pray	dua etmək	surprise	0.180
graduation	məzuniyyət	surprise	0.180
lovely	sevimli	surprise	0.180
sun	günəş	surprise	0.172
art	incəsənət	surprise	0.172
mouth	Ağız	surprise	0.172
youth	gənclər	surprise	0.172
thirst	susuzluq	surprise	0.172
young	gənc	surprise	0.164
goodness	yaxşılıq	surprise	0.164
overdue	gecikmiş	surprise	0.156
