word	Romanian-ro	emotion	emotion-intensity-score
recidivism	recidivei	sadness	0.469
penalty	penalizare	sadness	0.469
criticize	a critica	sadness	0.469
segregate	separa	sadness	0.469
uncaring	nepăsătoare	sadness	0.469
domination	dominaţie	sadness	0.469
perversion	perversiune	sadness	0.469
pernicious	pernicios	sadness	0.469
convict	condamna	sadness	0.469
expulsion	expulzare	sadness	0.469
conflict	conflict	sadness	0.469
disapproval	dezaprobare	sadness	0.469
collapse	colaps	sadness	0.469
frustrate	zădărnici	sadness	0.469
moody	cu toane	sadness	0.469
frayed	zdrențuit	sadness	0.467
infamy	infamie	sadness	0.464
plunder	jaf	sadness	0.461
depreciated	depreciat	sadness	0.460
wane	declin	sadness	0.456
badly	prost	sadness	0.455
unlawful	ilegal	sadness	0.455
bittersweet	dulce-amarui	sadness	0.453
fell	căzut	sadness	0.453
vulgarity	vulgaritate	sadness	0.453
upheaval	răsturnare	sadness	0.453
criticise	a critica	sadness	0.453
foreclose	împiedica	sadness	0.453
revolver	revolver	sadness	0.453
wrongly	în mod greșit	sadness	0.453
surrender	predare	sadness	0.453
disapprove	dezaproba	sadness	0.453
tribulation	restriște	sadness	0.453
despotism	despotism	sadness	0.453
wreck	distruge	sadness	0.453
memorials	memorialele	sadness	0.453
gone	plecat	sadness	0.453
confiscate	confisca	sadness	0.453
inhospitable	inospitalier	sadness	0.453
refugee	refugiat	sadness	0.453
secluded	retras	sadness	0.453
frown	se încrunta	sadness	0.453
worse	mai rau	sadness	0.453
inability	incapacitate	sadness	0.453
avalanche	avalanşă	sadness	0.453
perplexity	nedumerire	sadness	0.453
doldrums	demoralizare	sadness	0.453
scarcity	raritate	sadness	0.453
discriminate	deosebi	sadness	0.453
invade	a invada	sadness	0.453
lowly	umil	sadness	0.448
lone	singuratic	sadness	0.446
guillotine	ghilotină	sadness	0.446
encumbrance	obstacol	sadness	0.441
annulment	anulare	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	naștere	sadness	0.439
bummer	păcat	sadness	0.439
delirious	delirant	sadness	0.439
bum	vagabond	sadness	0.438
rejects	respinge	sadness	0.438
futile	zadarnic	sadness	0.438
departure	plecare	sadness	0.438
disconnected	decuplat	sadness	0.438
lunacy	nebunie	sadness	0.438
coercion	constrângere	sadness	0.438
fugitive	fugar	sadness	0.438
disapproved	respins	sadness	0.438
paucity	număr mic	sadness	0.438
blues	blues	sadness	0.438
ghetto	ghetou	sadness	0.438
cancellation	anulare	sadness	0.438
imprudent	imprudent	sadness	0.438
forbid	interzis	sadness	0.438
sympathize	compătimi	sadness	0.438
problem	problemă	sadness	0.438
abscess	abces	sadness	0.438
insolvency	insolvabilitate	sadness	0.438
indigent	nevoiaș	sadness	0.438
apathetic	apatic	sadness	0.438
pensive	meditativ	sadness	0.438
lethargy	letargie	sadness	0.438
disagreement	dezacord	sadness	0.438
stigma	stigmat	sadness	0.438
detainee	deţinut	sadness	0.438
farewell	ramas bun	sadness	0.438
insignificant	nesemnificativ	sadness	0.438
diminish	diminua	sadness	0.438
dislocated	dislocat	sadness	0.438
emotional	emoţional	sadness	0.438
unattainable	irealizabil	sadness	0.438
animosity	animozitate	sadness	0.438
deflate	dezumfla	sadness	0.438
appendicitis	apendicită	sadness	0.438
restriction	restricţie	sadness	0.438
underpaid	prost plătite	sadness	0.438
disapproving	dezaprobator	sadness	0.438
absent	absent	sadness	0.438
darkened	întunecat	sadness	0.438
disqualified	descalificat	sadness	0.435
bothering	deranjează	sadness	0.435
tripping	declanșare	sadness	0.429
sunk	scufundat	sadness	0.426
retribution	pedeapsă	sadness	0.424
draining	drenaj	sadness	0.424
varicella	varicela	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	bântuit	sadness	0.422
dispassionate	imparțial	sadness	0.422
deviation	deviere	sadness	0.422
thief	hoţ	sadness	0.422
cyst	chist	sadness	0.422
beggar	cerşetor	sadness	0.422
falling	cădere	sadness	0.422
neuralgia	nevralgie	sadness	0.422
unequal	inegal	sadness	0.422
jarring	discordant	sadness	0.422
bad	rău	sadness	0.422
rip	RIP	sadness	0.422
handicap	handicap	sadness	0.422
cardiomyopathy	cardiomiopatie	sadness	0.422
cutting	tăiere	sadness	0.422
unwelcome	nepoftit	sadness	0.422
scarce	rar	sadness	0.422
wrongdoing	faptă rea	sadness	0.422
insolvent	insolvabil	sadness	0.422
difficulties	dificultăți	sadness	0.421
invader	invadator	sadness	0.420
drab	monotonie	sadness	0.420
fall	cădea	sadness	0.418
illegitimate	nelegitim	sadness	0.416
expel	expulza	sadness	0.414
meaningless	fără înţeles	sadness	0.409
darkness	întuneric	sadness	0.409
syncope	sincopă	sadness	0.407
stroke	accident vascular cerebral	sadness	0.406
hoax	farsă	sadness	0.406
darken	întuneca	sadness	0.406
precarious	precar	sadness	0.406
subjected	supuse	sadness	0.406
feudalism	feudalism	sadness	0.406
fury	furie	sadness	0.406
bitch	căţea	sadness	0.406
enmity	antipatie	sadness	0.406
wildfire	Foc salbatic	sadness	0.406
obnoxious	respingător	sadness	0.406
confine	limita	sadness	0.406
fatigued	obosite	sadness	0.406
fault	eroare	sadness	0.406
unsatisfied	nemulțumit de	sadness	0.405
spank	chelfăni	sadness	0.403
deluge	potop	sadness	0.402
sigh	suspin	sadness	0.402
spinster	fată bătrână	sadness	0.400
blue	albastru	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	debitului;	sadness	0.398
embarrass	a face de rusine	sadness	0.394
pitfall	capcană	sadness	0.394
pointless	fără sens	sadness	0.394
seriousness	gravitate	sadness	0.394
monsoon	muson	sadness	0.391
debt	creanţă	sadness	0.391
exhausted	epuizat	sadness	0.391
stretcher	targă	sadness	0.391
condescension	condescendenţă	sadness	0.391
dwarfed	pipernicită	sadness	0.391
inefficient	ineficace	sadness	0.391
ravenous	vorace	sadness	0.391
rue	rue	sadness	0.391
banshee	Banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	slab	sadness	0.391
coldness	frig	sadness	0.391
ifonly	doar daca	sadness	0.391
insulting	insultător	sadness	0.391
trickery	șmecherie	sadness	0.391
noose	laţ	sadness	0.391
punch	lovi cu pumnul	sadness	0.391
reproach	reproș	sadness	0.391
ineptitude	stupiditate	sadness	0.391
refused	refuzat	sadness	0.391
cage	cuşcă	sadness	0.391
brute	brută	sadness	0.391
subvert	răsturna	sadness	0.384
jealousy	gelozie	sadness	0.382
geriatric	geriatrie	sadness	0.379
miss	domnișoară	sadness	0.379
struggle	lupta	sadness	0.379
inexcusable	de neiertat	sadness	0.379
descent	coborâre	sadness	0.377
entangled	obscur	sadness	0.377
ashes	cenusa	sadness	0.377
exhaustion	epuizare	sadness	0.375
blackness	ticăloșie	sadness	0.375
funk	panică	sadness	0.375
disqualify	descalifica	sadness	0.375
slump	criză	sadness	0.375
inconsiderate	nechibzuit	sadness	0.375
noncompliance	nesupunere	sadness	0.375
goodbye	la revedere	sadness	0.375
sucks	e de rahat	sadness	0.375
landslide	alunecare de teren	sadness	0.375
overcast	acoperit de nori	sadness	0.375
rabid	turbat	sadness	0.375
inferior	inferior	sadness	0.375
murky	întunecos	sadness	0.375
prostitution	prostituţie	sadness	0.375
scar	cicatrice	sadness	0.375
dispel	risipi	sadness	0.375
parting	despărţire	sadness	0.375
wasting	irosirea	sadness	0.375
withdraw	retrage	sadness	0.375
oust	da afară	sadness	0.375
sympathy	simpatie	sadness	0.375
delay	întârziere	sadness	0.373
unattractive	neatrăgător	sadness	0.373
apologize	scuza	sadness	0.370
crazy	nebun	sadness	0.368
bastard	Bastard	sadness	0.366
deteriorated	deteriorat	sadness	0.365
inter	inter	sadness	0.364
empty	gol	sadness	0.364
mocking	batjocoritor	sadness	0.363
adder	sumator	sadness	0.361
hindering	împiedicând	sadness	0.359
flounder	cambulă	sadness	0.359
hunter	vânător	sadness	0.359
unable	incapabil	sadness	0.359
fruitless	zadarnic	sadness	0.359
arraignment	trimitere în judecată	sadness	0.359
tremor	tremur	sadness	0.359
taunt	batjocură	sadness	0.359
fainting	leșin	sadness	0.359
plaintive	jalnic	sadness	0.359
defendant	pârât	sadness	0.359
disconnect	deconecta	sadness	0.359
servile	servil	sadness	0.359
unsuccessful	fără succes	sadness	0.359
unemployed	şomerii	sadness	0.359
austere	auster	sadness	0.359
lockup	incuia	sadness	0.359
numbness	amorţeală	sadness	0.359
wrangling	wrangling	sadness	0.359
misunderstanding	neînţelegere	sadness	0.359
obesity	obezitate	sadness	0.359
idiocy	imbecilitate	sadness	0.359
consecration	consacrare	sadness	0.359
perpetrator	autor	sadness	0.359
doubt	îndoială	sadness	0.359
affront	afront	sadness	0.359
unpopular	nepopular	sadness	0.359
inefficiency	ineficacitate	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	tam-tam	sadness	0.359
unrest	nelinişte	sadness	0.351
intervention	intervenţie	sadness	0.348
wimpy	Wimpy	sadness	0.348
waste	deşeuri	sadness	0.348
absentee	absent	sadness	0.348
spoiler	jefuitor	sadness	0.348
flaw	defect	sadness	0.347
blindly	orbeşte	sadness	0.344
thrash	chelfăni	sadness	0.344
furrow	brazdă	sadness	0.344
militia	miliţie	sadness	0.344
litigate	se judeca	sadness	0.344
stained	pătat	sadness	0.344
uninspired	neinspirat	sadness	0.344
uninvited	neinvitat	sadness	0.344
detention	detenţie	sadness	0.344
surgery	interventie chirurgicala	sadness	0.344
lawsuit	proces	sadness	0.344
specter	spectru	sadness	0.344
desert	deşert	sadness	0.344
attenuation	atenuare	sadness	0.344
forfeit	pierdut	sadness	0.344
plea	motiv	sadness	0.344
cumbersome	împovărător	sadness	0.344
resigned	demisionat	sadness	0.344
lagging	rămâne în urmă	sadness	0.344
intercede	interveni	sadness	0.344
myopia	miopie	sadness	0.339
unaccountable	inexplicabil	sadness	0.339
mishap	misfortună	sadness	0.338
probation	probă	sadness	0.336
disagreeing	dezacord	sadness	0.333
severance	separare	sadness	0.333
bacteria	bacterii	sadness	0.328
adrift	în voia valurilor	sadness	0.328
squall	vijelie	sadness	0.328
nether	de jos	sadness	0.328
leave	părăsi	sadness	0.328
incompetent	incompetent	sadness	0.328
endless	fără sfârşit	sadness	0.328
unacceptable	inacceptabil	sadness	0.328
bondage	robie	sadness	0.328
dependence	dependență	sadness	0.328
sterile	steril	sadness	0.328
unacknowledged	nerecunoscut	sadness	0.328
disallowed	nepermis	sadness	0.328
nepotism	nepotism	sadness	0.328
soreness	durere	sadness	0.328
scold	certa	sadness	0.327
flaccid	flasc	sadness	0.324
hobo	vagabond	sadness	0.323
fragile	fragil	sadness	0.319
stingy	zgârcit	sadness	0.319
sue	a da in judecata	sadness	0.318
scarcely	abia	sadness	0.318
mistake	greşeală	sadness	0.312
committal	îngropare	sadness	0.312
fatty	gras	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	treiera	sadness	0.312
skid	derapa	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	fără sens	sadness	0.312
ulcer	ulcer	sadness	0.312
defy	sfida	sadness	0.312
nostalgia	nostalgie	sadness	0.312
inhibit	inhiba	sadness	0.312
clouded	întunecat	sadness	0.312
evanescence	dispariție	sadness	0.312
conceal	ascunde	sadness	0.311
blemish	cusur	sadness	0.310
resisting	rezistente	sadness	0.309
sympathetic	simpatic	sadness	0.307
bugaboo	gogoriţă	sadness	0.304
confess	mărturisi	sadness	0.303
opium	opiu	sadness	0.303
alas	Vai	sadness	0.302
setback	regres	sadness	0.297
halting	șovăitor	sadness	0.297
incase	in caz	sadness	0.297
inappropriate	nepotrivit	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migrenă	sadness	0.297
incompatible	incompatibil	sadness	0.297
dull	plictisitor	sadness	0.297
discontinuity	discontinuitate	sadness	0.297
wrinkled	zbârcit	sadness	0.297
suppress	suprima	sadness	0.297
weak	slab	sadness	0.297
mislead	induce în eroare	sadness	0.297
subsidence	surpare	sadness	0.297
hermit	pustnic	sadness	0.296
moving	in miscare	sadness	0.295
shrink	se contracta	sadness	0.295
shiver	fior	sadness	0.291
tramp	trop	sadness	0.288
constraint	constrângere	sadness	0.288
unimportant	neimportant	sadness	0.288
rubble	moloz	sadness	0.282
excluding	F? r?	sadness	0.281
revoke	revoca	sadness	0.281
negro	negru	sadness	0.281
shortage	deficit	sadness	0.281
wearily	obosit	sadness	0.281
grey	gri	sadness	0.281
senseless	fără simțire	sadness	0.281
overdue	întârziat	sadness	0.281
flinch	tresări	sadness	0.281
adverse	advers	sadness	0.281
remove	elimina	sadness	0.281
grumpy	morocănos	sadness	0.281
flop	chix	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	mărturisire	sadness	0.281
timid	timid	sadness	0.281
down	jos	sadness	0.281
unseat	unseat	sadness	0.281
apathy	apatie	sadness	0.281
taint	altera	sadness	0.281
black	negru	sadness	0.281
knell	dangăt	sadness	0.275
jurisprudence	jurisprudenţă	sadness	0.273
humbled	umiliți	sadness	0.273
confusion	confuzie	sadness	0.273
soldier	soldat	sadness	0.273
throb	zvâcnire	sadness	0.273
gray	gri	sadness	0.269
obstacle	obstacol	sadness	0.266
lax	lax	sadness	0.266
eternity	eternitate	sadness	0.266
leaving	lăsând	sadness	0.266
unrealistic	nerealiste	sadness	0.266
mixedemotions	amalgam de emotii	sadness	0.266
slur	legato	sadness	0.266
drifted	plutit în derivă	sadness	0.266
remiss	neglijent	sadness	0.266
shack	baracă	sadness	0.266
inconvenient	incomod	sadness	0.263
restrict	restrânge	sadness	0.259
misrepresentation	denaturare	sadness	0.259
stagnant	stagnant	sadness	0.259
disservice	deserviciu	sadness	0.258
backwater	gârlă	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	pustie	sadness	0.255
wasteful	risipitor	sadness	0.250
labored	greu	sadness	0.250
uneducated	necultivat	sadness	0.250
incomplete	incomplet	sadness	0.250
older	mai batran	sadness	0.250
speculation	speculație	sadness	0.250
undying	nemuritor	sadness	0.250
pine	pin	sadness	0.250
tempest	furtună	sadness	0.250
humbug	farsor	sadness	0.250
bang	bubuitură	sadness	0.250
gullible	credul	sadness	0.250
unexplained	inexplicabilă	sadness	0.250
communism	comunism	sadness	0.250
error	eroare	sadness	0.250
anchorage	ancorare	sadness	0.250
rainyday	zi ploioasa	sadness	0.242
demonstrative	demonstrativ	sadness	0.242
melodrama	melodramă	sadness	0.242
necessity	necesitate	sadness	0.236
boredom	plictiseală	sadness	0.235
misty	cețos	sadness	0.234
warp	urzeală	sadness	0.234
trash	Gunoi	sadness	0.234
burke	strangula	sadness	0.234
hollow	gol	sadness	0.234
void	vid	sadness	0.234
healing	cicatrizare	sadness	0.234
cloudy	noros	sadness	0.234
blockade	blocadă	sadness	0.234
depart	pleca	sadness	0.234
uninteresting	neinteresant	sadness	0.234
cancel	Anulare	sadness	0.234
sentence	propoziție	sadness	0.234
foggy	cețos	sadness	0.234
pale	palid	sadness	0.234
case	caz	sadness	0.228
rainy	ploios	sadness	0.227
onerous	oneros	sadness	0.223
bottom	fund	sadness	0.223
uninterested	dezinteresați	sadness	0.223
fasting	post	sadness	0.220
indifference	indiferenţă	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	copiind	sadness	0.219
discolored	decolorat	sadness	0.219
blunder	gafă	sadness	0.219
thirst	sete	sadness	0.219
dole	ajutor de șomaj	sadness	0.219
pious	pios	sadness	0.219
cocaine	cocaină	sadness	0.218
tough	greu	sadness	0.212
lower	inferior	sadness	0.203
sprain	entorsă	sadness	0.203
arid	arid	sadness	0.203
fat	gras	sadness	0.203
revolution	revoluţie	sadness	0.203
chilly	rece	sadness	0.203
chargeable	taxabil	sadness	0.203
sluggish	lent	sadness	0.203
yucky	scârbos	sadness	0.203
hoary	cărunt	sadness	0.203
wanting	doresc	sadness	0.202
progression	progresie	sadness	0.201
closure	închidere	sadness	0.195
unbeaten	neînvins	sadness	0.193
veal	vițel	sadness	0.188
retirement	pensionare	sadness	0.188
oddity	ciudăţenie	sadness	0.188
heartfelt	cordial	sadness	0.188
meh	meh	sadness	0.188
invalid	invalid	sadness	0.188
tease	şicana	sadness	0.188
splitting	despicare	sadness	0.188
interrupted	întrerupt	sadness	0.188
rumor	zvon	sadness	0.188
cataract	cataractă	sadness	0.188
rack	portbagaj	sadness	0.188
halter	ştreang	sadness	0.188
cold	rece	sadness	0.188
concerned	îngrijorat	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	bandă	sadness	0.179
esteem	stima	sadness	0.172
feeling	sentiment	sadness	0.172
overload	suprasarcină	sadness	0.172
divided	împărțit	sadness	0.172
memories	amintiri	sadness	0.172
sap	sevă	sadness	0.172
eschew	se feri	sadness	0.172
cupping	ventuze	sadness	0.172
destination	destinaţie	sadness	0.170
nosnow	fără zăpadă	sadness	0.169
limited	limitat	sadness	0.167
rain	ploaie	sadness	0.163
willful	intenționat	sadness	0.160
untitled	fără titlu	sadness	0.157
weeds	buruieni	sadness	0.156
stint	preget	sadness	0.156
cross	cruce	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	sforăit	sadness	0.154
inconsequential	inconsecvent	sadness	0.152
procession	procesiune	sadness	0.152
tax	impozit	sadness	0.142
lesbian	lesbiană	sadness	0.141
emo	emo	sadness	0.141
overpriced	prea scump	sadness	0.141
tolerate	tolera	sadness	0.141
mug	halbă	sadness	0.141
weight	greutate	sadness	0.141
touchy	sensibil	sadness	0.140
kennel	coteț	sadness	0.130
grounded	împământat	sadness	0.130
late	târziu	sadness	0.125
theocratic	teocratic	sadness	0.125
clouds	nori	sadness	0.125
terrific	teribil	sadness	0.125
commemorate	comemora	sadness	0.125
meek	blând	sadness	0.125
stillness	liniște	sadness	0.125
sisterhood	sisterhood	sadness	0.125
socialist	socialist	sadness	0.125
unpaid	neplătit	sadness	0.125
margin	margine	sadness	0.125
default	Mod implicit	sadness	0.121
lace	dantelă	sadness	0.118
unpublished	nepublicat	sadness	0.116
interested	interesat	sadness	0.114
fortress	fortăreață	sadness	0.110
fleece	lână	sadness	0.109
rating	evaluare	sadness	0.109
lush	luxuriant	sadness	0.109
harry	dezgoli	sadness	0.109
priesthood	preoţie	sadness	0.109
orchestra	orchestră	sadness	0.109
ultimate	final	sadness	0.109
sanctify	sfinţi	sadness	0.108
income	sursa de venit	sadness	0.100
sonnet	sonet	sadness	0.094
winning	câștigător	sadness	0.094
quiet	Liniște	sadness	0.094
boo	nuu	sadness	0.094
vainly	vainly	sadness	0.091
wet	umed	sadness	0.078
hug	îmbrăţişare	sadness	0.078
hut	colibă	sadness	0.078
ovation	aclamație	sadness	0.078
humble	umil	sadness	0.078
motivating	motivarea	sadness	0.078
opera	operă	sadness	0.078
treat	trata	sadness	0.076
hymn	imn	sadness	0.064
honest	sincer	sadness	0.062
relics	relicve	sadness	0.061
couch	canapea	sadness	0.060
waffle	vafelă	sadness	0.047
shell	coajă	sadness	0.045
musical	muzical	sadness	0.045
savor	savoare	sadness	0.034
vote	vot	sadness	0.031
napkin	şerveţel	sadness	0.031
sing	cânta	sadness	0.017
music	muzică	sadness	0.016
mother	mamă	sadness	0.016
nutritious	hrănitor	sadness	0.015
lovely	minunat	sadness	0.009
art	artă	sadness	0.000
romance	romantism	sadness	0.000
liquor	băutură	sadness	0.000
sweetheart	dragă	sadness	0.000
surprise	surprinde	surprise	0.930
flabbergast	năuci	surprise	0.906
explode	exploda	surprise	0.906
explosion	explozie	surprise	0.898
explosive	exploziv	surprise	0.883
ambush	ambuscadă	surprise	0.883
eruption	erupţie	surprise	0.883
frighten	speria	surprise	0.875
startle	tresărire	surprise	0.875
surprisingly	surprinzător	surprise	0.875
shockingly	revoltător	surprise	0.875
surprising	surprinzător	surprise	0.867
frightened	înspăimântat	surprise	0.867
surprised	uimit	surprise	0.867
thrilling	emoționant	surprise	0.859
miracle	miracol	surprise	0.859
outburst	izbucnire	surprise	0.859
blast	explozie	surprise	0.852
alarm	alarma	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	zdruncina	surprise	0.844
thunderstruck	Thunderstruck	surprise	0.844
shock	şoc	surprise	0.844
fright	frică	surprise	0.836
bang	bubuitură	surprise	0.836
unexpectedly	neasteptat	surprise	0.836
catastrophe	catastrofă	surprise	0.836
dazzle	uimi	surprise	0.836
emergency	de urgență	surprise	0.828
bewilderment	dezorientare	surprise	0.828
suddenly	brusc	surprise	0.828
startling	uimitor	surprise	0.828
astound	epata	surprise	0.820
stunned	uimit	surprise	0.820
jackpot	potul cel mare	surprise	0.812
earthquake	cutremur	surprise	0.812
disaster	dezastru	surprise	0.812
astonish	minuna	surprise	0.805
astonishment	uimire	surprise	0.805
climax	punct culminant	surprise	0.805
aghast	înspăimântat	surprise	0.805
scare	a speria	surprise	0.797
awestruck	copleşit	surprise	0.797
bomb	bombă	surprise	0.789
erupt	erupe	surprise	0.789
exclaim	exclama	surprise	0.789
amazement	uimire	surprise	0.781
detonate	detona	surprise	0.773
alarming	alarmant	surprise	0.773
miraculous	miraculos	surprise	0.773
invade	a invada	surprise	0.773
raid	raid	surprise	0.773
abduction	răpire	surprise	0.773
kidnap	răpi	surprise	0.766
stupefy	amorți	surprise	0.758
overwhelming	copleșitor	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	imprevizibil	surprise	0.758
unimaginable	de neimaginat	surprise	0.750
erratic	neregulat	surprise	0.750
accident	accident	surprise	0.750
outrageous	scandalos	surprise	0.750
flinch	tresări	surprise	0.742
blitz	bombarda	surprise	0.742
petrify	pietrifica	surprise	0.742
slaughter	măcel	surprise	0.742
horror	groază	surprise	0.742
amaze	uimi	surprise	0.742
bewilder	năuci	surprise	0.742
wreck	distruge	surprise	0.742
stupefaction	stupefacţie	surprise	0.734
excitement	entuziasm	surprise	0.734
frenetic	frenetică	surprise	0.734
frantic	frenetic	surprise	0.734
crash	prăbușire	surprise	0.734
sudden	brusc	surprise	0.727
riotous	turbulent	surprise	0.727
vanished	dispărut	surprise	0.727
moonstruck	Moonstruck	surprise	0.727
outcry	țipăt	surprise	0.727
bewildered	dezorientat	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotaj	surprise	0.719
shriek	ţipăt	surprise	0.719
breathless	cu sufletul la gura	surprise	0.719
scream	ţipăt	surprise	0.719
manslaughter	omor prin imprudenţă	surprise	0.719
rupture	ruptură	surprise	0.719
unanticipated	neanticipat	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	necontrolabil	surprise	0.711
unexpected	neașteptat	surprise	0.711
electrify	electrifica	surprise	0.711
stun	ameți	surprise	0.711
shot	lovitură	surprise	0.711
avalanche	avalanşă	surprise	0.711
gasp	gâfâi	surprise	0.711
unforeseen	neprevăzut	surprise	0.703
slam	șlem	surprise	0.703
surge	val	surprise	0.703
intruder	intrus	surprise	0.703
abrupt	brusc	surprise	0.703
suspense	suspensie	surprise	0.703
devastation	devastare	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilitate	surprise	0.695
excite	excita	surprise	0.695
unprecedented	fără precedent	surprise	0.695
stab	înjunghia	surprise	0.695
urgent	urgent	surprise	0.695
yell	strigăt	surprise	0.695
strike	grevă	surprise	0.695
disturbance	tulburare	surprise	0.688
carnage	măcel	surprise	0.688
spectacular	spectaculos	surprise	0.688
incredible	incredibil	surprise	0.688
recklessness	nepăsare	surprise	0.680
slap	palmă	surprise	0.680
monstrous	monstruos	surprise	0.680
clamor	gălăgie	surprise	0.680
thrill	fior	surprise	0.680
accidentally	accidental	surprise	0.672
accidental	accidental	surprise	0.672
striking	frapant	surprise	0.672
captivate	captiva	surprise	0.672
exhilaration	bucurie	surprise	0.672
terrorist	terorist	surprise	0.672
inexplicable	inexplicabil	surprise	0.672
exciting	emoționant	surprise	0.672
topple	rostogoli	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	vulcan	surprise	0.664
revolution	revoluţie	surprise	0.664
freakish	ciudat	surprise	0.664
incendiary	incendiar	surprise	0.656
revolt	revoltă	surprise	0.656
sneak	a strecura	surprise	0.656
unspeakable	negrăit	surprise	0.656
bloodshed	vărsare de sânge	surprise	0.656
cyclone	ciclon	surprise	0.648
violent	violent	surprise	0.648
disruption	perturbare	surprise	0.648
spellbound	vrăjit	surprise	0.648
unsuspecting	neavizat	surprise	0.648
mutiny	răzvrătire	surprise	0.648
attacking	atacare	surprise	0.648
unintended	neintenționate	surprise	0.648
amazingly	uimitor	surprise	0.648
epidemic	epidemie	surprise	0.648
shout	strigăt	surprise	0.641
screech	ţipăt	surprise	0.641
wildfire	Foc salbatic	surprise	0.641
indescribable	de nedescris	surprise	0.641
enthusiasm	entuziasm	surprise	0.641
excitation	excitaţie	surprise	0.641
tumult	tumult	surprise	0.641
improvisation	improvizaţie	surprise	0.641
anomaly	anomalie	surprise	0.633
apparition	apariţie	surprise	0.633
treachery	trădare	surprise	0.633
presto	Presto	surprise	0.633
gape	căscare	surprise	0.633
agape	căscat	surprise	0.633
uncertain	incert	surprise	0.633
plunder	jaf	surprise	0.633
tempest	furtună	surprise	0.625
trick	truc	surprise	0.625
slaughtering	abatorizare	surprise	0.625
wonderment	wonderment	surprise	0.625
excited	excitat	surprise	0.625
sorcery	vrăjitorie	surprise	0.625
murderous	ucigător	surprise	0.625
urgency	urgenţă	surprise	0.625
distress	suferință	surprise	0.625
mystery	mister	surprise	0.625
trickery	șmecherie	surprise	0.617
intense	intens	surprise	0.617
vanish	dispărea	surprise	0.617
murder	crimă	surprise	0.617
quickness	vioiciune	surprise	0.617
intrusive	intruziv	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	glumă	surprise	0.617
blindfold	legat la ochi	surprise	0.609
coup	lovitură	surprise	0.609
splash	stropi	surprise	0.609
thief	hoţ	surprise	0.609
magical	magic	surprise	0.609
unstable	instabil	surprise	0.609
shatter	sfărâma	surprise	0.609
strangle	sugruma	surprise	0.609
defy	sfida	surprise	0.602
deluge	potop	surprise	0.602
inconceivable	neconceput	surprise	0.602
jubilee	jubileu	surprise	0.602
stupor	stupoare	surprise	0.602
tackle	aborda	surprise	0.602
assail	asalta	surprise	0.602
betray	trăda	surprise	0.602
monstrosity	monstruozitate	surprise	0.594
alerts	alerte	surprise	0.594
lightning	fulger	surprise	0.594
mishap	misfortună	surprise	0.594
shrill	strident	surprise	0.594
stupendous	prodigios	surprise	0.594
mysterious	misterios	surprise	0.586
paralyzed	paralizat	surprise	0.586
randomly	la întâmplare	surprise	0.586
bonus	primă	surprise	0.586
deceit	înşelăciune	surprise	0.586
wild	sălbatic	surprise	0.586
pitfall	capcană	surprise	0.586
wondrous	minunat	surprise	0.586
uncanny	straniu	surprise	0.586
electric	electric	surprise	0.578
oddity	ciudăţenie	surprise	0.578
death	moarte	surprise	0.578
jubilant	triumfător	surprise	0.578
godsend	chilipir	surprise	0.578
stagger	clătina	surprise	0.578
raving	aiureală	surprise	0.578
rejoicing	veselie	surprise	0.578
premature	prematur	surprise	0.578
fluke	gălbează	surprise	0.578
bizarre	bizar	surprise	0.578
revenge	răzbunare	surprise	0.570
dynamic	dinamic	surprise	0.570
dismay	spaimă	surprise	0.570
ecstatic	extatic	surprise	0.562
fascinate	fascina	surprise	0.562
uncover	descoperi	surprise	0.562
jerk	smucitură	surprise	0.562
reward	recompensă	surprise	0.562
nefarious	abject	surprise	0.562
reappear	reapărea	surprise	0.562
whim	capriciu	surprise	0.555
conjure	conjura	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	caraghios	surprise	0.555
thaumaturgy	Taumaturgie	surprise	0.555
illuminate	ilumina	surprise	0.547
rescue	salvare	surprise	0.547
tantalizing	tantalic	surprise	0.547
winner	câştigător	surprise	0.547
heroism	eroism	surprise	0.547
rarity	raritate	surprise	0.547
