word	Russian-ru	emotion	emotion-intensity-score
greatness	величие	surprise	0.492
zeal	рвение	surprise	0.484
prick	колоть	surprise	0.484
magician	волшебник	surprise	0.484
underestimate	недооценивать	surprise	0.484
horde	орда	surprise	0.484
fanfare	фанфара	surprise	0.484
inexpressible	непередаваемый	surprise	0.484
daemon	демон	surprise	0.484
variable	переменная	surprise	0.484
curiosity	любопытство	surprise	0.484
gawk	простофиля	surprise	0.477
unguarded	неосторожный	surprise	0.477
chicane	придираться	surprise	0.477
fortune	состояние	surprise	0.477
sneeze	чихать	surprise	0.477
illumination	освещение	surprise	0.477
incident	инцидент	surprise	0.477
dreadfully	ужасно	surprise	0.477
strange	странный	surprise	0.477
subversive	подрывной	surprise	0.477
reversal	реверс	surprise	0.469
prowl	рыскать	surprise	0.469
rapid	быстрый	surprise	0.469
leery	подозрительный	surprise	0.469
wizard	волшебник	surprise	0.469
coincidence	совпадение	surprise	0.461
hilarious	веселый	surprise	0.461
divergent	расходящийся	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ломать	surprise	0.461
slip	слип	surprise	0.461
wonderful	замечательно	surprise	0.453
hoax	обман	surprise	0.453
winning	выигрыш	surprise	0.453
overestimate	переоценивать	surprise	0.453
confession	признание	surprise	0.453
ordeal	тяжелое испытание	surprise	0.453
evanescence	эфемерность	surprise	0.453
merriment	веселье	surprise	0.453
raffle	лотерея	surprise	0.453
stound	stound	surprise	0.445
laughter	смех	surprise	0.445
enthusiast	энтузиаст	surprise	0.445
splendid	великолепный	surprise	0.445
feat	подвиг	surprise	0.445
perchance	возможно	surprise	0.445
excel	превосходить	surprise	0.445
gambling	игорный	surprise	0.445
unintentional	непреднамеренный	surprise	0.438
brighten	просиять	surprise	0.438
changeable	Сменный	surprise	0.438
rapt	восхищенный	surprise	0.438
unique	уникальный	surprise	0.438
splendor	пышность	surprise	0.438
senseless	бессмысленный	surprise	0.438
gift	подарок	surprise	0.430
fascination	очарование	surprise	0.430
trepidation	беспокойство	surprise	0.430
stealthy	скрытый	surprise	0.430
fiesta	фиеста	surprise	0.430
delighted	Обрадованный	surprise	0.430
lawsuit	судебный процесс	surprise	0.430
intrigue	интрига	surprise	0.430
quicksilver	ртуть	surprise	0.422
originality	оригинальность	surprise	0.422
riddle	загадка	surprise	0.422
judgment	суждение	surprise	0.422
enchant	очаровывать	surprise	0.422
stealth	хитрость	surprise	0.422
veracity	правдивость	surprise	0.414
elusive	неуловимый	surprise	0.414
perjury	лжесвидетельство	surprise	0.414
spirits	настроение	surprise	0.414
liberation	освобождение	surprise	0.414
illegitimate	незаконнорожденный	surprise	0.414
syncope	обморок	surprise	0.414
experiment	эксперимент	surprise	0.414
gambler	азартный игрок	surprise	0.406
eager	нетерпеливый	surprise	0.406
inspired	вдохновенный	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	аплодисменты	surprise	0.406
allure	завлекать	surprise	0.406
parade	парад	surprise	0.406
princely	царственный	surprise	0.398
divorce	развод	surprise	0.398
guess	Угадай	surprise	0.398
burlesque	бурлеск	surprise	0.398
secrecy	секретность	surprise	0.398
aspiration	стремление	surprise	0.391
peri	пери	surprise	0.391
cheerful	веселая	surprise	0.391
hermaphrodite	гермафродит	surprise	0.391
supremacy	примат	surprise	0.391
incontinence	недержание	surprise	0.391
inheritance	наследование	surprise	0.383
score	Гол	surprise	0.383
lose	потерять	surprise	0.383
crowning	венчающий	surprise	0.383
buck	доллар	surprise	0.383
praiseworthy	похвальный	surprise	0.383
cadaver	труп	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	глоток	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	резвый	surprise	0.375
mystic	мистика	surprise	0.375
succeed	добиться успеха	surprise	0.375
advance	продвижение	surprise	0.375
sparkle	искриться	surprise	0.367
hope	надежда	surprise	0.367
joker	джокер	surprise	0.367
sensual	чувственный	surprise	0.367
excavation	земляные работы	surprise	0.367
feeling	чувство	surprise	0.359
entertainment	развлекательная программа	surprise	0.359
clown	клоун	surprise	0.352
newcomer	пришелец	surprise	0.352
modify	модифицировать	surprise	0.352
award	награда	surprise	0.352
blessings	благословения	surprise	0.352
postponement	откладывание	surprise	0.352
obit	поминальная служба	surprise	0.352
celebrity	знаменитость	surprise	0.344
hero	герой	surprise	0.344
start	Начало	surprise	0.344
wonderfully	чудесно	surprise	0.344
highest	наибольший	surprise	0.344
proficiency	умение	surprise	0.344
glorify	прославлять	surprise	0.344
unbeaten	непревзойденный	surprise	0.336
memorable	памятный	surprise	0.336
sanctify	освящать	surprise	0.336
rekindle	возродить	surprise	0.336
optimism	оптимизм	surprise	0.336
warned	предупреждала	surprise	0.336
prodigious	чудовищный	surprise	0.336
dissolution	растворение	surprise	0.336
grin	усмешка	surprise	0.336
admiration	восхищение	surprise	0.328
hypertrophy	гипертрофия	surprise	0.328
present	настоящее время	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ангел	surprise	0.320
examination	экспертиза	surprise	0.320
catch	поймать	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	флиртовать	surprise	0.312
puma	пума	surprise	0.312
liberty	свобода	surprise	0.312
kiss	поцелуй	surprise	0.312
embrace	охватывать	surprise	0.312
occasional	случайный	surprise	0.312
treat	рассматривать	surprise	0.312
saint	святой	surprise	0.312
scrimmage	потасовка	surprise	0.312
dismissal	увольнение	surprise	0.312
perfection	совершенство	surprise	0.305
generosity	щедрость	surprise	0.305
gratify	потворствовать	surprise	0.305
saintly	безгрешный	surprise	0.305
sally	Салли	surprise	0.305
polarity	полярность	surprise	0.297
finally	в конце концов	surprise	0.297
differently	иначе	surprise	0.297
palpable	осязаемый	surprise	0.297
warn	предупреждать	surprise	0.297
ceremony	церемония	surprise	0.297
larger	больше	surprise	0.297
favorable	благоприятный	surprise	0.297
romance	романс	surprise	0.289
medal	медаль	surprise	0.289
inviting	манящий	surprise	0.289
greeting	приветствие	surprise	0.289
candid	беспристрастный	surprise	0.281
resignation	отставка	surprise	0.281
trip	поездка	surprise	0.281
accolade	акколада	surprise	0.281
labor	труд, работа	surprise	0.281
stare	глазеть	surprise	0.273
glimmer	мерцание	surprise	0.266
invite	приглашать	surprise	0.266
somatic	соматический	surprise	0.266
admire	восхищаться	surprise	0.266
immerse	погружать	surprise	0.266
festival	фестиваль	surprise	0.266
mimicry	мимикрия	surprise	0.266
compensate	компенсировать	surprise	0.266
insolvency	неплатежеспособность	surprise	0.266
playful	игривый	surprise	0.266
complement	дополнение	surprise	0.258
receiving	получение	surprise	0.258
hypothesis	гипотеза	surprise	0.258
laugh	смех	surprise	0.258
chuckle	посмеиваться	surprise	0.258
honeymoon	Медовый месяц	surprise	0.250
marry	выйти замуж	surprise	0.242
independence	независимость	surprise	0.242
opera	опера	surprise	0.242
pleasant	приятный	surprise	0.242
rhythmical	ритмичный	surprise	0.234
assessment	оценка	surprise	0.234
hopeful	многообещающий	surprise	0.234
trophy	трофей	surprise	0.234
holiness	благочестие	surprise	0.234
chant	песнопение	surprise	0.234
leave	оставлять	surprise	0.234
procession	шествие	surprise	0.227
placard	трафарет	surprise	0.227
deal	по рукам	surprise	0.227
cherish	лелеять	surprise	0.219
good	хорошо	surprise	0.219
shopping	поход по магазинам	surprise	0.219
musical	музыкальный	surprise	0.219
shell	оболочка	surprise	0.211
dawn	рассвет	surprise	0.211
simplify	упрощать	surprise	0.211
purity	чистота	surprise	0.203
nullify	сводить на нет	surprise	0.203
money	Деньги	surprise	0.203
sweet	милая	surprise	0.203
morals	нравы	surprise	0.203
synchronize	синхронизировать	surprise	0.195
preservative	консервант	surprise	0.195
humanitarian	гуманитарный	surprise	0.195
unfulfilled	невыполненный	surprise	0.195
precious	драгоценный	surprise	0.195
obliging	услужливый	surprise	0.188
singularly	особенно	surprise	0.188
foresee	предвидеть	surprise	0.180
pray	молиться	surprise	0.180
graduation	градация	surprise	0.180
lovely	прекрасный	surprise	0.180
sun	солнце	surprise	0.172
art	Изобразительное искусство	surprise	0.172
mouth	рот	surprise	0.172
youth	молодежь	surprise	0.172
thirst	жажда	surprise	0.172
young	молодой	surprise	0.164
goodness	доброта	surprise	0.164
overdue	просроченный	surprise	0.156
visor	козырек	surprise	0.156
practiced	практиковали	surprise	0.156
latent	латентный	surprise	0.156
loyal	верный	surprise	0.148
expect	ожидать	surprise	0.148
destination	место назначения	surprise	0.148
wireless	беспроводной	surprise	0.148
quote	котировка	surprise	0.141
slush	слякоть	surprise	0.141
infant	младенец	surprise	0.141
cream	крем	surprise	0.141
playground	детская площадка	surprise	0.133
organization	организация	surprise	0.125
teach	учат	surprise	0.125
vote	голос	surprise	0.125
smile	улыбка	surprise	0.117
weight	вес	surprise	0.117
dolphin	дельфин	surprise	0.117
sisterhood	сестринская община	surprise	0.109
cable	кабель	surprise	0.109
sunny	солнечно	surprise	0.102
steady	неуклонный	surprise	0.094
leisure	досуг	surprise	0.086
peaceful	мирное	surprise	0.086
spa	спа	surprise	0.086
tree	дерево	surprise	0.078
picnic	пикник	surprise	0.078
worm	червь	surprise	0.055
truthfulness	правдивость	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	заслуживающий доверия	trust	0.867
honest	честный	trust	0.844
honesty	честность	trust	0.844
honor	честь	trust	0.844
truth	правда	trust	0.844
truthful	правдивый	trust	0.836
trusting	доверчивый	trust	0.836
brotherhood	братство	trust	0.820
entrust	вверять	trust	0.812
committed	привержен	trust	0.805
integrity	целостность	trust	0.805
loyalty	лояльность	trust	0.805
honorable	почетный	trust	0.805
credibility	правдоподобие	trust	0.805
trust	доверять	trust	0.805
faithful	верный	trust	0.797
sincere	искренний	trust	0.797
responsible	ответственность	trust	0.789
partnership	партнерство	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	мудрость	trust	0.789
oath	присяга	trust	0.781
verification	проверка	trust	0.781
vow	клятва	trust	0.781
cooperative	кооператив	trust	0.781
respectable	респектабельный	trust	0.773
credible	заслуживающий доверия	trust	0.773
hero	герой	trust	0.773
sisterhood	сестринская община	trust	0.773
promise	обещание	trust	0.773
verified	проверенный	trust	0.773
qualified	квалифицированный	trust	0.766
respected	уважаемый	trust	0.766
authentication	аутентификация	trust	0.766
compassion	сострадание	trust	0.759
reputable	уважаемый	trust	0.758
safekeeping	хранение	trust	0.758
reliability	надежность	trust	0.758
moral	моральный	trust	0.758
love	люблю	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	утверждение	trust	0.758
stable	стабильный	trust	0.750
friend	друг	trust	0.750
genuine	подлинный	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	компетентность	trust	0.750
loyal	верный	trust	0.750
ally	союзник	trust	0.750
safeguard	защита	trust	0.750
companion	компаньон	trust	0.750
advised	рекомендуется	trust	0.750
authentic	аутентичный	trust	0.750
respect	уважение	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	свобода	trust	0.742
proven	доказанный	trust	0.742
respects	почтение	trust	0.742
faith	вера	trust	0.742
wholesome	благотворный	trust	0.742
heartfelt	прочувствованный	trust	0.734
unification	объединение	trust	0.734
protecting	защищающий	trust	0.734
reassurance	перестраховка	trust	0.734
admirable	замечательный	trust	0.734
trustee	доверенное лицо	trust	0.734
supporter	сторонник	trust	0.734
confirmation	подтверждение	trust	0.734
respectful	почтительный	trust	0.734
alliance	союз	trust	0.727
equality	равенство	trust	0.727
friendship	дружба	trust	0.727
agreement	соглашение	trust	0.727
fact	факт	trust	0.727
confident	уверенная в себе	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	полагая	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	превосходство	trust	0.727
credential	мандат	trust	0.727
closeness	близость	trust	0.719
authenticate	проверять подлинность	trust	0.719
intelligence	интеллект	trust	0.719
virtue	добродетель	trust	0.719
honored	заслуженный	trust	0.719
virtuous	добродетельный	trust	0.719
kindred	родственный	trust	0.719
charitable	благотворительный	trust	0.711
dedication	самоотверженность	trust	0.711
guarantee	гарантия	trust	0.711
cooperation	сотрудничество	trust	0.711
creditable	похвальный	trust	0.711
consistency	консистенция	trust	0.711
allegiance	верность	trust	0.711
cooperating	взаимодействующий	trust	0.711
straightforward	простой	trust	0.711
determination	определение	trust	0.711
justice	справедливость	trust	0.711
sanctuary	святилище	trust	0.703
nurture	взрастить	trust	0.703
innocent	невинный	trust	0.703
admire	восхищаться	trust	0.703
assurance	гарантия	trust	0.703
morality	мораль	trust	0.703
prepared	подготовленный	trust	0.703
friendliness	дружелюбие	trust	0.703
reliable	надежный	trust	0.703
mentor	наставник	trust	0.703
guardianship	попечительство	trust	0.703
fulfilled	выполнены	trust	0.703
reverence	благоговение	trust	0.703
proof	доказательство	trust	0.703
admiration	восхищение	trust	0.703
mother	мама	trust	0.703
protected	защищенный	trust	0.703
motherhood	материнство	trust	0.703
marriage	брак	trust	0.695
skillful	искусный	trust	0.695
indestructible	нерушимый	trust	0.695
guardian	опекун	trust	0.695
accountable	подотчетный	trust	0.695
courage	мужество	trust	0.695
bodyguard	телохранитель	trust	0.695
agreeable	приятный	trust	0.695
scientist	ученый	trust	0.695
allied	союзный	trust	0.695
compassionate	сострадательный	trust	0.695
humanitarian	гуманитарный	trust	0.695
approving	утверждение	trust	0.695
united	единый	trust	0.695
pact	пакт	trust	0.695
certified	проверенный	trust	0.695
morals	нравы	trust	0.695
esteem	почитать	trust	0.688
secure	безопасный	trust	0.688
perfection	совершенство	trust	0.688
guidance	руководство	trust	0.688
competent	компетентный	trust	0.688
authenticity	подлинность	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	допустимый	trust	0.688
humanity	человечество	trust	0.688
solidity	основательность	trust	0.688
adviser	консультант	trust	0.688
pledge	залог	trust	0.688
believed	Считается,	trust	0.688
understanding	понимание	trust	0.688
monogamy	моногамия	trust	0.688
expertise	экспертиза	trust	0.680
diplomatic	дипломатичный	trust	0.680
confidential	конфиденциальный	trust	0.680
hope	надежда	trust	0.680
protector	протектор	trust	0.680
agreeing	соглашаясь	trust	0.680
diligence	старательность	trust	0.680
official	официальный	trust	0.680
affirm	утверждать	trust	0.680
indivisible	неделимый	trust	0.680
grandfather	Дед	trust	0.680
humble	смиренный	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	пропаганда	trust	0.680
elders	старейшины	trust	0.680
goodness	доброта	trust	0.680
commendable	похвальный	trust	0.680
inspire	внушать	trust	0.680
approve	одобрить	trust	0.680
confide	поверять	trust	0.680
professional	профессиональный	trust	0.680
familiarity	знакомство	trust	0.680
leader	лидер	trust	0.680
confirmed	подтвердил	trust	0.680
acceptance	принятие	trust	0.680
benevolence	благожелательность	trust	0.672
dignity	достоинство	trust	0.672
harmoniously	гармонично	trust	0.672
mastery	мастерство	trust	0.672
unwavering	недрогнувший	trust	0.672
accredited	аккредитованный	trust	0.672
healing	исцеление	trust	0.672
encyclopedia	энциклопедия	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	освящать	trust	0.672
cohesive	сплоченной	trust	0.672
covenant	завет	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	безошибочный	trust	0.672
safe	безопасно	trust	0.672
intelligent	умный	trust	0.672
merit	заслуга	trust	0.664
impeccable	безупречный	trust	0.664
affirmatively	утвердительно	trust	0.664
spiritual	духовный	trust	0.664
advocate	адвокат	trust	0.664
team	команда	trust	0.664
heroic	героический	trust	0.664
communicate	общаться	trust	0.664
disciple	ученик	trust	0.664
expert	эксперт	trust	0.664
proficient	опытный	trust	0.664
specialist	специалист	trust	0.664
ambassador	посол	trust	0.664
accept	принимать	trust	0.664
attestation	засвидетельствование	trust	0.664
supporting	поддержки	trust	0.664
reliance	опора	trust	0.664
authority	власть	trust	0.664
accountability	подотчетность	trust	0.664
guidebook	путеводитель	trust	0.664
fulfillment	выполнение	trust	0.664
strengthening	укрепление	trust	0.661
familiar	знакомые	trust	0.656
facts	факты	trust	0.656
achieve	достигать	trust	0.656
warranty	гарантия	trust	0.656
structure	состав	trust	0.656
steadfast	стойкий	trust	0.656
favorable	благоприятный	trust	0.656
counsel	адвокат	trust	0.656
relationship	отношения	trust	0.656
scientific	научный	trust	0.656
gentleman	джентльмен	trust	0.656
strength	прочность	trust	0.656
elder	старший	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	благочестие	trust	0.656
excellent	отлично	trust	0.656
proficiency	умение	trust	0.656
constancy	постоянство	trust	0.656
defended	защитил	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	полагаться	trust	0.648
heroism	героизм	trust	0.648
peaceful	мирное	trust	0.648
competency	правомочность	trust	0.648
assuredly	конечно	trust	0.648
brother	брат	trust	0.648
counselor	консультант	trust	0.648
successful	успешный	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	защитный	trust	0.648
saint	святой	trust	0.648
harmony	гармония	trust	0.648
matrimony	брак	trust	0.648
noble	благородный	trust	0.648
inspiration	вдохновение	trust	0.648
academic	академический	trust	0.648
assist	помощь	trust	0.648
agreed	согласовано	trust	0.648
uphold	поддерживать	trust	0.648
comrade	товарищ	trust	0.648
lovable	привлекательный	trust	0.648
advisable	рекомендуемый	trust	0.648
solidarity	солидарность	trust	0.648
worthy	достойный	trust	0.643
durability	долговечность	trust	0.641
coexist	сосуществовать	trust	0.641
assure	уверять	trust	0.641
establish	установить	trust	0.641
benefactor	благодетель	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ведущий	trust	0.641
loving	любящий	trust	0.641
teacher	учитель	trust	0.641
judiciary	судебная система	trust	0.641
conscientious	добросовестный	trust	0.641
confidence	уверенность	trust	0.641
lawful	законный	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	предопределенный	trust	0.641
champion	чемпион	trust	0.641
unity	единство	trust	0.641
legal	правовой	trust	0.641
kind	своего рода	trust	0.641
credence	доверие	trust	0.641
real	реальный	trust	0.641
doctor	врач	trust	0.641
intimate	интимный	trust	0.634
hopeful	многообещающий	trust	0.633
fortitude	сила духа	trust	0.633
physician	врач	trust	0.633
brotherly	братский	trust	0.633
aspiration	стремление	trust	0.633
convincing	убедительный	trust	0.633
sanctification	освящение	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	дань	trust	0.633
courageous	отважный	trust	0.633
soundness	прочность	trust	0.633
legitimacy	законность	trust	0.633
endorse	одобрять	trust	0.633
fidelity	верность	trust	0.633
bless	благословить	trust	0.633
judicial	судебная	trust	0.633
important	важный	trust	0.633
saintly	безгрешный	trust	0.633
conscience	совесть	trust	0.633
therapeutic	терапевтический	trust	0.633
authorize	санкционировать	trust	0.633
devotional	набожный	trust	0.633
practiced	практиковали	trust	0.633
backbone	позвоночник	trust	0.633
approved	утвержденный	trust	0.633
evident	очевидный	trust	0.625
encourage	поощрять	trust	0.625
caretaker	смотритель	trust	0.625
regard	что касается	trust	0.625
angel	ангел	trust	0.625
engaged	занято	trust	0.625
blessing	благословение	trust	0.625
professorship	профессорство	trust	0.625
majestic	величавый	trust	0.625
communication	связь	trust	0.625
purify	очищаться	trust	0.625
authorization	авторизация	trust	0.625
wonderful	замечательно	trust	0.625
achievement	достижение	trust	0.625
fireman	пожарник	trust	0.625
certify	удостоверять	trust	0.625
civilized	цивилизованный	trust	0.625
profound	глубокий	trust	0.625
accurate	точный	trust	0.625
assured	уверенный	trust	0.625
positivity	положительность	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	хорошо	trust	0.617
absolution	отпущение грехов	trust	0.617
commend	рекомендовать	trust	0.617
cherish	лелеять	trust	0.617
fundamental	фундаментальный	trust	0.617
advice	совет	trust	0.617
objective	задача	trust	0.617
optimism	оптимизм	trust	0.617
testament	завещание	trust	0.617
qualities	качества	trust	0.617
haven	убежище	trust	0.617
heroine	героиня	trust	0.617
constantly	постоянно	trust	0.617
appreciation	признательность	trust	0.617
triumphant	торжествующий	trust	0.617
accord	согласие	trust	0.617
reassure	успокаивать	trust	0.617
truce	передышка	trust	0.617
thoughtful	Вдумчивый	trust	0.617
teach	учат	trust	0.617
god	Бог	trust	0.617
corroborate	подкреплять	trust	0.617
believer	верующий	trust	0.617
unimpeachable	бесспорный	trust	0.617
surety	поручительство	trust	0.617
attentive	внимательный	trust	0.617
gospel	евангелие	trust	0.617
bedrock	коренная порода	trust	0.617
approvement	утверждение	trust	0.617
planning	планирование	trust	0.617
rational	рациональный	trust	0.617
passionate	страстный	trust	0.617
happy	счастливый	trust	0.609
babysitter	няня	trust	0.609
brilliant	блестящий	trust	0.609
praise	хвалить	trust	0.609
definitive	окончательный	trust	0.609
considerate	внимательный	trust	0.609
patron	покровитель	trust	0.609
scripture	священное писание	trust	0.609
heal	излечивать	trust	0.609
praiseworthy	похвальный	trust	0.609
steward	стюард	trust	0.609
awareness	осознание	trust	0.609
officer	сотрудник	trust	0.609
purification	очистка	trust	0.609
excel	превосходить	trust	0.609
civilization	цивилизация	trust	0.609
liking	симпатия	trust	0.609
comfort	комфорт	trust	0.609
magnificence	парадность	trust	0.609
notary	нотариус	trust	0.609
progression	прогрессия	trust	0.609
mediator	медиатор	trust	0.609
blessings	благословения	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	рекомендовать	trust	0.609
brave	Храбрый	trust	0.602
experienced	опытный	trust	0.602
steady	неуклонный	trust	0.602
enlightenment	просветление	trust	0.602
brighten	просиять	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	выполнять	trust	0.602
witness	свидетель	trust	0.602
humility	смирение	trust	0.602
sympathetic	симпатичный	trust	0.602
helpful	полезный	trust	0.602
symmetry	симметрия	trust	0.602
unquestionable	бесспорный	trust	0.602
peace	мир	trust	0.602
transcendence	превосходство	trust	0.602
serenity	безмятежность	trust	0.602
embrace	охватывать	trust	0.602
inspired	вдохновенный	trust	0.602
mainstay	оплот	trust	0.602
unconditional	безусловный	trust	0.602
guarded	охраняемый	trust	0.602
identify	идентифицировать	trust	0.602
marry	выйти замуж	trust	0.594
grant	даровать	trust	0.594
depend	зависеть	trust	0.594
complimentary	бесплатно	trust	0.594
spouse	супруг	trust	0.594
tranquility	спокойствие	trust	0.594
vigilant	бдительный	trust	0.594
ministry	министерство	trust	0.594
fairly	довольно	trust	0.594
philanthropic	человеколюбивый	trust	0.594
openly	открыто	trust	0.594
generous	великодушный	trust	0.594
strengthen	укреплять	trust	0.594
gratitude	благодарность	trust	0.594
befriend	помогать	trust	0.594
substantiate	обосновывать	trust	0.594
praised	хвалили	trust	0.594
admiral	адмирал	trust	0.594
regent	регент	trust	0.594
sage	шалфей	trust	0.594
assessment	оценка	trust	0.594
enlighten	просветить	trust	0.594
eminence	высокопреосвященство	trust	0.594
commendation	похвала	trust	0.594
efficient	эффективное	trust	0.594
nurse	медсестра	trust	0.594
visionary	провидец	trust	0.594
generosity	щедрость	trust	0.594
vigilance	зоркость	trust	0.594
endowment	дарование	trust	0.594
council	совет	trust	0.594
sweetheart	возлюбленная	trust	0.589
attest	удостоверять	trust	0.586
prestige	престиж	trust	0.586
serene	безмятежный	trust	0.586
unfailing	неисчерпаемый	trust	0.586
testimony	свидетельство	trust	0.586
checklist	контрольный список	trust	0.586
inheritance	наследование	trust	0.586
monk	монах	trust	0.586
godly	благочестивый	trust	0.586
compliance	соблюдение	trust	0.586
rooted	укоренившийся	trust	0.586
constitutional	конституционная	trust	0.586
conservation	сохранение	trust	0.586
bylaw	в соответствии с законом	trust	0.586
helper	помощник	trust	0.586
joyful	радостный	trust	0.586
collectively	коллективно	trust	0.586
meritorious	похвальный	trust	0.586
acclaim	шумное приветствие	trust	0.586
diplomacy	дипломатия	trust	0.586
educational	образования	trust	0.586
husbandry	сельское хозяйство	trust	0.586
share	доля	trust	0.586
enjoying	наслаждаясь	trust	0.586
firmness	твердость	trust	0.586
convince	убеждать	trust	0.586
designation	обозначение	trust	0.586
tribe	племя	trust	0.586
victory	победа	trust	0.586
magnificent	великолепный	trust	0.586
lovely	прекрасный	trust	0.586
seniority	старшинство	trust	0.586
angelic	ангельский	trust	0.586
ambition	амбиция	trust	0.586
father	отец	trust	0.586
mate	приятель	trust	0.586
sobriety	трезвость	trust	0.586
revere	благоговеть	trust	0.586
delegate	делегат	trust	0.586
navigator	навигатор	trust	0.578
watchdog	сторожевая собака	trust	0.578
obey	подчиниться	trust	0.578
cheerfulness	бодрость	trust	0.578
inviting	манящий	trust	0.578
judge	судья	trust	0.578
irrefutable	неопровержимый	trust	0.578
philanthropist	филантроп	trust	0.578
careful	осторожный	trust	0.578
communion	общение	trust	0.578
coexisting	сосуществующих	trust	0.578
impartiality	беспристрастность	trust	0.578
unquestioned	неоспоримый	trust	0.578
upright	вертикально	trust	0.578
authoritative	авторитетный	trust	0.578
structural	структурный	trust	0.578
convinced	убежденный	trust	0.578
smile	улыбка	trust	0.578
commandant	комендант	trust	0.578
dutiful	покорный	trust	0.578
shelter	укрытие	trust	0.578
revival	возрождение	trust	0.578
professor	профессор	trust	0.578
adore	обожать	trust	0.578
legalized	легализованный	trust	0.578
punctual	пунктуальный	trust	0.570
counsellor	консультант	trust	0.570
complement	дополнение	trust	0.570
corroboration	подтверждение	trust	0.570
immaculate	безукоризненный	trust	0.570
relative	относительный	trust	0.570
apostle	апостол	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	связующий	trust	0.570
insure	страховать	trust	0.570
plausible	правдоподобный	trust	0.570
consult	советоваться	trust	0.570
modest	скромный	trust	0.570
measured	измеренный	trust	0.570
pilot	пилот	trust	0.570
collaborator	сотрудник	trust	0.570
advise	консультировать	trust	0.570
cuddle	прижиматься	trust	0.570
ordinance	постановление	trust	0.570
compass	компас	trust	0.570
guide	руководство	trust	0.570
everlasting	вечный	trust	0.570
adhering	придерживаясь	trust	0.570
determinate	детерминированный	trust	0.570
heavenly	небесный	trust	0.570
principal	главный	trust	0.570
abundance	изобилие	trust	0.570
matron	матрона	trust	0.570
unequivocal	недвусмысленный	trust	0.570
volunteers	добровольцы	trust	0.570
pedigree	родословная	trust	0.570
unquestionably	несомненно	trust	0.570
pertinent	уместный	trust	0.562
devout	благочестивый	trust	0.562
curable	излечим	trust	0.562
insight	в поле зрения	trust	0.562
congregation	конгрегация	trust	0.562
admit	признавать	trust	0.562
pleasant	приятный	trust	0.562
vigorous	бодрый	trust	0.562
fort	форт	trust	0.562
remarkable	замечательный	trust	0.562
content	содержание	trust	0.562
spotless	незапятнанный	trust	0.562
uplift	подъем	trust	0.562
compensate	компенсировать	trust	0.562
lovemaking	занятия любовью	trust	0.562
jury	жюри	trust	0.562
jurist	юрист	trust	0.562
soothing	успокаивающий	trust	0.562
ordination	рукоположение	trust	0.562
cohesion	сплоченность	trust	0.562
frankness	откровенность	trust	0.562
strong	сильный	trust	0.562
miracle	чудо	trust	0.562
concordance	согласование	trust	0.562
applaud	рукоплескать	trust	0.562
prize	приз	trust	0.562
apostolic	апостольский	trust	0.562
succeeding	последующий	trust	0.562
vitality	жизнеспособность	trust	0.562
treasurer	казначей	trust	0.562
save	спасти	trust	0.562
earn	зарабатывать	trust	0.562
midwife	акушерка	trust	0.555
discretion	осмотрительность	trust	0.555
worship	поклонение	trust	0.555
constant	постоянная	trust	0.555
foresight	предвидение	trust	0.555
vote	голос	trust	0.555
cultivate	культивировать	trust	0.555
impartial	беспристрастный	trust	0.555
illumination	освещение	trust	0.555
ambulance	скорая помощь	trust	0.555
privacy	Конфиденциальность	trust	0.555
succeed	добиться успеха	trust	0.555
providing	обеспечение	trust	0.555
veteran	ветеран	trust	0.555
patience	терпение	trust	0.555
prophet	пророк	trust	0.555
coach	тренер	trust	0.555
intuition	интуиция	trust	0.555
reconciliation	сверка	trust	0.555
defender	защитник	trust	0.555
coalesce	сливаться	trust	0.555
mediate	посредничать	trust	0.555
