word	Scots Gaelic-gd	emotion	emotion-intensity-score
uncertain	neo-chinnteach	surprise	0.633
plunder	creachadh	surprise	0.633
tempest	sìde	surprise	0.625
trick	cleas	surprise	0.625
slaughtering	a 'marbhadh	surprise	0.625
wonderment	iongnadh	surprise	0.625
excited	èibhinn	surprise	0.625
sorcery	dragh	surprise	0.625
murderous	murt	surprise	0.625
urgency	èiginn	surprise	0.625
distress	èiginn	surprise	0.625
mystery	dìomhaireachd	surprise	0.625
trickery	sgaoileadh	surprise	0.617
intense	dian	surprise	0.617
vanish	fàgail	surprise	0.617
murder	murt	surprise	0.617
quickness	gu luath	surprise	0.617
intrusive	sgaoileadh	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	spòrs	surprise	0.617
blindfold	falach	surprise	0.609
coup	coup	surprise	0.609
splash	splash	surprise	0.609
thief	mèirleach	surprise	0.609
magical	draoidheil	surprise	0.609
unstable	neo-sheasmhach	surprise	0.609
shatter	sgaradh	surprise	0.609
strangle	strangle	surprise	0.609
defy	dùbhlan	surprise	0.602
deluge	sgaoileadh	surprise	0.602
inconceivable	neo-chomasach	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	stupor	surprise	0.602
tackle	ionnsaigh	surprise	0.602
assail	sàbhaladh	surprise	0.602
betray	brathadh	surprise	0.602
monstrosity	mìorbhaileach	surprise	0.594
alerts	rabhaidhean	surprise	0.594
lightning	dealanaich	surprise	0.594
mishap	mishap	surprise	0.594
shrill	sgillinn	surprise	0.594
stupendous	èibhinn	surprise	0.594
mysterious	dìomhaireachd	surprise	0.586
paralyzed	pairilis	surprise	0.586
randomly	air thuaiream	surprise	0.586
bonus	bonus	surprise	0.586
deceit	meallta	surprise	0.586
wild	fiadhaich	surprise	0.586
pitfall	aodach	surprise	0.586
wondrous	iongantach	surprise	0.586
uncanny	neo-chumanta	surprise	0.586
electric	uisge	surprise	0.578
oddity	èibhinn	surprise	0.578
death	bàs	surprise	0.578
jubilant	dealachadh	surprise	0.578
godsend	sgaoileadh	surprise	0.578
stagger	stagger	surprise	0.578
raving	rabhaidh	surprise	0.578
rejoicing	gàirdeachas	surprise	0.578
premature	ro luath	surprise	0.578
fluke	flùr	surprise	0.578
bizarre	neònach	surprise	0.578
revenge	dìoghaltas	surprise	0.570
dynamic	fiùghantach	surprise	0.570
dismay	sàrachadh	surprise	0.570
ecstatic	s an Iar-	surprise	0.562
fascinate	inntinneach	surprise	0.562
uncover	nochd	surprise	0.562
jerk	jerk	surprise	0.562
reward	duais	surprise	0.562
nefarious	neònach	surprise	0.562
reappear	ath-nochdadh	surprise	0.562
whim	cuim	surprise	0.555
conjure	gèilleadh	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	soilleireachadh	surprise	0.547
rescue	teasairginn	surprise	0.547
tantalizing	sgaoileadh	surprise	0.547
winner	bhuannaiche	surprise	0.547
heroism	heroism	surprise	0.547
rarity	rathity	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	daze	surprise	0.547
unbridled	neo-bhrìgheil	surprise	0.547
thwart	stad	surprise	0.547
treason	treason	surprise	0.539
punch	punch	surprise	0.539
insult	sàrachadh	surprise	0.539
lunge	lòin	surprise	0.539
illusion	mì-thoilichte	surprise	0.539
lucky	fortanach	surprise	0.539
interrupt	sabaid	surprise	0.539
cheer	sàrachadh	surprise	0.539
celebration	comharrachadh	surprise	0.539
violation	sàrachadh	surprise	0.539
marvel	mìorbhaileach	surprise	0.539
sensation	mothachadh	surprise	0.531
fearfully	eagal	surprise	0.531
concealed	falach	surprise	0.531
banger	banger	surprise	0.531
affront	aodach	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	seadh	surprise	0.523
wonder	iongnadh	surprise	0.523
immediacy	dìreach	surprise	0.523
undiscovered	gun lorg	surprise	0.523
abandonment	thrèigsinn	surprise	0.523
rejoice	gàirdeachas	surprise	0.523
improvise	sgrìobhaidh	surprise	0.523
majestic	maiseach	surprise	0.523
scorpion	sgorpion	surprise	0.523
victimized	fulang	surprise	0.523
liberate	saoradh	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	saoghail	surprise	0.516
tickle	cuir diog	surprise	0.516
chance	cothrom	surprise	0.516
howl	gràdh	surprise	0.516
swerve	sgaoileadh	surprise	0.508
reflex	ath-bheothachadh	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	fortan	surprise	0.508
magnificent	iongantach	surprise	0.508
transcendence	thar-tharraing	surprise	0.508
garish	èibhinn	surprise	0.508
unintentionally	gun teagamh	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	gu math tric	surprise	0.500
marvelous	iongantach	surprise	0.500
heroic	gaisgeil	surprise	0.500
remarkable	iongantach	surprise	0.500
fainting	sgaoileadh	surprise	0.500
slayer	slayer	surprise	0.500
erotic	eireachdail	surprise	0.500
enliven	beò	surprise	0.500
alertness	rabhadh	surprise	0.500
misbehavior	mì-ghiùlan	surprise	0.500
embarrassment	nàire	surprise	0.500
diversion	iomadachd	surprise	0.500
unutterable	annasach	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	trom trom	surprise	0.492
decoy	sgeadachadh	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	mì-fhortanach	surprise	0.492
birthday	co-là-breith	surprise	0.492
greatness	beannachd	surprise	0.492
zeal	zeal	surprise	0.484
prick	tilgeil	surprise	0.484
magician	draoidh	surprise	0.484
underestimate	neo-mhearachdach	surprise	0.484
horde	horde	surprise	0.484
fanfare	fiadhaich	surprise	0.484
inexpressible	neo-inntinneach	surprise	0.484
daemon	daemon	surprise	0.484
variable	caochlaideach	surprise	0.484
curiosity	iongnadh	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	gun dìon	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortune	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	soillseachadh	surprise	0.477
incident	tachartas	surprise	0.477
dreadfully	gu dòigheil	surprise	0.477
strange	neònach	surprise	0.477
subversive	subversive	surprise	0.477
reversal	tionndadh	surprise	0.469
prowl	prowl	surprise	0.469
rapid	luath	surprise	0.469
leery	leery	surprise	0.469
wizard	draoidh	surprise	0.469
coincidence	co-obrachadh	surprise	0.461
hilarious	sàmhach	surprise	0.461
divergent	sgaoilte	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	briseadh	surprise	0.461
slip	sliochd	surprise	0.461
wonderful	iongantach	surprise	0.453
hoax	duilich	surprise	0.453
winning	a 'buannachadh	surprise	0.453
overestimate	sàr-mheas	surprise	0.453
confession	aideachadh	surprise	0.453
ordeal	s an Iar-	surprise	0.453
evanescence	fuasgladh	surprise	0.453
merriment	s an Iar-	surprise	0.453
raffle	raffle	surprise	0.453
stound	sneachda	surprise	0.445
laughter	gàire	surprise	0.445
enthusiast	sgaoileadh	surprise	0.445
splendid	eireachdail	surprise	0.445
feat	sgaoileadh	surprise	0.445
perchance	saoghail	surprise	0.445
excel	excel	surprise	0.445
gambling	gambling	surprise	0.445
unintentional	gun bheachd	surprise	0.438
brighten	sgaoileadh	surprise	0.438
changeable	atharrachadh	surprise	0.438
rapt	rapt	surprise	0.438
unique	àraid	surprise	0.438
splendor	bòidhchead	surprise	0.438
senseless	gun mhothachadh	surprise	0.438
gift	tiodhlac	surprise	0.430
fascination	faireachdainn	surprise	0.430
trepidation	sgaoileadh	surprise	0.430
stealthy	stallach	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	air leth toilichte	surprise	0.430
lawsuit	iomairt laghail	surprise	0.430
intrigue	sgaoileadh	surprise	0.430
quicksilver	sneachda	surprise	0.422
originality	tùsachd	surprise	0.422
riddle	tòimhseachan	surprise	0.422
judgment	breithneachadh	surprise	0.422
enchant	dàn	surprise	0.422
stealth	stàite	surprise	0.422
veracity	fìrinn	surprise	0.414
elusive	èibhinn	surprise	0.414
perjury	iomagain	surprise	0.414
spirits	spioradan	surprise	0.414
liberation	saorsa	surprise	0.414
illegitimate	dìolain	surprise	0.414
syncope	syncope	surprise	0.414
experiment	deuchainnean	surprise	0.414
gambler	cluichiche	surprise	0.406
eager	èibhinn	surprise	0.406
inspired	air a bhrosnachadh	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	bòidheach	surprise	0.406
allure	s an Iar-	surprise	0.406
parade	caismeachd	surprise	0.406
princely	rìghrean	surprise	0.398
divorce	sgaradh	surprise	0.398
guess	tomhas	surprise	0.398
burlesque	saoghail	surprise	0.398
secrecy	secrecy	surprise	0.398
aspiration	miann	surprise	0.391
peri	peri	surprise	0.391
cheerful	èibhinn	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	àrd-uachdar	surprise	0.391
incontinence	neo-riaghailteach	surprise	0.391
inheritance	oighreachd	surprise	0.383
score	sgòr	surprise	0.383
lose	caill	surprise	0.383
crowning	a 'crùnadh	surprise	0.383
buck	boc	surprise	0.383
praiseworthy	moladh	surprise	0.383
cadaver	cairbh	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mìorbhaileach	surprise	0.375
succeed	soirbheachadh	surprise	0.375
advance	ro-làimh	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	dòchas	surprise	0.367
joker	joker	surprise	0.367
sensual	sensual	surprise	0.367
excavation	cladhach	surprise	0.367
feeling	faireachdainn	surprise	0.359
entertainment	spòrs	surprise	0.359
clown	clown	surprise	0.352
newcomer	nuadh	surprise	0.352
modify	atharrachadh	surprise	0.352
award	duais	surprise	0.352
blessings	beannachdan	surprise	0.352
postponement	ath-shuidheachadh	surprise	0.352
obit	obit	surprise	0.352
celebrity	eòlach	surprise	0.344
hero	gaisgeach	surprise	0.344
start	tòiseachadh	surprise	0.344
wonderfully	iongantach	surprise	0.344
highest	àirde	surprise	0.344
proficiency	comasachd	surprise	0.344
glorify	glòir	surprise	0.344
unbeaten	gun fhiosta	surprise	0.336
memorable	cuimhneachail	surprise	0.336
sanctify	naomhaich	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	dòchas	surprise	0.336
warned	rabhadh	surprise	0.336
prodigious	sìorraidh	surprise	0.336
dissolution	sgaoileadh	surprise	0.336
grin	grin	surprise	0.336
admiration	s an Iar-	surprise	0.328
hypertrophy	sùilean àrd	surprise	0.328
present	an-diugh	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	aingeal	surprise	0.320
examination	sgrùdadh	surprise	0.320
catch	glacadh	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	saorsa	surprise	0.312
kiss	pòg	surprise	0.312
embrace	gabhail ris	surprise	0.312
occasional	uaireannan	surprise	0.312
treat	Cùmhnantan-cleachdaidh	surprise	0.312
saint	naomh	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	dìmeas	surprise	0.312
perfection	perfection	surprise	0.305
generosity	fialaidh	surprise	0.305
gratify	buannachdail	surprise	0.305
saintly	gu h-iongantach	surprise	0.305
sally	saoghail	surprise	0.305
polarity	polarity	surprise	0.297
finally	mu dheireadh	surprise	0.297
differently	eadar-dhealaichte	surprise	0.297
palpable	deiseil	surprise	0.297
warn	rabhadh	surprise	0.297
ceremony	seirbheis	surprise	0.297
larger	nas motha	surprise	0.297
favorable	fàbharach	surprise	0.297
romance	romansa	surprise	0.289
medal	bonn	surprise	0.289
inviting	ag iarraidh	surprise	0.289
greeting	beannachdan	surprise	0.289
candid	bòidheach	surprise	0.281
resignation	a dhreuchd	surprise	0.281
trip	turas	surprise	0.281
accolade	s an Iar-	surprise	0.281
labor	saothair	surprise	0.281
stare	spleuchd	surprise	0.273
glimmer	sgiobair	surprise	0.266
invite	cuireadh a thoirt seachad	surprise	0.266
somatic	s an Iar-	surprise	0.266
admire	admire	surprise	0.266
immerse	bogadh	surprise	0.266
festival	fèis	surprise	0.266
mimicry	imrich	surprise	0.266
compensate	dìoladh	surprise	0.266
insolvency	fulangas	surprise	0.266
playful	sgiobalta	surprise	0.266
complement	a bharrachd	surprise	0.258
receiving	a 'faighinn	surprise	0.258
hypothesis	barail	surprise	0.258
laugh	gàire	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	mèinn-mheala	surprise	0.250
marry	pòsadh	surprise	0.242
independence	neo-eisimeileachd	surprise	0.242
opera	opera	surprise	0.242
pleasant	taitneach	surprise	0.242
rhythmical	sgaoileadh	surprise	0.234
assessment	measadh	surprise	0.234
hopeful	dòchasach	surprise	0.234
trophy	duais	surprise	0.234
holiness	naomhachd	surprise	0.234
chant	chant	surprise	0.234
leave	fàg	surprise	0.234
procession	caismeachd	surprise	0.227
placard	placard	surprise	0.227
deal	dèiligeadh	surprise	0.227
cherish	feuch	surprise	0.219
good	math	surprise	0.219
shopping	bùithtean	surprise	0.219
musical	ceòl	surprise	0.219
shell	sligean	surprise	0.211
dawn	dawn	surprise	0.211
simplify	sìmpleachadh	surprise	0.211
purity	purity	surprise	0.203
nullify	nullachadh	surprise	0.203
money	airgead	surprise	0.203
sweet	bòidheach	surprise	0.203
morals	moraltachd	surprise	0.203
synchronize	sioncronaich	surprise	0.195
preservative	gleidheadh	surprise	0.195
humanitarian	daonnachdach	surprise	0.195
unfulfilled	gun chrìochnachadh	surprise	0.195
precious	luachmhor	surprise	0.195
obliging	s an Iar-	surprise	0.188
singularly	singilte	surprise	0.188
foresee	ro-shealladh	surprise	0.180
pray	ùrnaigh	surprise	0.180
graduation	ceumnachadh	surprise	0.180
lovely	bòidheach	surprise	0.180
sun	ghrian	surprise	0.172
art	ealain	surprise	0.172
mouth	beul	surprise	0.172
youth	òigridh	surprise	0.172
thirst	tart	surprise	0.172
young	òg	surprise	0.164
goodness	math	surprise	0.164
overdue	ùine mhòr	surprise	0.156
visor	visor	surprise	0.156
practiced	cleasachd	surprise	0.156
latent	fulang	surprise	0.156
loyal	dìleas	surprise	0.148
expect	sùileachadh	surprise	0.148
destination	ceann-uidhe	surprise	0.148
wireless	wireless	surprise	0.148
quote	chomharra	surprise	0.141
slush	slush	surprise	0.141
infant	leanabh	surprise	0.141
cream	uachdar	surprise	0.141
playground	raon cluich	surprise	0.133
organization	eagrachadh	surprise	0.125
teach	teagasg	surprise	0.125
vote	bhòtadh	surprise	0.125
smile	gàire	surprise	0.117
weight	cuideam	surprise	0.117
dolphin	leumadair	surprise	0.117
sisterhood	piuthasachd	surprise	0.109
cable	càball	surprise	0.109
sunny	Sgòthan geala	surprise	0.102
steady	coimeasach	surprise	0.094
leisure	cur-seachad	surprise	0.086
peaceful	sàmhach	surprise	0.086
spa	spà	surprise	0.086
tree	craobh	surprise	0.078
picnic	cuirm-chnuic	surprise	0.078
worm	worm	surprise	0.055
truthfulness	fìrinneachd	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	earbsach	trust	0.867
honest	onarach	trust	0.844
honesty	onair	trust	0.844
honor	urram	trust	0.844
truth	fìrinn	trust	0.844
truthful	fìrinneach	trust	0.836
trusting	earbsach	trust	0.836
brotherhood	bràithreachas	trust	0.820
entrust	ionnan	trust	0.812
committed	dealasach	trust	0.805
integrity	ionracas	trust	0.805
loyalty	dìlseachd	trust	0.805
honorable	urramach	trust	0.805
credibility	creideas	trust	0.805
trust	earbsa	trust	0.805
faithful	dìleas	trust	0.797
sincere	iongantach	trust	0.797
responsible	cùramach	trust	0.789
partnership	com-pàirteachas	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	gliocas	trust	0.789
oath	mionn	trust	0.781
verification	dearbhadh	trust	0.781
vow	bhòt	trust	0.781
cooperative	co-obrachail	trust	0.781
respectable	urram	trust	0.773
credible	creidsinneach	trust	0.773
hero	gaisgeach	trust	0.773
sisterhood	piuthasachd	trust	0.773
promise	gealladh	trust	0.773
verified	dearbhadh	trust	0.773
qualified	le teisteanas	trust	0.766
respected	urram	trust	0.766
authentication	dearbhadh	trust	0.766
compassion	truas	trust	0.759
reputable	s an Iar-	trust	0.758
safekeeping	sàbhailte	trust	0.758
reliability	earbsa	trust	0.758
moral	moralta	trust	0.758
love	gaol	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	aonta	trust	0.758
stable	stàball	trust	0.750
friend	caraid	trust	0.750
genuine	fìor	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	comas	trust	0.750
loyal	dìleas	trust	0.750
ally	allaidh	trust	0.750
safeguard	dìon	trust	0.750
companion	companach	trust	0.750
advised	chomhairle	trust	0.750
authentic	ceart	trust	0.750
respect	urram	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	saorsa	trust	0.742
proven	air a dhearbhadh	trust	0.742
respects	urram	trust	0.742
faith	creideamh	trust	0.742
wholesome	slàn	trust	0.742
heartfelt	cridhe cridhe	trust	0.734
unification	aonachadh	trust	0.734
protecting	dìon	trust	0.734
reassurance	misneachd	trust	0.734
admirable	iongantach	trust	0.734
trustee	urrasair	trust	0.734
supporter	neach-taice	trust	0.734
confirmation	dearbhadh	trust	0.734
respectful	urram	trust	0.734
alliance	caidreachas	trust	0.727
equality	co-ionnanachd	trust	0.727
friendship	càirdeas	trust	0.727
agreement	aonta	trust	0.727
fact	fìrinn	trust	0.727
confident	misneachail	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	creidsinn	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	sàr-mhathas	trust	0.727
credential	teisteanas	trust	0.727
closeness	dlùthachd	trust	0.719
authenticate	dearbhadh	trust	0.719
intelligence	fiosrachadh	trust	0.719
virtue	buaidh	trust	0.719
honored	urram	trust	0.719
virtuous	mìorbhaileach	trust	0.719
kindred	càirdeas	trust	0.719
charitable	carthannais	trust	0.711
dedication	dìcheall	trust	0.711
guarantee	barantas	trust	0.711
cooperation	co-obrachadh	trust	0.711
creditable	creidsinneach	trust	0.711
consistency	cunbhalachd	trust	0.711
allegiance	dìlseachd	trust	0.711
cooperating	co-obrachadh	trust	0.711
straightforward	dìreach	trust	0.711
determination	dearbhadh	trust	0.711
justice	ceartas	trust	0.711
sanctuary	coiseachd	trust	0.703
nurture	àrach	trust	0.703
innocent	neo-chiontach	trust	0.703
admire	admire	trust	0.703
assurance	gealltanas	trust	0.703
morality	moraltachd	trust	0.703
prepared	air ullachadh	trust	0.703
friendliness	càirdeas	trust	0.703
reliable	earbsach	trust	0.703
mentor	stiùiriche	trust	0.703
guardianship	dìonachd	trust	0.703
fulfilled	air a choileanadh	trust	0.703
reverence	urram	trust	0.703
proof	dearbhadh	trust	0.703
admiration	s an Iar-	trust	0.703
mother	màthair	trust	0.703
protected	dìon	trust	0.703
motherhood	màthaireachd	trust	0.703
marriage	pòsadh	trust	0.695
skillful	sgileil	trust	0.695
indestructible	neo-chomasach	trust	0.695
guardian	dìonach	trust	0.695
accountable	cunntachail	trust	0.695
courage	misneachd	trust	0.695
bodyguard	Buidheann-airm	trust	0.695
agreeable	aontaichte	trust	0.695
scientist	saidheans	trust	0.695
allied	càirdeas	trust	0.695
compassionate	truasnach	trust	0.695
humanitarian	daonnachdach	trust	0.695
approving	ag aontachadh	trust	0.695
united	aonaichte	trust	0.695
pact	aonta	trust	0.695
certified	air a dhearbhadh	trust	0.695
morals	moraltachd	trust	0.695
esteem	urram	trust	0.688
secure	tèarainte	trust	0.688
perfection	perfection	trust	0.688
guidance	stiùireadh	trust	0.688
competent	comasach	trust	0.688
authenticity	dearbhadh	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ionnan	trust	0.688
humanity	daonnachd	trust	0.688
solidity	sàmhchair	trust	0.688
adviser	comhairliche	trust	0.688
pledge	gealladh	trust	0.688
believed	chreidsinn	trust	0.688
understanding	tuigse	trust	0.688
monogamy	monogamy	trust	0.688
expertise	eòlas	trust	0.680
diplomatic	dioplòmasach	trust	0.680
confidential	dìomhair	trust	0.680
hope	dòchas	trust	0.680
protector	dìon	trust	0.680
agreeing	ag aontachadh	trust	0.680
diligence	dìcheall	trust	0.680
official	oifigeil	trust	0.680
affirm	dearbhaich	trust	0.680
indivisible	neo-dhìreach	trust	0.680
grandfather	seanair	trust	0.680
humble	iriosal	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	tagradh	trust	0.680
elders	seanairean	trust	0.680
goodness	math	trust	0.680
commendable	moladh	trust	0.680
inspire	brosnachadh	trust	0.680
approve	aonta	trust	0.680
confide	deònach	trust	0.680
professional	proifeasanta	trust	0.680
familiarity	eòlas	trust	0.680
leader	ceannard	trust	0.680
confirmed	daingneachadh	trust	0.680
acceptance	gabhail ris	trust	0.680
benevolence	buannachd	trust	0.672
dignity	urram	trust	0.672
harmoniously	co-chòrdail	trust	0.672
mastery	maighstireachd	trust	0.672
unwavering	mì-fhortanach	trust	0.672
accredited	dearbhaichte	trust	0.672
healing	leigheas	trust	0.672
encyclopedia	sgaoileadh	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	naomhaich	trust	0.672
cohesive	co-fhillte	trust	0.672
covenant	co-cheangal	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	neo-chiontach	trust	0.672
safe	sàbhailte	trust	0.672
intelligent	deònach	trust	0.672
merit	dealachadh	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	dearbhach	trust	0.664
spiritual	spioradail	trust	0.664
advocate	tagraiche	trust	0.664
team	sgioba	trust	0.664
heroic	gaisgeil	trust	0.664
communicate	conaltradh	trust	0.664
disciple	disciple	trust	0.664
expert	eòlaiche	trust	0.664
proficient	comasach	trust	0.664
specialist	speisealaiche	trust	0.664
ambassador	tosgaire	trust	0.664
accept	gabhail	trust	0.664
attestation	dearbhadh	trust	0.664
supporting	taic	trust	0.664
reliance	earbsa	trust	0.664
authority	ùghdarras	trust	0.664
accountability	cunntachalachd	trust	0.664
guidebook	leabhar-iùil	trust	0.664
fulfillment	coileanadh	trust	0.664
strengthening	neartachadh	trust	0.661
familiar	eòlach	trust	0.656
facts	fìrinnean	trust	0.656
achieve	coileanadh	trust	0.656
warranty	barrantas	trust	0.656
structure	structar	trust	0.656
steadfast	seasmhach	trust	0.656
favorable	fàbharach	trust	0.656
counsel	comhairle	trust	0.656
relationship	càirdeas	trust	0.656
scientific	saidheansail	trust	0.656
gentleman	duine uasal	trust	0.656
strength	neart	trust	0.656
elder	seann	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	naomhachd	trust	0.656
excellent	sàr-mhath	trust	0.656
proficiency	comasachd	trust	0.656
constancy	seasmhachd	trust	0.656
defended	air a dhìon	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	deònach	trust	0.648
heroism	heroism	trust	0.648
peaceful	sàmhach	trust	0.648
competency	comasachd	trust	0.648
assuredly	gu cinnteach	trust	0.648
brother	bràthair	trust	0.648
counselor	comhairleora	trust	0.648
successful	soirbheachail	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	dìonach	trust	0.648
saint	naomh	trust	0.648
harmony	co-sheirm	trust	0.648
matrimony	bàsachadh	trust	0.648
noble	uasal	trust	0.648
inspiration	brosnachadh	trust	0.648
academic	acadaimigeach	trust	0.648
assist	cuideachadh	trust	0.648
agreed	aontaichte	trust	0.648
uphold	cumail suas	trust	0.648
comrade	comrade	trust	0.648
lovable	ionnan	trust	0.648
advisable	moladh	trust	0.648
solidarity	dìlseachd	trust	0.648
worthy	airidh air	trust	0.643
durability	durability	trust	0.641
coexist	a 'tighinn beò	trust	0.641
assure	dèanamh cinnteach	trust	0.641
establish	stèidheachadh	trust	0.641
benefactor	thabhartas	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	air thoiseach	trust	0.641
loving	gràdh	trust	0.641
teacher	tidsear	trust	0.641
judiciary	breithneachaidh	trust	0.641
conscientious	dìleas	trust	0.641
confidence	misneachd	trust	0.641
lawful	dligheach	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	òrduichte	trust	0.641
champion	curaidh	trust	0.641
unity	aonachd	trust	0.641
legal	laghail	trust	0.641
kind	caoimhneil	trust	0.641
credence	creideas	trust	0.641
real	fìor	trust	0.641
doctor	dotair	trust	0.641
intimate	dìomhair	trust	0.634
hopeful	dòchasach	trust	0.633
fortitude	fortune	trust	0.633
physician	lighiche	trust	0.633
brotherly	bràthair	trust	0.633
aspiration	miann	trust	0.633
convincing	dearbhach	trust	0.633
sanctification	naomhachd	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	ulaidh	trust	0.633
courageous	misneachail	trust	0.633
soundness	fuaim	trust	0.633
legitimacy	dligheachd	trust	0.633
endorse	aonta	trust	0.633
fidelity	dìlseachd	trust	0.633
bless	beannaich	trust	0.633
judicial	laghail	trust	0.633
important	cudromach	trust	0.633
saintly	gu h-iongantach	trust	0.633
conscience	cogais	trust	0.633
therapeutic	teirpeach	trust	0.633
authorize	ùghdarrachadh	trust	0.633
devotional	devotional	trust	0.633
practiced	cleasachd	trust	0.633
backbone	cnàimh-droma	trust	0.633
approved	aontaichte	trust	0.633
evident	follaiseach	trust	0.625
encourage	brosnachadh	trust	0.625
caretaker	cùram	trust	0.625
regard	aire	trust	0.625
angel	aingeal	trust	0.625
engaged	gabhail pàirt	trust	0.625
blessing	beannachadh	trust	0.625
professorship	professorship	trust	0.625
majestic	maiseach	trust	0.625
communication	conaltradh	trust	0.625
purify	a ghlanadh	trust	0.625
authorization	ùghdarras	trust	0.625
wonderful	iongantach	trust	0.625
achievement	coileanadh	trust	0.625
fireman	fear-smàlaidh	trust	0.625
certify	dearbhadh	trust	0.625
civilized	saoghail	trust	0.625
profound	mòr	trust	0.625
accurate	ceart	trust	0.625
assured	cinnteach	trust	0.625
positivity	dearbhachd	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	math	trust	0.617
absolution	absolution	trust	0.617
commend	moladh	trust	0.617
cherish	feuch	trust	0.617
fundamental	bunaiteach	trust	0.617
advice	comhairle	trust	0.617
objective	amas	trust	0.617
optimism	dòchas	trust	0.617
testament	deuchainn	trust	0.617
qualities	feartan	trust	0.617
haven	seòmar	trust	0.617
heroine	heroine	trust	0.617
constantly	daonnan	trust	0.617
appreciation	meas	trust	0.617
triumphant	s an Iar-	trust	0.617
accord	bòrd	trust	0.617
reassure	tairgse	trust	0.617
truce	truas	trust	0.617
thoughtful	smuainteach	trust	0.617
teach	teagasg	trust	0.617
god	dia	trust	0.617
corroborate	a 'daingneachadh	trust	0.617
believer	creidsinn	trust	0.617
unimpeachable	neo-shoilleir	trust	0.617
surety	saoghail	trust	0.617
attentive	furachail	trust	0.617
gospel	soisgeul	trust	0.617
bedrock	creagan leapa	trust	0.617
approvement	aonta	trust	0.617
planning	planadh	trust	0.617
rational	reusanta	trust	0.617
passionate	dìoghrasach	trust	0.617
happy	sona	trust	0.609
babysitter	pàisdear	trust	0.609
brilliant	sgoinneil	trust	0.609
praise	moladh	trust	0.609
definitive	deimhinnte	trust	0.609
considerate	beachdachadh	trust	0.609
patron	pàtran	trust	0.609
scripture	sgriobtuir	trust	0.609
heal	leigheas	trust	0.609
praiseworthy	moladh	trust	0.609
steward	stiùbhard	trust	0.609
awareness	mothachadh	trust	0.609
officer	oifigear	trust	0.609
purification	purachadh	trust	0.609
excel	excel	trust	0.609
civilization	sìobhaltachd	trust	0.609
liking	sgaoileadh	trust	0.609
comfort	comhfhurtachd	trust	0.609
magnificence	àrdachadh	trust	0.609
notary	notar	trust	0.609
progression	adhartas	trust	0.609
mediator	eadar-theangair	trust	0.609
blessings	beannachdan	trust	0.609
