word	Sesotho-st	emotion	emotion-intensity-score
drugged	lithethefatsi	sadness	0.500
aggravating	ho mpefatsa	sadness	0.500
crash	ho oa	sadness	0.500
mortality	ho shoa	sadness	0.500
disrespectful	ho hloka tlhompho	sadness	0.500
frowning	ho ferekanya	sadness	0.500
aftermath	ka morao	sadness	0.500
ungodly	ho hloka bomolimo	sadness	0.500
bier	NO TRANSLATION	sadness	0.500
explode	phatloha	sadness	0.500
dolor	NO TRANSLATION	sadness	0.500
derogation	ho nyatsuoa	sadness	0.491
rob	rob	sadness	0.491
recession	moruo	sadness	0.485
shriek	shriek	sadness	0.485
hospital	sepetlele	sadness	0.484
disturbance	khathatso	sadness	0.484
insult	ho rohaka	sadness	0.484
adversity	mahlomola	sadness	0.484
beg	kopa	sadness	0.484
resign	itokolla	sadness	0.484
moan	moan	sadness	0.484
arsenic	arsenic	sadness	0.484
nasty	e mpe	sadness	0.484
inadequate	ho se lekane	sadness	0.484
sabotage	masapo	sadness	0.484
frailty	bofokoli	sadness	0.484
broke	e robehile	sadness	0.484
coward	coward	sadness	0.484
wrongful	phoso	sadness	0.484
repress	khatholla	sadness	0.484
evasion	ho baleha	sadness	0.484
wince	wince	sadness	0.484
worn	e tsofetse	sadness	0.484
offense	tlōlo ea molao	sadness	0.484
reprisal	ho iphetetsa	sadness	0.484
criticism	ho nyatsa	sadness	0.484
weariness	ho khathatseha	sadness	0.484
infectious	e tšoaetsanoang	sadness	0.483
dishonest	ho se tšepahale	sadness	0.482
decay	ho bola	sadness	0.482
dissolution	ho qhibiliha	sadness	0.480
lowest	e tlaase haholo	sadness	0.478
unhealthy	e sa pheleng hantle	sadness	0.474
irritation	khalefo	sadness	0.470
unfortunate	bobebe	sadness	0.469
illegal	e seng molaong	sadness	0.469
sedition	bofetoheli	sadness	0.469
penal	kotlo	sadness	0.469
uneasiness	ho hloka botsitso	sadness	0.469
measles	masapole	sadness	0.469
ail	ho joalo	sadness	0.469
unfavorable	e sa rateheng	sadness	0.469
dashed	e qalile	sadness	0.469
fallout	khohlano	sadness	0.469
collusion	ho arohana	sadness	0.469
vulnerability	kotsi	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	ho tsosolosoa	sadness	0.469
penalty	kotlo	sadness	0.469
criticize	nyatsa	sadness	0.469
segregate	arola	sadness	0.469
uncaring	e sa tsotelleng	sadness	0.469
domination	taolo	sadness	0.469
perversion	ho kheloha	sadness	0.469
pernicious	e kotsi	sadness	0.469
convict	moahloli	sadness	0.469
expulsion	ho lelekoa	sadness	0.469
conflict	lintoa	sadness	0.469
disapproval	ho se amohelehe	sadness	0.469
collapse	ho oa	sadness	0.469
frustrate	ferekane	sadness	0.469
moody	moody	sadness	0.469
frayed	e fokotsehile	sadness	0.467
infamy	ho nyenyefatsa	sadness	0.464
plunder	tlatlapo	sadness	0.461
depreciated	e theohile	sadness	0.460
wane	khaotsa	sadness	0.456
badly	hampe	sadness	0.455
unlawful	e seng molaong	sadness	0.455
bittersweet	bittersweet	sadness	0.453
fell	oa oa	sadness	0.453
vulgarity	bolotsana	sadness	0.453
upheaval	ho ferekana	sadness	0.453
criticise	nyatsa	sadness	0.453
foreclose	foreclose	sadness	0.453
revolver	mofetoheli	sadness	0.453
wrongly	ka phoso	sadness	0.453
surrender	ho inehela	sadness	0.453
disapprove	hana	sadness	0.453
tribulation	mahlomola	sadness	0.453
despotism	ho hloka toka	sadness	0.453
wreck	ho senyeha	sadness	0.453
memorials	memorials	sadness	0.453
gone	e felile	sadness	0.453
confiscate	u amohele	sadness	0.453
inhospitable	e ke keng ea qojoa	sadness	0.453
refugee	baphaphathehi	sadness	0.453
secluded	e khutsitseng	sadness	0.453
frown	fokolloa	sadness	0.453
worse	bobe le ho feta	sadness	0.453
inability	ho se khonehe	sadness	0.453
avalanche	li-avalanche	sadness	0.453
perplexity	ho tsieleha	sadness	0.453
doldrums	likotlolo	sadness	0.453
scarcity	khaello	sadness	0.453
discriminate	khetholla	sadness	0.453
invade	hlasela	sadness	0.453
lowly	e tlaase	sadness	0.448
lone	se le seng	sadness	0.446
guillotine	guillotine	sadness	0.446
encumbrance	ho pota-pota	sadness	0.441
annulment	ho hlakola	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	ho koalloa chankaneng	sadness	0.439
bummer	ho omme	sadness	0.439
delirious	e thabisang	sadness	0.439
bum	bot	sadness	0.438
rejects	o hana	sadness	0.438
futile	lefeela	sadness	0.438
departure	ho tloha	sadness	0.438
disconnected	e hanngoe	sadness	0.438
lunacy	ho iphelisa	sadness	0.438
coercion	ho qobelloa	sadness	0.438
fugitive	mophaphathehi	sadness	0.438
disapproved	e sa amohelehe	sadness	0.438
paucity	ho hloka botsitso	sadness	0.438
blues	blues	sadness	0.438
ghetto	ghetto	sadness	0.438
cancellation	ho hlakola	sadness	0.438
imprudent	ho hloka tlhompho	sadness	0.438
forbid	thibela	sadness	0.438
sympathize	utloela bohloko	sadness	0.438
problem	bothata	sadness	0.438
abscess	abscess	sadness	0.438
insolvency	ho senya	sadness	0.438
indigent	ba futsanehile	sadness	0.438
apathetic	ba se tsotelle	sadness	0.438
pensive	ho nahana	sadness	0.438
lethargy	lethargy	sadness	0.438
disagreement	ho se lumellane	sadness	0.438
stigma	sekhobo	sadness	0.438
detainee	ho koalloa	sadness	0.438
farewell	phomolo	sadness	0.438
insignificant	e se nang bohlokoa	sadness	0.438
diminish	fokotsa	sadness	0.438
dislocated	ba senyehile	sadness	0.438
emotional	maikutlo	sadness	0.438
unattainable	e ke keng ea fumaneha	sadness	0.438
animosity	lehloeo	sadness	0.438
deflate	deflate	sadness	0.438
appendicitis	ho kenya letsoho	sadness	0.438
restriction	thibelo	sadness	0.438
underpaid	e lefuoang tlaase	sadness	0.438
disapproving	ho hana	sadness	0.438
absent	ha e eo	sadness	0.438
darkened	lefifi	sadness	0.438
disqualified	ba sa tšoanelehe	sadness	0.435
bothering	ho khathatseha	sadness	0.435
tripping	ho tlōla	sadness	0.429
sunk	e tsitsitse	sadness	0.426
retribution	tefello	sadness	0.424
draining	ho kha metsi	sadness	0.424
varicella	varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	haunted	sadness	0.422
dispassionate	ho hloka kutloelo-bohloko	sadness	0.422
deviation	ho kheloha	sadness	0.422
thief	lesholu	sadness	0.422
cyst	cyst	sadness	0.422
beggar	mokōpa-kōpa	sadness	0.422
falling	ho oa	sadness	0.422
neuralgia	neuralgia	sadness	0.422
unequal	ho se lekane	sadness	0.422
jarring	jarring	sadness	0.422
bad	e mpe	sadness	0.422
rip	Robala Ka Khotso	sadness	0.422
handicap	bokooa	sadness	0.422
cardiomyopathy	lefu la pelo	sadness	0.422
cutting	ho khaola	sadness	0.422
unwelcome	e sa amoheleheng	sadness	0.422
scarce	ho haella	sadness	0.422
wrongdoing	phoso	sadness	0.422
insolvent	tse sa tsejoeng	sadness	0.422
difficulties	mathata	sadness	0.421
invader	mohlaseli	sadness	0.420
drab	drab	sadness	0.420
fall	ho oa	sadness	0.418
illegitimate	e seng molaong	sadness	0.416
expel	leleka	sadness	0.414
meaningless	e se nang thuso	sadness	0.409
darkness	lefifi	sadness	0.409
syncope	syncope	sadness	0.407
stroke	stroke	sadness	0.406
hoax	leqheka	sadness	0.406
darken	ho fifala	sadness	0.406
precarious	e sitisang	sadness	0.406
subjected	e behoa	sadness	0.406
feudalism	lichaba tsa lefatše	sadness	0.406
fury	khalefo	sadness	0.406
bitch	bitch	sadness	0.406
enmity	bora	sadness	0.406
wildfire	mollo oa mollo	sadness	0.406
obnoxious	ho tšoenyeha	sadness	0.406
confine	koala	sadness	0.406
fatigued	e ferekane	sadness	0.406
fault	phoso	sadness	0.406
unsatisfied	e sa khotsofala	sadness	0.405
spank	ho tsuba	sadness	0.403
deluge	moroallo	sadness	0.402
sigh	feheloa	sadness	0.402
spinster	spinster	sadness	0.400
blue	e putsoa	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	ho lefa	sadness	0.398
embarrass	lihlong	sadness	0.394
pitfall	phoso	sadness	0.394
pointless	e se nang thuso	sadness	0.394
seriousness	ho teba	sadness	0.394
monsoon	monsoon	sadness	0.391
debt	molato	sadness	0.391
exhausted	o khathetse	sadness	0.391
stretcher	lebenkele	sadness	0.391
condescension	kheloha	sadness	0.391
dwarfed	e nyenyane	sadness	0.391
inefficient	ha e na thuso	sadness	0.391
ravenous	ho halefa	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	daemon	sadness	0.391
feeble	ho fokola	sadness	0.391
coldness	ho bata	sadness	0.391
ifonly	ha ho joalo	sadness	0.391
insulting	ho nyefola	sadness	0.391
trickery	bolotsana	sadness	0.391
noose	li-noose	sadness	0.391
punch	kotlo	sadness	0.391
reproach	nyeliso	sadness	0.391
ineptitude	ho hloka botsitso	sadness	0.391
refused	hana	sadness	0.391
cage	kage	sadness	0.391
brute	e bobebe	sadness	0.391
subvert	ho fetoha	sadness	0.384
jealousy	poulelo	sadness	0.382
geriatric	phekolo	sadness	0.379
miss	ke hlolohetsoe	sadness	0.379
struggle	ntoa	sadness	0.379
inexcusable	e se na boikemelo	sadness	0.379
descent	tsoalo	sadness	0.377
entangled	ho keneha	sadness	0.377
ashes	molora	sadness	0.377
exhaustion	ho khathala	sadness	0.375
blackness	botšo	sadness	0.375
funk	monate	sadness	0.375
disqualify	ho se amohelehe	sadness	0.375
slump	slump	sadness	0.375
inconsiderate	ho nahanela	sadness	0.375
noncompliance	ho se mamele	sadness	0.375
goodbye	Sala hantle	sadness	0.375
sucks	e hula	sadness	0.375
landslide	ho senya	sadness	0.375
overcast	ho fifala	sadness	0.375
rabid	e bohale	sadness	0.375
inferior	e tlaase	sadness	0.375
murky	ho sa tsotellehe	sadness	0.375
prostitution	botekatse	sadness	0.375
scar	letlalo	sadness	0.375
dispel	hlakola	sadness	0.375
parting	ho arohana	sadness	0.375
wasting	ho senya	sadness	0.375
withdraw	tlohela	sadness	0.375
oust	khaola	sadness	0.375
sympathy	kutloelo-bohloko	sadness	0.375
delay	lieha	sadness	0.373
unattractive	e sa thabiseng	sadness	0.373
apologize	kōpa tšoarelo	sadness	0.370
crazy	ea hlanya	sadness	0.368
bastard	Bastat	sadness	0.366
deteriorated	e senyehile	sadness	0.365
inter	ho kena	sadness	0.364
empty	ha e na letho	sadness	0.364
mocking	ho soma	sadness	0.363
adder	adder	sadness	0.361
hindering	ho sitisa	sadness	0.359
flounder	flounder	sadness	0.359
hunter	setomi	sadness	0.359
unable	ha e khone	sadness	0.359
fruitless	e se nang litholoana	sadness	0.359
arraignment	ho loantša	sadness	0.359
tremor	ho thothomela	sadness	0.359
taunt	ho nyelisa	sadness	0.359
fainting	ho tepella	sadness	0.359
plaintive	e hlakileng	sadness	0.359
defendant	moqosuoa	sadness	0.359
disconnect	tlohela	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	ha ea atleha	sadness	0.359
unemployed	ba sa sebetseng	sadness	0.359
austere	e sa tloaelehang	sadness	0.359
lockup	sebakeng sa hau	sadness	0.359
numbness	ho felloa ke matla	sadness	0.359
wrangling	wrangling	sadness	0.359
misunderstanding	ho se utloisisane	sadness	0.359
obesity	botenya	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	ho ikhethela	sadness	0.359
perpetrator	moetsi oa molao	sadness	0.359
doubt	ho belaela	sadness	0.359
affront	affront	sadness	0.359
unpopular	e sa rateheng	sadness	0.359
inefficiency	ho se na thuso	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	ho ngangisana	sadness	0.359
unrest	merusu	sadness	0.351
intervention	ho kenella	sadness	0.348
wimpy	e tsoetse pele	sadness	0.348
waste	litšila	sadness	0.348
absentee	ha ho letho	sadness	0.348
spoiler	mohlokomeli	sadness	0.348
flaw	phoso	sadness	0.347
blindly	ka phoso	sadness	0.344
thrash	hlakola	sadness	0.344
furrow	furrow	sadness	0.344
militia	masole	sadness	0.344
litigate	hlahisa	sadness	0.344
stained	e silafalitsoe	sadness	0.344
uninspired	e sa tsosolosoa	sadness	0.344
uninvited	e sa amoheloa	sadness	0.344
detention	ho koalloa	sadness	0.344
surgery	ho buuoa	sadness	0.344
lawsuit	nyeoe	sadness	0.344
specter	ikhethang	sadness	0.344
desert	lehoatata	sadness	0.344
attenuation	ho thibela	sadness	0.344
forfeit	e lahleheloa	sadness	0.344
plea	thapeli	sadness	0.344
cumbersome	e thata	sadness	0.344
resigned	o tlohetse mosebetsi	sadness	0.344
lagging	ho koala	sadness	0.344
intercede	kopa	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	e ke keng ea lekanngoa	sadness	0.339
mishap	molaetsa	sadness	0.338
probation	tekano	sadness	0.336
disagreeing	ha ba lumellane	sadness	0.333
severance	ho khetholla	sadness	0.333
bacteria	libaktheria	sadness	0.328
adrift	ho ba teng	sadness	0.328
squall	squall	sadness	0.328
nether	ka tlaase	sadness	0.328
leave	tloha	sadness	0.328
incompetent	ba hlokang tsebo	sadness	0.328
endless	ho sa feleng	sadness	0.328
unacceptable	e sa amoheleheng	sadness	0.328
bondage	bokhoba	sadness	0.328
dependence	ho itšetleha	sadness	0.328
sterile	e nyopa	sadness	0.328
unacknowledged	e sa amoheloe	sadness	0.328
disallowed	e hanetsoe	sadness	0.328
nepotism	ho ba le boipheliso	sadness	0.328
soreness	ho sithabela	sadness	0.328
scold	khaola	sadness	0.327
flaccid	flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	e fokolang	sadness	0.319
stingy	e le bohloko	sadness	0.319
sue	qosa	sadness	0.318
scarcely	ha ho joalo	sadness	0.318
mistake	phoso	sadness	0.312
committal	ho etsa joalo	sadness	0.312
fatty	mafura	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	khaola	sadness	0.312
skid	skid	sadness	0.312
hamstring	hamstring	sadness	0.312
nonsensical	e sa reng letho	sadness	0.312
ulcer	seso	sadness	0.312
defy	ho nyefola	sadness	0.312
nostalgia	ho se tsotelle	sadness	0.312
inhibit	thibela	sadness	0.312
clouded	e fokotsehile	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	pata	sadness	0.311
blemish	sekoli	sadness	0.310
resisting	ho hanyetsa	sadness	0.309
sympathetic	ho utloela bohloko	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	lumela	sadness	0.303
opium	opium	sadness	0.303
alas	bohloko	sadness	0.302
setback	ho fokotseha	sadness	0.297
halting	ho emisa	sadness	0.297
incase	mohlomong	sadness	0.297
inappropriate	e sa lokelang	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	e sa lumellane	sadness	0.297
dull	e nyenyane	sadness	0.297
discontinuity	ho khaotsa	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	thibela	sadness	0.297
weak	e fokola	sadness	0.297
mislead	khelosa	sadness	0.297
subsidence	ho itšehla thajana	sadness	0.297
hermit	hermit	sadness	0.296
moving	ho tsamaea	sadness	0.295
shrink	fokotseha	sadness	0.295
shiver	qhaqha	sadness	0.291
tramp	ho hatakela	sadness	0.288
constraint	thibelo	sadness	0.288
unimportant	e seng ea bohlokoa	sadness	0.288
rubble	marang-rang	sadness	0.282
excluding	ntle ho	sadness	0.281
revoke	khutlisa	sadness	0.281
negro	ntho	sadness	0.281
shortage	khaello	sadness	0.281
wearily	ho itšeha	sadness	0.281
grey	ea bohlooho	sadness	0.281
senseless	e se nang kelello	sadness	0.281
overdue	ho feta nako	sadness	0.281
flinch	flinch	sadness	0.281
adverse	e mpe	sadness	0.281
remove	tlosa	sadness	0.281
grumpy	ho ruruha	sadness	0.281
flop	hlapa	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	ho ipolela	sadness	0.281
timid	lihlong	sadness	0.281
down	fatše	sadness	0.281
unseat	e se ke ea e-ba teng	sadness	0.281
apathy	ho hloka thahasello	sadness	0.281
taint	taint	sadness	0.281
black	batsho	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	molao-molao	sadness	0.273
humbled	a kokobetsoa	sadness	0.273
confusion	pherekano	sadness	0.273
soldier	lesole	sadness	0.273
throb	'metso	sadness	0.273
gray	ea bohlooho	sadness	0.269
obstacle	tšitiso	sadness	0.266
lax	ho tsuba	sadness	0.266
eternity	bosafeleng	sadness	0.266
leaving	ho tloha	sadness	0.266
unrealistic	e sa utloahaleng	sadness	0.266
mixedemotions	mefuta e fapaneng	sadness	0.266
slur	slur	sadness	0.266
drifted	e khelohile	sadness	0.266
remiss	remiss	sadness	0.266
shack	shack	sadness	0.266
inconvenient	e sa thabiseng	sadness	0.263
restrict	thibela	sadness	0.259
misrepresentation	tlhaloso e fosahetseng	sadness	0.259
stagnant	e tsitsitse	sadness	0.259
disservice	hanela	sadness	0.258
backwater	morao ka morao	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	lefeella	sadness	0.255
wasteful	ho senya	sadness	0.250
labored	sebetsa ka thata	sadness	0.250
uneducated	ba sa rutehang	sadness	0.250
incomplete	ha e fele	sadness	0.250
older	ba baholo	sadness	0.250
speculation	khopolo-taba	sadness	0.250
undying	ho senya	sadness	0.250
pine	phaene	sadness	0.250
tempest	sefefo	sadness	0.250
humbug	humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	ho kheloha	sadness	0.250
unexplained	e sa hlalosoang	sadness	0.250
communism	bokomonisi	sadness	0.250
error	phoso	sadness	0.250
anchorage	anchorage	sadness	0.250
rainyday	rainyday	sadness	0.242
demonstrative	e bontšang pontšo	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	ho hlokahala	sadness	0.236
boredom	boithati	sadness	0.235
misty	phoso	sadness	0.234
warp	warp	sadness	0.234
trash	lithōle	sadness	0.234
burke	burke	sadness	0.234
hollow	sekoti	sadness	0.234
void	ha ho joalo	sadness	0.234
healing	pholiso	sadness	0.234
cloudy	ho koahetsoe ke metsi	sadness	0.234
blockade	thibela	sadness	0.234
depart	tloha	sadness	0.234
uninteresting	e sa rateheng	sadness	0.234
cancel	hlakola	sadness	0.234
sentence	polelo	sadness	0.234
foggy	foggy	sadness	0.234
pale	palo	sadness	0.234
case	nyeoe	sadness	0.228
rainy	pula	sadness	0.227
onerous	ho sa tsotellehe	sadness	0.223
bottom	tlase	sadness	0.223
uninterested	e sa rateheng	sadness	0.223
fasting	ho itima lijo	sadness	0.220
indifference	ho iphapanyetsa	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ho sebetsana	sadness	0.219
discolored	ho khabisoa	sadness	0.219
blunder	phoso	sadness	0.219
thirst	nyori	sadness	0.219
dole	dole	sadness	0.219
pious	morapeli	sadness	0.219
cocaine	cocaine	sadness	0.218
tough	e thata	sadness	0.212
lower	e tlaase	sadness	0.203
sprain	tšelo	sadness	0.203
arid	e omileng	sadness	0.203
fat	mafura	sadness	0.203
revolution	revolution	sadness	0.203
chilly	khahla	sadness	0.203
chargeable	e ka lefelloang	sadness	0.203
sluggish	ea senyehileng	sadness	0.203
yucky	ho na le mahlohonolo	sadness	0.203
hoary	hoary	sadness	0.203
wanting	ho batla	sadness	0.202
progression	tsoelo-pele	sadness	0.201
closure	ho koaloa	sadness	0.195
unbeaten	ho sa tsotellehe	sadness	0.193
veal	veal	sadness	0.188
retirement	ho tlohela mosebetsi	sadness	0.188
oddity	ho makatsa	sadness	0.188
heartfelt	ho tloha botebong ba pelo	sadness	0.188
meh	meh	sadness	0.188
invalid	ha e na thuso	sadness	0.188
tease	tsuba	sadness	0.188
splitting	ho arohana	sadness	0.188
interrupted	e sitisitsoe	sadness	0.188
rumor	leshano	sadness	0.188
cataract	sebete	sadness	0.188
rack	rack	sadness	0.188
halter	halter	sadness	0.188
cold	ho bata	sadness	0.188
concerned	tse amehang	sadness	0.184
sarcasm	ho phoqa	sadness	0.181
strip	hlobolisa	sadness	0.179
esteem	tlhompho	sadness	0.172
feeling	ho ikutloa	sadness	0.172
overload	ho laoloa holimo	sadness	0.172
divided	arotsoe	sadness	0.172
memories	ho hopola lintho	sadness	0.172
sap	senya	sadness	0.172
eschew	eschew	sadness	0.172
cupping	khapping	sadness	0.172
destination	moo u eang teng	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	e lekane	sadness	0.167
rain	pula	sadness	0.163
willful	ka boomo	sadness	0.160
untitled	e se nang mabitso	sadness	0.157
weeds	mofoka	sadness	0.156
stint	stint	sadness	0.156
cross	sefapano	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	khaola	sadness	0.154
inconsequential	e sa ameheng	sadness	0.152
procession	mokoloko	sadness	0.152
tax	lekhetho	sadness	0.142
lesbian	lesbian	sadness	0.141
emo	emo	sadness	0.141
overpriced	ho fetoloa holimo	sadness	0.141
tolerate	mamella	sadness	0.141
mug	makhasi	sadness	0.141
weight	boima ba 'mele	sadness	0.141
touchy	e amang maikutlo	sadness	0.140
kennel	kennel	sadness	0.130
grounded	e thehiloe	sadness	0.130
late	morao	sadness	0.125
theocratic	ea puso ea Molimo	sadness	0.125
clouds	maru	sadness	0.125
terrific	terrific	sadness	0.125
commemorate	ho ikhopotsa	sadness	0.125
meek	ba bonolo	sadness	0.125
stillness	khutso	sadness	0.125
sisterhood	botsoalle	sadness	0.125
socialist	setsebi	sadness	0.125
unpaid	e sa lefelloeng	sadness	0.125
margin	margin	sadness	0.125
default	ka ho feletseng	sadness	0.121
lace	lace	sadness	0.118
unpublished	e sa hatisoang	sadness	0.116
interested	thahasello	sadness	0.114
fortress	qhobosheane	sadness	0.110
fleece	boea	sadness	0.109
rating	lekanya	sadness	0.109
lush	e tsotehang	sadness	0.109
harry	harry	sadness	0.109
priesthood	boprista	sadness	0.109
orchestra	'mino oa liletsa	sadness	0.109
ultimate	qetellong	sadness	0.109
sanctify	halaletsa	sadness	0.108
income	chelete	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ho hlōla	sadness	0.094
quiet	khutso	sadness	0.094
boo	boo	sadness	0.094
vainly	lefeela	sadness	0.091
wet	metsi	sadness	0.078
hug	hug	sadness	0.078
hut	hut	sadness	0.078
ovation	ovation	sadness	0.078
humble	boikokobetso	sadness	0.078
motivating	e susumetsang	sadness	0.078
opera	opera	sadness	0.078
treat	tšoara	sadness	0.076
hymn	pina	sadness	0.064
honest	botšepehi	sadness	0.062
relics	li-relics	sadness	0.061
couch	bethe	sadness	0.060
waffle	ho omella	sadness	0.047
shell	shell	sadness	0.045
musical	'mino	sadness	0.045
savor	monate	sadness	0.034
vote	ho vouta	sadness	0.031
napkin	sekoahelo	sadness	0.031
sing	bina	sadness	0.017
music	'mino	sadness	0.016
mother	'mè	sadness	0.016
nutritious	e nang le phepo e nepahetseng	sadness	0.015
lovely	e ratehang	sadness	0.009
art	bonono	sadness	0.000
romance	lerato	sadness	0.000
liquor	joala	sadness	0.000
sweetheart	motsoalle ea ratehang	sadness	0.000
surprise	ho makala	surprise	0.930
flabbergast	ho pota-pota	surprise	0.906
explode	phatloha	surprise	0.906
explosion	ho phatloha	surprise	0.898
explosive	ho phatloha	surprise	0.883
ambush	ba emetse	surprise	0.883
eruption	ho foqoha ha seretse	surprise	0.883
frighten	tšosa	surprise	0.875
startle	ts'oaetso	surprise	0.875
surprisingly	ho makatsang	surprise	0.875
shockingly	ho makatsa	surprise	0.875
surprising	e makatsang	surprise	0.867
frightened	ba tšohile	surprise	0.867
surprised	makala	surprise	0.867
thrilling	e thabisang	surprise	0.859
miracle	mohlolo	surprise	0.859
outburst	ho phatloha	surprise	0.859
blast	ho phatloha	surprise	0.852
alarm	alamo	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	tšoha	surprise	0.844
fright	tšabo	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	ka tšohanyetso	surprise	0.836
catastrophe	tlokotsi	surprise	0.836
dazzle	khanyetsa	surprise	0.836
emergency	tšohanyetso	surprise	0.828
bewilderment	ho tsieleha	surprise	0.828
suddenly	ka tšohanyetso	surprise	0.828
startling	ho makatsa	surprise	0.828
astound	ho makatsa	surprise	0.820
stunned	hlolloa	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	tšisinyeho ea lefatše	surprise	0.812
disaster	tlokotsi	surprise	0.812
astonish	makatsoe	surprise	0.805
astonishment	makatso	surprise	0.805
climax	tlhōrō	surprise	0.805
aghast	ho tsuba	surprise	0.805
scare	tšosa	surprise	0.797
awestruck	ho makatsa	surprise	0.797
bomb	bomo	surprise	0.789
erupt	ho fofa	surprise	0.789
exclaim	hoeletsa	surprise	0.789
amazement	makatsoa	surprise	0.781
detonate	hlakola	surprise	0.773
alarming	e tšosang	surprise	0.773
miraculous	mohlolo	surprise	0.773
invade	hlasela	surprise	0.773
raid	ho hlasela	surprise	0.773
abduction	ho nkuoa	surprise	0.773
kidnap	ho tlōla	surprise	0.766
stupefy	khabisa	surprise	0.758
overwhelming	e sithabetsang	surprise	0.758
dumfound	ho fokotseha	surprise	0.758
unpredictable	e sa lebelloang	surprise	0.758
unimaginable	ho sa nahaneheng	surprise	0.750
erratic	e fosahetseng	surprise	0.750
accident	kotsi	surprise	0.750
outrageous	e sehlōhō	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	ferekanya	surprise	0.742
slaughter	polao	surprise	0.742
horror	ho tšosa	surprise	0.742
amaze	makatsoa	surprise	0.742
bewilder	ho senyeha	surprise	0.742
wreck	ho senyeha	surprise	0.742
stupefaction	ho thaba	surprise	0.734
excitement	thabo	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	ho hloka botsitso	surprise	0.734
crash	ho oa	surprise	0.734
sudden	ka tšohanyetso	surprise	0.727
riotous	e tsosang takatso	surprise	0.727
vanished	e ile ea fela	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	ho bokolla	surprise	0.727
bewildered	ferekane	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	masapo	surprise	0.719
shriek	shriek	surprise	0.719
breathless	ho hema	surprise	0.719
scream	hoeletsa	surprise	0.719
manslaughter	ho bolaea batho	surprise	0.719
rupture	ho phatloha	surprise	0.719
unanticipated	e sa lebelloang	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	e sa laoleheng	surprise	0.711
unexpected	ho sa lebelloa	surprise	0.711
electrify	ho khabisa	surprise	0.711
stun	stun	surprise	0.711
shot	ho thunngoa	surprise	0.711
avalanche	li-avalanche	surprise	0.711
gasp	e fokotseha	surprise	0.711
unforeseen	ho sa lebelloang	surprise	0.703
slam	slam	surprise	0.703
surge	ho phahama	surprise	0.703
intruder	moqapi	surprise	0.703
abrupt	ka tšohanyetso	surprise	0.703
suspense	ho tsieleha	surprise	0.703
devastation	ho senya	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ho hloka botsitso	surprise	0.695
excite	thaba	surprise	0.695
unprecedented	e e-s'o ka e e-ba teng	surprise	0.695
stab	hlaba	surprise	0.695
urgent	potlako	surprise	0.695
yell	hoeletsa	surprise	0.695
strike	otla	surprise	0.695
disturbance	khathatso	surprise	0.688
carnage	ho bolaoa	surprise	0.688
spectacular	e tsotehang	surprise	0.688
incredible	e hlollang	surprise	0.688
recklessness	ho se tsotelle	surprise	0.680
slap	hlaba	surprise	0.680
monstrous	e tsotehang	surprise	0.680
clamor	mohoo	surprise	0.680
thrill	thabo	surprise	0.680
accidentally	ka phoso	surprise	0.672
accidental	kotsi	surprise	0.672
striking	e otlang	surprise	0.672
captivate	khahlisa	surprise	0.672
exhilaration	thabo	surprise	0.672
terrorist	sekhukhuni	surprise	0.672
