word	Sindhi-sd	emotion	emotion-intensity-score
eschew	رکو ٿا	sadness	0.172
cupping	پيالو	sadness	0.172
destination	منزل	sadness	0.170
nosnow	نڪتو	sadness	0.169
limited	محدود	sadness	0.167
rain	مينهن	sadness	0.163
willful	واجب آهي	sadness	0.160
untitled	بي ترتيب	sadness	0.157
weeds	مٽي	sadness	0.156
stint	پوڻ	sadness	0.156
cross	پار	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	وڃائڻ	sadness	0.154
inconsequential	ناگزير	sadness	0.152
procession	جلوس	sadness	0.152
tax	ٽيڪس	sadness	0.142
lesbian	ڇوٽڪارو	sadness	0.141
emo	ايم	sadness	0.141
overpriced	ختم ٿيل	sadness	0.141
tolerate	برداشت ڪيو	sadness	0.141
mug	ٺهيل	sadness	0.141
weight	وزن	sadness	0.141
touchy	خوشيء سان	sadness	0.140
kennel	ڪيٽل	sadness	0.130
grounded	گرائونڊ	sadness	0.130
late	دير سان	sadness	0.125
theocratic	باهمي	sadness	0.125
clouds	ڪڪر	sadness	0.125
terrific	لاجواب	sadness	0.125
commemorate	يادگار	sadness	0.125
meek	مونکي	sadness	0.125
stillness	اڃان	sadness	0.125
sisterhood	سماج	sadness	0.125
socialist	سوشلسٽ	sadness	0.125
unpaid	اڻڄاتل	sadness	0.125
margin	حاڪمن	sadness	0.125
default	رٿيل	sadness	0.121
lace	ليس	sadness	0.118
unpublished	اڻڄاتل	sadness	0.116
interested	شوق	sadness	0.114
fortress	قلعو	sadness	0.110
fleece	ڀڄڻ	sadness	0.109
rating	ريٽنگ	sadness	0.109
lush	سرسبز	sadness	0.109
harry	هيري	sadness	0.109
priesthood	پادري	sadness	0.109
orchestra	آرڪسٽرا	sadness	0.109
ultimate	حتمي	sadness	0.109
sanctify	پاڪائي	sadness	0.108
income	آمدني	sadness	0.100
sonnet	ڇوڪرو	sadness	0.094
winning	کٽڻ	sadness	0.094
quiet	چپ	sadness	0.094
boo	بوء	sadness	0.094
vainly	ڦٽي	sadness	0.091
wet	ڳاڙهو	sadness	0.078
hug	ڳئون	sadness	0.078
hut	ڪوڙا	sadness	0.078
ovation	ويندڙ	sadness	0.078
humble	ذلت	sadness	0.078
motivating	مشق	sadness	0.078
opera	اوپيرا	sadness	0.078
treat	علاج	sadness	0.076
hymn	حامين	sadness	0.064
honest	ايماندار	sadness	0.062
relics	جڙيل	sadness	0.061
couch	سوڌو	sadness	0.060
waffle	وڇائي	sadness	0.047
shell	شيل	sadness	0.045
musical	موسيقي	sadness	0.045
savor	سوز	sadness	0.034
vote	ووٽ	sadness	0.031
napkin	نپين	sadness	0.031
sing	ڳئون	sadness	0.017
music	ميوزڪ	sadness	0.016
mother	ماءُ	sadness	0.016
nutritious	غريب آهي	sadness	0.015
lovely	پيارو	sadness	0.009
art	فن	sadness	0.000
romance	رومانس	sadness	0.000
liquor	شراب	sadness	0.000
sweetheart	مٺو	sadness	0.000
surprise	حيرت انگيز	surprise	0.930
flabbergast	فلابربرسٽ	surprise	0.906
explode	ڇڏڻ	surprise	0.906
explosion	ڌماڪي	surprise	0.898
explosive	ڌماڪي سان	surprise	0.883
ambush	منهن ڏيڻ	surprise	0.883
eruption	ختم ڪرڻ	surprise	0.883
frighten	خوف وجھندو آهي	surprise	0.875
startle	شروعاتي	surprise	0.875
surprisingly	تعجب سان	surprise	0.875
shockingly	مشڪل سان	surprise	0.875
surprising	حيرت انگيز	surprise	0.867
frightened	خوفناڪ ٿيو	surprise	0.867
surprised	حيرت انگيز	surprise	0.867
thrilling	زبردست	surprise	0.859
miracle	معجزو	surprise	0.859
outburst	وابستگي	surprise	0.859
blast	ڇوڪريون	surprise	0.852
alarm	الارم	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	وڪڻي	surprise	0.844
thunderstruck	اڻڄاتل	surprise	0.844
shock	جھٽڪو	surprise	0.844
fright	خوف	surprise	0.836
bang	ڪري رهيو آهي	surprise	0.836
unexpectedly	غير متوقع	surprise	0.836
catastrophe	آفت	surprise	0.836
dazzle	چڪر	surprise	0.836
emergency	ايمرجنسي	surprise	0.828
bewilderment	خوفناڪ	surprise	0.828
suddenly	اوچتو	surprise	0.828
startling	شروعاتي	surprise	0.828
astound	گنجائش	surprise	0.820
stunned	دنگر	surprise	0.820
jackpot	ڪوڙا	surprise	0.812
earthquake	زلزلو	surprise	0.812
disaster	آفت	surprise	0.812
astonish	ماٺ	surprise	0.805
astonishment	ماڙ	surprise	0.805
climax	ڪليمڪس	surprise	0.805
aghast	هڪ	surprise	0.805
scare	ناراض ٿيو	surprise	0.797
awestruck	واهپو	surprise	0.797
bomb	بم	surprise	0.789
erupt	يونٽ	surprise	0.789
exclaim	چئو	surprise	0.789
amazement	حيرت انگيز	surprise	0.781
detonate	ٽوڙي ڇڏيو	surprise	0.773
alarming	الارم ڪرڻ	surprise	0.773
miraculous	سمجهه ۾ اچي ٿو	surprise	0.773
invade	تيزي ڪن	surprise	0.773
raid	حملو	surprise	0.773
abduction	اغوا	surprise	0.773
kidnap	اغوا	surprise	0.766
stupefy	بيوقوف	surprise	0.758
overwhelming	وڏا	surprise	0.758
dumfound	کاڌ خوراڪ	surprise	0.758
unpredictable	ناقابل اعتبار	surprise	0.758
unimaginable	نااهل	surprise	0.750
erratic	غلط آهي	surprise	0.750
accident	حادثا	surprise	0.750
outrageous	بدنام ڪيو	surprise	0.750
flinch	ڦل	surprise	0.742
blitz	ڌاڙهو	surprise	0.742
petrify	پنڌ	surprise	0.742
slaughter	ذلت	surprise	0.742
horror	افسوس	surprise	0.742
amaze	بيزار	surprise	0.742
bewilder	ٻوڏ	surprise	0.742
wreck	ڇڪ	surprise	0.742
stupefaction	اسٽوريج	surprise	0.734
excitement	خوشخبري	surprise	0.734
frenetic	جنٽيڊڪ	surprise	0.734
frantic	اڳتي وڌندا	surprise	0.734
crash	حادثو	surprise	0.734
sudden	اوچتو	surprise	0.727
riotous	ڦٽي	surprise	0.727
vanished	غائب	surprise	0.727
moonstruck	چنڊ	surprise	0.727
outcry	هڪٻئي سان	surprise	0.727
bewildered	خوفناڪ آهي	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	سبسڪر	surprise	0.719
shriek	هڪڙو	surprise	0.719
breathless	بي عيب	surprise	0.719
scream	چيڀاٽ	surprise	0.719
manslaughter	مئل	surprise	0.719
rupture	روئڻ	surprise	0.719
unanticipated	اڻڄاتل	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	اڻ لامحدود	surprise	0.711
unexpected	اوچتو	surprise	0.711
electrify	برقعو	surprise	0.711
stun	چالو	surprise	0.711
shot	شاٽ	surprise	0.711
avalanche	واه	surprise	0.711
gasp	گئس	surprise	0.711
unforeseen	اڻ پڙهيل	surprise	0.703
slam	سليم	surprise	0.703
surge	سرج	surprise	0.703
intruder	ٽريولر	surprise	0.703
abrupt	ڀريل	surprise	0.703
suspense	مشڪل	surprise	0.703
devastation	تباهي	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	تڪليف	surprise	0.695
excite	خوشخبري	surprise	0.695
unprecedented	غير معمولي	surprise	0.695
stab	تڪليف	surprise	0.695
urgent	تڪڙو	surprise	0.695
yell	نڪ	surprise	0.695
strike	هڙتال	surprise	0.695
disturbance	مصيبت	surprise	0.688
carnage	قتل عام	surprise	0.688
spectacular	شاندار	surprise	0.688
incredible	ناقابل اعتبار	surprise	0.688
recklessness	لاقانونيت	surprise	0.680
slap	تماچي	surprise	0.680
monstrous	مشغول	surprise	0.680
clamor	ڪلامر	surprise	0.680
thrill	عرش	surprise	0.680
accidentally	حادثي طور تي	surprise	0.672
accidental	حادثي	surprise	0.672
striking	هڻي رهيو آهي	surprise	0.672
captivate	گرفتار	surprise	0.672
exhilaration	تڪليف	surprise	0.672
terrorist	دهشتگرد	surprise	0.672
inexplicable	غير ضروري	surprise	0.672
exciting	دلچسپ	surprise	0.672
topple	ننڍڙو	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ٻرندڙ جبل	surprise	0.664
revolution	انقلاب	surprise	0.664
freakish	آزادي	surprise	0.664
incendiary	Incendiary	surprise	0.656
revolt	بغاوت	surprise	0.656
sneak	چپ ڪريو	surprise	0.656
unspeakable	اڻ پڙهيل	surprise	0.656
bloodshed	خونريزي	surprise	0.656
cyclone	چورس	surprise	0.648
violent	تشدد	surprise	0.648
disruption	بيهڻ	surprise	0.648
spellbound	هجي	surprise	0.648
unsuspecting	نااهل	surprise	0.648
mutiny	بيوقوف	surprise	0.648
attacking	حملو ڪرڻ	surprise	0.648
unintended	اڻڄاتل	surprise	0.648
amazingly	حيرت انگيز	surprise	0.648
epidemic	ايپيڊيم	surprise	0.648
shout	اچڻو آهي	surprise	0.641
screech	وهن	surprise	0.641
wildfire	جهنگلي	surprise	0.641
indescribable	غير ضروري آهي	surprise	0.641
enthusiasm	جوش	surprise	0.641
excitation	خوشخبري	surprise	0.641
tumult	تاميل	surprise	0.641
improvisation	خوبي	surprise	0.641
anomaly	انتھائي	surprise	0.633
apparition	ظاهر	surprise	0.633
treachery	غداري ڪندؤ	surprise	0.633
presto	صفتو	surprise	0.633
gape	جپڙي	surprise	0.633
agape	زنده	surprise	0.633
uncertain	يقينا	surprise	0.633
plunder	ٻوڏ	surprise	0.633
tempest	تڪڙ	surprise	0.625
trick	چال	surprise	0.625
slaughtering	قتل ڪيو	surprise	0.625
wonderment	حيران	surprise	0.625
excited	خوش ٿيو	surprise	0.625
sorcery	جادوگر	surprise	0.625
murderous	مقتول	surprise	0.625
urgency	تڪڙو	surprise	0.625
distress	مصيبت	surprise	0.625
mystery	اسرار	surprise	0.625
trickery	وڇڻ	surprise	0.617
intense	شديد	surprise	0.617
vanish	وسري ويو	surprise	0.617
murder	قتل ڪيو	surprise	0.617
quickness	تڪڙو	surprise	0.617
intrusive	ٽانڊو	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	پوپٽ	surprise	0.617
blindfold	انڌا	surprise	0.609
coup	ٽڪرا	surprise	0.609
splash	ڦاٽل	surprise	0.609
thief	چور	surprise	0.609
magical	جادوگر	surprise	0.609
unstable	ناھي	surprise	0.609
shatter	ڀٽڪيو	surprise	0.609
strangle	اجنبي	surprise	0.609
defy	محافظ آهي	surprise	0.602
deluge	پاڙيسري	surprise	0.602
inconceivable	ناجائز	surprise	0.602
jubilee	جوبلي	surprise	0.602
stupor	بيوقوف	surprise	0.602
tackle	ڪري ڇڏيو	surprise	0.602
assail	ڌيان ڏيڻ	surprise	0.602
betray	ڪوڙا	surprise	0.602
monstrosity	ننڍو	surprise	0.594
alerts	خبرون	surprise	0.594
lightning	وڄندڙ	surprise	0.594
mishap	مايوسي	surprise	0.594
shrill	شيڊل	surprise	0.594
stupendous	بيوقوف	surprise	0.594
mysterious	پراسرار آهي	surprise	0.586
paralyzed	ويٺل	surprise	0.586
randomly	بي ترتيب	surprise	0.586
bonus	بونس	surprise	0.586
deceit	دوکي	surprise	0.586
wild	جهنگلي	surprise	0.586
pitfall	گهڻا	surprise	0.586
wondrous	عاليشان	surprise	0.586
uncanny	نگاهه	surprise	0.586
electric	بجليء	surprise	0.578
oddity	بي انصافي	surprise	0.578
death	موت	surprise	0.578
jubilant	جناب	surprise	0.578
godsend	ديوتا	surprise	0.578
stagger	اسٽوريج	surprise	0.578
raving	هئڻ	surprise	0.578
rejoicing	خوش آمديد	surprise	0.578
premature	وقت ۾	surprise	0.578
fluke	عزيز	surprise	0.578
bizarre	ڪاوڙ	surprise	0.578
revenge	انتقام	surprise	0.570
dynamic	متحرڪ	surprise	0.570
dismay	ختم ڪيو	surprise	0.570
ecstatic	ننڍڙو	surprise	0.562
fascinate	غلط آهي	surprise	0.562
uncover	نڀاڳو	surprise	0.562
jerk	مرض	surprise	0.562
reward	ثواب	surprise	0.562
nefarious	بيوقوف	surprise	0.562
reappear	ظاهر ٿيو	surprise	0.562
whim	وهن	surprise	0.555
conjure	سمجهي ٿو	surprise	0.555
crescendo	ڪانسيڪورس	surprise	0.555
zany	جاني	surprise	0.555
thaumaturgy	ٺٽو	surprise	0.555
illuminate	روشني	surprise	0.547
rescue	بچاء	surprise	0.547
tantalizing	ٺهڪائڻ	surprise	0.547
winner	فاتح	surprise	0.547
heroism	هيروزم	surprise	0.547
rarity	تڪليف	surprise	0.547
ejaculation	گرجاء	surprise	0.547
daze	مرڪي	surprise	0.547
unbridled	اڻ ڳڻي	surprise	0.547
thwart	ٿڌڻ	surprise	0.547
treason	غداري	surprise	0.539
punch	عذاب	surprise	0.539
insult	گاريون	surprise	0.539
lunge	لنگهه	surprise	0.539
illusion	غلط آهي	surprise	0.539
lucky	خوش قسمت آهي	surprise	0.539
interrupt	مداخلت	surprise	0.539
cheer	خوشي	surprise	0.539
celebration	جشن	surprise	0.539
violation	خلاف ورزی	surprise	0.539
marvel	عجيب	surprise	0.539
sensation	حيوانات	surprise	0.531
fearfully	ڊڄندا آھن	surprise	0.531
concealed	لڪايو	surprise	0.531
banger	بيجر	surprise	0.531
affront	منهن ڏيڻ	surprise	0.531
snag	تماشي	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	وير	surprise	0.523
wonder	تعجب	surprise	0.523
immediacy	تڪڙو	surprise	0.523
undiscovered	اڻڄاتل	surprise	0.523
abandonment	ڇڏيل	surprise	0.523
rejoice	خوش ٿيو	surprise	0.523
improvise	وڌائڻ	surprise	0.523
majestic	وڏو	surprise	0.523
scorpion	ٻڏل	surprise	0.523
victimized	مقتول	surprise	0.523
liberate	آزاد	surprise	0.523
yelp	يارو	surprise	0.516
stealthily	خوشامد سان	surprise	0.516
tickle	ڦاٽل	surprise	0.516
chance	موقعو	surprise	0.516
howl	ڪئين	surprise	0.516
swerve	وهنوار	surprise	0.508
reflex	ڪجه	surprise	0.508
rave	ڳاڙهو	surprise	0.508
pop	پاپ	surprise	0.508
luck	قسمت	surprise	0.508
magnificent	شاندار آهي	surprise	0.508
transcendence	ٽرانسڪشن	surprise	0.508
garish	ڪپڙا	surprise	0.508
unintentionally	بلڪل نه	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	اڻ پڙهيل	surprise	0.500
marvelous	عجيب	surprise	0.500
heroic	ويڪرو	surprise	0.500
remarkable	قابل ذڪر آهي	surprise	0.500
fainting	ويندڙ	surprise	0.500
slayer	ڪريل	surprise	0.500
erotic	कामुक	surprise	0.500
enliven	سمجهن	surprise	0.500
alertness	خبرداري	surprise	0.500
misbehavior	غلطي ڏيندڙ	surprise	0.500
embarrassment	شرماشت	surprise	0.500
diversion	قسمت	surprise	0.500
unutterable	غير قابل	surprise	0.492
nab	نواب	surprise	0.492
camouflage	ڇڪڻ	surprise	0.492
trump	ٽڪر	surprise	0.492
decoy	فيصلي ۾	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	ڪريم	surprise	0.492
infarct	انتشار	surprise	0.492
birthday	سالگراه	surprise	0.492
greatness	عظمت	surprise	0.492
zeal	جوش	surprise	0.484
prick	جيترو	surprise	0.484
magician	جادوگر	surprise	0.484
underestimate	هيٺ ڏنل	surprise	0.484
horde	وڏا وڏا	surprise	0.484
fanfare	فٽنيئر	surprise	0.484
inexpressible	بيچيني	surprise	0.484
daemon	داون	surprise	0.484
variable	ڪشش	surprise	0.484
curiosity	تجسس	surprise	0.484
gawk	گڪ	surprise	0.477
unguarded	غافل آهي	surprise	0.477
chicane	ڄاڻي ٿو	surprise	0.477
fortune	قسمت آهي	surprise	0.477
sneeze	ڇڪڻ	surprise	0.477
illumination	روشني	surprise	0.477
incident	واقعا	surprise	0.477
dreadfully	سختيء سان	surprise	0.477
strange	عجيب	surprise	0.477
subversive	فرائض	surprise	0.477
reversal	ٻيٽ	surprise	0.469
prowl	ڄاڻي ٿو	surprise	0.469
rapid	تيز	surprise	0.469
leery	چالو	surprise	0.469
wizard	مددگار	surprise	0.469
coincidence	اتفاق	surprise	0.461
hilarious	مزاحمت	surprise	0.461
divergent	ڦيرايو	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ٽوڙڻ	surprise	0.461
slip	ڊگھو	surprise	0.461
wonderful	عجيب	surprise	0.453
hoax	هوس	surprise	0.453
winning	کٽڻ	surprise	0.453
overestimate	سڀ کان وڌيڪ	surprise	0.453
confession	اقرار	surprise	0.453
ordeal	اڀرندي	surprise	0.453
evanescence	ويران	surprise	0.453
merriment	چرچ	surprise	0.453
raffle	غريب	surprise	0.453
stound	زخم	surprise	0.445
laughter	مهنجو	surprise	0.445
enthusiast	هوشيار	surprise	0.445
splendid	ڪشادو	surprise	0.445
feat	وغيره	surprise	0.445
perchance	قيمت	surprise	0.445
excel	هڪٻئي	surprise	0.445
gambling	جوا	surprise	0.445
unintentional	اڻ ڄاڻي واڻي	surprise	0.438
brighten	روشني	surprise	0.438
changeable	تبديل ٿي سگھي ٿو	surprise	0.438
rapt	ريٽا	surprise	0.438
unique	ڌار ڌار	surprise	0.438
splendor	اسڪرين	surprise	0.438
senseless	بيشمار	surprise	0.438
gift	تحفا	surprise	0.430
fascination	جذباتي	surprise	0.430
trepidation	ڪٿان	surprise	0.430
stealthy	چپ چاپ	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	خوش ٿيو	surprise	0.430
lawsuit	مقدمو	surprise	0.430
intrigue	جوش	surprise	0.430
quicksilver	تڪليف	surprise	0.422
originality	اصليت	surprise	0.422
riddle	مالهيز	surprise	0.422
judgment	فيصلو	surprise	0.422
enchant	جادوگر	surprise	0.422
stealth	چپ چاپ	surprise	0.422
veracity	سچائي	surprise	0.414
elusive	فصيح آهي	surprise	0.414
perjury	غلطي	surprise	0.414
spirits	مقتول	surprise	0.414
liberation	آزادي	surprise	0.414
illegitimate	غير قانوني	surprise	0.414
syncope	مطابقت پذير	surprise	0.414
experiment	آزمائش	surprise	0.414
gambler	جوڙو	surprise	0.406
eager	راضي	surprise	0.406
inspired	حوالو	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	آزمائش	surprise	0.406
allure	سمورو	surprise	0.406
parade	مٿيون	surprise	0.406
princely	پرنسپل	surprise	0.398
divorce	طلاق	surprise	0.398
guess	اندازو	surprise	0.398
burlesque	دفن ڪيو ويو	surprise	0.398
secrecy	سيڪيورٽي	surprise	0.398
aspiration	سڪ	surprise	0.391
peri	پرين	surprise	0.391
cheerful	خوش مزاج	surprise	0.391
hermaphrodite	هيروفرو	surprise	0.391
supremacy	زبردست	surprise	0.391
incontinence	بيقانونيت	surprise	0.391
inheritance	وراثت	surprise	0.383
score	نمبر	surprise	0.383
lose	وڃايو	surprise	0.383
crowning	ٻرندڙ	surprise	0.383
buck	چڪ	surprise	0.383
praiseworthy	قابل تعريف آهي	surprise	0.383
cadaver	ڪيڊور	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	گلپ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	ننڍڙو	surprise	0.375
mystic	تصوف	surprise	0.375
succeed	ڪامياب	surprise	0.375
advance	اڳوڻو	surprise	0.375
sparkle	چمڪندڙ	surprise	0.367
hope	اميد آهي	surprise	0.367
joker	ڪوبہ	surprise	0.367
sensual	غير معمولي	surprise	0.367
excavation	کھوٽو	surprise	0.367
feeling	محسوس ڪر	surprise	0.359
entertainment	تفريح	surprise	0.359
clown	جوڙو	surprise	0.352
newcomer	نئون نوڪر	surprise	0.352
modify	تبديل ڪريو	surprise	0.352
award	انعام	surprise	0.352
blessings	برڪت واري	surprise	0.352
postponement	گزارش	surprise	0.352
obit	اوٽ	surprise	0.352
celebrity	شهرت	surprise	0.344
hero	هيرو	surprise	0.344
start	شروع ڪيو	surprise	0.344
wonderfully	حيران ٿي	surprise	0.344
highest	تمام گهڻي	surprise	0.344
proficiency	ماڻهون	surprise	0.344
glorify	پاڪائي	surprise	0.344
unbeaten	اڻ ڄاڻي واڻي	surprise	0.336
memorable	يادگار	surprise	0.336
sanctify	پاڪائي	surprise	0.336
rekindle	وري ڪري ڇڏيو	surprise	0.336
optimism	خوشحالي	surprise	0.336
warned	خبردار ڪيو	surprise	0.336
prodigious	وڏا	surprise	0.336
dissolution	تڪرار	surprise	0.336
grin	تڪليف	surprise	0.336
admiration	تعريف	surprise	0.328
hypertrophy	هائيٽر ٽروپي	surprise	0.328
present	موجود آهي	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	فرشتو	surprise	0.320
examination	امتحان	surprise	0.320
catch	پڪڙيو	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ٽٽل	surprise	0.312
puma	پاما	surprise	0.312
liberty	آزادي	surprise	0.312
kiss	چمي	surprise	0.312
embrace	گندو آهي	surprise	0.312
occasional	ڪڏهن ڪڏهن	surprise	0.312
treat	علاج	surprise	0.312
saint	درويش	surprise	0.312
scrimmage	گندو آهي	surprise	0.312
dismissal	برطرفي	surprise	0.312
perfection	تڪميل	surprise	0.305
generosity	سخاوت	surprise	0.305
gratify	مهرباني ڪري	surprise	0.305
saintly	درويش	surprise	0.305
sally	ساليه	surprise	0.305
polarity	صفا	surprise	0.297
finally	نيٺ	surprise	0.297
differently	مختلف طرح	surprise	0.297
palpable	صاف آهي	surprise	0.297
warn	ڊيڄاريندڙ	surprise	0.297
ceremony	تقريب	surprise	0.297
larger	وڏو	surprise	0.297
favorable	مناسب	surprise	0.297
romance	رومانس	surprise	0.289
medal	ميڊيا	surprise	0.289
inviting	دعوت ڏيڻ	surprise	0.289
greeting	سلام	surprise	0.289
candid	اميدوار	surprise	0.281
resignation	استعفا	surprise	0.281
trip	سفر	surprise	0.281
accolade	تعصب	surprise	0.281
labor	محنت	surprise	0.281
stare	گهورڻ	surprise	0.273
glimmer	چمڪندڙ	surprise	0.266
invite	دعوت ڏيو	surprise	0.266
somatic	ڪلاڪ	surprise	0.266
admire	مهرباني ڪري رهيو آهي	surprise	0.266
immerse	وڃڻو آهي	surprise	0.266
festival	ميلو	surprise	0.266
mimicry	ممڪن آهي	surprise	0.266
compensate	معاوضي	surprise	0.266
insolvency	بيچيني	surprise	0.266
playful	چنچل	surprise	0.266
complement	پورو	surprise	0.258
receiving	حاصل ڪرڻ	surprise	0.258
hypothesis	فڪر	surprise	0.258
laugh	کلڻ	surprise	0.258
chuckle	چڪ	surprise	0.258
honeymoon	ماکي	surprise	0.250
marry	شادي	surprise	0.242
independence	آزادي	surprise	0.242
opera	اوپيرا	surprise	0.242
pleasant	خوشگوار آهي	surprise	0.242
rhythmical	ٺهيل	surprise	0.234
assessment	جائزي	surprise	0.234
hopeful	اميد آهي	surprise	0.234
trophy	ٽرافي	surprise	0.234
holiness	پاڪائي	surprise	0.234
chant	وڏو	surprise	0.234
leave	ڇڏ	surprise	0.234
procession	جلوس	surprise	0.227
placard	تختي	surprise	0.227
deal	ڊيل	surprise	0.227
cherish	بچي ويو	surprise	0.219
good	سٺو	surprise	0.219
shopping	خريداري	surprise	0.219
musical	موسيقي	surprise	0.219
shell	شيل	surprise	0.211
dawn	صبح جو	surprise	0.211
simplify	آسان بڻائي ٿو	surprise	0.211
purity	پاڪ	surprise	0.203
nullify	روڪيو	surprise	0.203
money	پئسا	surprise	0.203
sweet	مٺي	surprise	0.203
morals	اخلاقيات	surprise	0.203
synchronize	هم وقت سازي	surprise	0.195
preservative	محافظ	surprise	0.195
humanitarian	انسانيت	surprise	0.195
unfulfilled	اڻ ڄاتل	surprise	0.195
precious	قيمتي	surprise	0.195
obliging	واجب	surprise	0.188
singularly	عام طور تي	surprise	0.188
foresee	ٻڌائڻ	surprise	0.180
pray	دعا ڪر	surprise	0.180
graduation	گريجوئيشن	surprise	0.180
lovely	پيارو	surprise	0.180
sun	سج	surprise	0.172
art	فن	surprise	0.172
mouth	وات	surprise	0.172
youth	نوجوانن	surprise	0.172
thirst	اڃايل	surprise	0.172
young	نوجوان	surprise	0.164
goodness	ڀلائي	surprise	0.164
overdue	آڌرڀاء	surprise	0.156
visor	ويزا	surprise	0.156
practiced	عملي طور تي	surprise	0.156
latent	ويڪرائي	surprise	0.156
loyal	وفادار	surprise	0.148
expect	توقع آهي	surprise	0.148
destination	منزل	surprise	0.148
wireless	وائرلیس	surprise	0.148
quote	لفظ	surprise	0.141
slush	گهڙڻ	surprise	0.141
infant	ٻارڙي	surprise	0.141
cream	ڪريم	surprise	0.141
playground	راند جو ميدان	surprise	0.133
organization	تنظيم	surprise	0.125
teach	سکيو	surprise	0.125
vote	ووٽ	surprise	0.125
smile	مسڪرايو	surprise	0.117
weight	وزن	surprise	0.117
dolphin	ڊولفن	surprise	0.117
sisterhood	سماج	surprise	0.109
cable	ڪيبل	surprise	0.109
sunny	ٿڌو	surprise	0.102
steady	مستحڪم	surprise	0.094
leisure	فرصت	surprise	0.086
peaceful	امن پسند	surprise	0.086
spa	اسپا	surprise	0.086
tree	وڻ	surprise	0.078
picnic	پڪنڪ	surprise	0.078
worm	کڙو	surprise	0.055
truthfulness	سچائي	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	معتبر	trust	0.867
honest	ايماندار	trust	0.844
honesty	ايمانداري	trust	0.844
honor	غيرت	trust	0.844
truth	سچ پچ	trust	0.844
truthful	سچ پچ	trust	0.836
trusting	يقين رکو	trust	0.836
brotherhood	ڀائيواري	trust	0.820
entrust	سمجهان ٿو	trust	0.812
committed	ڪيل آهي	trust	0.805
integrity	سالميت	trust	0.805
loyalty	وفاداري	trust	0.805
honorable	معتبر	trust	0.805
credibility	اعتبار	trust	0.805
trust	يقين رکو	trust	0.805
faithful	وفادار	trust	0.797
sincere	مخلص	trust	0.797
responsible	ذميوار	trust	0.789
partnership	شراکت	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	حڪمت	trust	0.789
oath	حلف	trust	0.781
verification	تصديق	trust	0.781
vow	واه	trust	0.781
cooperative	تعاون	trust	0.781
respectable	قابل احترام	trust	0.773
credible	اعتبار سان	trust	0.773
hero	هيرو	trust	0.773
sisterhood	سماج	trust	0.773
promise	واعدو	trust	0.773
verified	تصديق ٿيل	trust	0.773
qualified	لائق آهي	trust	0.766
respected	احترام	trust	0.766
authentication	تصديق	trust	0.766
compassion	رحم ڪريو	trust	0.759
reputable	ممڪن آهي	trust	0.758
safekeeping	حفاظت سان	trust	0.758
reliability	اعتبار	trust	0.758
moral	اخلاقي	trust	0.758
love	پيار	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	منظوري	trust	0.758
stable	مستحڪم	trust	0.750
friend	دوست	trust	0.750
genuine	اصل	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	صلاحيت	trust	0.750
loyal	وفادار	trust	0.750
ally	اجايو	trust	0.750
safeguard	حفاظت	trust	0.750
companion	ساٿي	trust	0.750
advised	صلاح ڏني	trust	0.750
authentic	مستند	trust	0.750
respect	احترام	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	آزادي	trust	0.742
proven	ثابت ٿيو	trust	0.742
respects	عزت	trust	0.742
faith	ايمان	trust	0.742
wholesome	مزيدار	trust	0.742
heartfelt	دل ۾	trust	0.734
unification	ضابطي	trust	0.734
protecting	حفاظت	trust	0.734
reassurance	يقين رکڻ	trust	0.734
admirable	قابل اطلاق	trust	0.734
trustee	اعتبار ڪندڙ	trust	0.734
supporter	حامين	trust	0.734
confirmation	تصديق	trust	0.734
respectful	تميز ڌار	trust	0.734
alliance	اتحاد	trust	0.727
equality	برابر	trust	0.727
friendship	دوستي	trust	0.727
agreement	معاهدي	trust	0.727
fact	حقيقت	trust	0.727
confident	يقين رکو	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ايمان	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	مٿاهون	trust	0.727
