word	Marathi-mr	emotion	emotion-intensity-score
chicane	चिकन	surprise	0.477
fortune	भाग्य	surprise	0.477
sneeze	शिंक	surprise	0.477
illumination	प्रदीपन	surprise	0.477
incident	घटना	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	विचित्र	surprise	0.477
subversive	विध्वंसक	surprise	0.477
reversal	प्रत्यावर्तन	surprise	0.469
prowl	भोंगा	surprise	0.469
rapid	जलद	surprise	0.469
leery	लबाडी	surprise	0.469
wizard	विझार्ड	surprise	0.469
coincidence	योगायोग	surprise	0.461
hilarious	खूप आनंदी	surprise	0.461
divergent	भिन्न	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ब्रेक	surprise	0.461
slip	स्लीप	surprise	0.461
wonderful	विस्मयकारक	surprise	0.453
hoax	लबाडी	surprise	0.453
winning	विजेता	surprise	0.453
overestimate	अवास्तव	surprise	0.453
confession	कबुली	surprise	0.453
ordeal	अग्नि परीक्षा	surprise	0.453
evanescence	अदर्शन	surprise	0.453
merriment	ममते	surprise	0.453
raffle	सोडतं	surprise	0.453
stound	दुराग्रही	surprise	0.445
laughter	हशा	surprise	0.445
enthusiast	उत्साही	surprise	0.445
splendid	भव्य	surprise	0.445
feat	पराक्रम	surprise	0.445
perchance	परिचलन	surprise	0.445
excel	एक्सेल	surprise	0.445
gambling	जुगार	surprise	0.445
unintentional	अनावश्यक	surprise	0.438
brighten	उजळ करा	surprise	0.438
changeable	परिवर्तनशील	surprise	0.438
rapt	घृणा	surprise	0.438
unique	अद्वितीय	surprise	0.438
splendor	शोभा	surprise	0.438
senseless	मूर्खपणाचा	surprise	0.438
gift	भेट	surprise	0.430
fascination	मोहिनी	surprise	0.430
trepidation	गडगडाट	surprise	0.430
stealthy	चोरपावला	surprise	0.430
fiesta	फिएस्ता	surprise	0.430
delighted	खूप आनंदित	surprise	0.430
lawsuit	खटला	surprise	0.430
intrigue	कारस्थान	surprise	0.430
quicksilver	द्रुतगतीने	surprise	0.422
originality	कल्पकता	surprise	0.422
riddle	कोडे	surprise	0.422
judgment	न्याय	surprise	0.422
enchant	जादू करणे	surprise	0.422
stealth	चोरी	surprise	0.422
veracity	खरेपणा	surprise	0.414
elusive	चटकन न आठवणारा	surprise	0.414
perjury	खोटी साक्ष	surprise	0.414
spirits	विचारांना	surprise	0.414
liberation	मुक्ती	surprise	0.414
illegitimate	अनौरस संतती	surprise	0.414
syncope	तुकडे	surprise	0.414
experiment	प्रयोग	surprise	0.414
gambler	जुगारी	surprise	0.406
eager	उत्सुक	surprise	0.406
inspired	प्रेरणा	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	प्रशंसा	surprise	0.406
allure	आकर्षण	surprise	0.406
parade	परेड	surprise	0.406
princely	राजमहाल	surprise	0.398
divorce	घटस्फोट	surprise	0.398
guess	अंदाज लावणे	surprise	0.398
burlesque	विडंबन	surprise	0.398
secrecy	गुप्तता	surprise	0.398
aspiration	आकांक्षा	surprise	0.391
peri	पेरी	surprise	0.391
cheerful	आनंदी	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	श्रेष्ठत्व	surprise	0.391
incontinence	असंयम	surprise	0.391
inheritance	वारसा	surprise	0.383
score	धावसंख्या	surprise	0.383
lose	गमवाल	surprise	0.383
crowning	मुकुट	surprise	0.383
buck	बोकड	surprise	0.383
praiseworthy	कौतुकास्पद	surprise	0.383
cadaver	शव	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	गळू	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	कुरळे करणे	surprise	0.375
mystic	गूढ	surprise	0.375
succeed	यशस्वी	surprise	0.375
advance	प्रगती	surprise	0.375
sparkle	चमक	surprise	0.367
hope	आशा	surprise	0.367
joker	जोकर	surprise	0.367
sensual	विषयासक्त	surprise	0.367
excavation	उत्खनन	surprise	0.367
feeling	भावना	surprise	0.359
entertainment	मनोरंजन	surprise	0.359
clown	विदुषक	surprise	0.352
newcomer	नवागता	surprise	0.352
modify	सुधारित करा	surprise	0.352
award	पुरस्कार	surprise	0.352
blessings	आशीर्वाद	surprise	0.352
postponement	स्थगिती	surprise	0.352
obit	ऑडिट	surprise	0.352
celebrity	सेलिब्रिटी	surprise	0.344
hero	नायक	surprise	0.344
start	प्रारंभ	surprise	0.344
wonderfully	कमालीची	surprise	0.344
highest	सर्वोच्च	surprise	0.344
proficiency	प्राविण्य	surprise	0.344
glorify	गौरव करणे	surprise	0.344
unbeaten	नाबाद	surprise	0.336
memorable	संस्मरणीय	surprise	0.336
sanctify	पवित्र करा	surprise	0.336
rekindle	पुनर्मिलन करणे	surprise	0.336
optimism	आशावाद	surprise	0.336
warned	चेतावनी	surprise	0.336
prodigious	अफाट	surprise	0.336
dissolution	विघटन	surprise	0.336
grin	गारगोटी	surprise	0.336
admiration	प्रशंसा	surprise	0.328
hypertrophy	हायपरट्रॉफी	surprise	0.328
present	उपस्थित	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	देवदूत	surprise	0.320
examination	परीक्षा	surprise	0.320
catch	झेल	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	नखरा	surprise	0.312
puma	मांजराच्या जातीचा प्राणी	surprise	0.312
liberty	स्वातंत्र्य	surprise	0.312
kiss	चुंबन	surprise	0.312
embrace	आलिंगन	surprise	0.312
occasional	अधूनमधून	surprise	0.312
treat	उपचार	surprise	0.312
saint	संत	surprise	0.312
scrimmage	अव्यवस्था	surprise	0.312
dismissal	बाद	surprise	0.312
perfection	परिपूर्णता	surprise	0.305
generosity	औदार्य	surprise	0.305
gratify	संतुष्ट	surprise	0.305
saintly	संतप्त	surprise	0.305
sally	सॅली	surprise	0.305
polarity	प्रखरता	surprise	0.297
finally	शेवटी	surprise	0.297
differently	वेगळा	surprise	0.297
palpable	स्पष्ट	surprise	0.297
warn	चेतावणी द्या	surprise	0.297
ceremony	समारंभ	surprise	0.297
larger	मोठा	surprise	0.297
favorable	अनुकूल	surprise	0.297
romance	प्रणय	surprise	0.289
medal	पदक	surprise	0.289
inviting	आमंत्रण	surprise	0.289
greeting	शुभेच्छा	surprise	0.289
candid	स्पष्ट	surprise	0.281
resignation	राजीनामा	surprise	0.281
trip	ट्रिप	surprise	0.281
accolade	प्रशंसा	surprise	0.281
labor	श्रम	surprise	0.281
stare	टक लावून पाहणे	surprise	0.273
glimmer	झगमगीत	surprise	0.266
invite	आमंत्रित करा	surprise	0.266
somatic	शारीरिक संबंधी	surprise	0.266
admire	प्रशंसा करा	surprise	0.266
immerse	बुडवणे	surprise	0.266
festival	उत्सव	surprise	0.266
mimicry	मिम्रीरी	surprise	0.266
compensate	भरपाई	surprise	0.266
insolvency	दिवाळखोरी	surprise	0.266
playful	आनंदी	surprise	0.266
complement	पूरक	surprise	0.258
receiving	प्राप्त	surprise	0.258
hypothesis	गृहित कल्पना	surprise	0.258
laugh	हसणे	surprise	0.258
chuckle	मस्करी	surprise	0.258
honeymoon	मधुचंद्र	surprise	0.250
marry	लग्न करा	surprise	0.242
independence	स्वातंत्र्य	surprise	0.242
opera	ऑपेरा	surprise	0.242
pleasant	आनंददायी	surprise	0.242
rhythmical	तालबद्ध	surprise	0.234
assessment	मूल्यांकन	surprise	0.234
hopeful	आशावादी	surprise	0.234
trophy	ट्रॉफी	surprise	0.234
holiness	पवित्रता	surprise	0.234
chant	गाणे	surprise	0.234
leave	सोडा	surprise	0.234
procession	मिरवणूक	surprise	0.227
placard	फलक	surprise	0.227
deal	करार	surprise	0.227
cherish	ह्रदयात जतन	surprise	0.219
good	चांगले	surprise	0.219
shopping	शॉपिंग	surprise	0.219
musical	संगीत	surprise	0.219
shell	शेल	surprise	0.211
dawn	पहाट	surprise	0.211
simplify	सोपी करा	surprise	0.211
purity	पवित्रता	surprise	0.203
nullify	रद्द करणे	surprise	0.203
money	पैसे	surprise	0.203
sweet	गोड	surprise	0.203
morals	नैतिकता	surprise	0.203
synchronize	समक्रमित करा	surprise	0.195
preservative	संरक्षणात्मक	surprise	0.195
humanitarian	मानवतावादी	surprise	0.195
unfulfilled	अपूर्ण	surprise	0.195
precious	मौल्यवान	surprise	0.195
obliging	बंधनकारक	surprise	0.188
singularly	विचित्रपणे	surprise	0.188
foresee	आगाऊ दिसणे	surprise	0.180
pray	प्रार्थना करा	surprise	0.180
graduation	पदवी	surprise	0.180
lovely	सुंदर	surprise	0.180
sun	सूर्य	surprise	0.172
art	कला	surprise	0.172
mouth	तोंड	surprise	0.172
youth	युवक	surprise	0.172
thirst	तहान	surprise	0.172
young	तरुण	surprise	0.164
goodness	चांगुलपणा	surprise	0.164
overdue	मुदतीपूर्वी	surprise	0.156
visor	टोपीचा पुढचा भाग	surprise	0.156
practiced	सराव केला	surprise	0.156
latent	गुप्त	surprise	0.156
loyal	निष्ठावान	surprise	0.148
expect	अपेक्षा	surprise	0.148
destination	गंतव्य	surprise	0.148
wireless	वायरलेस	surprise	0.148
quote	कोट	surprise	0.141
slush	गचाळ करणे	surprise	0.141
infant	अर्भक	surprise	0.141
cream	मलई	surprise	0.141
playground	खेळाच्या मैदानाचीही	surprise	0.133
organization	संघटन	surprise	0.125
teach	शिकवा	surprise	0.125
vote	मत द्या	surprise	0.125
smile	स्मित	surprise	0.117
weight	वजन	surprise	0.117
dolphin	डॉल्फिन	surprise	0.117
sisterhood	बहिणीचा	surprise	0.109
cable	केबल	surprise	0.109
sunny	सनी	surprise	0.102
steady	स्थिर	surprise	0.094
leisure	विश्रांती	surprise	0.086
peaceful	शांततापूर्ण	surprise	0.086
spa	स्पा	surprise	0.086
tree	झाड	surprise	0.078
picnic	पिकनिक	surprise	0.078
worm	कीटक	surprise	0.055
truthfulness	सत्यता	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	विश्वासार्ह	trust	0.867
honest	प्रामाणिक	trust	0.844
honesty	प्रामाणिकपणा	trust	0.844
honor	सन्मान	trust	0.844
truth	सत्य	trust	0.844
truthful	सच्चा	trust	0.836
trusting	विश्वास ठेवत	trust	0.836
brotherhood	बंधुता	trust	0.820
entrust	सोपवा	trust	0.812
committed	वचनबद्ध	trust	0.805
integrity	सचोटी	trust	0.805
loyalty	निष्ठा	trust	0.805
honorable	आदरणीय	trust	0.805
credibility	विश्वासार्हता	trust	0.805
trust	विश्वास	trust	0.805
faithful	विश्वासू	trust	0.797
sincere	प्रामाणिक	trust	0.797
responsible	जबाबदार	trust	0.789
partnership	भागीदारी	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	बुद्धी	trust	0.789
oath	शपथ	trust	0.781
verification	सत्यापन	trust	0.781
vow	नवस	trust	0.781
cooperative	सहकारी	trust	0.781
respectable	आदरणीय	trust	0.773
credible	विश्वासार्ह	trust	0.773
hero	नायक	trust	0.773
sisterhood	बहिणीचा	trust	0.773
promise	वचन	trust	0.773
verified	सत्यापित	trust	0.773
qualified	पात्र	trust	0.766
respected	आदर	trust	0.766
authentication	प्रमाणीकरण	trust	0.766
compassion	अनुकंपा	trust	0.759
reputable	सन्मान्य	trust	0.758
safekeeping	सुरक्षितता	trust	0.758
reliability	विश्वसनीयता	trust	0.758
moral	नैतिक	trust	0.758
love	प्रेम	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	मंजूरी	trust	0.758
stable	स्थिर	trust	0.750
friend	मित्र	trust	0.750
genuine	खरा	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	लायकी	trust	0.750
loyal	निष्ठावान	trust	0.750
ally	सहयोगी	trust	0.750
safeguard	संरक्षित	trust	0.750
companion	सोबती	trust	0.750
advised	सल्ला दिला	trust	0.750
authentic	खरा	trust	0.750
respect	आदर	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	स्वातंत्र्य	trust	0.742
proven	सिद्ध	trust	0.742
respects	आदर	trust	0.742
faith	विश्वास	trust	0.742
wholesome	हितकारक	trust	0.742
heartfelt	ह्रदयस्पर्शी	trust	0.734
unification	एकीकरण	trust	0.734
protecting	संरक्षण	trust	0.734
reassurance	खात्री	trust	0.734
admirable	प्रशंसनीय	trust	0.734
trustee	ट्रस्टी	trust	0.734
supporter	समर्थक	trust	0.734
confirmation	पुष्टीकरण	trust	0.734
respectful	आदरणीय	trust	0.734
alliance	युती	trust	0.727
equality	समता	trust	0.727
friendship	मैत्री	trust	0.727
agreement	करार	trust	0.727
fact	खरं	trust	0.727
confident	आत्मविश्वास	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	विश्वास ठेवत	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	उत्कृष्टता	trust	0.727
credential	श्रेयस्कर	trust	0.727
closeness	दाटपणा	trust	0.719
authenticate	प्रमाणित करा	trust	0.719
intelligence	बुद्धिमत्ता	trust	0.719
virtue	सद्गुण	trust	0.719
honored	सन्मानित	trust	0.719
virtuous	सद्गुणी	trust	0.719
kindred	नातेवाईक	trust	0.719
charitable	धर्मादाय	trust	0.711
dedication	समर्पण	trust	0.711
guarantee	हमी	trust	0.711
cooperation	सहकार्य	trust	0.711
creditable	विश्वासार्ह	trust	0.711
consistency	सुसंगतपणा	trust	0.711
allegiance	निष्ठा	trust	0.711
cooperating	सहकार्य करीत आहे	trust	0.711
straightforward	सरळ	trust	0.711
determination	निर्णय	trust	0.711
justice	न्याय	trust	0.711
sanctuary	अभयारण्य	trust	0.703
nurture	शिक्षण	trust	0.703
innocent	निरपराध	trust	0.703
admire	प्रशंसा करा	trust	0.703
assurance	आश्वासन	trust	0.703
morality	नैतिकता	trust	0.703
prepared	तयार	trust	0.703
friendliness	मित्रत्व	trust	0.703
reliable	विश्वसनीय	trust	0.703
mentor	गुरूवार	trust	0.703
guardianship	पालकत्व	trust	0.703
fulfilled	पूर्ण	trust	0.703
reverence	आदर	trust	0.703
proof	पुरावा	trust	0.703
admiration	प्रशंसा	trust	0.703
mother	आई	trust	0.703
protected	संरक्षित	trust	0.703
motherhood	मातृत्व	trust	0.703
marriage	विवाह	trust	0.695
skillful	कुशल	trust	0.695
indestructible	अविनाशी	trust	0.695
guardian	पालक	trust	0.695
accountable	जबाबदार	trust	0.695
courage	धैर्य	trust	0.695
bodyguard	अंगरक्षक	trust	0.695
agreeable	आनंद देणारा	trust	0.695
scientist	शास्त्रज्ञ	trust	0.695
allied	मित्र	trust	0.695
compassionate	दयाळू	trust	0.695
humanitarian	मानवतावादी	trust	0.695
approving	मंजूर	trust	0.695
united	संयुक्त	trust	0.695
pact	करार	trust	0.695
certified	प्रमाणित	trust	0.695
morals	नैतिकता	trust	0.695
esteem	आदर	trust	0.688
secure	सुरक्षित	trust	0.688
perfection	परिपूर्णता	trust	0.688
guidance	मार्गदर्शन	trust	0.688
competent	सक्षम	trust	0.688
authenticity	सत्यता	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	समर्थनीय	trust	0.688
humanity	माणुसकी	trust	0.688
solidity	कडकपणा	trust	0.688
adviser	सल्लागार	trust	0.688
pledge	प्रतिज्ञा	trust	0.688
believed	विश्वास ठेवला	trust	0.688
understanding	समजून घेणे	trust	0.688
monogamy	मोनोगैमी	trust	0.688
expertise	कौशल्य	trust	0.680
diplomatic	राजनयिक	trust	0.680
confidential	गोपनीय	trust	0.680
hope	आशा	trust	0.680
protector	रक्षक	trust	0.680
agreeing	सहमत	trust	0.680
diligence	परिश्रम	trust	0.680
official	अधिकृत	trust	0.680
affirm	प्रतिज्ञा करा	trust	0.680
indivisible	अविभाज्य	trust	0.680
grandfather	आजोबा	trust	0.680
humble	नम्र	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	समर्थन	trust	0.680
elders	वडील	trust	0.680
goodness	चांगुलपणा	trust	0.680
commendable	प्रशंसनीय	trust	0.680
inspire	प्रेरणा	trust	0.680
approve	मंजूर	trust	0.680
confide	विश्वास ठेवा	trust	0.680
professional	व्यावसायिक	trust	0.680
familiarity	ओळख	trust	0.680
leader	नेता	trust	0.680
confirmed	पुष्टी	trust	0.680
acceptance	स्वीकृती	trust	0.680
benevolence	उपकार	trust	0.672
dignity	मोठेपण	trust	0.672
harmoniously	सुसंगतपणे	trust	0.672
mastery	प्रभुत्व	trust	0.672
unwavering	अविचल	trust	0.672
accredited	मान्यताप्राप्त	trust	0.672
healing	उपचार	trust	0.672
encyclopedia	ज्ञानकोश	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	पवित्र करा	trust	0.672
cohesive	संलग्न	trust	0.672
covenant	करार	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	निर्दोष	trust	0.672
safe	सुरक्षित	trust	0.672
intelligent	बुद्धिमान	trust	0.672
merit	गुणवत्ता	trust	0.664
impeccable	निर्दोष	trust	0.664
affirmatively	affirmatively	trust	0.664
spiritual	अध्यात्मिक	trust	0.664
advocate	वकील	trust	0.664
team	संघ	trust	0.664
heroic	मर्दपणाचे	trust	0.664
communicate	संप्रेषण करा	trust	0.664
disciple	शिष्य	trust	0.664
expert	तज्ज्ञ	trust	0.664
proficient	कुशल	trust	0.664
specialist	विशेषज्ञ	trust	0.664
ambassador	राजदूत	trust	0.664
accept	स्वीकारा	trust	0.664
attestation	साक्ष	trust	0.664
supporting	आधार	trust	0.664
reliance	रिलायन्स	trust	0.664
authority	अधिकार	trust	0.664
accountability	जबाबदारी	trust	0.664
guidebook	मार्गदर्शिका	trust	0.664
fulfillment	पूर्णता	trust	0.664
strengthening	बळकटी	trust	0.661
familiar	परिचित	trust	0.656
facts	तथ्ये	trust	0.656
achieve	साध्य	trust	0.656
warranty	हमी	trust	0.656
structure	रचना	trust	0.656
steadfast	दृढ	trust	0.656
favorable	अनुकूल	trust	0.656
counsel	वकील	trust	0.656
relationship	नाते	trust	0.656
scientific	वैज्ञानिक	trust	0.656
gentleman	सभ्य गृहस्थ	trust	0.656
strength	शक्ती	trust	0.656
elder	मोठा	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	पवित्रता	trust	0.656
excellent	उत्कृष्ट	trust	0.656
proficiency	प्राविण्य	trust	0.656
constancy	स्थिरता	trust	0.656
defended	एकही रन नाही	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	अवलंबून असणे	trust	0.648
heroism	शौर्य	trust	0.648
peaceful	शांततापूर्ण	trust	0.648
competency	योग्यता	trust	0.648
assuredly	खात्रीने	trust	0.648
brother	भाऊ	trust	0.648
counselor	सल्लागार	trust	0.648
successful	यशस्वी	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	संरक्षणात्मक	trust	0.648
saint	संत	trust	0.648
harmony	सुसंवाद	trust	0.648
matrimony	विवाह	trust	0.648
noble	थोर	trust	0.648
inspiration	प्रेरणा	trust	0.648
academic	शैक्षणिक	trust	0.648
assist	सहाय्य	trust	0.648
agreed	मान्य	trust	0.648
uphold	समर्थन	trust	0.648
comrade	कॉमरेड	trust	0.648
lovable	प्रेमळ	trust	0.648
advisable	सल्ला दिला	trust	0.648
solidarity	एकता	trust	0.648
worthy	योग्य	trust	0.643
durability	टिकाऊपणा	trust	0.641
coexist	सहअस्तित्व	trust	0.641
assure	आश्वासन द्या	trust	0.641
establish	स्थापन करा	trust	0.641
benefactor	दाता	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	अग्रगण्य	trust	0.641
loving	प्रेमळ	trust	0.641
teacher	शिक्षक	trust	0.641
judiciary	न्यायपालिका	trust	0.641
conscientious	प्रामाणिक	trust	0.641
confidence	आत्मविश्वास	trust	0.641
lawful	कायदेशीर	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	नियुक्त	trust	0.641
champion	चॅम्पियन	trust	0.641
unity	ऐक्य	trust	0.641
legal	कायदेशीर	trust	0.641
kind	दयाळू	trust	0.641
credence	विश्वास	trust	0.641
real	वास्तविक	trust	0.641
doctor	डॉक्टर	trust	0.641
intimate	जिव्हाळ्याचा	trust	0.634
hopeful	आशावादी	trust	0.633
fortitude	मनोधैर्य	trust	0.633
physician	वैद्य	trust	0.633
brotherly	बंधू	trust	0.633
aspiration	आकांक्षा	trust	0.633
convincing	खात्री वाटण्याजोगा	trust	0.633
sanctification	पवित्रता	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	आश्रय	trust	0.633
courageous	शूर	trust	0.633
soundness	सुबोधता	trust	0.633
legitimacy	कायदेशीरपणा	trust	0.633
endorse	समर्थन द्या	trust	0.633
fidelity	निष्ठा	trust	0.633
bless	आशीर्वाद	trust	0.633
judicial	न्यायालयीन	trust	0.633
important	महत्त्वाचे	trust	0.633
saintly	संतप्त	trust	0.633
conscience	कर्तव्याची जाणीव	trust	0.633
therapeutic	उपचारात्मक	trust	0.633
authorize	प्रमाणित करा	trust	0.633
devotional	भक्तीत्मक	trust	0.633
practiced	सराव केला	trust	0.633
backbone	पाठीचा कणा	trust	0.633
approved	मंजूर	trust	0.633
evident	स्पष्ट	trust	0.625
encourage	प्रोत्साहित करा	trust	0.625
caretaker	काळजीवाहू	trust	0.625
regard	आदर	trust	0.625
angel	देवदूत	trust	0.625
engaged	व्यस्त	trust	0.625
blessing	आशीर्वाद	trust	0.625
professorship	प्राध्यापक	trust	0.625
majestic	भव्य	trust	0.625
communication	दळणवळण	trust	0.625
purify	शुध्द करा	trust	0.625
authorization	अधिकृतता	trust	0.625
wonderful	विस्मयकारक	trust	0.625
achievement	यश	trust	0.625
fireman	अग्निशमन	trust	0.625
certify	प्रमाणित करा	trust	0.625
civilized	सुसंस्कृत	trust	0.625
profound	गहन	trust	0.625
accurate	अचूक	trust	0.625
assured	खात्रीने	trust	0.625
positivity	सकारात्मकता	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	चांगले	trust	0.617
absolution	क्षमादान	trust	0.617
commend	प्रशंसा करा	trust	0.617
cherish	ह्रदयात जतन	trust	0.617
fundamental	मूलभूत	trust	0.617
advice	सल्ला	trust	0.617
objective	उद्देश	trust	0.617
optimism	आशावाद	trust	0.617
testament	मृत्युलेख	trust	0.617
qualities	गुण	trust	0.617
haven	हेवन	trust	0.617
heroine	नायिका	trust	0.617
constantly	सतत	trust	0.617
appreciation	कृतज्ञता	trust	0.617
triumphant	विजयी	trust	0.617
accord	एकमताने	trust	0.617
reassure	आश्वासन द्या	trust	0.617
truce	युद्धनौका	trust	0.617
thoughtful	विचारशील	trust	0.617
teach	शिकवा	trust	0.617
god	देव	trust	0.617
corroborate	पुष्टी देणे	trust	0.617
believer	विश्वास ठेवणारा	trust	0.617
unimpeachable	निर्विवाद	trust	0.617
surety	जामीन	trust	0.617
attentive	लक्ष द्या	trust	0.617
gospel	सुवार्ता	trust	0.617
bedrock	मुलभूत तत्त्वे	trust	0.617
approvement	मंजुरी	trust	0.617
planning	नियोजन	trust	0.617
rational	योग्य कारणाचा	trust	0.617
passionate	तापट	trust	0.617
happy	आनंदी	trust	0.609
babysitter	पालकांच्या गैरहजेरीत त्यांच्या लहानपणापासून	trust	0.609
brilliant	तल्लख	trust	0.609
praise	स्तुती	trust	0.609
definitive	निश्चित	trust	0.609
considerate	विचारशील	trust	0.609
patron	आश्रयदाता	trust	0.609
scripture	पवित्र शास्त्र	trust	0.609
heal	बरे	trust	0.609
praiseworthy	कौतुकास्पद	trust	0.609
steward	कारभारी	trust	0.609
awareness	जागरूकता	trust	0.609
officer	अधिकारी	trust	0.609
purification	शुध्दीकरण	trust	0.609
excel	एक्सेल	trust	0.609
civilization	संस्कृती	trust	0.609
liking	आवड	trust	0.609
comfort	सोई	trust	0.609
magnificence	भव्यता	trust	0.609
notary	नोटरी	trust	0.609
progression	प्रगती	trust	0.609
mediator	मध्यस्थ	trust	0.609
blessings	आशीर्वाद	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	शिफारस करा	trust	0.609
brave	शूर	trust	0.602
experienced	अनुभवी	trust	0.602
steady	स्थिर	trust	0.602
enlightenment	ज्ञान	trust	0.602
brighten	उजळ करा	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	पूर्ण	trust	0.602
witness	साक्षीदार	trust	0.602
humility	नम्रता	trust	0.602
sympathetic	सहानुभूतीशील	trust	0.602
helpful	उपयुक्त	trust	0.602
symmetry	सममिती	trust	0.602
unquestionable	निर्विवाद	trust	0.602
peace	शांतता	trust	0.602
transcendence	श्रेष्ठता	trust	0.602
serenity	शांतता	trust	0.602
embrace	आलिंगन	trust	0.602
inspired	प्रेरणा	trust	0.602
mainstay	मुख्य आधार	trust	0.602
unconditional	बिनशर्त	trust	0.602
guarded	संरक्षित	trust	0.602
identify	ओळखणे	trust	0.602
marry	लग्न करा	trust	0.594
grant	अनुदान	trust	0.594
depend	अवलंबून	trust	0.594
complimentary	मानार्थ	trust	0.594
spouse	पती किंवा पत्नी	trust	0.594
tranquility	शांतता	trust	0.594
vigilant	जागरुक	trust	0.594
ministry	मंत्रालय	trust	0.594
fairly	प्रामाणिकपणाने	trust	0.594
philanthropic	परोपकारी	trust	0.594
openly	उघडपणे	trust	0.594
generous	उदार	trust	0.594
strengthen	मजबूत करणे	trust	0.594
gratitude	कृतज्ञता	trust	0.594
befriend	मित्र	trust	0.594
substantiate	सिद्ध करणे	trust	0.594
praised	प्रशंसा केली	trust	0.594
admiral	नौसेनाधिपती	trust	0.594
regent	रीजेन्ट	trust	0.594
sage	ऋषी	trust	0.594
assessment	मूल्यांकन	trust	0.594
enlighten	प्रकाश टाकणे	trust	0.594
eminence	श्रेष्ठता	trust	0.594
commendation	प्रशंसा	trust	0.594
efficient	कार्यक्षम	trust	0.594
nurse	परिचारिका	trust	0.594
visionary	द्रष्टा	trust	0.594
generosity	औदार्य	trust	0.594
vigilance	दक्षता	trust	0.594
endowment	एंडॉवमेंट	trust	0.594
council	परिषद	trust	0.594
sweetheart	प्रेमी युगुलापैकी कोणीही	trust	0.589
attest	प्रमाणित	trust	0.586
prestige	प्रतिष्ठा	trust	0.586
serene	प्रसन्न	trust	0.586
unfailing	अमर्याद	trust	0.586
testimony	साक्ष	trust	0.586
checklist	चेकलिस्ट	trust	0.586
inheritance	वारसा	trust	0.586
monk	भिक्षुक	trust	0.586
godly	देवभिरू	trust	0.586
compliance	पालन	trust	0.586
rooted	रुजलेली	trust	0.586
constitutional	घटनात्मक	trust	0.586
conservation	संवर्धन	trust	0.586
bylaw	उपनियम	trust	0.586
helper	मदतनीस	trust	0.586
joyful	सुखी	trust	0.586
collectively	एकत्रितपणे	trust	0.586
meritorious	प्रशंसनीय	trust	0.586
acclaim	प्रशंसा	trust	0.586
diplomacy	चतुराई	trust	0.586
educational	शैक्षणिक	trust	0.586
husbandry	पशुपालन	trust	0.586
share	सामायिक करा	trust	0.586
enjoying	आनंद घेत आहात	trust	0.586
firmness	खंबीरपणा	trust	0.586
convince	पटवणे	trust	0.586
designation	नाव	trust	0.586
tribe	टोळी	trust	0.586
victory	विजय	trust	0.586
magnificent	भव्य	trust	0.586
lovely	सुंदर	trust	0.586
seniority	वरिष्ठता	trust	0.586
angelic	देवघाती	trust	0.586
ambition	महत्वाकांक्षा	trust	0.586
father	वडील	trust	0.586
mate	सोबती	trust	0.586
sobriety	गांभीर्य	trust	0.586
revere	आदर बाळगणे	trust	0.586
delegate	प्रतिनिधी	trust	0.586
navigator	नेव्हिगेटर	trust	0.578
watchdog	वॉचडॉग	trust	0.578
obey	आज्ञा पाळा	trust	0.578
cheerfulness	उत्साहीपणा	trust	0.578
inviting	आमंत्रण	trust	0.578
judge	न्यायाधीश	trust	0.578
irrefutable	अकार्यक्षम	trust	0.578
philanthropist	लोकोपकारी	trust	0.578
careful	काळजीपूर्वक	trust	0.578
communion	सहभागिता	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	निःपक्षपातीपणा	trust	0.578
unquestioned	निर्विवाद	trust	0.578
upright	सरळ	trust	0.578
