word	Vietnamese-vi	emotion	emotion-intensity-score
sabotage	phá hoại	surprise	0.719
shriek	tiếng rít lên	surprise	0.719
breathless	hết hơi	surprise	0.719
scream	hét lên	surprise	0.719
manslaughter	ngộ sát	surprise	0.719
rupture	vỡ	surprise	0.719
unanticipated	bất ngờ	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	không kiểm soát được	surprise	0.711
unexpected	bất ngờ	surprise	0.711
electrify	điện khí	surprise	0.711
stun	làm choáng váng	surprise	0.711
shot	bắn	surprise	0.711
avalanche	lở tuyết	surprise	0.711
gasp	thở hổn hển	surprise	0.711
unforeseen	không lường trước được	surprise	0.703
slam	sập	surprise	0.703
surge	dâng trào	surprise	0.703
intruder	kẻ đột nhập	surprise	0.703
abrupt	đột ngột	surprise	0.703
suspense	hồi hộp	surprise	0.703
devastation	sự tàn phá	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	sự biến động	surprise	0.695
excite	kích thích	surprise	0.695
unprecedented	chưa từng thấy	surprise	0.695
stab	cú đâm	surprise	0.695
urgent	khẩn cấp	surprise	0.695
yell	la lên	surprise	0.695
strike	đình công	surprise	0.695
disturbance	xáo trộn	surprise	0.688
carnage	tàn sát	surprise	0.688
spectacular	đẹp mắt	surprise	0.688
incredible	đáng kinh ngạc	surprise	0.688
recklessness	sự liều lĩnh	surprise	0.680
slap	tát	surprise	0.680
monstrous	quái dị	surprise	0.680
clamor	kêu la	surprise	0.680
thrill	hồi hộp	surprise	0.680
accidentally	vô tình	surprise	0.672
accidental	tình cờ	surprise	0.672
striking	nổi bật	surprise	0.672
captivate	quyến rũ	surprise	0.672
exhilaration	sự vui mừng	surprise	0.672
terrorist	kẻ khủng bố	surprise	0.672
inexplicable	không thể giải thích được	surprise	0.672
exciting	thú vị	surprise	0.672
topple	lật đổ	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	núi lửa	surprise	0.664
revolution	Cuộc cách mạng	surprise	0.664
freakish	kỳ dị	surprise	0.664
incendiary	gây cháy	surprise	0.656
revolt	cuộc nổi loạn	surprise	0.656
sneak	lẻn	surprise	0.656
unspeakable	không thể nói được	surprise	0.656
bloodshed	đổ máu	surprise	0.656
cyclone	lốc xoáy	surprise	0.648
violent	hung bạo	surprise	0.648
disruption	gián đoạn	surprise	0.648
spellbound	say mê	surprise	0.648
unsuspecting	không ngờ	surprise	0.648
mutiny	sự thay đổi	surprise	0.648
attacking	tấn công	surprise	0.648
unintended	ngoài ý muốn	surprise	0.648
amazingly	kinh ngạc	surprise	0.648
epidemic	dịch bệnh	surprise	0.648
shout	kêu la	surprise	0.641
screech	kêu lên	surprise	0.641
wildfire	cháy rừng	surprise	0.641
indescribable	không thể diễn tả	surprise	0.641
enthusiasm	hăng hái	surprise	0.641
excitation	kích thích	surprise	0.641
tumult	xáo trộn	surprise	0.641
improvisation	sự ngẫu hứng	surprise	0.641
anomaly	bất thường	surprise	0.633
apparition	sự xuất hiện	surprise	0.633
treachery	sự phản bội	surprise	0.633
presto	mau	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	không chắc chắn	surprise	0.633
plunder	cướp bóc	surprise	0.633
tempest	tempest	surprise	0.625
trick	lừa	surprise	0.625
slaughtering	giết mổ	surprise	0.625
wonderment	băn khoăn	surprise	0.625
excited	bị kích thích	surprise	0.625
sorcery	ma thuật	surprise	0.625
murderous	giết người	surprise	0.625
urgency	khẩn cấp	surprise	0.625
distress	phiền muộn	surprise	0.625
mystery	huyền bí	surprise	0.625
trickery	sự lừa gạt	surprise	0.617
intense	dữ dội	surprise	0.617
vanish	tan biến	surprise	0.617
murder	giết người	surprise	0.617
quickness	nhanh chóng	surprise	0.617
intrusive	xâm phạm	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	trò đùa	surprise	0.617
blindfold	bịt mắt	surprise	0.609
coup	cuộc đảo chính	surprise	0.609
splash	giật gân	surprise	0.609
thief	tên trộm	surprise	0.609
magical	huyền diệu	surprise	0.609
unstable	không ổn định	surprise	0.609
shatter	làm vỡ	surprise	0.609
strangle	bóp nghẹt	surprise	0.609
defy	thách thức	surprise	0.602
deluge	deluge	surprise	0.602
inconceivable	không thể tưởng tượng được	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	stupor	surprise	0.602
tackle	giải quyết	surprise	0.602
assail	tấn công	surprise	0.602
betray	phản bội	surprise	0.602
monstrosity	tính quái dị	surprise	0.594
alerts	cảnh báo	surprise	0.594
lightning	sét đánh	surprise	0.594
mishap	rủi ro	surprise	0.594
shrill	chói tai	surprise	0.594
stupendous	kỳ diệu	surprise	0.594
mysterious	bí ẩn	surprise	0.586
paralyzed	bị tê liệt	surprise	0.586
randomly	ngẫu nhiên	surprise	0.586
bonus	tiền thưởng	surprise	0.586
deceit	lừa dối	surprise	0.586
wild	hoang dã	surprise	0.586
pitfall	cạm bẫy	surprise	0.586
wondrous	kỳ diệu	surprise	0.586
uncanny	kỳ lạ	surprise	0.586
electric	điện	surprise	0.578
oddity	kỳ quặc	surprise	0.578
death	tử vong	surprise	0.578
jubilant	hân hoan	surprise	0.578
godsend	ơn trời	surprise	0.578
stagger	lảo đảo	surprise	0.578
raving	raving	surprise	0.578
rejoicing	hân hoan	surprise	0.578
premature	sớm	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	kỳ dị	surprise	0.578
revenge	trả thù	surprise	0.570
dynamic	năng động	surprise	0.570
dismay	thất vọng	surprise	0.570
ecstatic	ngây ngất	surprise	0.562
fascinate	mê hoặc	surprise	0.562
uncover	khám phá	surprise	0.562
jerk	giật	surprise	0.562
reward	phần thưởng	surprise	0.562
nefarious	bất chính	surprise	0.562
reappear	xuất hiện trở lại	surprise	0.562
whim	ý thích	surprise	0.555
conjure	van xin	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	khờ dại	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	chiếu sáng	surprise	0.547
rescue	giải cứu	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	người chiến thắng	surprise	0.547
heroism	chủ nghĩa anh hùng	surprise	0.547
rarity	việc hiếm có	surprise	0.547
ejaculation	xuất tinh	surprise	0.547
daze	daze	surprise	0.547
unbridled	không bị kiềm chế	surprise	0.547
thwart	cản trở	surprise	0.547
treason	phản quốc	surprise	0.539
punch	cú đấm	surprise	0.539
insult	xúc phạm	surprise	0.539
lunge	lunge	surprise	0.539
illusion	ảo giác	surprise	0.539
lucky	may mắn	surprise	0.539
interrupt	làm gián đoạn	surprise	0.539
cheer	vui lên	surprise	0.539
celebration	lễ kỷ niệm	surprise	0.539
violation	sự vi phạm	surprise	0.539
marvel	kỳ quan	surprise	0.539
sensation	cảm giác	surprise	0.531
fearfully	sợ hãi	surprise	0.531
concealed	giấu	surprise	0.531
banger	banger	surprise	0.531
affront	phản đối	surprise	0.531
snag	đánh lừa	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	ngạc nhiên	surprise	0.523
immediacy	tức thời	surprise	0.523
undiscovered	chưa được khám phá	surprise	0.523
abandonment	bỏ rơi	surprise	0.523
rejoice	hân hoan	surprise	0.523
improvise	ứng biến	surprise	0.523
majestic	Hùng vĩ	surprise	0.523
scorpion	bọ cạp	surprise	0.523
victimized	nạn nhân	surprise	0.523
liberate	giải phóng	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	lén lút	surprise	0.516
tickle	thọc cù lét	surprise	0.516
chance	cơ hội	surprise	0.516
howl	howl	surprise	0.516
swerve	lảo đảo	surprise	0.508
reflex	phản xạ	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	may mắn	surprise	0.508
magnificent	tráng lệ	surprise	0.508
transcendence	siêu việt	surprise	0.508
garish	sặc sỡ	surprise	0.508
unintentionally	vô tình	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	không thường xuyên	surprise	0.500
marvelous	kỳ diệu	surprise	0.500
heroic	anh hùng	surprise	0.500
remarkable	đáng chú ý	surprise	0.500
fainting	ngất xỉu	surprise	0.500
slayer	slayer	surprise	0.500
erotic	khiêu dâm	surprise	0.500
enliven	enliven	surprise	0.500
alertness	sự tỉnh táo	surprise	0.500
misbehavior	hành vi sai trái	surprise	0.500
embarrassment	sự lúng túng	surprise	0.500
diversion	sự chuyển hướng	surprise	0.500
unutterable	không thể nói được	surprise	0.492
nab	nab	surprise	0.492
camouflage	ngụy trang	surprise	0.492
trump	kèn	surprise	0.492
decoy	mồi nhử	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	sinh nhật	surprise	0.492
greatness	sự vĩ đại	surprise	0.492
zeal	nhiệt tình	surprise	0.484
prick	đâm	surprise	0.484
magician	nhà ảo thuật	surprise	0.484
underestimate	đánh giá quá thấp	surprise	0.484
horde	horde	surprise	0.484
fanfare	sự phô trương	surprise	0.484
inexpressible	không thể diễn tả	surprise	0.484
daemon	daemon	surprise	0.484
variable	biến	surprise	0.484
curiosity	sự tò mò	surprise	0.484
gawk	chim ưng	surprise	0.477
unguarded	không được bảo vệ	surprise	0.477
chicane	chicane	surprise	0.477
fortune	vận may	surprise	0.477
sneeze	hắt hơi	surprise	0.477
illumination	sự chiếu sáng	surprise	0.477
incident	biến cố	surprise	0.477
dreadfully	kinh khủng	surprise	0.477
strange	lạ	surprise	0.477
subversive	lật đổ	surprise	0.477
reversal	đảo ngược	surprise	0.469
prowl	đi vơ vẩn	surprise	0.469
rapid	nhanh	surprise	0.469
leery	tinh ranh	surprise	0.469
wizard	Thuật sĩ	surprise	0.469
coincidence	trùng hợp ngẫu nhiên	surprise	0.461
hilarious	vui nhộn	surprise	0.461
divergent	khác nhau	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	phá vỡ	surprise	0.461
slip	trượt	surprise	0.461
wonderful	Tuyệt vời	surprise	0.453
hoax	chơi khăm	surprise	0.453
winning	chiến thắng	surprise	0.453
overestimate	đánh giá quá cao	surprise	0.453
confession	lời thú tội	surprise	0.453
ordeal	thử thách	surprise	0.453
evanescence	sự thiêu đốt	surprise	0.453
merriment	sự vui vẻ	surprise	0.453
raffle	xổ số	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	tiếng cười	surprise	0.445
enthusiast	người đam mê	surprise	0.445
splendid	lộng lẫy	surprise	0.445
feat	kỳ công	surprise	0.445
perchance	perchance	surprise	0.445
excel	nổi trội	surprise	0.445
gambling	bài bạc	surprise	0.445
unintentional	không chủ ý	surprise	0.438
brighten	làm sáng	surprise	0.438
changeable	có thể thay đổi	surprise	0.438
rapt	rapt	surprise	0.438
unique	độc nhất	surprise	0.438
splendor	lộng lẫy	surprise	0.438
senseless	vô tri	surprise	0.438
gift	quà tặng	surprise	0.430
fascination	niềm đam mê	surprise	0.430
trepidation	sự bối rối	surprise	0.430
stealthy	tàng hình	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	vui mừng	surprise	0.430
lawsuit	vụ kiện	surprise	0.430
intrigue	âm mưu	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	độc đáo	surprise	0.422
riddle	Câu đố	surprise	0.422
judgment	sự phán xét	surprise	0.422
enchant	mê hoặc	surprise	0.422
stealth	tàng hình	surprise	0.422
veracity	tính xác thực	surprise	0.414
elusive	khó nắm bắt	surprise	0.414
perjury	khai man	surprise	0.414
spirits	linh hồn	surprise	0.414
liberation	sự giải phóng	surprise	0.414
illegitimate	bất hợp pháp	surprise	0.414
syncope	ngất	surprise	0.414
experiment	thí nghiệm	surprise	0.414
gambler	con bạc	surprise	0.406
eager	hăng hái	surprise	0.406
inspired	lấy cảm hứng	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	vỗ tay	surprise	0.406
allure	quyến rũ	surprise	0.406
parade	diễu hành	surprise	0.406
princely	chủ yếu	surprise	0.398
divorce	ly hôn	surprise	0.398
guess	phỏng đoán	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	bí mật	surprise	0.398
aspiration	khát vọng	surprise	0.391
peri	peri	surprise	0.391
cheerful	vui lòng	surprise	0.391
hermaphrodite	lưỡng tính	surprise	0.391
supremacy	uy quyền	surprise	0.391
incontinence	không tự chủ	surprise	0.391
inheritance	di sản	surprise	0.383
score	ghi bàn	surprise	0.383
lose	thua	surprise	0.383
crowning	vương miện	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	đáng khen ngợi	surprise	0.383
cadaver	xác chết	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	rùng rợn	surprise	0.375
mystic	thần bí	surprise	0.375
succeed	thành công	surprise	0.375
advance	nâng cao	surprise	0.375
sparkle	lấp lánh	surprise	0.367
hope	mong	surprise	0.367
joker	joker	surprise	0.367
sensual	gợi cảm	surprise	0.367
excavation	moi lên	surprise	0.367
feeling	cảm giác	surprise	0.359
entertainment	sự giải trí	surprise	0.359
clown	thằng hề	surprise	0.352
newcomer	người mới đến	surprise	0.352
modify	sửa đổi	surprise	0.352
award	giải thưởng	surprise	0.352
blessings	phước lành	surprise	0.352
postponement	sự hoãn lại	surprise	0.352
obit	chê bai	surprise	0.352
celebrity	người nổi tiếng	surprise	0.344
hero	anh hùng	surprise	0.344
start	khởi đầu	surprise	0.344
wonderfully	tuyệt vời	surprise	0.344
highest	cao nhất	surprise	0.344
proficiency	khả năng	surprise	0.344
glorify	tôn vinh	surprise	0.344
unbeaten	bất bại	surprise	0.336
memorable	đáng nhớ	surprise	0.336
sanctify	thánh hóa	surprise	0.336
rekindle	nhen nhóm lại	surprise	0.336
optimism	lạc quan	surprise	0.336
warned	cảnh báo	surprise	0.336
prodigious	phi thường	surprise	0.336
dissolution	giải tán	surprise	0.336
grin	nụ cười	surprise	0.336
admiration	sự khâm phục	surprise	0.328
hypertrophy	phì đại	surprise	0.328
present	hiện tại	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	Thiên thần	surprise	0.320
examination	kiểm tra	surprise	0.320
catch	bắt lấy	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	tán tỉnh	surprise	0.312
puma	puma	surprise	0.312
liberty	tự do	surprise	0.312
kiss	hôn	surprise	0.312
embrace	ôm hôn	surprise	0.312
occasional	thỉnh thoảng	surprise	0.312
treat	đãi	surprise	0.312
saint	thánh	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	sa thải	surprise	0.312
perfection	sự hoàn hảo	surprise	0.305
generosity	sự rộng lượng	surprise	0.305
gratify	làm hài lòng	surprise	0.305
saintly	thánh thiện	surprise	0.305
sally	sally	surprise	0.305
polarity	phân cực	surprise	0.297
finally	cuối cùng	surprise	0.297
differently	khác biệt	surprise	0.297
palpable	sờ thấy được	surprise	0.297
warn	cảnh báo	surprise	0.297
ceremony	Lễ	surprise	0.297
larger	lớn hơn	surprise	0.297
favorable	thuận lợi	surprise	0.297
romance	sự lãng mạn	surprise	0.289
medal	huy chương	surprise	0.289
inviting	mời	surprise	0.289
greeting	Lời chào	surprise	0.289
candid	thật thà	surprise	0.281
resignation	từ chức	surprise	0.281
trip	chuyến đi	surprise	0.281
accolade	công nhận	surprise	0.281
labor	lao động	surprise	0.281
stare	nhìn chằm chằm	surprise	0.273
glimmer	ánh sáng lung linh	surprise	0.266
invite	mời gọi	surprise	0.266
somatic	somatic	surprise	0.266
admire	ngưỡng mộ	surprise	0.266
immerse	đắm	surprise	0.266
festival	lễ hội	surprise	0.266
mimicry	bắt chước	surprise	0.266
compensate	bù lại	surprise	0.266
insolvency	mất khả năng thanh toán	surprise	0.266
playful	vui tươi	surprise	0.266
complement	bổ sung	surprise	0.258
receiving	nhận	surprise	0.258
hypothesis	giả thuyết	surprise	0.258
laugh	cười	surprise	0.258
chuckle	cười thầm	surprise	0.258
honeymoon	tuần trăng mật	surprise	0.250
marry	kết hôn	surprise	0.242
independence	sự độc lập	surprise	0.242
opera	opera	surprise	0.242
pleasant	dễ chịu	surprise	0.242
rhythmical	nhịp nhàng	surprise	0.234
assessment	thẩm định, lượng định, đánh giá	surprise	0.234
hopeful	hy vọng	surprise	0.234
trophy	chiếc cúp	surprise	0.234
holiness	sự thánh thiện	surprise	0.234
chant	ca	surprise	0.234
leave	rời khỏi	surprise	0.234
procession	đám rước	surprise	0.227
placard	báo hiệu nguy hiểm	surprise	0.227
deal	thỏa thuận	surprise	0.227
cherish	trân quý	surprise	0.219
good	tốt	surprise	0.219
shopping	mua sắm	surprise	0.219
musical	âm nhạc	surprise	0.219
shell	vỏ	surprise	0.211
dawn	bình minh	surprise	0.211
simplify	đơn giản hóa	surprise	0.211
purity	độ tinh khiết	surprise	0.203
nullify	vô hiệu	surprise	0.203
money	tiền bạc	surprise	0.203
sweet	ngọt	surprise	0.203
morals	đạo đức	surprise	0.203
synchronize	đồng bộ hóa	surprise	0.195
preservative	chất bảo quản	surprise	0.195
humanitarian	nhân đạo	surprise	0.195
unfulfilled	chưa hoàn thành	surprise	0.195
precious	quí	surprise	0.195
obliging	mang ơn	surprise	0.188
singularly	độc đáo	surprise	0.188
foresee	đoán trước	surprise	0.180
pray	cầu nguyện	surprise	0.180
graduation	tốt nghiệp	surprise	0.180
lovely	đáng yêu	surprise	0.180
sun	mặt trời	surprise	0.172
art	nghệ thuật	surprise	0.172
mouth	miệng	surprise	0.172
youth	thiếu niên	surprise	0.172
thirst	khát nước	surprise	0.172
young	trẻ	surprise	0.164
goodness	lòng tốt	surprise	0.164
overdue	quá hạn	surprise	0.156
visor	visor	surprise	0.156
practiced	thực hành	surprise	0.156
latent	ngầm	surprise	0.156
loyal	trung thành	surprise	0.148
expect	chờ đợi	surprise	0.148
destination	Nơi Đến	surprise	0.148
wireless	không dây	surprise	0.148
quote	Trích dẫn	surprise	0.141
slush	đỏ mặt	surprise	0.141
infant	trẻ sơ sinh	surprise	0.141
cream	kem	surprise	0.141
playground	sân chơi	surprise	0.133
organization	cơ quan	surprise	0.125
teach	dạy	surprise	0.125
vote	bỏ phiếu	surprise	0.125
smile	nụ cười	surprise	0.117
weight	cân nặng	surprise	0.117
dolphin	cá heo	surprise	0.117
sisterhood	tình chị em	surprise	0.109
cable	cáp	surprise	0.109
sunny	nắng	surprise	0.102
steady	vững chắc	surprise	0.094
leisure	giải trí	surprise	0.086
peaceful	bình yên	surprise	0.086
spa	spa	surprise	0.086
tree	cây	surprise	0.078
picnic	đi chơi picnic	surprise	0.078
worm	sâu	surprise	0.055
truthfulness	tính trung thực	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	đáng tin cậy	trust	0.867
honest	thật thà	trust	0.844
honesty	trung thực	trust	0.844
honor	tôn vinh	trust	0.844
truth	sự thật	trust	0.844
truthful	trung thực	trust	0.836
trusting	tin cậy	trust	0.836
brotherhood	tình anh em	trust	0.820
entrust	ủy thác	trust	0.812
committed	cam kết	trust	0.805
integrity	chính trực	trust	0.805
loyalty	lòng trung thành	trust	0.805
honorable	đáng kính	trust	0.805
credibility	uy tín	trust	0.805
trust	Lòng tin	trust	0.805
faithful	Trung thành	trust	0.797
sincere	chân thành	trust	0.797
responsible	chịu trách nhiệm	trust	0.789
partnership	quan hệ đối tác	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	sự khôn ngoan	trust	0.789
oath	tuyên thệ	trust	0.781
verification	xác minh	trust	0.781
vow	lời thề	trust	0.781
cooperative	hợp tác xã	trust	0.781
respectable	đáng kính	trust	0.773
credible	đáng tin cậy	trust	0.773
hero	anh hùng	trust	0.773
sisterhood	tình chị em	trust	0.773
promise	lời hứa	trust	0.773
verified	đã xác minh	trust	0.773
qualified	đủ tiêu chuẩn	trust	0.766
respected	tôn trọng	trust	0.766
authentication	xác thực	trust	0.766
compassion	lòng trắc ẩn	trust	0.759
reputable	có uy tín	trust	0.758
safekeeping	bảo vệ	trust	0.758
reliability	độ tin cậy	trust	0.758
moral	đạo đức	trust	0.758
love	yêu	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	sự chấp thuận	trust	0.758
stable	ổn định	trust	0.750
friend	người bạn	trust	0.750
genuine	chính hãng	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	thẩm quyền	trust	0.750
loyal	trung thành	trust	0.750
ally	đồng minh	trust	0.750
safeguard	bảo vệ	trust	0.750
companion	đồng hành	trust	0.750
advised	khuyên	trust	0.750
authentic	xác thực	trust	0.750
respect	sự tôn trọng	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	sự tự do	trust	0.742
proven	chứng minh	trust	0.742
respects	tôn trọng	trust	0.742
faith	đức tin	trust	0.742
wholesome	lành mạnh	trust	0.742
heartfelt	chân thành	trust	0.734
unification	thống nhất	trust	0.734
protecting	bảo vệ	trust	0.734
reassurance	sự bảo đảm	trust	0.734
admirable	đáng ngưỡng mộ	trust	0.734
trustee	người được ủy thác	trust	0.734
supporter	người ủng hộ	trust	0.734
confirmation	xác nhận	trust	0.734
respectful	tôn trọng	trust	0.734
alliance	liên minh	trust	0.727
equality	bình đẳng	trust	0.727
friendship	hữu nghị	trust	0.727
agreement	thỏa thuận	trust	0.727
fact	thực tế	trust	0.727
confident	tự tin	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	tin tưởng	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	xuất sắc	trust	0.727
credential	chứng chỉ	trust	0.727
closeness	sự gần gũi	trust	0.719
authenticate	xác thực	trust	0.719
intelligence	Sự thông minh	trust	0.719
virtue	Đức hạnh	trust	0.719
honored	vinh dự	trust	0.719
virtuous	đạo đức	trust	0.719
kindred	hèn hạ	trust	0.719
charitable	từ thiện	trust	0.711
dedication	sự cống hiến	trust	0.711
guarantee	Bảo hành	trust	0.711
cooperation	hợp tác	trust	0.711
creditable	có thể khấu trừ	trust	0.711
consistency	Tính nhất quán	trust	0.711
allegiance	lòng trung thành	trust	0.711
cooperating	hợp tác	trust	0.711
straightforward	đơn giản	trust	0.711
determination	sự quyết tâm	trust	0.711
justice	Sự công bằng	trust	0.711
sanctuary	Thánh địa	trust	0.703
nurture	dưỡng dục	trust	0.703
innocent	vô tội	trust	0.703
admire	ngưỡng mộ	trust	0.703
assurance	sự bảo đảm	trust	0.703
morality	đạo đức	trust	0.703
prepared	chuẩn bị	trust	0.703
friendliness	thân thiện	trust	0.703
reliable	đáng tin cậy	trust	0.703
mentor	người hướng dẫn	trust	0.703
guardianship	sự giám hộ	trust	0.703
fulfilled	hoàn thành	trust	0.703
reverence	sự tôn kính	trust	0.703
proof	bằng chứng	trust	0.703
admiration	sự khâm phục	trust	0.703
mother	mẹ	trust	0.703
protected	được bảo vệ	trust	0.703
motherhood	làm mẹ	trust	0.703
marriage	kết hôn	trust	0.695
skillful	khéo léo	trust	0.695
indestructible	không thể phá hủy	trust	0.695
guardian	người giám hộ	trust	0.695
accountable	có trách nhiệm	trust	0.695
courage	lòng can đảm	trust	0.695
bodyguard	vệ sĩ	trust	0.695
agreeable	dễ chịu	trust	0.695
scientist	nhà khoa học	trust	0.695
allied	đồng minh	trust	0.695
compassionate	thương xót	trust	0.695
humanitarian	nhân đạo	trust	0.695
approving	phê duyệt	trust	0.695
united	đoàn kết	trust	0.695
pact	hiệp ước	trust	0.695
certified	được chứng nhận	trust	0.695
morals	đạo đức	trust	0.695
esteem	kính trọng	trust	0.688
secure	đảm bảo	trust	0.688
perfection	sự hoàn hảo	trust	0.688
guidance	hướng dẫn	trust	0.688
competent	có thẩm quyền	trust	0.688
authenticity	tính xác thực	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	có thể biện minh	trust	0.688
humanity	nhân loại	trust	0.688
solidity	sự vững chắc	trust	0.688
adviser	cố vấn	trust	0.688
pledge	lời hứa	trust	0.688
believed	tin	trust	0.688
understanding	sự hiểu biết	trust	0.688
monogamy	một vợ một chồng	trust	0.688
expertise	chuyên môn	trust	0.680
diplomatic	ngoại giao	trust	0.680
confidential	bảo mật	trust	0.680
hope	mong	trust	0.680
protector	người bảo hộ	trust	0.680
agreeing	đồng ý	trust	0.680
diligence	siêng năng	trust	0.680
official	chính thức	trust	0.680
affirm	khẳng định	trust	0.680
indivisible	không thể phân chia	trust	0.680
grandfather	ông nội	trust	0.680
humble	khiêm tốn	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	vận động	trust	0.680
elders	người lớn tuổi	trust	0.680
goodness	lòng tốt	trust	0.680
commendable	đáng khen ngợi	trust	0.680
inspire	truyền cảm hứng	trust	0.680
approve	phê duyệt	trust	0.680
confide	tâm sự	trust	0.680
professional	chuyên nghiệp	trust	0.680
familiarity	sự quen thuộc	trust	0.680
leader	người lãnh đạo	trust	0.680
confirmed	đã xác nhận	trust	0.680
acceptance	chấp thuận	trust	0.680
benevolence	lòng từ bi	trust	0.672
dignity	phẩm giá	trust	0.672
harmoniously	hài hòa	trust	0.672
mastery	làm chủ	trust	0.672
unwavering	không vững chắc	trust	0.672
accredited	được công nhận	trust	0.672
healing	chữa lành	trust	0.672
encyclopedia	bách khoa toàn thư	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	thánh hóa	trust	0.672
cohesive	gắn kết	trust	0.672
covenant	khế ước	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	không có lỗi	trust	0.672
safe	an toàn	trust	0.672
intelligent	thông minh	trust	0.672
merit	n: Xứng đáng	trust	0.664
impeccable	hoàn hảo	trust	0.664
affirmatively	khẳng định	trust	0.664
spiritual	thuộc linh	trust	0.664
advocate	biện hộ	trust	0.664
team	đội	trust	0.664
heroic	anh hùng	trust	0.664
communicate	giao tiếp	trust	0.664
disciple	đệ tử	trust	0.664
expert	chuyên gia	trust	0.664
proficient	thành thạo	trust	0.664
specialist	chuyên gia	trust	0.664
ambassador	đại sứ	trust	0.664
accept	Chấp nhận	trust	0.664
attestation	sự chứng thực	trust	0.664
supporting	hỗ trợ	trust	0.664
reliance	sự phụ thuộc	trust	0.664
authority	thẩm quyền	trust	0.664
accountability	trách nhiệm giải trình	trust	0.664
guidebook	sách hướng dẫn	trust	0.664
fulfillment	sự hoàn thành	trust	0.664
strengthening	tăng cường	trust	0.661
familiar	quen	trust	0.656
facts	sự kiện	trust	0.656
achieve	Hoàn thành	trust	0.656
warranty	sự bảo đảm	trust	0.656
structure	kết cấu	trust	0.656
steadfast	kiên định	trust	0.656
favorable	thuận lợi	trust	0.656
counsel	tư vấn	trust	0.656
relationship	mối quan hệ	trust	0.656
scientific	thuộc về khoa học	trust	0.656
gentleman	quý ông	trust	0.656
strength	sức mạnh	trust	0.656
elder	đàn anh	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sự thánh thiện	trust	0.656
excellent	Xuất sắc	trust	0.656
proficiency	khả năng	trust	0.656
constancy	tính cương quyết	trust	0.656
defended	bảo vệ	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	dựa vào	trust	0.648
heroism	chủ nghĩa anh hùng	trust	0.648
peaceful	bình yên	trust	0.648
competency	năng lực	trust	0.648
assuredly	chắc chắn	trust	0.648
brother	em trai	trust	0.648
counselor	người cố vấn	trust	0.648
successful	thành công	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	bảo vệ	trust	0.648
saint	thánh	trust	0.648
harmony	hòa hợp	trust	0.648
matrimony	hôn nhân	trust	0.648
noble	cao quý	trust	0.648
inspiration	cảm hứng	trust	0.648
academic	học tập	trust	0.648
assist	hỗ trợ	trust	0.648
agreed	đã đồng ý	trust	0.648
uphold	duy trì	trust	0.648
comrade	đồng chí	trust	0.648
lovable	đáng yêu	trust	0.648
