word	Icelandic-is	emotion	emotion-intensity-score
dawn	dögun	surprise	0.211
simplify	einfalda	surprise	0.211
purity	hreinleiki	surprise	0.203
nullify	ógilda	surprise	0.203
money	peninga	surprise	0.203
sweet	sætur	surprise	0.203
morals	siðferði	surprise	0.203
synchronize	samstilla	surprise	0.195
preservative	rotvarnarefni	surprise	0.195
humanitarian	mannúðarmál	surprise	0.195
unfulfilled	ófullnægjandi	surprise	0.195
precious	dýrmætur	surprise	0.195
obliging	skylda	surprise	0.188
singularly	eintölu	surprise	0.188
foresee	sjá fyrir	surprise	0.180
pray	biðja	surprise	0.180
graduation	útskrift	surprise	0.180
lovely	yndislegt	surprise	0.180
sun	sól	surprise	0.172
art	list	surprise	0.172
mouth	munni	surprise	0.172
youth	æsku	surprise	0.172
thirst	þorsti	surprise	0.172
young	ungur	surprise	0.164
goodness	góðvild	surprise	0.164
overdue	tímabært	surprise	0.156
visor	hjálmgríma	surprise	0.156
practiced	æfði	surprise	0.156
latent	latent	surprise	0.156
loyal	trygg	surprise	0.148
expect	búast	surprise	0.148
destination	áfangastaður	surprise	0.148
wireless	þráðlaus	surprise	0.148
quote	tilvitnun	surprise	0.141
slush	slush	surprise	0.141
infant	ungabarn	surprise	0.141
cream	krem	surprise	0.141
playground	leikvöllur	surprise	0.133
organization	skipulag	surprise	0.125
teach	kenna	surprise	0.125
vote	atkvæði	surprise	0.125
smile	bros	surprise	0.117
weight	þyngd	surprise	0.117
dolphin	höfrungur	surprise	0.117
sisterhood	systkini	surprise	0.109
cable	kaðall	surprise	0.109
sunny	sólríka	surprise	0.102
steady	stöðugt	surprise	0.094
leisure	tómstundir	surprise	0.086
peaceful	friðsælt	surprise	0.086
spa	spa	surprise	0.086
tree	tré	surprise	0.078
picnic	lautarferð	surprise	0.078
worm	ormur	surprise	0.055
truthfulness	sannleikur	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	áreiðanleg	trust	0.867
honest	heiðarlegur	trust	0.844
honesty	heiðarleika	trust	0.844
honor	heiður	trust	0.844
truth	sannleikur	trust	0.844
truthful	sannfærandi	trust	0.836
trusting	treysta	trust	0.836
brotherhood	bræðralag	trust	0.820
entrust	fela	trust	0.812
committed	framið	trust	0.805
integrity	heiðarleiki	trust	0.805
loyalty	hollusta	trust	0.805
honorable	sæmilega	trust	0.805
credibility	trúverðugleika	trust	0.805
trust	traust	trust	0.805
faithful	trúr	trust	0.797
sincere	einlægur	trust	0.797
responsible	ábyrgur	trust	0.789
partnership	Samstarf	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	visku	trust	0.789
oath	eið	trust	0.781
verification	sannprófun	trust	0.781
vow	heit	trust	0.781
cooperative	samstarfsverkefni	trust	0.781
respectable	virðulegur	trust	0.773
credible	trúverðug	trust	0.773
hero	hetja	trust	0.773
sisterhood	systkini	trust	0.773
promise	lofa	trust	0.773
verified	staðfest	trust	0.773
qualified	hæfur	trust	0.766
respected	virt	trust	0.766
authentication	auðkenning	trust	0.766
compassion	samúð	trust	0.759
reputable	virtur	trust	0.758
safekeeping	varðveislu	trust	0.758
reliability	áreiðanleiki	trust	0.758
moral	siðferðileg	trust	0.758
love	ást	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	samþykki	trust	0.758
stable	stöðugt	trust	0.750
friend	vinur	trust	0.750
genuine	ósvikinn	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	hæfni	trust	0.750
loyal	trygg	trust	0.750
ally	bandamann	trust	0.750
safeguard	vernda	trust	0.750
companion	félagi	trust	0.750
advised	ráðlagt	trust	0.750
authentic	ekta	trust	0.750
respect	virðingu	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	frelsi	trust	0.742
proven	sannað	trust	0.742
respects	virðingu	trust	0.742
faith	trú	trust	0.742
wholesome	heilbrigt	trust	0.742
heartfelt	hugsað	trust	0.734
unification	sameiningu	trust	0.734
protecting	vernda	trust	0.734
reassurance	fullvissu	trust	0.734
admirable	dásamlegt	trust	0.734
trustee	vörsluaðili	trust	0.734
supporter	stuðningsmaður	trust	0.734
confirmation	staðfesting	trust	0.734
respectful	virðingu	trust	0.734
alliance	bandalag	trust	0.727
equality	jafnrétti	trust	0.727
friendship	vináttu	trust	0.727
agreement	samningur	trust	0.727
fact	staðreynd	trust	0.727
confident	sjálfsöruggur	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	trúa	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ágæti	trust	0.727
credential	persónuskilríki	trust	0.727
closeness	nálægð	trust	0.719
authenticate	auðkenna	trust	0.719
intelligence	upplýsingaöflun	trust	0.719
virtue	dyggð	trust	0.719
honored	heiðraður	trust	0.719
virtuous	virtuous	trust	0.719
kindred	ættingja	trust	0.719
charitable	góðgerðarstarf	trust	0.711
dedication	vígslu	trust	0.711
guarantee	ábyrgð	trust	0.711
cooperation	samstarf	trust	0.711
creditable	creditable	trust	0.711
consistency	samkvæmni	trust	0.711
allegiance	trúfesti	trust	0.711
cooperating	samvinnu	trust	0.711
straightforward	einfalt	trust	0.711
determination	ákvörðun	trust	0.711
justice	réttlæti	trust	0.711
sanctuary	helgidómur	trust	0.703
nurture	nurture	trust	0.703
innocent	saklaus	trust	0.703
admire	dáist	trust	0.703
assurance	trygging	trust	0.703
morality	siðferði	trust	0.703
prepared	undirbúin	trust	0.703
friendliness	blíðu	trust	0.703
reliable	áreiðanlegt	trust	0.703
mentor	leiðbeinanda	trust	0.703
guardianship	forráðamaður	trust	0.703
fulfilled	uppfyllt	trust	0.703
reverence	virðingu	trust	0.703
proof	sönnun	trust	0.703
admiration	aðdáun	trust	0.703
mother	móðir	trust	0.703
protected	varið	trust	0.703
motherhood	móðir	trust	0.703
marriage	hjónaband	trust	0.695
skillful	kunnátta	trust	0.695
indestructible	óslítandi	trust	0.695
guardian	forráðamaður	trust	0.695
accountable	ábyrgur	trust	0.695
courage	hugrekki	trust	0.695
bodyguard	lífvörður	trust	0.695
agreeable	agreeable	trust	0.695
scientist	vísindamaður	trust	0.695
allied	bandamanna	trust	0.695
compassionate	miskunnsamur	trust	0.695
humanitarian	mannúðarmál	trust	0.695
approving	samþykkja	trust	0.695
united	sameinað	trust	0.695
pact	samningurinn	trust	0.695
certified	staðfest	trust	0.695
morals	siðferði	trust	0.695
esteem	álit	trust	0.688
secure	örugg	trust	0.688
perfection	fullkomnun	trust	0.688
guidance	leiðsögn	trust	0.688
competent	hæfur	trust	0.688
authenticity	áreiðanleiki	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	réttlætanleg	trust	0.688
humanity	mannkynið	trust	0.688
solidity	solidity	trust	0.688
adviser	ráðgjafi	trust	0.688
pledge	loforð	trust	0.688
believed	trúði	trust	0.688
understanding	skilningur	trust	0.688
monogamy	monogamy	trust	0.688
expertise	sérþekkingu	trust	0.680
diplomatic	diplómatískum	trust	0.680
confidential	trúnaðarmál	trust	0.680
hope	von	trust	0.680
protector	verndari	trust	0.680
agreeing	samþykkja	trust	0.680
diligence	kostgæfni	trust	0.680
official	opinber	trust	0.680
affirm	staðfesta	trust	0.680
indivisible	ódeilanleg	trust	0.680
grandfather	afi	trust	0.680
humble	auðmjúkur	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	málsvörn	trust	0.680
elders	öldungar	trust	0.680
goodness	góðvild	trust	0.680
commendable	lofsvert	trust	0.680
inspire	hvetja	trust	0.680
approve	samþykkja	trust	0.680
confide	trúa	trust	0.680
professional	faglegur	trust	0.680
familiarity	þekkingu	trust	0.680
leader	leiðtogi	trust	0.680
confirmed	staðfest	trust	0.680
acceptance	samþykki	trust	0.680
benevolence	góðvild	trust	0.672
dignity	reisn	trust	0.672
harmoniously	samfelld	trust	0.672
mastery	leikni	trust	0.672
unwavering	unwavering	trust	0.672
accredited	viðurkennd	trust	0.672
healing	lækningu	trust	0.672
encyclopedia	alfræðiritið	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	helga	trust	0.672
cohesive	samloðandi	trust	0.672
covenant	sáttmálinn	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	faultless	trust	0.672
safe	öruggt	trust	0.672
intelligent	greindur	trust	0.672
merit	verðleika	trust	0.664
impeccable	óaðfinnanlegur	trust	0.664
affirmatively	jákvætt	trust	0.664
spiritual	andleg	trust	0.664
advocate	talsmaður	trust	0.664
team	lið	trust	0.664
heroic	Heroic	trust	0.664
communicate	samskipti	trust	0.664
disciple	lærisveinninn	trust	0.664
expert	sérfræðingur	trust	0.664
proficient	vandvirkur	trust	0.664
specialist	sérfræðingur	trust	0.664
ambassador	sendiherra	trust	0.664
accept	samþykkja	trust	0.664
attestation	staðfesting	trust	0.664
supporting	styðja	trust	0.664
reliance	traust	trust	0.664
authority	vald	trust	0.664
accountability	ábyrgð	trust	0.664
guidebook	Leiðbeiningar	trust	0.664
fulfillment	uppfylla	trust	0.664
strengthening	styrkingu	trust	0.661
familiar	þekki	trust	0.656
facts	staðreyndir	trust	0.656
achieve	ná	trust	0.656
warranty	ábyrgð	trust	0.656
structure	uppbygging	trust	0.656
steadfast	staðfastur	trust	0.656
favorable	hagstæð	trust	0.656
counsel	ráðgjöf	trust	0.656
relationship	samband	trust	0.656
scientific	vísindaleg	trust	0.656
gentleman	heiðursmaður	trust	0.656
strength	styrkur	trust	0.656
elder	öldungur	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	heilagleika	trust	0.656
excellent	Æðislegt	trust	0.656
proficiency	hæfni	trust	0.656
constancy	stöðugleika	trust	0.656
defended	varið	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	treysta	trust	0.648
heroism	hetjuskapur	trust	0.648
peaceful	friðsælt	trust	0.648
competency	hæfni	trust	0.648
assuredly	vissulega	trust	0.648
brother	bróðir	trust	0.648
counselor	ráðgjafi	trust	0.648
successful	vel	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	verndandi	trust	0.648
saint	heilaga	trust	0.648
harmony	sátt	trust	0.648
matrimony	hjónaband	trust	0.648
noble	göfugt	trust	0.648
inspiration	innblástur	trust	0.648
academic	fræðileg	trust	0.648
assist	aðstoða	trust	0.648
agreed	samþykkt	trust	0.648
uphold	viðhalda	trust	0.648
comrade	félagi	trust	0.648
lovable	elskanlegur	trust	0.648
advisable	ráðlegt	trust	0.648
solidarity	samstöðu	trust	0.648
worthy	verðugt	trust	0.643
durability	endingu	trust	0.641
coexist	sambúð	trust	0.641
assure	tryggja	trust	0.641
establish	koma á fót	trust	0.641
benefactor	benefactor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	leiðandi	trust	0.641
loving	elskandi	trust	0.641
teacher	kennari	trust	0.641
judiciary	dómstóla	trust	0.641
conscientious	samviskusamur	trust	0.641
confidence	sjálfstraust	trust	0.641
lawful	löglegur	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	vígður	trust	0.641
champion	meistari	trust	0.641
unity	einingu	trust	0.641
legal	lagaleg	trust	0.641
kind	góður	trust	0.641
credence	credence	trust	0.641
real	alvöru	trust	0.641
doctor	læknir	trust	0.641
intimate	náinn	trust	0.634
hopeful	vonandi	trust	0.633
fortitude	styrkleiki	trust	0.633
physician	læknir	trust	0.633
brotherly	bróðir	trust	0.633
aspiration	von	trust	0.633
convincing	sannfærandi	trust	0.633
sanctification	helgun	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hrós	trust	0.633
courageous	hugrökk	trust	0.633
soundness	soundness	trust	0.633
legitimacy	lögmæti	trust	0.633
endorse	samþykkja	trust	0.633
fidelity	tryggð	trust	0.633
bless	blessun	trust	0.633
judicial	dómstóla	trust	0.633
important	mikilvægt	trust	0.633
saintly	saintly	trust	0.633
conscience	samviska	trust	0.633
therapeutic	lækninga	trust	0.633
authorize	heimila	trust	0.633
devotional	devotional	trust	0.633
practiced	æfði	trust	0.633
backbone	burðarás	trust	0.633
approved	samþykkt	trust	0.633
evident	augljóst	trust	0.625
encourage	hvetja	trust	0.625
caretaker	umsjónarmaður	trust	0.625
regard	huga	trust	0.625
angel	engill	trust	0.625
engaged	þátttakandi	trust	0.625
blessing	blessun	trust	0.625
professorship	prófessor	trust	0.625
majestic	glæsilegur	trust	0.625
communication	samskipti	trust	0.625
purify	hreinsa	trust	0.625
authorization	heimild	trust	0.625
wonderful	dásamlegt	trust	0.625
achievement	afrek	trust	0.625
fireman	slökkviliðsmaður	trust	0.625
certify	votta	trust	0.625
civilized	civilized	trust	0.625
profound	djúpstæð	trust	0.625
accurate	nákvæmur	trust	0.625
assured	tryggt	trust	0.625
positivity	jákvæðni	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Gott	trust	0.617
absolution	upplausn	trust	0.617
commend	hrósa	trust	0.617
cherish	þykja vænt um	trust	0.617
fundamental	grundvallaratriði	trust	0.617
advice	ráðgjöf	trust	0.617
objective	hlutlæg	trust	0.617
optimism	bjartsýni	trust	0.617
testament	testament	trust	0.617
qualities	eiginleika	trust	0.617
haven	höfn	trust	0.617
heroine	heroine	trust	0.617
constantly	stöðugt	trust	0.617
appreciation	þakklæti	trust	0.617
triumphant	sigraði	trust	0.617
accord	samkomulagi	trust	0.617
reassure	fullvissa þig	trust	0.617
truce	vopnahlé	trust	0.617
thoughtful	hugsi	trust	0.617
teach	kenna	trust	0.617
god	guð	trust	0.617
corroborate	staðfesta	trust	0.617
believer	trúaður	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	tryggingu	trust	0.617
attentive	gaum	trust	0.617
gospel	fagnaðarerindi	trust	0.617
bedrock	berggrunnur	trust	0.617
approvement	samþykki	trust	0.617
planning	áætlanagerð	trust	0.617
rational	skynsamlegt	trust	0.617
passionate	ástríðufullur	trust	0.617
happy	hamingjusöm	trust	0.609
babysitter	barnapössun	trust	0.609
brilliant	ljómandi	trust	0.609
praise	lof	trust	0.609
definitive	endanlegt	trust	0.609
considerate	íhuga	trust	0.609
patron	verndari	trust	0.609
scripture	ritningin	trust	0.609
heal	lækna	trust	0.609
praiseworthy	lofsvert	trust	0.609
steward	ráðsmaður	trust	0.609
awareness	vitund	trust	0.609
officer	liðsforingi	trust	0.609
purification	hreinsun	trust	0.609
excel	skara fram úr	trust	0.609
civilization	siðmenningin	trust	0.609
liking	líkar vel við	trust	0.609
comfort	þægindi	trust	0.609
magnificence	glæsileika	trust	0.609
notary	lögbókanda	trust	0.609
progression	framfarir	trust	0.609
mediator	sáttasemjari	trust	0.609
blessings	blessanir	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	Mælt með	trust	0.609
brave	hugrakkur	trust	0.602
experienced	reyndur	trust	0.602
steady	stöðugt	trust	0.602
enlightenment	uppljómun	trust	0.602
brighten	bjartari	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	uppfylla	trust	0.602
witness	vitni	trust	0.602
humility	auðmýkt	trust	0.602
sympathetic	sympathetic	trust	0.602
helpful	gagnlegt	trust	0.602
symmetry	samhverf	trust	0.602
unquestionable	ótvírætt	trust	0.602
peace	friður	trust	0.602
transcendence	transcendence	trust	0.602
serenity	Serenity	trust	0.602
embrace	faðma	trust	0.602
inspired	innblásin	trust	0.602
mainstay	grundvallaratriði	trust	0.602
unconditional	skilyrðislaust	trust	0.602
guarded	varið	trust	0.602
identify	auðkenna	trust	0.602
marry	giftast	trust	0.594
grant	veita	trust	0.594
depend	fer eftir	trust	0.594
complimentary	ókeypis	trust	0.594
spouse	maki	trust	0.594
tranquility	ró	trust	0.594
vigilant	vakandi	trust	0.594
ministry	ráðuneyti	trust	0.594
fairly	nokkuð	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	opinskátt	trust	0.594
generous	örlátur	trust	0.594
strengthen	styrkja	trust	0.594
gratitude	þakklæti	trust	0.594
befriend	vinast	trust	0.594
substantiate	rökstyðja	trust	0.594
praised	lofað	trust	0.594
admiral	Admiral	trust	0.594
regent	regent	trust	0.594
sage	Sage	trust	0.594
assessment	mat	trust	0.594
enlighten	upplýsa	trust	0.594
eminence	eminence	trust	0.594
commendation	tilboði	trust	0.594
efficient	skilvirkur	trust	0.594
nurse	hjúkrunarfræðingur	trust	0.594
visionary	sjónrænt	trust	0.594
generosity	gjafmildi	trust	0.594
vigilance	árvekni	trust	0.594
endowment	fjárveiting	trust	0.594
council	ráðið	trust	0.594
sweetheart	elskan	trust	0.589
attest	vottorð	trust	0.586
prestige	álit	trust	0.586
serene	serene	trust	0.586
unfailing	ófullnægjandi	trust	0.586
testimony	vitnisburður	trust	0.586
checklist	tékklisti	trust	0.586
inheritance	arfleifð	trust	0.586
monk	munkur	trust	0.586
godly	guðlega	trust	0.586
compliance	samræmi	trust	0.586
rooted	rætur	trust	0.586
constitutional	stjórnarskrá	trust	0.586
conservation	verndun	trust	0.586
bylaw	vígsla	trust	0.586
helper	hjálpar	trust	0.586
joyful	gleðilegt	trust	0.586
collectively	sameiginlega	trust	0.586
meritorious	verðandi	trust	0.586
acclaim	lof	trust	0.586
diplomacy	diplómacy	trust	0.586
educational	mennta	trust	0.586
husbandry	búfjárrækt	trust	0.586
share	deila	trust	0.586
enjoying	njóta	trust	0.586
firmness	þéttleiki	trust	0.586
convince	sannfæra	trust	0.586
designation	tilnefningu	trust	0.586
tribe	ættbálkur	trust	0.586
victory	sigur	trust	0.586
magnificent	stórkostlegt	trust	0.586
lovely	yndislegt	trust	0.586
seniority	starfsaldur	trust	0.586
angelic	Angelic	trust	0.586
ambition	metnað	trust	0.586
father	faðir	trust	0.586
mate	félagi	trust	0.586
sobriety	auðmýkt	trust	0.586
revere	revere	trust	0.586
delegate	framselja	trust	0.586
navigator	Navigator	trust	0.578
watchdog	vakthundur	trust	0.578
obey	hlýða	trust	0.578
cheerfulness	glaðværð	trust	0.578
inviting	bjóða	trust	0.578
judge	dómari	trust	0.578
irrefutable	óvænta	trust	0.578
philanthropist	heimspekingur	trust	0.578
careful	varlega	trust	0.578
communion	samfélag	trust	0.578
coexisting	samhliða	trust	0.578
impartiality	óhlutdrægni	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	upprétt	trust	0.578
authoritative	opinber	trust	0.578
structural	uppbygging	trust	0.578
convinced	sannfærður	trust	0.578
smile	bros	trust	0.578
commandant	stjórnandi	trust	0.578
dutiful	skyldsamlega	trust	0.578
shelter	skjól	trust	0.578
revival	vakning	trust	0.578
professor	prófessor	trust	0.578
adore	adore	trust	0.578
legalized	lögleitt	trust	0.578
punctual	stundvís	trust	0.570
counsellor	ráðgjafi	trust	0.570
complement	viðbót	trust	0.570
corroboration	staðfesting	trust	0.570
immaculate	hreinn	trust	0.570
relative	ættingi	trust	0.570
apostle	postuli	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	tengi	trust	0.570
insure	tryggja	trust	0.570
plausible	mögulegt	trust	0.570
consult	ráðfæra	trust	0.570
modest	hóflega	trust	0.570
measured	mælt	trust	0.570
pilot	flugmaður	trust	0.570
collaborator	samstarfsaðili	trust	0.570
advise	ráðleggja	trust	0.570
cuddle	kúra	trust	0.570
ordinance	reglugerð	trust	0.570
compass	áttavita	trust	0.570
guide	fylgja	trust	0.570
everlasting	eilíft	trust	0.570
adhering	fylgi	trust	0.570
determinate	ákvarða	trust	0.570
heavenly	himneskur	trust	0.570
principal	skólastjóri	trust	0.570
abundance	gnægð	trust	0.570
matron	matrún	trust	0.570
unequivocal	ótvíræð	trust	0.570
volunteers	sjálfboðaliðar	trust	0.570
pedigree	ættbók	trust	0.570
unquestionably	ótvírætt	trust	0.570
pertinent	viðeigandi	trust	0.562
devout	hollur	trust	0.562
curable	lækna	trust	0.562
insight	innsýn	trust	0.562
congregation	söfnuður	trust	0.562
admit	viðurkenna	trust	0.562
pleasant	skemmtilegt	trust	0.562
vigorous	öflugt	trust	0.562
fort	fort	trust	0.562
remarkable	ótrúlegt	trust	0.562
content	efni	trust	0.562
spotless	spotless	trust	0.562
uplift	uppreisn	trust	0.562
compensate	bæta	trust	0.562
lovemaking	njóta ásta	trust	0.562
jury	kviðdómur	trust	0.562
jurist	lögfræðingur	trust	0.562
soothing	róandi	trust	0.562
ordination	fyrirætlun	trust	0.562
cohesion	samheldni	trust	0.562
frankness	frankness	trust	0.562
strong	sterkur	trust	0.562
miracle	kraftaverk	trust	0.562
concordance	samhljóða	trust	0.562
applaud	applaud	trust	0.562
prize	Verð	trust	0.562
apostolic	postulleg	trust	0.562
succeeding	ná árangri	trust	0.562
vitality	orku	trust	0.562
treasurer	gjaldkeri	trust	0.562
save	vista	trust	0.562
earn	vinna sér inn	trust	0.562
midwife	ljósmóður	trust	0.555
discretion	ákvörðun	trust	0.555
worship	tilbeiðslu	trust	0.555
constant	stöðugt	trust	0.555
foresight	framsýni	trust	0.555
vote	atkvæði	trust	0.555
cultivate	rækta	trust	0.555
impartial	óhlutdræg	trust	0.555
illumination	lýsingu	trust	0.555
ambulance	sjúkrabíll	trust	0.555
privacy	næði	trust	0.555
succeed	heppnast	trust	0.555
providing	veita	trust	0.555
veteran	öldungur	trust	0.555
patience	þolinmæði	trust	0.555
prophet	spámaður	trust	0.555
coach	þjálfari	trust	0.555
intuition	innsæi	trust	0.555
reconciliation	sátt	trust	0.555
defender	varnarmaður	trust	0.555
coalesce	coalesce	trust	0.555
mediate	miðla	trust	0.555
precedence	forgang	trust	0.555
congruence	congruence	trust	0.555
buddy	félagi	trust	0.555
reunion	Reunion	trust	0.555
restorative	endurnærandi	trust	0.555
destined	víst	trust	0.555
physicist	eðlisfræðingur	trust	0.555
influential	áhrifamikill	trust	0.555
exalt	upphaf	trust	0.555
greatness	hátign	trust	0.555
inclusion	þátttaka	trust	0.555
auditor	endurskoðandi	trust	0.555
meditate	hugleiða	trust	0.555
betrothed	svikari	trust	0.555
proud	stoltur	trust	0.547
provide	veita	trust	0.547
conciliation	sáttur	trust	0.547
ancestral	forfeður	trust	0.547
liberty	frelsi	trust	0.547
durable	varanlegur	trust	0.547
impenetrable	órjúfanlegur	trust	0.547
prudent	skynsamlegt	trust	0.547
invocation	innköllun	trust	0.547
engaging	taka þátt	trust	0.547
statement	yfirlýsing	trust	0.547
rejoice	gleðjast	trust	0.547
cheer	hressa	trust	0.547
eyewitness	augnvottur	trust	0.547
prevalent	algengt	trust	0.547
securities	verðbréf	trust	0.547
friendly	vingjarnlegur	trust	0.547
salvation	hjálpræði	trust	0.547
independence	sjálfstæði	trust	0.547
govern	stjórna	trust	0.547
forgive	fyrirgefa	trust	0.547
commanding	stjórnandi	trust	0.547
convent	klaustur	trust	0.547
reinforcement	styrking	trust	0.547
law	lög	trust	0.547
registry	skrásetning	trust	0.547
temperate	temperate	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	reiðubúin	trust	0.547
heritage	arfleifð	trust	0.547
chronicle	Annáll	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	Ensemble	trust	0.539
institute	stofnun	trust	0.539
applause	applause	trust	0.539
architecture	arkitektúr	trust	0.539
obvious	augljóst	trust	0.539
recovery	bata	trust	0.539
inimitable	inimitable	trust	0.539
relevant	viðeigandi	trust	0.539
responsive	móttækilegur	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	leiðbeiningar	trust	0.539
define	define	trust	0.539
delightful	yndisleg	trust	0.539
antidote	móteitur	trust	0.539
admitting	viðurkenna	trust	0.539
psalms	sálmur	trust	0.539
stamina	þol	trust	0.539
majority	Meirihluti	trust	0.539
inoculation	inndæling	trust	0.539
perfect	fullkominn	trust	0.539
obedience	hlýðni	trust	0.539
memorable	eftirminnilegt	trust	0.539
chastity	hroka	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	reglulega	trust	0.539
forefathers	forfeður	trust	0.539
immovable	fasteignir	trust	0.539
eager	ákafur	trust	0.539
aspiring	aspirín	trust	0.539
obliging	skylda	trust	0.539
reinforcements	styrkingar	trust	0.539
tantamount	tantamount	trust	0.539
exalted	upphafið	trust	0.539
hospital	sjúkrahús	trust	0.531
retirement	starfslok	trust	0.531
strive	leitast við	trust	0.531
edification	uppbyggingu	trust	0.531
candid	einlægur	trust	0.531
deed	verk	trust	0.531
school	skóla	trust	0.531
cradle	Vagga	trust	0.531
transcript	afrit	trust	0.531
accompaniment	undirleik	trust	0.531
doubtless	eflaust	trust	0.531
rescue	bjarga	trust	0.531
seal	innsigli	trust	0.531
expedient	nauðsynlegt	trust	0.531
ballot	atkvæðagreiðsla	trust	0.531
deliverance	frelsun	trust	0.531
heavens	himnar	trust	0.531
fraternal	fraternal	trust	0.531
dependent	háð	trust	0.531
answerable	svarandi	trust	0.531
center	miðstöð	trust	0.531
analyst	sérfræðingur	trust	0.531
firstborn	frumgetinn	trust	0.531
bloom	blómstra	trust	0.531
inseparable	óaðskiljanleg	trust	0.531
bride	brúður	trust	0.531
evergreen	Evergreen	trust	0.531
princely	princely	trust	0.531
immunization	bólusetning	trust	0.531
refuge	skjól	trust	0.531
verily	sannarlega	trust	0.531
omniscient	alvaldur	trust	0.531
terms	skilmálar	trust	0.531
sponsor	styrktaraðili	trust	0.531
approbation	samþykki	trust	0.527
correctness	réttmæti	trust	0.523
elevation	hækkun	trust	0.523
neighbor	nágranni	trust	0.523
unbroken	óslitinn	trust	0.523
countenance	augliti	trust	0.523
hug	knúsa	trust	0.523
nobility	aðalsmaður	trust	0.523
paragon	ásjóna	trust	0.523
coronation	krónun	trust	0.523
celebration	hátíð	trust	0.523
graduation	útskrift	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	orðabók	trust	0.523
powerful	öflugur	trust	0.523
notable	eftirtektarvert	trust	0.523
account	reikningur	trust	0.523
winning	aðlaðandi	trust	0.523
honeymoon	brúðkaupsferð	trust	0.523
improvement	framför	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	chaplain	trust	0.523
ratify	fullgilda	trust	0.523
connoisseur	kennari	trust	0.523
award	verðlaun	trust	0.523
taught	kennt	trust	0.523
adoration	tilbeiðslu	trust	0.523
salutary	heilsa	trust	0.523
captivate	fanga	trust	0.523
liberate	frelsa	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	launþegi	trust	0.523
benedictory	fyrirgefinn	trust	0.523
feeling	tilfinning	trust	0.518
freely	frjálslega	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	Reverie	trust	0.516
organization	skipulag	trust	0.516
framework	ramma	trust	0.516
sentinel	sentinel	trust	0.516
advent	tilkomu	trust	0.516
inform	Tilkynna	trust	0.516
committee	nefndin	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	hugarfar	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	hreif	trust	0.516
formative	myndandi	trust	0.516
tribunal	dómstóll	trust	0.516
association	samtök	trust	0.516
remedy	lækning	trust	0.516
credit	lánsfé	trust	0.516
nobleman	forráðamaður	trust	0.516
predominant	ríkjandi	trust	0.516
measure	mæla	trust	0.516
perpetuity	eilífð	trust	0.516
fully	að fullu	trust	0.516
deserve	verðskulda	trust	0.516
tender	blíður	trust	0.516
pray	biðja	trust	0.516
confession	játning	trust	0.516
management	stjórnun	trust	0.516
volunteer	sjálfboðaliði	trust	0.509
instruct	leiðbeina	trust	0.508
virgin	mey	trust	0.508
constable	Constable	trust	0.508
reward	verðlaun	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	prestur	trust	0.508
policy	stefna	trust	0.508
confessional	confessional	trust	0.508
savor	savor	trust	0.508
custodian	vörsluaðili	trust	0.508
vouch	staðfesta	trust	0.508
tolerance	umburðarlyndi	trust	0.508
unsurpassed	óviðjafnanleg	trust	0.508
venerable	venerable	trust	0.508
forgiving	fyrirgefa	trust	0.508
intact	ósnortinn	trust	0.508
