word	Nepali-ne	emotion	emotion-intensity-score
sue	मुकदमा	sadness	0.318
scarcely	अलिकति	sadness	0.318
mistake	गल्ती	sadness	0.312
committal	committal	sadness	0.312
fatty	फैटी	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	ताल	sadness	0.312
skid	स्किड	sadness	0.312
hamstring	मसला	sadness	0.312
nonsensical	nonsensical	sadness	0.312
ulcer	ulcer	sadness	0.312
defy	दोषी	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	रोक लगाउनुहोस्	sadness	0.312
clouded	clouded	sadness	0.312
evanescence	विचलन	sadness	0.312
conceal	लुकाउनुहोस्	sadness	0.311
blemish	बेवकूफ	sadness	0.310
resisting	प्रतिरोध गर्दै	sadness	0.309
sympathetic	सहानुभूति	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	स्वीकार गर्नुहोस्	sadness	0.303
opium	उकालो	sadness	0.303
alas	alas	sadness	0.302
setback	झ्यालखाना	sadness	0.297
halting	halting	sadness	0.297
incase	यदि	sadness	0.297
inappropriate	अनुचित	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	माइग्र्रेन	sadness	0.297
incompatible	असंगत	sadness	0.297
dull	ढिलो	sadness	0.297
discontinuity	असुविधा	sadness	0.297
wrinkled	झगडा	sadness	0.297
suppress	थिच्नुहोस्	sadness	0.297
weak	कमजोर	sadness	0.297
mislead	mislead	sadness	0.297
subsidence	सबूत	sadness	0.297
hermit	बिहे	sadness	0.296
moving	हिँड्नु	sadness	0.295
shrink	हट्नुहोस्	sadness	0.295
shiver	चिन्ता	sadness	0.291
tramp	ट्रम्प	sadness	0.288
constraint	बाधा	sadness	0.288
unimportant	उल्लेखनीय	sadness	0.288
rubble	मलबे	sadness	0.282
excluding	बाहेक	sadness	0.281
revoke	रद्द गर्नुहोस्	sadness	0.281
negro	negro	sadness	0.281
shortage	कमी	sadness	0.281
wearily	पहिरन	sadness	0.281
grey	खैरो	sadness	0.281
senseless	बेकार	sadness	0.281
overdue	overdue	sadness	0.281
flinch	फ्लोच	sadness	0.281
adverse	प्रतिकूल	sadness	0.281
remove	हटाउनुहोस्	sadness	0.281
grumpy	गन्दा	sadness	0.281
flop	flop	sadness	0.281
scrapie	स्क्रैप	sadness	0.281
confession	सहमति	sadness	0.281
timid	डिसिड	sadness	0.281
down	तल	sadness	0.281
unseat	अज्ञात	sadness	0.281
apathy	बेपत्ता	sadness	0.281
taint	मूर्ख	sadness	0.281
black	कालो	sadness	0.281
knell	knell	sadness	0.275
jurisprudence	न्यायशास्त्र	sadness	0.273
humbled	नम्र	sadness	0.273
confusion	भ्रम	sadness	0.273
soldier	सैनिक	sadness	0.273
throb	ठुलो	sadness	0.273
gray	खैरो	sadness	0.269
obstacle	अवरोध	sadness	0.266
lax	लक्स	sadness	0.266
eternity	अनन्तता	sadness	0.266
leaving	छोडेर	sadness	0.266
unrealistic	अवास्तविक	sadness	0.266
mixedemotions	मिश्रित भावनाहरू	sadness	0.266
slur	खरानी	sadness	0.266
drifted	उभिन्छ	sadness	0.266
remiss	सम्झौता	sadness	0.266
shack	शेक	sadness	0.266
inconvenient	असुविधाजनक	sadness	0.263
restrict	सीमित	sadness	0.259
misrepresentation	गलत	sadness	0.259
stagnant	स्थिर	sadness	0.259
disservice	घृणा गर्नुहोस्	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	जंगल	sadness	0.255
wasteful	बेकार	sadness	0.250
labored	काम गरे	sadness	0.250
uneducated	अपरिचित	sadness	0.250
incomplete	अपूर्ण	sadness	0.250
older	पुरानो	sadness	0.250
speculation	अटकलें	sadness	0.250
undying	undying	sadness	0.250
pine	पाइन	sadness	0.250
tempest	टेस्ट	sadness	0.250
humbug	नम्रता	sadness	0.250
bang	बुबा	sadness	0.250
gullible	भद्र	sadness	0.250
unexplained	अपरिचित	sadness	0.250
communism	communism	sadness	0.250
error	त्रुटि	sadness	0.250
anchorage	लंगर	sadness	0.250
rainyday	वर्षाको दिन	sadness	0.242
demonstrative	प्रदर्शनकारी	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	आवश्यकता	sadness	0.236
boredom	बोरम	sadness	0.235
misty	गलत छ	sadness	0.234
warp	warp	sadness	0.234
trash	रद्दीटोकरी	sadness	0.234
burke	बर्क	sadness	0.234
hollow	खाली	sadness	0.234
void	शून्य	sadness	0.234
healing	उपचार	sadness	0.234
cloudy	बादल	sadness	0.234
blockade	अवरोध	sadness	0.234
depart	प्रस्थान	sadness	0.234
uninteresting	बेवास्ता	sadness	0.234
cancel	रद्द गर्नुहोस्	sadness	0.234
sentence	वाक्य	sadness	0.234
foggy	कुहिरो	sadness	0.234
pale	पीला	sadness	0.234
case	मामला	sadness	0.228
rainy	वर्षा	sadness	0.227
onerous	घृणित	sadness	0.223
bottom	तल	sadness	0.223
uninterested	अप्रत्याशित	sadness	0.223
fasting	उपवास	sadness	0.220
indifference	अपमानजनक	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	तामाङ	sadness	0.219
discolored	विचलित	sadness	0.219
blunder	धम्की	sadness	0.219
thirst	तिर्खा	sadness	0.219
dole	डोल	sadness	0.219
pious	pious	sadness	0.219
cocaine	कोकीन	sadness	0.218
tough	कठिन	sadness	0.212
lower	तल्लो	sadness	0.203
sprain	मर्काइ	sadness	0.203
arid	arid	sadness	0.203
fat	मोटो	sadness	0.203
revolution	क्रान्ति	sadness	0.203
chilly	chilly	sadness	0.203
chargeable	चार्जयोग्य	sadness	0.203
sluggish	सुस्त	sadness	0.203
yucky	yucky	sadness	0.203
hoary	hoary	sadness	0.203
wanting	चाहानुहुन्छ	sadness	0.202
progression	प्रगति	sadness	0.201
closure	बन्द	sadness	0.195
unbeaten	असहमत	sadness	0.193
veal	veal	sadness	0.188
retirement	सेवानिवृत्ति	sadness	0.188
oddity	अजीबता	sadness	0.188
heartfelt	हार्दिक	sadness	0.188
meh	meh	sadness	0.188
invalid	अमान्य	sadness	0.188
tease	छेउ	sadness	0.188
splitting	विभाजित	sadness	0.188
interrupted	अवरोधित	sadness	0.188
rumor	अफवाह	sadness	0.188
cataract	मोती नैतिक	sadness	0.188
rack	र्याक	sadness	0.188
halter	halter	sadness	0.188
cold	चिसो	sadness	0.188
concerned	चिन्तित	sadness	0.184
sarcasm	sarcasm	sadness	0.181
strip	पट्टी	sadness	0.179
esteem	सम्मान	sadness	0.172
feeling	महसुस गर्दै	sadness	0.172
overload	ओवरलोड	sadness	0.172
divided	विभाजित	sadness	0.172
memories	सम्झनाहरू	sadness	0.172
sap	sap	sadness	0.172
eschew	eschew	sadness	0.172
cupping	कपडा	sadness	0.172
destination	गन्तव्य	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	सीमित	sadness	0.167
rain	वर्षा	sadness	0.163
willful	विवेक	sadness	0.160
untitled	शीर्षकहीन	sadness	0.157
weeds	सामालाई	sadness	0.156
stint	stint	sadness	0.156
cross	क्रस	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	snort	sadness	0.154
inconsequential	असंगत	sadness	0.152
procession	प्रसोधन	sadness	0.152
tax	कर	sadness	0.142
lesbian	समलैंगिक	sadness	0.141
emo	emo	sadness	0.141
overpriced	overpriced	sadness	0.141
tolerate	सहन	sadness	0.141
mug	मग	sadness	0.141
weight	वजन	sadness	0.141
touchy	छुट्याउने	sadness	0.140
kennel	केनेल	sadness	0.130
grounded	grounded	sadness	0.130
late	ढिलो	sadness	0.125
theocratic	ईश्वर	sadness	0.125
clouds	बादलहरू	sadness	0.125
terrific	भयानक	sadness	0.125
commemorate	स्मरण गर्नुहोस्	sadness	0.125
meek	मलाई	sadness	0.125
stillness	स्थिरता	sadness	0.125
sisterhood	विस्फोटक	sadness	0.125
socialist	समाजवाद	sadness	0.125
unpaid	अप्रत्यक्ष	sadness	0.125
margin	मार्जिन	sadness	0.125
default	पूर्वनिर्धारित	sadness	0.121
lace	लेस	sadness	0.118
unpublished	अप्रकाशित	sadness	0.116
interested	चासो	sadness	0.114
fortress	किला	sadness	0.110
fleece	ऊन	sadness	0.109
rating	मूल्याङ्कन	sadness	0.109
lush	सुँगुर	sadness	0.109
harry	हैरी	sadness	0.109
priesthood	पूजाहारीपन	sadness	0.109
orchestra	आर्केस्ट्रा	sadness	0.109
ultimate	अंतिम	sadness	0.109
sanctify	पवित्र	sadness	0.108
income	आय	sadness	0.100
sonnet	सोनेट	sadness	0.094
winning	जित्ने	sadness	0.094
quiet	शान्त	sadness	0.094
boo	बू	sadness	0.094
vainly	अहिल्यै	sadness	0.091
wet	गीला	sadness	0.078
hug	गले	sadness	0.078
hut	hut	sadness	0.078
ovation	ताल	sadness	0.078
humble	विनम्र	sadness	0.078
motivating	उत्तेजित	sadness	0.078
opera	ओपेरा	sadness	0.078
treat	उपचार	sadness	0.076
hymn	hymn	sadness	0.064
honest	ईमानदार	sadness	0.062
relics	अवशेष	sadness	0.061
couch	सोफे	sadness	0.060
waffle	waffle	sadness	0.047
shell	शेल	sadness	0.045
musical	संगीत	sadness	0.045
savor	स्वाद	sadness	0.034
vote	मतदान गर्नुहोस्	sadness	0.031
napkin	नैपकिन	sadness	0.031
sing	गाउ	sadness	0.017
music	संगीत	sadness	0.016
mother	आमा	sadness	0.016
nutritious	पौष्टिक	sadness	0.015
lovely	सुन्दर	sadness	0.009
art	कला	sadness	0.000
romance	रोमान्स	sadness	0.000
liquor	रक्सी	sadness	0.000
sweetheart	प्रिय	sadness	0.000
surprise	आश्चर्यचकित	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	विस्फोट	surprise	0.906
explosion	विस्फोट	surprise	0.898
explosive	विस्फोटक	surprise	0.883
ambush	अटूट	surprise	0.883
eruption	विष्फोट	surprise	0.883
frighten	डरलाग्दो	surprise	0.875
startle	सुरुवात	surprise	0.875
surprisingly	छक्क परे	surprise	0.875
shockingly	चम्किलो भई	surprise	0.875
surprising	छक्क परे	surprise	0.867
frightened	डरलाग्दो	surprise	0.867
surprised	छक्क परे	surprise	0.867
thrilling	रोमाञ्चक	surprise	0.859
miracle	चमत्कार	surprise	0.859
outburst	विस्फोट	surprise	0.859
blast	विस्फोट	surprise	0.852
alarm	अलार्म	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	हावा	surprise	0.844
shock	झटका	surprise	0.844
fright	डरलाग्दो	surprise	0.836
bang	बुबा	surprise	0.836
unexpectedly	अप्रत्याशित रूपमा	surprise	0.836
catastrophe	विनाश	surprise	0.836
dazzle	चकलेट	surprise	0.836
emergency	आपतकालीन	surprise	0.828
bewilderment	विनाश	surprise	0.828
suddenly	अचानक	surprise	0.828
startling	सुरुवात	surprise	0.828
astound	अचम्म	surprise	0.820
stunned	बन्द भयो	surprise	0.820
jackpot	खजाना	surprise	0.812
earthquake	भूकंप	surprise	0.812
disaster	प्रकोप	surprise	0.812
astonish	अचम्म	surprise	0.805
astonishment	अचम्म	surprise	0.805
climax	climax	surprise	0.805
aghast	aghast	surprise	0.805
scare	डराउनुहोस्	surprise	0.797
awestruck	विघटन	surprise	0.797
bomb	बम	surprise	0.789
erupt	erupt	surprise	0.789
exclaim	उद्घाटन गर्नुहोस्	surprise	0.789
amazement	चकित	surprise	0.781
detonate	घुमाउनुहोस्	surprise	0.773
alarming	खतरनाक	surprise	0.773
miraculous	चमकदार	surprise	0.773
invade	आक्रमण	surprise	0.773
raid	आक्रमण	surprise	0.773
abduction	अपहरण	surprise	0.773
kidnap	अपहरण	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	भारी	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	अप्रत्याशित	surprise	0.758
unimaginable	असीमित	surprise	0.750
erratic	अनौठो	surprise	0.750
accident	दुर्घटना	surprise	0.750
outrageous	अपमानजनक	surprise	0.750
flinch	फ्लोच	surprise	0.742
blitz	ब्लिट्ज	surprise	0.742
petrify	पेट्रोल	surprise	0.742
slaughter	हत्या	surprise	0.742
horror	डराएर	surprise	0.742
amaze	अजीब	surprise	0.742
bewilder	बिल्डर	surprise	0.742
wreck	झण्डा	surprise	0.742
stupefaction	मूर्खता	surprise	0.734
excitement	उत्तेजना	surprise	0.734
frenetic	उन्मुख	surprise	0.734
frantic	frantic	surprise	0.734
crash	दुर्घटना	surprise	0.734
sudden	अचानक	surprise	0.727
riotous	दंगा	surprise	0.727
vanished	विचलित	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	outcry	surprise	0.727
bewildered	बिग्रिएको	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	सब्जी	surprise	0.719
shriek	shriek	surprise	0.719
breathless	सांसद	surprise	0.719
scream	चिल्लायो	surprise	0.719
manslaughter	हत्यारे	surprise	0.719
rupture	बटुवा	surprise	0.719
unanticipated	अप्रत्याशित	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	अनियमित	surprise	0.711
unexpected	अप्रत्याशित	surprise	0.711
electrify	विद्युतीय	surprise	0.711
stun	चुरोट	surprise	0.711
shot	गोली	surprise	0.711
avalanche	हिमस्खलन	surprise	0.711
gasp	ग्याँस	surprise	0.711
unforeseen	अप्रत्याशित	surprise	0.703
slam	slam	surprise	0.703
surge	सर्ज	surprise	0.703
intruder	घुसाउनुहोस्	surprise	0.703
abrupt	अचानक	surprise	0.703
suspense	suspense	surprise	0.703
devastation	विनाश	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	अस्थिरता	surprise	0.695
excite	उत्तेजित	surprise	0.695
unprecedented	अभूतपूर्व	surprise	0.695
stab	आँसु	surprise	0.695
urgent	तीव्र	surprise	0.695
yell	yell	surprise	0.695
strike	स्ट्राइक	surprise	0.695
disturbance	अशांति	surprise	0.688
carnage	नरसंहार	surprise	0.688
spectacular	शानदार	surprise	0.688
incredible	अविश्वसनीय	surprise	0.688
recklessness	बेरोजगारता	surprise	0.680
slap	थप्पड	surprise	0.680
monstrous	घृणा	surprise	0.680
clamor	clamor	surprise	0.680
thrill	रोमांच	surprise	0.680
accidentally	गल्ती	surprise	0.672
accidental	आकस्मिक	surprise	0.672
striking	हिसाब	surprise	0.672
captivate	पक्राउ	surprise	0.672
exhilaration	उत्साह	surprise	0.672
terrorist	आतंकवाद	surprise	0.672
inexplicable	अयोग्य	surprise	0.672
exciting	रमाइलो	surprise	0.672
topple	माथिल्लो	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ज्वालामुखी	surprise	0.664
revolution	क्रान्ति	surprise	0.664
freakish	पागल	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	विद्रोह	surprise	0.656
sneak	चुरोट	surprise	0.656
unspeakable	अपरिहार्य	surprise	0.656
bloodshed	रक्तपात	surprise	0.656
cyclone	चक्रवात	surprise	0.648
violent	हिंसक	surprise	0.648
disruption	अवरोध	surprise	0.648
spellbound	हिज्जेबाउन्ड	surprise	0.648
unsuspecting	बेवास्ता	surprise	0.648
mutiny	विपरित	surprise	0.648
attacking	आक्रमण गर्दै	surprise	0.648
unintended	अनियमित	surprise	0.648
amazingly	आश्चर्यजनक	surprise	0.648
epidemic	महामारी	surprise	0.648
shout	चिन्ता	surprise	0.641
screech	डराउँदैन	surprise	0.641
wildfire	जंगली फायर	surprise	0.641
indescribable	indescribable	surprise	0.641
enthusiasm	उत्साह	surprise	0.641
excitation	उत्तेजना	surprise	0.641
tumult	ट्युल्ट गर्नुहोस्	surprise	0.641
improvisation	सुधार	surprise	0.641
anomaly	विसंगति	surprise	0.633
apparition	प्रहार	surprise	0.633
treachery	चकलेट	surprise	0.633
presto	presto	surprise	0.633
gape	जीप	surprise	0.633
agape	agape	surprise	0.633
uncertain	अनिश्चित	surprise	0.633
plunder	लन्डन	surprise	0.633
tempest	टेस्ट	surprise	0.625
trick	चाल	surprise	0.625
slaughtering	हत्या	surprise	0.625
wonderment	अचम्म	surprise	0.625
excited	उत्साहित	surprise	0.625
sorcery	जादूगर	surprise	0.625
murderous	हत्यारा	surprise	0.625
urgency	तत्काल	surprise	0.625
distress	संकट	surprise	0.625
mystery	रहस्य	surprise	0.625
trickery	चकलेट	surprise	0.617
intense	तीव्र	surprise	0.617
vanish	हराउनु	surprise	0.617
murder	हत्या	surprise	0.617
quickness	द्रुतता	surprise	0.617
intrusive	घुसपैठ	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	शरारती	surprise	0.617
blindfold	अनुहार	surprise	0.609
coup	कुपोषण	surprise	0.609
splash	splash	surprise	0.609
thief	चोर	surprise	0.609
magical	जादुई	surprise	0.609
unstable	अस्थिर	surprise	0.609
shatter	भाँचिएको छ	surprise	0.609
strangle	अङ्ग्रेजी	surprise	0.609
defy	दोषी	surprise	0.602
deluge	गजल	surprise	0.602
inconceivable	असंगत	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	मूर्ख	surprise	0.602
tackle	टेलले	surprise	0.602
assail	गल्ती	surprise	0.602
betray	धोखा दिनु	surprise	0.602
monstrosity	विवेकता	surprise	0.594
alerts	अलर्टहरू	surprise	0.594
lightning	बिजुली	surprise	0.594
mishap	दुर्घटना	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	मूर्खता	surprise	0.594
mysterious	रहस्यमय	surprise	0.586
paralyzed	विलय	surprise	0.586
randomly	अनियमितता	surprise	0.586
bonus	बोनस	surprise	0.586
deceit	छल	surprise	0.586
wild	जंगली	surprise	0.586
pitfall	खतरा	surprise	0.586
wondrous	अहंकार	surprise	0.586
uncanny	uncanny	surprise	0.586
electric	बिजुली	surprise	0.578
oddity	अजीबता	surprise	0.578
death	मृत्यु	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	देवता	surprise	0.578
stagger	स्टैगर	surprise	0.578
raving	बसाल्दै	surprise	0.578
rejoicing	रमाईलो	surprise	0.578
premature	समयमै	surprise	0.578
fluke	चकित	surprise	0.578
bizarre	विचित्र	surprise	0.578
revenge	बदला	surprise	0.570
dynamic	गतिशील	surprise	0.570
dismay	निराश	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	मनोनयन गर्नुहोस्	surprise	0.562
uncover	उजागर	surprise	0.562
jerk	झटका	surprise	0.562
reward	इनाम	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	पुन: प्रकट गर्नुहोस्	surprise	0.562
whim	व्हीम	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	उज्यालो	surprise	0.547
rescue	उद्धार गर्नु	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	विजेता	surprise	0.547
heroism	वीरतावाद	surprise	0.547
rarity	दुर्लभता	surprise	0.547
ejaculation	भर्जिन	surprise	0.547
daze	डेज	surprise	0.547
unbridled	बेग्लै	surprise	0.547
thwart	थिच्नुहोस्	surprise	0.547
treason	खजाना	surprise	0.539
punch	पंच	surprise	0.539
insult	अपमान	surprise	0.539
lunge	चकलेट	surprise	0.539
illusion	भ्रम	surprise	0.539
lucky	भाग्यशाली	surprise	0.539
interrupt	अवरोध	surprise	0.539
cheer	खुशी छ	surprise	0.539
celebration	उत्सव	surprise	0.539
violation	उल्लङ्घन	surprise	0.539
marvel	मार्वल	surprise	0.539
sensation	अनुभूति	surprise	0.531
fearfully	डरलाग्दो	surprise	0.531
concealed	लुकेको छ	surprise	0.531
banger	बेंजर	surprise	0.531
affront	अनुहार	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	आश्चर्य छ	surprise	0.523
immediacy	तुरुन्तै	surprise	0.523
undiscovered	अज्ञात	surprise	0.523
abandonment	त्याग	surprise	0.523
rejoice	आनन्दित हुनुहोस्	surprise	0.523
improvise	improvise	surprise	0.523
majestic	राजेश	surprise	0.523
scorpion	बिस्कुट	surprise	0.523
victimized	पीडित	surprise	0.523
liberate	मुक्ति	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	चुपचाप	surprise	0.516
tickle	टकटल	surprise	0.516
chance	मौका	surprise	0.516
howl	howl	surprise	0.516
swerve	swerve	surprise	0.508
reflex	रिफ्लेक्स	surprise	0.508
rave	राइभ	surprise	0.508
pop	पप	surprise	0.508
luck	भाग्य	surprise	0.508
magnificent	शानदार	surprise	0.508
transcendence	संक्रमण	surprise	0.508
garish	garish	surprise	0.508
unintentionally	अहिल्यै	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	अत्याधिक	surprise	0.500
marvelous	अद्भुत	surprise	0.500
heroic	नायक	surprise	0.500
remarkable	उल्लेखनीय	surprise	0.500
fainting	बेहोशी	surprise	0.500
slayer	ढोका	surprise	0.500
erotic	कामुक	surprise	0.500
enliven	enliven	surprise	0.500
alertness	सतर्कता	surprise	0.500
misbehavior	दुर्व्यवहारकर्ता	surprise	0.500
embarrassment	शर्मिलापन	surprise	0.500
diversion	विविधता	surprise	0.500
unutterable	अपरिहार्य	surprise	0.492
nab	nab	surprise	0.492
camouflage	छानबीन	surprise	0.492
trump	ट्रम्प	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	जन्मदिन	surprise	0.492
greatness	महानता	surprise	0.492
zeal	जोसिलो	surprise	0.484
prick	prick	surprise	0.484
magician	जादूगर	surprise	0.484
underestimate	कम	surprise	0.484
horde	horde	surprise	0.484
fanfare	फायरफेयर	surprise	0.484
inexpressible	अन्नपूर्ण	surprise	0.484
daemon	डेमन	surprise	0.484
variable	चर	surprise	0.484
curiosity	जिज्ञासा	surprise	0.484
gawk	गक	surprise	0.477
unguarded	गजल	surprise	0.477
chicane	चुसी	surprise	0.477
fortune	भाग्य	surprise	0.477
sneeze	स्नज गर्नुहोस्	surprise	0.477
illumination	रोशनी	surprise	0.477
incident	घटना	surprise	0.477
dreadfully	डरलाग्दो	surprise	0.477
strange	अजीब	surprise	0.477
subversive	विपरित	surprise	0.477
reversal	उल्टो	surprise	0.469
prowl	prowl	surprise	0.469
rapid	छिटो	surprise	0.469
leery	छिटो	surprise	0.469
wizard	जादूगर	surprise	0.469
coincidence	संयोग	surprise	0.461
hilarious	उल्लङ्घन	surprise	0.461
divergent	विभेद	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ब्रेक	surprise	0.461
slip	पर्ची	surprise	0.461
wonderful	अचम्म	surprise	0.453
hoax	hoax	surprise	0.453
winning	जित्ने	surprise	0.453
overestimate	ओभरटेट	surprise	0.453
confession	सहमति	surprise	0.453
ordeal	ओडल	surprise	0.453
evanescence	विचलन	surprise	0.453
merriment	merriment	surprise	0.453
raffle	रफ	surprise	0.453
stound	घाउ	surprise	0.445
laughter	हँसिलो	surprise	0.445
enthusiast	उत्साही	surprise	0.445
splendid	शानदार	surprise	0.445
feat	feat	surprise	0.445
perchance	धारणा	surprise	0.445
excel	एक्सेल	surprise	0.445
gambling	जुवा	surprise	0.445
unintentional	अनियमित	surprise	0.438
brighten	उज्ज्वल	surprise	0.438
changeable	परिवर्तनीय	surprise	0.438
rapt	rapt	surprise	0.438
unique	अद्वितीय	surprise	0.438
splendor	स्प्रिन्डर	surprise	0.438
senseless	बेकार	surprise	0.438
gift	उपहार	surprise	0.430
fascination	आकर्षण	surprise	0.430
trepidation	खराबी	surprise	0.430
stealthy	चुपचाप	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	प्रसन्न भयो	surprise	0.430
lawsuit	मुकदमा	surprise	0.430
intrigue	साजिश	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	मौलिकता	surprise	0.422
riddle	पहेली	surprise	0.422
judgment	निर्णय	surprise	0.422
enchant	संलग्न	surprise	0.422
stealth	चुपचाप	surprise	0.422
veracity	सत्यता	surprise	0.414
elusive	व्यासकीय	surprise	0.414
perjury	चोट	surprise	0.414
spirits	आत्माहरू	surprise	0.414
liberation	मुक्ति	surprise	0.414
illegitimate	illegitimate	surprise	0.414
syncope	सिंक	surprise	0.414
experiment	परिक्षण	surprise	0.414
gambler	जुआ	surprise	0.406
eager	उत्सुक	surprise	0.406
inspired	प्रेरित	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	प्रशंसा	surprise	0.406
allure	अलौकिक	surprise	0.406
parade	परेड	surprise	0.406
princely	प्रिंसिपल	surprise	0.398
divorce	तलाक	surprise	0.398
guess	अनुमान लगाउनुहोस्	surprise	0.398
burlesque	Burlesque	surprise	0.398
secrecy	गोपनीयता	surprise	0.398
aspiration	आशिष्	surprise	0.391
peri	peri	surprise	0.391
cheerful	हँसमुख	surprise	0.391
hermaphrodite	हेरफेरोडाइट	surprise	0.391
supremacy	सर्वोच्चता	surprise	0.391
incontinence	असामान्य	surprise	0.391
inheritance	विरासत	surprise	0.383
score	स्कोर	surprise	0.383
lose	हराउनु	surprise	0.383
crowning	कुकुर	surprise	0.383
buck	अनुहार	surprise	0.383
praiseworthy	प्रशंसनीय	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	रहस्यमय	surprise	0.375
succeed	सफल	surprise	0.375
advance	अग्रिम	surprise	0.375
sparkle	चमक	surprise	0.367
hope	आशा छ	surprise	0.367
joker	जोकर	surprise	0.367
sensual	कामुक	surprise	0.367
excavation	उत्खनन	surprise	0.367
feeling	महसुस गर्दै	surprise	0.359
entertainment	मनोरञ्जन	surprise	0.359
clown	जोडे	surprise	0.352
newcomer	नयाँ टिप्पणी	surprise	0.352
modify	परिमार्जन गर्नुहोस्	surprise	0.352
award	पुरस्कार	surprise	0.352
blessings	आशिष्	surprise	0.352
postponement	विमोचन	surprise	0.352
obit	ओबामा	surprise	0.352
celebrity	सेलिब्रेटी	surprise	0.344
hero	नायक	surprise	0.344
start	सुरू गर्नुहोस्	surprise	0.344
wonderfully	अचम्म	surprise	0.344
highest	उच्च	surprise	0.344
proficiency	प्रवीणता	surprise	0.344
glorify	महिमा	surprise	0.344
unbeaten	असहमत	surprise	0.336
memorable	यादगार	surprise	0.336
sanctify	पवित्र	surprise	0.336
rekindle	पुनरुत्थान	surprise	0.336
optimism	आशावाद	surprise	0.336
warned	चेतावनी दिए	surprise	0.336
prodigious	एकातिर	surprise	0.336
dissolution	विघटन	surprise	0.336
grin	पीडा	surprise	0.336
admiration	प्रशंसा	surprise	0.328
hypertrophy	हाइपरट्रोफी	surprise	0.328
present	वर्तमान	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	परी	surprise	0.320
examination	परीक्षा	surprise	0.320
catch	पकड	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	स्वतन्त्रता	surprise	0.312
kiss	चुम्बन गर्नुहोस्	surprise	0.312
embrace	गम्भीर	surprise	0.312
occasional	कहिलेकाहीं	surprise	0.312
treat	उपचार	surprise	0.312
saint	संत	surprise	0.312
scrimmage	चिन्ता	surprise	0.312
dismissal	खारेज	surprise	0.312
perfection	पूर्णता	surprise	0.305
generosity	उदारता	surprise	0.305
gratify	कृतज्ञता	surprise	0.305
saintly	saintly	surprise	0.305
sally	साली	surprise	0.305
polarity	polarity	surprise	0.297
finally	अन्तमा	surprise	0.297
differently	फरक	surprise	0.297
palpable	झलक	surprise	0.297
warn	चेतावनी दिनुहोस्	surprise	0.297
ceremony	समारोह	surprise	0.297
larger	ठूलो	surprise	0.297
favorable	अनुकूल	surprise	0.297
romance	रोमान्स	surprise	0.289
medal	पदक	surprise	0.289
