word	Gujarati-gu	emotion	emotion-intensity-score
fanfare	ધામધૂમપૂર્વક	surprise	0.484
inexpressible	અવર્ણનીય	surprise	0.484
daemon	ડિમન	surprise	0.484
variable	ચલ	surprise	0.484
curiosity	જિજ્ઞાસા	surprise	0.484
gawk	ગોક	surprise	0.477
unguarded	બિનગાર્દિક	surprise	0.477
chicane	ચિકેન	surprise	0.477
fortune	નસીબ	surprise	0.477
sneeze	છીંકવું	surprise	0.477
illumination	પ્રકાશ	surprise	0.477
incident	ઘટના	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	વિચિત્ર	surprise	0.477
subversive	વિધ્વંસક	surprise	0.477
reversal	રિવર્સલ	surprise	0.469
prowl	ચોરી	surprise	0.469
rapid	ઝડપી	surprise	0.469
leery	લીઝરી	surprise	0.469
wizard	વિઝાર્ડ	surprise	0.469
coincidence	સંયોગ	surprise	0.461
hilarious	આનંદી	surprise	0.461
divergent	જુદીજુદી	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	વિરામ	surprise	0.461
slip	કાપલી	surprise	0.461
wonderful	અદ્ભુત	surprise	0.453
hoax	હોક્સ	surprise	0.453
winning	વિજેતા	surprise	0.453
overestimate	વધુ પડતો અંદાજ	surprise	0.453
confession	કબૂલાત	surprise	0.453
ordeal	અગ્નિ પરીક્ષા	surprise	0.453
evanescence	સૂચિતાર્થ	surprise	0.453
merriment	મોજમજા	surprise	0.453
raffle	ચિઠ્ઠીઓ નાખીને વેચવું	surprise	0.453
stound	સખત	surprise	0.445
laughter	હાસ્ય	surprise	0.445
enthusiast	ઉત્સાહી	surprise	0.445
splendid	ભવ્ય	surprise	0.445
feat	પરાક્રમ	surprise	0.445
perchance	પર્ચેન્સ	surprise	0.445
excel	એક્સેલ	surprise	0.445
gambling	જુગાર	surprise	0.445
unintentional	અજાણતા	surprise	0.438
brighten	હરખાવું	surprise	0.438
changeable	ફેરફારવાળા	surprise	0.438
rapt	સત્કાર	surprise	0.438
unique	અનન્ય	surprise	0.438
splendor	વૈભવ	surprise	0.438
senseless	મૂર્ખ	surprise	0.438
gift	ભેટ	surprise	0.430
fascination	આકર્ષણ	surprise	0.430
trepidation	ગભરાટ	surprise	0.430
stealthy	ચોરી	surprise	0.430
fiesta	ફિયેસ્ટા	surprise	0.430
delighted	આનંદ	surprise	0.430
lawsuit	મુકદ્દમો	surprise	0.430
intrigue	ષડયંત્ર	surprise	0.430
quicksilver	ઝડપી બોલી	surprise	0.422
originality	મૌલિક્તા	surprise	0.422
riddle	કોયડો	surprise	0.422
judgment	ચુકાદો	surprise	0.422
enchant	મોહિત કરવું	surprise	0.422
stealth	સ્ટીલ્થ	surprise	0.422
veracity	સચ્ચાઈ	surprise	0.414
elusive	પ્રપંચી	surprise	0.414
perjury	ખોટી જુબાની	surprise	0.414
spirits	આત્માઓ	surprise	0.414
liberation	મુક્તિ	surprise	0.414
illegitimate	ગેરકાયદેસર	surprise	0.414
syncope	સિંકોપ	surprise	0.414
experiment	પ્રયોગ	surprise	0.414
gambler	જુગારી	surprise	0.406
eager	આતુર	surprise	0.406
inspired	પ્રેરિત	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	અભિવાદન	surprise	0.406
allure	આકર્ષવું	surprise	0.406
parade	પરેડ	surprise	0.406
princely	રજવાડું	surprise	0.398
divorce	છૂટાછેડા	surprise	0.398
guess	અનુમાન કરો	surprise	0.398
burlesque	મનોરંજક	surprise	0.398
secrecy	ગુપ્તતા	surprise	0.398
aspiration	મહાપ્રાણ	surprise	0.391
peri	પેરિ	surprise	0.391
cheerful	ખુશખુશાલ	surprise	0.391
hermaphrodite	હર્મેપ્રફોડીઇટ	surprise	0.391
supremacy	સર્વોચ્ચતા	surprise	0.391
incontinence	અસંયમ	surprise	0.391
inheritance	વારસા	surprise	0.383
score	સ્કોર	surprise	0.383
lose	ગુમાવો	surprise	0.383
crowning	મુગટ	surprise	0.383
buck	હરણ	surprise	0.383
praiseworthy	પ્રશંસનીય	surprise	0.383
cadaver	શરદી	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	ગલપ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	રહસ્યવાદી	surprise	0.375
succeed	સફળ થવું	surprise	0.375
advance	અગાઉથી	surprise	0.375
sparkle	સ્પાર્કલ	surprise	0.367
hope	આશા	surprise	0.367
joker	જોકર	surprise	0.367
sensual	વિષયાસક્ત	surprise	0.367
excavation	ખોદકામ	surprise	0.367
feeling	લાગણી	surprise	0.359
entertainment	મનોરંજન	surprise	0.359
clown	રંગલો	surprise	0.352
newcomer	નવા આવેલા	surprise	0.352
modify	સુધારો	surprise	0.352
award	એવોર્ડ	surprise	0.352
blessings	આશીર્વાદ	surprise	0.352
postponement	મુલતવી	surprise	0.352
obit	ઓબિટ	surprise	0.352
celebrity	સેલિબ્રિટી	surprise	0.344
hero	હીરો	surprise	0.344
start	શરૂઆત	surprise	0.344
wonderfully	અદ્ભૂત	surprise	0.344
highest	સૌથી વધુ	surprise	0.344
proficiency	પ્રાવીણ્ય	surprise	0.344
glorify	ભવ્યતા	surprise	0.344
unbeaten	અણનમ	surprise	0.336
memorable	યાદગાર	surprise	0.336
sanctify	શુદ્ધ કરવું	surprise	0.336
rekindle	ફરી સળગાવવું	surprise	0.336
optimism	આશાવાદ	surprise	0.336
warned	ચેતવણી આપી	surprise	0.336
prodigious	પ્રચુર	surprise	0.336
dissolution	વિસર્જન	surprise	0.336
grin	સ્મિત	surprise	0.336
admiration	પ્રશંસા	surprise	0.328
hypertrophy	હાયપરટ્રોફી	surprise	0.328
present	હાજર	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	દેવદૂત	surprise	0.320
examination	પરીક્ષા	surprise	0.320
catch	પકડી	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ચેનચાળા	surprise	0.312
puma	પુમા	surprise	0.312
liberty	સ્વાતંત્ર્ય	surprise	0.312
kiss	ચુંબન	surprise	0.312
embrace	આલિંગવું	surprise	0.312
occasional	પ્રસંગોપાત	surprise	0.312
treat	સારવાર	surprise	0.312
saint	સંત	surprise	0.312
scrimmage	અવ્યવસ્થા	surprise	0.312
dismissal	બરતરફી	surprise	0.312
perfection	પૂર્ણતા	surprise	0.305
generosity	ઉદારતા	surprise	0.305
gratify	પ્રસન્ન કરવું	surprise	0.305
saintly	સંતુલિત	surprise	0.305
sally	સેલી	surprise	0.305
polarity	ધ્રુવીકરણ	surprise	0.297
finally	આખરે	surprise	0.297
differently	અલગ રીતે	surprise	0.297
palpable	સુસ્પષ્ટ	surprise	0.297
warn	ચેતવણી	surprise	0.297
ceremony	વિધિ	surprise	0.297
larger	મોટા	surprise	0.297
favorable	અનુકૂળ	surprise	0.297
romance	રોમાંસ	surprise	0.289
medal	ચંદ્રક	surprise	0.289
inviting	આમંત્રણ	surprise	0.289
greeting	અભિવાદન	surprise	0.289
candid	નિખાલસ	surprise	0.281
resignation	રાજીનામું	surprise	0.281
trip	સફર	surprise	0.281
accolade	પ્રશંસા	surprise	0.281
labor	કામદાર	surprise	0.281
stare	નિસ્તેજ	surprise	0.273
glimmer	ઝાંખો અસ્થિર પ્રકાશ	surprise	0.266
invite	આમંત્રિત	surprise	0.266
somatic	શારીરિક	surprise	0.266
admire	પ્રશંસક	surprise	0.266
immerse	નિમજ્જન	surprise	0.266
festival	તહેવાર	surprise	0.266
mimicry	મિમિક્રી	surprise	0.266
compensate	વળતર	surprise	0.266
insolvency	નાદારી	surprise	0.266
playful	રમતિયાળ	surprise	0.266
complement	પૂરક	surprise	0.258
receiving	પ્રાપ્ત	surprise	0.258
hypothesis	પૂર્વધારણા	surprise	0.258
laugh	હસવું	surprise	0.258
chuckle	મજાક	surprise	0.258
honeymoon	હનીમૂન	surprise	0.250
marry	લગ્ન કરો	surprise	0.242
independence	સ્વતંત્રતા	surprise	0.242
opera	ઑપેરા	surprise	0.242
pleasant	સુખદ	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	મૂલ્યાંકન	surprise	0.234
hopeful	આશાવાદી	surprise	0.234
trophy	ટ્રોફી	surprise	0.234
holiness	પવિત્રતા	surprise	0.234
chant	ગીત	surprise	0.234
leave	રજા	surprise	0.234
procession	સરઘસ	surprise	0.227
placard	પ્લેકાર્ડ	surprise	0.227
deal	સોદો	surprise	0.227
cherish	વળગવું	surprise	0.219
good	સારું	surprise	0.219
shopping	શોપિંગ	surprise	0.219
musical	સંગીતવાદ્યો	surprise	0.219
shell	શેલ	surprise	0.211
dawn	પરોઢ	surprise	0.211
simplify	સરળ બનાવવું	surprise	0.211
purity	શુદ્ધતા	surprise	0.203
nullify	અણગમો	surprise	0.203
money	મની	surprise	0.203
sweet	મીઠી	surprise	0.203
morals	નૈતિકતા	surprise	0.203
synchronize	સુમેળ કરો	surprise	0.195
preservative	પ્રિઝર્વેટિવ	surprise	0.195
humanitarian	માનવતાવાદી	surprise	0.195
unfulfilled	પૂર્ણ થઈ નથી	surprise	0.195
precious	કિંમતી	surprise	0.195
obliging	ફરજિયાત	surprise	0.188
singularly	વિલક્ષણ રીતે	surprise	0.188
foresee	અગમચેતી રાખવી	surprise	0.180
pray	પ્રાર્થના કરો	surprise	0.180
graduation	ગ્રેજ્યુએશન	surprise	0.180
lovely	અતિસુંદર	surprise	0.180
sun	સૂર્ય	surprise	0.172
art	કલા	surprise	0.172
mouth	મોં	surprise	0.172
youth	યુવાનો	surprise	0.172
thirst	તરસ	surprise	0.172
young	યુવાન	surprise	0.164
goodness	દેવતા	surprise	0.164
overdue	મુદતવીતી	surprise	0.156
visor	મુખવટો	surprise	0.156
practiced	પ્રેક્ટિસ	surprise	0.156
latent	સુપ્ત	surprise	0.156
loyal	વફાદાર	surprise	0.148
expect	અપેક્ષા	surprise	0.148
destination	ગંતવ્ય	surprise	0.148
wireless	વાયરલેસ	surprise	0.148
quote	ક્વોટ	surprise	0.141
slush	slush	surprise	0.141
infant	શિશુ	surprise	0.141
cream	ક્રીમ	surprise	0.141
playground	રમતનું મેદાન	surprise	0.133
organization	સંસ્થા	surprise	0.125
teach	શીખવો	surprise	0.125
vote	મત આપો	surprise	0.125
smile	સ્મિત	surprise	0.117
weight	વજન	surprise	0.117
dolphin	ડોલ્ફીન	surprise	0.117
sisterhood	બહેનત્વ	surprise	0.109
cable	કેબલ	surprise	0.109
sunny	સની	surprise	0.102
steady	સ્થિર	surprise	0.094
leisure	લેઝર	surprise	0.086
peaceful	શાંતિપૂર્ણ	surprise	0.086
spa	સ્પા	surprise	0.086
tree	વૃક્ષ	surprise	0.078
picnic	પિકનીક	surprise	0.078
worm	કૃમિ	surprise	0.055
truthfulness	સત્યનિષ્ઠા	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	વિશ્વસનીય	trust	0.867
honest	પ્રામાણિક	trust	0.844
honesty	પ્રમાણિક્તા	trust	0.844
honor	સન્માન	trust	0.844
truth	સત્ય	trust	0.844
truthful	સાચું	trust	0.836
trusting	ટ્રસ્ટિંગ	trust	0.836
brotherhood	ભાઈચારા	trust	0.820
entrust	સોંપવું	trust	0.812
committed	પ્રતિબદ્ધ	trust	0.805
integrity	પ્રામાણિકતા	trust	0.805
loyalty	વફાદારી	trust	0.805
honorable	માનનીય	trust	0.805
credibility	વિશ્વસનીયતા	trust	0.805
trust	વિશ્વાસ	trust	0.805
faithful	વફાદાર	trust	0.797
sincere	નિષ્ઠાવાન	trust	0.797
responsible	જવાબદાર	trust	0.789
partnership	ભાગીદારી	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	શાણપણ	trust	0.789
oath	શપથ	trust	0.781
verification	ચકાસણી	trust	0.781
vow	પ્રતિજ્ઞા	trust	0.781
cooperative	સહકારી	trust	0.781
respectable	આદરણીય	trust	0.773
credible	વિશ્વસનીય	trust	0.773
hero	હીરો	trust	0.773
sisterhood	બહેનત્વ	trust	0.773
promise	વચન	trust	0.773
verified	ચકાસણી	trust	0.773
qualified	લાયક	trust	0.766
respected	આદરણીય	trust	0.766
authentication	પ્રમાણીકરણ	trust	0.766
compassion	કરુણા	trust	0.759
reputable	પ્રતિષ્ઠિત	trust	0.758
safekeeping	સલામત	trust	0.758
reliability	વિશ્વસનીયતા	trust	0.758
moral	નૈતિક	trust	0.758
love	પ્રેમ	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	મંજૂરી	trust	0.758
stable	સ્થિર	trust	0.750
friend	મિત્ર	trust	0.750
genuine	વાસ્તવિક	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	યોગ્યતા	trust	0.750
loyal	વફાદાર	trust	0.750
ally	સાથી	trust	0.750
safeguard	સલામત	trust	0.750
companion	સાથી	trust	0.750
advised	સલાહ આપી	trust	0.750
authentic	અધિકૃત	trust	0.750
respect	આદર	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	સ્વતંત્રતા	trust	0.742
proven	સાબિત	trust	0.742
respects	આદર	trust	0.742
faith	વિશ્વાસ	trust	0.742
wholesome	તંદુરસ્ત	trust	0.742
heartfelt	ખરા દિલનું	trust	0.734
unification	એકીકરણ	trust	0.734
protecting	રક્ષણ	trust	0.734
reassurance	પુનર્વીમો	trust	0.734
admirable	પ્રશંસનીય	trust	0.734
trustee	ટ્રસ્ટી	trust	0.734
supporter	ટેકેદાર	trust	0.734
confirmation	પુષ્ટિ	trust	0.734
respectful	આદરણીય	trust	0.734
alliance	જોડાણ	trust	0.727
equality	સમાનતા	trust	0.727
friendship	મિત્રતા	trust	0.727
agreement	કરાર	trust	0.727
fact	હકીકત	trust	0.727
confident	વિશ્વાસ	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	માનતા	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	શ્રેષ્ઠતા	trust	0.727
credential	ઓળખપત્ર	trust	0.727
closeness	નિકટતા	trust	0.719
authenticate	પ્રમાણિત કરો	trust	0.719
intelligence	બુદ્ધિ	trust	0.719
virtue	સદ્ગુણ	trust	0.719
honored	સન્માનિત	trust	0.719
virtuous	સદાચારી	trust	0.719
kindred	સમાન	trust	0.719
charitable	સખાવતી	trust	0.711
dedication	સમર્પણ	trust	0.711
guarantee	ગેરંટી	trust	0.711
cooperation	સહકાર	trust	0.711
creditable	પ્રતિષ્ઠિત	trust	0.711
consistency	સુસંગતતા	trust	0.711
allegiance	નિષ્ઠા	trust	0.711
cooperating	સહકાર	trust	0.711
straightforward	સીધું	trust	0.711
determination	નિર્ણય	trust	0.711
justice	ન્યાય	trust	0.711
sanctuary	અભયારણ્ય	trust	0.703
nurture	કુદરત	trust	0.703
innocent	નિર્દોષ	trust	0.703
admire	પ્રશંસક	trust	0.703
assurance	ખાતરી	trust	0.703
morality	નૈતિકતા	trust	0.703
prepared	તૈયાર	trust	0.703
friendliness	મિત્રતા	trust	0.703
reliable	વિશ્વસનીય	trust	0.703
mentor	માર્ગદર્શક	trust	0.703
guardianship	વાલીપણું	trust	0.703
fulfilled	પૂર્ણ	trust	0.703
reverence	આદર	trust	0.703
proof	સાબિતી	trust	0.703
admiration	પ્રશંસા	trust	0.703
mother	માતા	trust	0.703
protected	સુરક્ષિત	trust	0.703
motherhood	માતાની	trust	0.703
marriage	લગ્ન	trust	0.695
skillful	કુશળ	trust	0.695
indestructible	અવિનાશી	trust	0.695
guardian	વાલી	trust	0.695
accountable	જવાબદાર	trust	0.695
courage	હિંમત	trust	0.695
bodyguard	અંગરક્ષક	trust	0.695
agreeable	અનુકૂળ	trust	0.695
scientist	વૈજ્ઞાનિક	trust	0.695
allied	સાથી	trust	0.695
compassionate	દયાળુ	trust	0.695
humanitarian	માનવતાવાદી	trust	0.695
approving	મંજૂરી	trust	0.695
united	સંયુક્ત	trust	0.695
pact	સંધિ	trust	0.695
certified	પ્રમાણિત	trust	0.695
morals	નૈતિકતા	trust	0.695
esteem	સન્માન	trust	0.688
secure	સુરક્ષિત	trust	0.688
perfection	પૂર્ણતા	trust	0.688
guidance	માર્ગદર્શન	trust	0.688
competent	સક્ષમ	trust	0.688
authenticity	અધિકૃતતા	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	ન્યાયી	trust	0.688
humanity	માનવતા	trust	0.688
solidity	ઘનતા	trust	0.688
adviser	સલાહકાર	trust	0.688
pledge	પ્રતિજ્ઞા	trust	0.688
believed	માનવામાં	trust	0.688
understanding	સમજવુ	trust	0.688
monogamy	એક લગ્ન સમારંભ	trust	0.688
expertise	કુશળતા	trust	0.680
diplomatic	રાજદ્વારી	trust	0.680
confidential	ગોપનીય	trust	0.680
hope	આશા	trust	0.680
protector	રક્ષક	trust	0.680
agreeing	સંમત થવું	trust	0.680
diligence	ખંત	trust	0.680
official	અધિકારી	trust	0.680
affirm	પ્રતિજ્ઞા	trust	0.680
indivisible	અવિભાજ્ય	trust	0.680
grandfather	દાદા	trust	0.680
humble	નમ્ર	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	સમર્થન	trust	0.680
elders	વડીલો	trust	0.680
goodness	દેવતા	trust	0.680
commendable	પ્રશંસનીય	trust	0.680
inspire	પ્રેરણા	trust	0.680
approve	મંજૂર	trust	0.680
confide	વિશ્વાસ કરવો	trust	0.680
professional	વ્યાવસાયિક	trust	0.680
familiarity	પારિવારિકતા	trust	0.680
leader	નેતા	trust	0.680
confirmed	પુષ્ટિ	trust	0.680
acceptance	સ્વીકૃતિ	trust	0.680
benevolence	ઉદારતા	trust	0.672
dignity	પ્રતિષ્ઠા	trust	0.672
harmoniously	શાંતિથી	trust	0.672
mastery	નિપુણતા	trust	0.672
unwavering	અવિશ્વસનીય	trust	0.672
accredited	અધિકૃત	trust	0.672
healing	રૂઝ	trust	0.672
encyclopedia	જ્ઞાનકોશ	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	શુદ્ધ કરવું	trust	0.672
cohesive	એકીકૃત	trust	0.672
covenant	કરાર	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	નિર્દોષ	trust	0.672
safe	સલામત	trust	0.672
intelligent	બુદ્ધિશાળી	trust	0.672
merit	ગુણવત્તા	trust	0.664
impeccable	દોષરહિત	trust	0.664
affirmatively	પ્રતિજ્ઞાપૂર્વક	trust	0.664
spiritual	આધ્યાત્મિક	trust	0.664
advocate	વકીલ	trust	0.664
team	ટીમ	trust	0.664
heroic	પરાક્રમી	trust	0.664
communicate	વાતચીત	trust	0.664
disciple	શિષ્ય	trust	0.664
expert	નિષ્ણાત	trust	0.664
proficient	નિપુણ	trust	0.664
specialist	નિષ્ણાત	trust	0.664
ambassador	રાજદૂત	trust	0.664
accept	સ્વીકારવું	trust	0.664
attestation	પ્રમાણપત્ર	trust	0.664
supporting	સહાયક	trust	0.664
reliance	નિર્ભરતા	trust	0.664
authority	સત્તા	trust	0.664
accountability	જવાબદારી	trust	0.664
guidebook	માર્ગદર્શિકા	trust	0.664
fulfillment	પરિપૂર્ણતા	trust	0.664
strengthening	મજબૂત	trust	0.661
familiar	પરિચિત	trust	0.656
facts	હકીકતો	trust	0.656
achieve	હાંસલ	trust	0.656
warranty	વોરંટી	trust	0.656
structure	માળખું	trust	0.656
steadfast	અડગ	trust	0.656
favorable	અનુકૂળ	trust	0.656
counsel	સલાહકાર	trust	0.656
relationship	સંબંધ	trust	0.656
scientific	વૈજ્ઞાનિક	trust	0.656
gentleman	સજ્જન	trust	0.656
strength	તાકાત	trust	0.656
elder	વડીલ	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	પવિત્રતા	trust	0.656
excellent	ઉત્તમ	trust	0.656
proficiency	પ્રાવીણ્ય	trust	0.656
constancy	સ્થિરતા	trust	0.656
defended	બચાવ	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	આધાર રાખે છે	trust	0.648
heroism	હિંમત	trust	0.648
peaceful	શાંતિપૂર્ણ	trust	0.648
competency	યોગ્યતા	trust	0.648
assuredly	નિશ્ચિતપણે	trust	0.648
brother	ભાઈ	trust	0.648
counselor	કાઉન્સેલર	trust	0.648
successful	સફળ	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	રક્ષણાત્મક	trust	0.648
saint	સંત	trust	0.648
harmony	સંવાદિતા	trust	0.648
matrimony	લગ્ન	trust	0.648
noble	ઉમદા	trust	0.648
inspiration	પ્રેરણા	trust	0.648
academic	શૈક્ષણિક	trust	0.648
assist	સહાય કરો	trust	0.648
agreed	સંમત થયા	trust	0.648
uphold	સમર્થન	trust	0.648
comrade	સાથી	trust	0.648
lovable	પ્રેમાળ	trust	0.648
advisable	સલાહભર્યું	trust	0.648
solidarity	એકતા	trust	0.648
worthy	લાયક	trust	0.643
durability	ટકાઉપણું	trust	0.641
coexist	સહઅસ્તિત્વ ધરાવે છે	trust	0.641
assure	ખાતરી કરો	trust	0.641
establish	સ્થાપિત કરો	trust	0.641
benefactor	શુભેચ્છક	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	અગ્રણી	trust	0.641
loving	પ્રેમાળ	trust	0.641
teacher	શિક્ષક	trust	0.641
judiciary	ન્યાયતંત્ર	trust	0.641
conscientious	પ્રમાણિક	trust	0.641
confidence	આત્મવિશ્વાસ	trust	0.641
lawful	કાયદેસર	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	વિધિવત	trust	0.641
champion	ચેમ્પિયન	trust	0.641
unity	એકતા	trust	0.641
legal	કાનૂની	trust	0.641
kind	પ્રકારની	trust	0.641
credence	વિશ્વાસ	trust	0.641
real	વાસ્તવિક	trust	0.641
doctor	ડૉક્ટર	trust	0.641
intimate	ઘનિષ્ઠ	trust	0.634
hopeful	આશાવાદી	trust	0.633
fortitude	મનોબળતા	trust	0.633
physician	ફિઝિશિયન	trust	0.633
brotherly	ભાઈચારો	trust	0.633
aspiration	મહાપ્રાણ	trust	0.633
convincing	શ્રદ્ધેય	trust	0.633
sanctification	પવિત્રતા	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	અંજલિ	trust	0.633
courageous	હિંમતવાન	trust	0.633
soundness	સુગમતા	trust	0.633
legitimacy	કાયદેસરતા	trust	0.633
endorse	સમર્થન	trust	0.633
fidelity	વફાદારી	trust	0.633
bless	આશીર્વાદ	trust	0.633
judicial	અદાલતી	trust	0.633
important	મહત્વપૂર્ણ	trust	0.633
saintly	સંતુલિત	trust	0.633
conscience	અંતરાત્મા	trust	0.633
therapeutic	ઉપચારાત્મક	trust	0.633
authorize	અધિકૃત કરો	trust	0.633
devotional	ભક્તિમય	trust	0.633
practiced	પ્રેક્ટિસ	trust	0.633
backbone	બેકબોન	trust	0.633
approved	મંજૂર	trust	0.633
evident	સ્પષ્ટ	trust	0.625
encourage	પ્રોત્સાહિત કરો	trust	0.625
caretaker	રખેવાળ	trust	0.625
regard	સંદર્ભે	trust	0.625
angel	દેવદૂત	trust	0.625
engaged	રોકાયેલા	trust	0.625
blessing	આશીર્વાદ	trust	0.625
professorship	પ્રોફેસરશિપ	trust	0.625
majestic	ભવ્ય	trust	0.625
communication	સંચાર	trust	0.625
purify	શુદ્ધ કરવું	trust	0.625
authorization	અધિકૃતતા	trust	0.625
wonderful	અદ્ભુત	trust	0.625
achievement	સિદ્ધિ	trust	0.625
fireman	ફાયરમેન	trust	0.625
certify	પ્રમાણિત કરો	trust	0.625
civilized	સુસંસ્કૃત	trust	0.625
profound	ગહન	trust	0.625
accurate	સચોટ	trust	0.625
assured	ખાતરીપૂર્વક	trust	0.625
positivity	હકારાત્મકતા	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	સારું	trust	0.617
absolution	ગેરવસૂલી	trust	0.617
commend	પ્રશંસા કરો	trust	0.617
cherish	વળગવું	trust	0.617
fundamental	મૂળભૂત	trust	0.617
advice	સલાહ	trust	0.617
objective	હેતુ	trust	0.617
optimism	આશાવાદ	trust	0.617
testament	વસિયતનામું	trust	0.617
qualities	ગુણો	trust	0.617
haven	હેવન	trust	0.617
heroine	નાયિકા	trust	0.617
constantly	સતત	trust	0.617
appreciation	પ્રશંસા	trust	0.617
triumphant	વિજયી	trust	0.617
accord	સમજૂતી	trust	0.617
reassure	ખાતરી કરો	trust	0.617
truce	યુદ્ધવિરામ	trust	0.617
thoughtful	વિચારશીલ	trust	0.617
teach	શીખવો	trust	0.617
god	ભગવાન	trust	0.617
corroborate	સમર્થન આપવું	trust	0.617
believer	આસ્તિક	trust	0.617
unimpeachable	અવિભાજ્ય	trust	0.617
surety	જામીન	trust	0.617
attentive	સચેત	trust	0.617
gospel	ગોસ્પેલ	trust	0.617
bedrock	બેડરોક	trust	0.617
approvement	મંજૂરી	trust	0.617
planning	આયોજન	trust	0.617
rational	વ્યાજબી	trust	0.617
passionate	જુસ્સાદાર	trust	0.617
happy	ખુશ	trust	0.609
babysitter	નેની	trust	0.609
brilliant	તેજસ્વી	trust	0.609
praise	પ્રશંસા	trust	0.609
definitive	નિર્ણાયક	trust	0.609
considerate	ગંભીર	trust	0.609
patron	આશ્રયદાતા	trust	0.609
scripture	ગ્રંથ	trust	0.609
heal	મટાડવું	trust	0.609
praiseworthy	પ્રશંસનીય	trust	0.609
steward	કારભારી	trust	0.609
awareness	જાગૃતિ	trust	0.609
officer	અધિકારી	trust	0.609
purification	શુદ્ધિકરણ	trust	0.609
excel	એક્સેલ	trust	0.609
civilization	સંસ્કૃતિ	trust	0.609
liking	રુચિ પણ ધ્યાનપાત્ર	trust	0.609
comfort	આરામ	trust	0.609
magnificence	ભવ્યતા	trust	0.609
notary	નોટરી	trust	0.609
progression	પ્રગતિ	trust	0.609
mediator	મધ્યસ્થી	trust	0.609
blessings	આશીર્વાદ	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ભલામણ	trust	0.609
brave	બહાદુર	trust	0.602
experienced	અનુભવી	trust	0.602
steady	સ્થિર	trust	0.602
enlightenment	આત્મજ્ઞાન	trust	0.602
brighten	હરખાવું	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	પરિપૂર્ણ	trust	0.602
witness	સાક્ષી	trust	0.602
humility	વિનમ્રતા	trust	0.602
sympathetic	લાગણીશીલ	trust	0.602
helpful	મદદરૂપ	trust	0.602
symmetry	સપ્રમાણતા	trust	0.602
unquestionable	નિર્વિવાદ	trust	0.602
peace	શાંતિ	trust	0.602
transcendence	ગુણાતીત	trust	0.602
serenity	શાંતિ	trust	0.602
embrace	આલિંગવું	trust	0.602
inspired	પ્રેરિત	trust	0.602
mainstay	મુખ્ય આધાર	trust	0.602
unconditional	બિનશરતી	trust	0.602
guarded	સાવચેતીભર્યું	trust	0.602
identify	ઓળખવા	trust	0.602
marry	લગ્ન કરો	trust	0.594
grant	અનુદાન	trust	0.594
depend	આધાર રાખે છે	trust	0.594
complimentary	સ્તુત્ય	trust	0.594
spouse	પત્ની	trust	0.594
tranquility	સુલેહ - શાંતિ	trust	0.594
vigilant	જાગ્રત	trust	0.594
ministry	મંત્રાલય	trust	0.594
fairly	એકદમ	trust	0.594
philanthropic	પરોપકારી	trust	0.594
openly	જાહેરમાં	trust	0.594
generous	ઉદાર	trust	0.594
strengthen	મજબૂત	trust	0.594
gratitude	કૃતજ્ઞતા	trust	0.594
befriend	મિત્રતા	trust	0.594
substantiate	સાબિત કરવું	trust	0.594
praised	પ્રશંસા	trust	0.594
admiral	એડમિરલ	trust	0.594
regent	કારભારી	trust	0.594
sage	ઋષિ	trust	0.594
assessment	મૂલ્યાંકન	trust	0.594
enlighten	પ્રકાશિત કરવું	trust	0.594
eminence	ઉત્કૃષ્ટતા	trust	0.594
commendation	પ્રશંસા	trust	0.594
efficient	કાર્યક્ષમ	trust	0.594
nurse	નર્સ	trust	0.594
visionary	સ્વપ્નદ્રષ્ટા	trust	0.594
