word	Hindi-hi	emotion	emotion-intensity-score
shell	खोल	sadness	0.045
musical	संगीत	sadness	0.045
savor	स्वाद	sadness	0.034
vote	वोट	sadness	0.031
napkin	नैपकिन	sadness	0.031
sing	गाओ	sadness	0.017
music	संगीत	sadness	0.016
mother	मां	sadness	0.016
nutritious	पौष्टिक	sadness	0.015
lovely	सुंदर	sadness	0.009
art	कला	sadness	0.000
romance	रोमांस	sadness	0.000
liquor	शराब	sadness	0.000
sweetheart	प्रिय	sadness	0.000
surprise	अचरज	surprise	0.930
flabbergast	हैरत में डालना	surprise	0.906
explode	विस्फोट	surprise	0.906
explosion	विस्फोट	surprise	0.898
explosive	विस्फोटक	surprise	0.883
ambush	घात लगाना	surprise	0.883
eruption	विस्फोट	surprise	0.883
frighten	डराना	surprise	0.875
startle	डराना	surprise	0.875
surprisingly	हैरानी की बात है	surprise	0.875
shockingly	आश्चर्यजनक	surprise	0.875
surprising	चौंका देने वाला	surprise	0.867
frightened	डरा हुआ	surprise	0.867
surprised	आश्चर्य चकित	surprise	0.867
thrilling	रोमांचकारी	surprise	0.859
miracle	चमत्कार	surprise	0.859
outburst	विस्फोट	surprise	0.859
blast	विस्फोट	surprise	0.852
alarm	अलार्म	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	झटका	surprise	0.844
thunderstruck	हक्का-बक्का हुआ	surprise	0.844
shock	झटका	surprise	0.844
fright	भय	surprise	0.836
bang	धमाके	surprise	0.836
unexpectedly	अप्रत्याशित रूप से	surprise	0.836
catastrophe	तबाही	surprise	0.836
dazzle	चकाचौंध	surprise	0.836
emergency	आपातकालीन	surprise	0.828
bewilderment	घबराहट	surprise	0.828
suddenly	अचानक से	surprise	0.828
startling	चौंकाने	surprise	0.828
astound	हक्का बक्का	surprise	0.820
stunned	अवाक	surprise	0.820
jackpot	जैकपोट	surprise	0.812
earthquake	भूकंप	surprise	0.812
disaster	आपदा	surprise	0.812
astonish	चकित करना	surprise	0.805
astonishment	विस्मय	surprise	0.805
climax	उत्कर्ष	surprise	0.805
aghast	भौचक्का	surprise	0.805
scare	डराना	surprise	0.797
awestruck	अवाक् हो उठे	surprise	0.797
bomb	बम	surprise	0.789
erupt	फूटना	surprise	0.789
exclaim	चिल्लाना	surprise	0.789
amazement	विस्मय	surprise	0.781
detonate	धड़ाका करना	surprise	0.773
alarming	खतरनाक	surprise	0.773
miraculous	चमत्कारपूर्ण	surprise	0.773
invade	पर आक्रमण	surprise	0.773
raid	छापा	surprise	0.773
abduction	अपहरण	surprise	0.773
kidnap	अपहरण करना	surprise	0.766
stupefy	मूर्ख बनाना	surprise	0.758
overwhelming	भारी	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	अप्रत्याशित	surprise	0.758
unimaginable	अकल्पनीय	surprise	0.750
erratic	अनियमित	surprise	0.750
accident	दुर्घटना	surprise	0.750
outrageous	अपमानजनक	surprise	0.750
flinch	बच निकलना	surprise	0.742
blitz	बम बरसाना	surprise	0.742
petrify	पत्थर बनाना	surprise	0.742
slaughter	वध	surprise	0.742
horror	डरावनी	surprise	0.742
amaze	विस्मित करना	surprise	0.742
bewilder	भुलाना	surprise	0.742
wreck	जहाज के मलबे	surprise	0.742
stupefaction	स्तब्धता	surprise	0.734
excitement	उत्साह	surprise	0.734
frenetic	उन्मत्त	surprise	0.734
frantic	उन्मत्त	surprise	0.734
crash	दुर्घटना	surprise	0.734
sudden	अचानक	surprise	0.727
riotous	उपद्रवी	surprise	0.727
vanished	ग़ायब	surprise	0.727
moonstruck	दीवाना	surprise	0.727
outcry	चिल्लाहट	surprise	0.727
bewildered	व्यग्र	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	तोड़-फोड़	surprise	0.719
shriek	कटकट	surprise	0.719
breathless	बेदम	surprise	0.719
scream	चिल्लाना	surprise	0.719
manslaughter	हत्या	surprise	0.719
rupture	टूटना	surprise	0.719
unanticipated	अप्रत्याशित	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	अवज्ञा का	surprise	0.711
unexpected	अप्रत्याशित	surprise	0.711
electrify	विद्युतीकरण करना	surprise	0.711
stun	अचेत करना	surprise	0.711
shot	शॉट	surprise	0.711
avalanche	हिमस्खलन	surprise	0.711
gasp	हांफी	surprise	0.711
unforeseen	अदृष्ट	surprise	0.703
slam	स्लैम	surprise	0.703
surge	महोर्मि	surprise	0.703
intruder	घुसेड़नेवाला	surprise	0.703
abrupt	आकस्मिक	surprise	0.703
suspense	दुविधा	surprise	0.703
devastation	तबाही	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	अस्थिरता	surprise	0.695
excite	उत्तेजित	surprise	0.695
unprecedented	अभूतपूर्व	surprise	0.695
stab	आवेश	surprise	0.695
urgent	अति आवश्यक	surprise	0.695
yell	चिल्लाना	surprise	0.695
strike	धरना	surprise	0.695
disturbance	अशांति	surprise	0.688
carnage	नरसंहार	surprise	0.688
spectacular	बहुत शानदार	surprise	0.688
incredible	अविश्वसनीय	surprise	0.688
recklessness	लापरवाही	surprise	0.680
slap	थप्पड़	surprise	0.680
monstrous	राक्षसी	surprise	0.680
clamor	कोलाहल	surprise	0.680
thrill	रोमांच	surprise	0.680
accidentally	अकस्मात	surprise	0.672
accidental	आकस्मिक	surprise	0.672
striking	हड़ताली	surprise	0.672
captivate	बंदी बनाना	surprise	0.672
exhilaration	ज़िंदादिली	surprise	0.672
terrorist	आतंकवादी	surprise	0.672
inexplicable	अकथनीय	surprise	0.672
exciting	उत्तेजित करनेवाला	surprise	0.672
topple	गिर पड़ना	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ज्वर भाता	surprise	0.664
revolution	क्रांति	surprise	0.664
freakish	झक्की	surprise	0.664
incendiary	आग लगानेवाला	surprise	0.656
revolt	विद्रोह	surprise	0.656
sneak	उचक्का	surprise	0.656
unspeakable	गंदा	surprise	0.656
bloodshed	रक्तपात	surprise	0.656
cyclone	चक्रवात	surprise	0.648
violent	हिंसा करनेवाला	surprise	0.648
disruption	विघटन	surprise	0.648
spellbound	मंत्रमुग्ध	surprise	0.648
unsuspecting	पहले से न सोचा	surprise	0.648
mutiny	गदर	surprise	0.648
attacking	पर हमला	surprise	0.648
unintended	अनायास ही	surprise	0.648
amazingly	आश्चर्यजनक	surprise	0.648
epidemic	महामारी	surprise	0.648
shout	चिल्लाना	surprise	0.641
screech	फटा आवाज़	surprise	0.641
wildfire	जंगल की आग	surprise	0.641
indescribable	अवर्णनीय	surprise	0.641
enthusiasm	उत्साह	surprise	0.641
excitation	उत्तेजना	surprise	0.641
tumult	कोलाहल	surprise	0.641
improvisation	आशुरचना	surprise	0.641
anomaly	विसंगति	surprise	0.633
apparition	प्रेत	surprise	0.633
treachery	द्रऋह	surprise	0.633
presto	हाथ की सफ़ाई	surprise	0.633
gape	जंभाई	surprise	0.633
agape	मुंह खोले हुए	surprise	0.633
uncertain	ढुलमुल	surprise	0.633
plunder	लूट	surprise	0.633
tempest	तूफ़ान	surprise	0.625
trick	छल	surprise	0.625
slaughtering	नरसंहार	surprise	0.625
wonderment	हैरत	surprise	0.625
excited	उत्साहित	surprise	0.625
sorcery	टोना	surprise	0.625
murderous	घातक	surprise	0.625
urgency	तात्कालिकता	surprise	0.625
distress	संकट	surprise	0.625
mystery	रहस्य	surprise	0.625
trickery	प्रवंचना	surprise	0.617
intense	तीव्र	surprise	0.617
vanish	गायब	surprise	0.617
murder	हत्या	surprise	0.617
quickness	वेग	surprise	0.617
intrusive	दखल	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	शरारत	surprise	0.617
blindfold	आंखों पर पट्टी से	surprise	0.609
coup	तख्तापलट	surprise	0.609
splash	छप छप	surprise	0.609
thief	चुरा लेनेवाला	surprise	0.609
magical	जादुई	surprise	0.609
unstable	अस्थिर	surprise	0.609
shatter	टूट	surprise	0.609
strangle	दबाना	surprise	0.609
defy	उपेक्षा करना	surprise	0.602
deluge	बाढ़	surprise	0.602
inconceivable	समझ से बाहर	surprise	0.602
jubilee	जयंती	surprise	0.602
stupor	व्यामोह	surprise	0.602
tackle	पकड़ना	surprise	0.602
assail	आक्रमण करना	surprise	0.602
betray	प्रकट करना	surprise	0.602
monstrosity	कुरूपता	surprise	0.594
alerts	अलर्ट	surprise	0.594
lightning	आकाशीय बिजली	surprise	0.594
mishap	दुर्घटना	surprise	0.594
shrill	अनिमेष	surprise	0.594
stupendous	अति विशाल	surprise	0.594
mysterious	रहस्यमय	surprise	0.586
paralyzed	स्तंभित	surprise	0.586
randomly	बेतरतीब ढंग से	surprise	0.586
bonus	बोनस	surprise	0.586
deceit	छल	surprise	0.586
wild	जंगली	surprise	0.586
pitfall	ख़तरा	surprise	0.586
wondrous	चमत्कारिक	surprise	0.586
uncanny	अलौकिक	surprise	0.586
electric	बिजली	surprise	0.578
oddity	विषमता	surprise	0.578
death	मौत	surprise	0.578
jubilant	उल्लसित	surprise	0.578
godsend	आकस्मिक धन-प्राप्ति	surprise	0.578
stagger	लड़खड़ाहट	surprise	0.578
raving	पागल	surprise	0.578
rejoicing	ख़ुशी	surprise	0.578
premature	असामयिक	surprise	0.578
fluke	संयोग से पड़नेवाली चोट	surprise	0.578
bizarre	विचित्र	surprise	0.578
revenge	बदला	surprise	0.570
dynamic	गतिशील	surprise	0.570
dismay	बेचैनी	surprise	0.570
ecstatic	उन्मादपूर्ण	surprise	0.562
fascinate	रिझाना	surprise	0.562
uncover	उजागर	surprise	0.562
jerk	झटका	surprise	0.562
reward	इनाम	surprise	0.562
nefarious	कुटिल	surprise	0.562
reappear	फिर से प्रकट होना	surprise	0.562
whim	रंग	surprise	0.555
conjure	जादू	surprise	0.555
crescendo	तेज	surprise	0.555
zany	बौड़म	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	स्पष्ट करना	surprise	0.547
rescue	बचाव	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	विजेता	surprise	0.547
heroism	साहस	surprise	0.547
rarity	दुर्लभ वस्तु	surprise	0.547
ejaculation	फटना	surprise	0.547
daze	अचंभे में डाल देना	surprise	0.547
unbridled	निरंकुश	surprise	0.547
thwart	विफल	surprise	0.547
treason	राज-द्रोह	surprise	0.539
punch	पंच	surprise	0.539
insult	अपमान	surprise	0.539
lunge	झपट्टा	surprise	0.539
illusion	मोह माया	surprise	0.539
lucky	सौभाग्यशाली	surprise	0.539
interrupt	बाधा	surprise	0.539
cheer	जयकार	surprise	0.539
celebration	उत्सव	surprise	0.539
violation	उल्लंघन	surprise	0.539
marvel	चमत्कार	surprise	0.539
sensation	सनसनी	surprise	0.531
fearfully	भय सहित	surprise	0.531
concealed	गुप्त	surprise	0.531
banger	बैंगर	surprise	0.531
affront	अपमान	surprise	0.531
snag	रोड़ा	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	वीर	surprise	0.523
wonder	आश्चर्य	surprise	0.523
immediacy	तुरंत्ता	surprise	0.523
undiscovered	अनदेखा	surprise	0.523
abandonment	संन्यास	surprise	0.523
rejoice	आनंद	surprise	0.523
improvise	सुधारने	surprise	0.523
majestic	आलीशान	surprise	0.523
scorpion	बिच्छू	surprise	0.523
victimized	सताया हुआ	surprise	0.523
liberate	आजाद कराने	surprise	0.523
yelp	भौंकना	surprise	0.516
stealthily	छिपकर	surprise	0.516
tickle	गुदगुदी	surprise	0.516
chance	मोका	surprise	0.516
howl	चीख़	surprise	0.516
swerve	भटकना	surprise	0.508
reflex	पलटा हुआ	surprise	0.508
rave	बड़बड़ाना	surprise	0.508
pop	पॉप	surprise	0.508
luck	भाग्य	surprise	0.508
magnificent	शानदार	surprise	0.508
transcendence	श्रेष्ठता	surprise	0.508
garish	भड़कीला	surprise	0.508
unintentionally	अनजाने	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	निराला	surprise	0.500
marvelous	अनोखा	surprise	0.500
heroic	वीर रस	surprise	0.500
remarkable	असाधारण	surprise	0.500
fainting	बेहोशी	surprise	0.500
slayer	बध करनेवाला	surprise	0.500
erotic	कामुक	surprise	0.500
enliven	सजीव करना	surprise	0.500
alertness	मुस्तैदी	surprise	0.500
misbehavior	दुराचार	surprise	0.500
embarrassment	शर्मिंदगी	surprise	0.500
diversion	परिवर्तन	surprise	0.500
unutterable	अनिर्वचनीय	surprise	0.492
nab	पकड़ने	surprise	0.492
camouflage	छलावरण	surprise	0.492
trump	तुस्र्प	surprise	0.492
decoy	प्रलोभन	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	कल्पना	surprise	0.492
infarct	रोधगलितांश	surprise	0.492
birthday	जन्मदिन	surprise	0.492
greatness	महानता	surprise	0.492
zeal	उत्साह	surprise	0.484
prick	चुभन	surprise	0.484
magician	जादूगर	surprise	0.484
underestimate	कम आंकना	surprise	0.484
horde	भीड़	surprise	0.484
fanfare	धूमधाम	surprise	0.484
inexpressible	अकथनीय	surprise	0.484
daemon	डेमॉन	surprise	0.484
variable	परिवर्तनशील	surprise	0.484
curiosity	जिज्ञासा	surprise	0.484
gawk	मूर्ख	surprise	0.477
unguarded	बेपनाह	surprise	0.477
chicane	झूठा इलज़ाम	surprise	0.477
fortune	भाग्य	surprise	0.477
sneeze	छींक	surprise	0.477
illumination	रोशनी	surprise	0.477
incident	घटना	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	अजीब	surprise	0.477
subversive	विनाशक	surprise	0.477
reversal	उलट	surprise	0.469
prowl	तलाशी करना	surprise	0.469
rapid	तीव्र	surprise	0.469
leery	चालाक	surprise	0.469
wizard	जादूगर	surprise	0.469
coincidence	संयोग	surprise	0.461
hilarious	उल्लसित	surprise	0.461
divergent	विभिन्न	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	टूटना	surprise	0.461
slip	चूक	surprise	0.461
wonderful	आश्चर्यजनक	surprise	0.453
hoax	छल	surprise	0.453
winning	जीत	surprise	0.453
overestimate	जिआदा	surprise	0.453
confession	इकबालिया बयान	surprise	0.453
ordeal	परख	surprise	0.453
evanescence	लोप	surprise	0.453
merriment	आमोद	surprise	0.453
raffle	भाग्य क्रीड़ा	surprise	0.453
stound	stound	surprise	0.445
laughter	हंसी	surprise	0.445
enthusiast	सरगर्म	surprise	0.445
splendid	शानदार	surprise	0.445
feat	करतब	surprise	0.445
perchance	मुमकिन है	surprise	0.445
excel	एक्सेल	surprise	0.445
gambling	जुआ	surprise	0.445
unintentional	अनजाने में	surprise	0.438
brighten	चमकना	surprise	0.438
changeable	अस्थिर	surprise	0.438
rapt	मगन	surprise	0.438
unique	अद्वितीय	surprise	0.438
splendor	धूम तान	surprise	0.438
senseless	बेहोश	surprise	0.438
gift	उपहार	surprise	0.430
fascination	सम्मोहन	surprise	0.430
trepidation	घबराहट	surprise	0.430
stealthy	गुढ़	surprise	0.430
fiesta	पर्व	surprise	0.430
delighted	प्रसन्न	surprise	0.430
lawsuit	मुकदमा	surprise	0.430
intrigue	साज़िश	surprise	0.430
quicksilver	पारा	surprise	0.422
originality	मोलिकता	surprise	0.422
riddle	पहेली	surprise	0.422
judgment	निर्णय	surprise	0.422
enchant	मंत्रमुग्ध करना	surprise	0.422
stealth	चुपके	surprise	0.422
veracity	सच्चाई	surprise	0.414
elusive	मायावी	surprise	0.414
perjury	झूठा साक्ष्य	surprise	0.414
spirits	आत्माओं	surprise	0.414
liberation	मुक्ति	surprise	0.414
illegitimate	अवैध	surprise	0.414
syncope	बेहोशी	surprise	0.414
experiment	प्रयोग	surprise	0.414
gambler	जुआरी	surprise	0.406
eager	उत्सुक	surprise	0.406
inspired	प्रेरित	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	वाहवाही	surprise	0.406
allure	फुसलाना	surprise	0.406
parade	परेड	surprise	0.406
princely	राजसी	surprise	0.398
divorce	तलाक	surprise	0.398
guess	अनुमान	surprise	0.398
burlesque	कारटून	surprise	0.398
secrecy	गुप्तता	surprise	0.398
aspiration	आकांक्षा	surprise	0.391
peri	पेरी	surprise	0.391
cheerful	हंसमुख	surprise	0.391
hermaphrodite	द्विलिंग	surprise	0.391
supremacy	प्रभुत्व	surprise	0.391
incontinence	असंयमिता	surprise	0.391
inheritance	विरासत	surprise	0.383
score	स्कोर	surprise	0.383
lose	खोना	surprise	0.383
crowning	ताजपोशी	surprise	0.383
buck	हिरन	surprise	0.383
praiseworthy	सराहनीय	surprise	0.383
cadaver	शव	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	घूंट	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	प्रफुल्ल	surprise	0.375
mystic	रहस्यवादी	surprise	0.375
succeed	सफल होने के	surprise	0.375
advance	अग्रिम	surprise	0.375
sparkle	चमक	surprise	0.367
hope	आशा	surprise	0.367
joker	जोकर	surprise	0.367
sensual	कामुक	surprise	0.367
excavation	उत्खनन	surprise	0.367
feeling	अनुभूति	surprise	0.359
entertainment	मनोरंजन	surprise	0.359
clown	विदूषक	surprise	0.352
newcomer	नवागंतुक	surprise	0.352
modify	संशोधित	surprise	0.352
award	पुरस्कार	surprise	0.352
blessings	आशीर्वाद का	surprise	0.352
postponement	स्थगन	surprise	0.352
obit	obit	surprise	0.352
celebrity	सेलिब्रिटी	surprise	0.344
hero	नायक	surprise	0.344
start	प्रारंभ	surprise	0.344
wonderfully	शानदार	surprise	0.344
highest	उच्चतम	surprise	0.344
proficiency	प्रवीणता	surprise	0.344
glorify	महिमामंडन	surprise	0.344
unbeaten	अजेय	surprise	0.336
memorable	अविस्मरणीय	surprise	0.336
sanctify	पवित्रता	surprise	0.336
rekindle	फिर से जलाना	surprise	0.336
optimism	आशावाद	surprise	0.336
warned	आगाह	surprise	0.336
prodigious	विलक्षण	surprise	0.336
dissolution	विघटन	surprise	0.336
grin	मुसकान	surprise	0.336
admiration	प्रशंसा	surprise	0.328
hypertrophy	अतिवृद्धि	surprise	0.328
present	वर्तमान	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	देवदूत	surprise	0.320
examination	इंतिहान	surprise	0.320
catch	पकड़	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	फ़्लर्ट	surprise	0.312
puma	प्यूमा	surprise	0.312
liberty	स्वतंत्रता	surprise	0.312
kiss	चुम्मा	surprise	0.312
embrace	आलिंगन	surprise	0.312
occasional	प्रासंगिक	surprise	0.312
treat	इलाज	surprise	0.312
saint	संत	surprise	0.312
scrimmage	धक्का मुक्की	surprise	0.312
dismissal	पदच्युति	surprise	0.312
perfection	पूर्णता	surprise	0.305
generosity	उदारता	surprise	0.305
gratify	घूस देना	surprise	0.305
saintly	पुण्य	surprise	0.305
sally	विप्लव	surprise	0.305
polarity	polarity	surprise	0.297
finally	आखिरकार	surprise	0.297
differently	अलग ढंग से	surprise	0.297
palpable	स्पर्शनीय	surprise	0.297
warn	चेतावनी देना	surprise	0.297
ceremony	समारोह	surprise	0.297
larger	बड़ा	surprise	0.297
favorable	अनुकूल	surprise	0.297
romance	रोमांस	surprise	0.289
medal	पदक	surprise	0.289
inviting	आमंत्रित	surprise	0.289
greeting	शुभकामना	surprise	0.289
candid	खरा	surprise	0.281
resignation	इस्तीफा	surprise	0.281
trip	यात्रा	surprise	0.281
accolade	सम्मान	surprise	0.281
labor	श्रम	surprise	0.281
stare	एकटक देखना	surprise	0.273
glimmer	प्रभा	surprise	0.266
invite	आमंत्रण	surprise	0.266
somatic	दैहिक	surprise	0.266
admire	प्रशंसा	surprise	0.266
immerse	विसर्जित	surprise	0.266
festival	त्यौहार	surprise	0.266
mimicry	अनुकरण	surprise	0.266
compensate	कमी पूर्ति	surprise	0.266
insolvency	दिवालियापन	surprise	0.266
playful	चंचल	surprise	0.266
complement	पूरक हैं	surprise	0.258
receiving	प्राप्त	surprise	0.258
hypothesis	परिकल्पना	surprise	0.258
laugh	हसना	surprise	0.258
chuckle	कुड़ाकुड़ाना	surprise	0.258
honeymoon	सुहाग रात	surprise	0.250
marry	शादी कर	surprise	0.242
independence	आजादी	surprise	0.242
opera	ओपेरा	surprise	0.242
pleasant	सुहानी	surprise	0.242
rhythmical	तालबद्ध	surprise	0.234
assessment	मूल्यांकन	surprise	0.234
hopeful	आशावान	surprise	0.234
trophy	ट्रॉफी	surprise	0.234
holiness	परम पूज्य	surprise	0.234
chant	मंत्र	surprise	0.234
leave	छोड़ना	surprise	0.234
procession	जुलूस	surprise	0.227
placard	घोषणापत्र	surprise	0.227
deal	सौदा	surprise	0.227
cherish	संजोना	surprise	0.219
good	अच्छा	surprise	0.219
shopping	खरीदारी	surprise	0.219
musical	संगीत	surprise	0.219
shell	खोल	surprise	0.211
dawn	भोर	surprise	0.211
simplify	आसान बनाने में	surprise	0.211
purity	पवित्रता	surprise	0.203
nullify	उठा देना	surprise	0.203
money	पैसे	surprise	0.203
sweet	मिठाई	surprise	0.203
morals	नैतिकता	surprise	0.203
synchronize	सिंक्रनाइज़	surprise	0.195
preservative	परिरक्षक	surprise	0.195
humanitarian	मानवीय	surprise	0.195
unfulfilled	अधूरी	surprise	0.195
precious	कीमती	surprise	0.195
obliging	ऋणी	surprise	0.188
singularly	अकेले	surprise	0.188
foresee	पूर्वानुमान	surprise	0.180
pray	प्रार्थना	surprise	0.180
graduation	स्नातक स्तर की पढ़ाई	surprise	0.180
lovely	सुंदर	surprise	0.180
sun	रवि	surprise	0.172
art	कला	surprise	0.172
mouth	मुंह	surprise	0.172
youth	जवानी	surprise	0.172
thirst	प्यास	surprise	0.172
young	युवा	surprise	0.164
goodness	भलाई	surprise	0.164
overdue	अतिदेय	surprise	0.156
visor	टोपी का छज्जा	surprise	0.156
practiced	अभ्यास	surprise	0.156
latent	अव्यक्त	surprise	0.156
loyal	निष्ठावान	surprise	0.148
expect	उम्मीद	surprise	0.148
destination	गंतव्य	surprise	0.148
wireless	तार रहित	surprise	0.148
quote	उद्धरण	surprise	0.141
slush	कीचड़	surprise	0.141
infant	शिशु	surprise	0.141
cream	मलाई	surprise	0.141
playground	खेल का मैदान	surprise	0.133
organization	संगठन	surprise	0.125
teach	सिखाना	surprise	0.125
vote	वोट	surprise	0.125
smile	मुस्कुराओ	surprise	0.117
weight	वजन	surprise	0.117
dolphin	डॉल्फिन	surprise	0.117
sisterhood	महिला संघ	surprise	0.109
cable	केबल	surprise	0.109
sunny	धूप	surprise	0.102
steady	नियमित	surprise	0.094
leisure	फुर्सत	surprise	0.086
peaceful	शांतिपूर्ण	surprise	0.086
spa	स्पा	surprise	0.086
tree	पेड़	surprise	0.078
picnic	पिकनिक	surprise	0.078
worm	कीड़ा	surprise	0.055
truthfulness	सत्यवादिता	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	भरोसेमंद	trust	0.867
honest	ईमानदार	trust	0.844
honesty	ईमानदारी	trust	0.844
honor	आदर	trust	0.844
truth	सत्य	trust	0.844
truthful	ईमानदार	trust	0.836
trusting	भरोसा	trust	0.836
brotherhood	भाईचारा	trust	0.820
entrust	सौंपना	trust	0.812
committed	प्रतिबद्ध	trust	0.805
integrity	अखंडता	trust	0.805
loyalty	निष्ठा	trust	0.805
honorable	माननीय	trust	0.805
credibility	विश्वसनीयता	trust	0.805
trust	भरोसा	trust	0.805
faithful	वफादार	trust	0.797
sincere	ईमानदार	trust	0.797
responsible	उत्तरदायी	trust	0.789
partnership	साझेदारी	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	बुद्धिमत्ता	trust	0.789
oath	क़सम	trust	0.781
verification	सत्यापन	trust	0.781
vow	व्रत	trust	0.781
cooperative	सहयोगी	trust	0.781
respectable	सम्मानित	trust	0.773
credible	विश्वसनीय	trust	0.773
hero	नायक	trust	0.773
sisterhood	महिला संघ	trust	0.773
promise	पक्का वादा	trust	0.773
verified	सत्यापित	trust	0.773
qualified	योग्य	trust	0.766
respected	आदरणीय	trust	0.766
authentication	प्रमाणीकरण	trust	0.766
compassion	दया	trust	0.759
reputable	सम्मानित	trust	0.758
safekeeping	सुरक्षित रखने के	trust	0.758
reliability	विश्वसनीयता	trust	0.758
moral	नैतिक	trust	0.758
love	मोहब्बत	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	अनुमोदन	trust	0.758
stable	स्थिर	trust	0.750
friend	दोस्त	trust	0.750
genuine	वास्तविक	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	क्षमता	trust	0.750
loyal	निष्ठावान	trust	0.750
ally	मित्र	trust	0.750
safeguard	रक्षा	trust	0.750
companion	साथी	trust	0.750
advised	सलाह दी	trust	0.750
authentic	विश्वसनीय	trust	0.750
respect	आदर करना	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	आजादी	trust	0.742
proven	सिद्ध किया हुआ	trust	0.742
respects	सम्मान	trust	0.742
faith	आस्था	trust	0.742
wholesome	पौष्टिक	trust	0.742
heartfelt	हार्दिक	trust	0.734
unification	एकीकरण	trust	0.734
protecting	की रक्षा	trust	0.734
reassurance	आश्वासन	trust	0.734
admirable	प्रशंसनीय	trust	0.734
trustee	ट्रस्टी	trust	0.734
supporter	समर्थक	trust	0.734
confirmation	पुष्टीकरण	trust	0.734
respectful	विनीत	trust	0.734
alliance	संधि	trust	0.727
equality	समानता	trust	0.727
friendship	मित्रता	trust	0.727
agreement	समझौता	trust	0.727
fact	तथ्य	trust	0.727
confident	विश्वास है	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	विश्वास	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	उत्कृष्टता	trust	0.727
credential	क्रेडेंशियल	trust	0.727
closeness	निकटता	trust	0.719
authenticate	प्रमाणित	trust	0.719
intelligence	बुद्धि	trust	0.719
virtue	गुण	trust	0.719
honored	सम्मानित	trust	0.719
virtuous	धार्मिक	trust	0.719
kindred	आत्मीय	trust	0.719
charitable	दानशील	trust	0.711
dedication	निष्ठा	trust	0.711
guarantee	गारंटी	trust	0.711
cooperation	सहयोग	trust	0.711
creditable	श्रेयस्कर	trust	0.711
consistency	संगति	trust	0.711
allegiance	निष्ठा	trust	0.711
cooperating	सहयोग	trust	0.711
straightforward	सरल	trust	0.711
determination	चित्त की दृढ़ता	trust	0.711
justice	न्याय	trust	0.711
sanctuary	अभ्यारण्य	trust	0.703
nurture	पालन ​​- पोषण करना	trust	0.703
innocent	मासूम	trust	0.703
admire	प्रशंसा	trust	0.703
assurance	बीमा	trust	0.703
morality	नैतिकता	trust	0.703
prepared	तैयार	trust	0.703
friendliness	मित्रता	trust	0.703
reliable	विश्वसनीय	trust	0.703
mentor	गुरु	trust	0.703
guardianship	संरक्षण	trust	0.703
fulfilled	पूरा	trust	0.703
reverence	श्रद्धा	trust	0.703
proof	प्रमाण	trust	0.703
admiration	प्रशंसा	trust	0.703
mother	मां	trust	0.703
protected	संरक्षित	trust	0.703
motherhood	मातृत्व	trust	0.703
marriage	शादी	trust	0.695
skillful	निपुण	trust	0.695
indestructible	अक्षय	trust	0.695
guardian	अभिभावक	trust	0.695
accountable	उत्तरदायी	trust	0.695
courage	साहस	trust	0.695
bodyguard	अंगरक्षक	trust	0.695
agreeable	सहमत	trust	0.695
scientist	वैज्ञानिक	trust	0.695
allied	सम्बद्ध	trust	0.695
compassionate	दयालु	trust	0.695
humanitarian	मानवीय	trust	0.695
approving	का अनुमोदन	trust	0.695
united	संयुक्त	trust	0.695
pact	संधि	trust	0.695
certified	प्रमाणित	trust	0.695
morals	नैतिकता	trust	0.695
esteem	आदर	trust	0.688
secure	सुरक्षित	trust	0.688
perfection	पूर्णता	trust	0.688
guidance	दिशा निर्देश	trust	0.688
competent	सक्षम	trust	0.688
authenticity	सत्यता	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	तर्कसंगत	trust	0.688
